outer_seed,inner_fold,column,combined_normalized_rmse_candidate,V1_rmse_candidate,V1_mae_candidate,V2_rmse_candidate,V2_mae_candidate,combined_normalized_rmse_reference,V1_rmse_reference,V1_mae_reference,V2_rmse_reference,V2_mae_reference,combined_normalized_rmse_relative_gain,V1_rmse_relative_gain,V1_mae_relative_gain,V2_rmse_relative_gain,V2_mae_relative_gain
536279090,1,40g,0.5485010766334406,14.523514339251609,9.735386193316918,20.0627244864938,14.264697641566178,0.548053179335923,14.44799510093482,9.705082857436029,20.13475623348536,14.463097503219824,-0.0008172515266864355,-0.005226970094411421,-0.0031224190793663897,0.0035774829432385635,0.013717660522545638
536279090,2,25g,0.7401427753650162,8.518700488483184,4.629278910999566,11.764953525184996,6.60136251852546,0.7351104240381094,8.390721759802293,4.590990536649461,11.845802943410195,6.709135130761375,-0.006845708022017893,-0.015252410024367835,-0.008339893982453717,0.006825153061504885,0.016063562610593052
536279090,2,40g,0.5997427121935148,16.725739854965948,11.025934921749052,19.021518875396048,14.096075608995225,0.5898890261951176,16.318052782504765,10.773292420402406,18.94823208684091,14.235867588103766,-0.016704304641764756,-0.02498380645626308,-0.023450816286040066,-0.003867737539801075,0.009819702118145424
536279090,3,25g,0.379697654566884,3.918230574992038,3.0076504444253858,6.973768239506908,4.915886523805815,0.3833185129290822,4.021481895229528,3.0177502829453045,6.932207921235927,4.904625169162093,0.009446082670335643,0.025674943448078746,0.0033468105618272848,-0.005995249816969084,-0.002296068354933345
536279090,3,40g,0.4858316123437223,14.48620725012842,10.818758462604722,14.799910169997236,10.646704643651058,0.4842340090299787,14.510975909254016,10.784828662872313,14.611687749085576,10.535813923885948,-0.003299238145094252,0.0017068913407678465,-0.003146067572609157,-0.012881634493143279,-0.010525121321069086
536279090,4,25g,0.4889157621414742,4.918167982249041,3.498880871136983,9.384086682707048,6.8917961994806936,0.4854999464494872,4.9031054572389845,3.518764098485311,9.28746303109956,6.676998710632325,-0.007035666464985768,-0.0030720377404522825,0.0056506281159588445,-0.010403664734270235,-0.032169766411116685
536279090,4,40g,0.4981018939789103,13.42691724549984,7.39249545051938,16.365453624339004,10.699406196957543,0.4962316498975172,13.380231219579883,7.290104643503826,16.29812384595903,10.733407583690823,-0.0037688931807944304,-0.003489179308922452,-0.014045176581490404,-0.004131136750238129,0.0031678091480420445
536279090,5,25g,0.5747365038667239,6.5645618010716325,4.518131473247821,8.76289941571259,6.248848959115836,0.5934295018946434,6.912561768840505,4.741623185964731,8.710206085183591,6.179826325636644,0.03149994728647343,0.05034312595043111,0.047134009589469006,-0.006049607783521038,-0.011169024798133309
536279090,5,40g,0.4519355896217382,11.912347147236757,8.032691067368237,17.429283144513516,11.894213366152634,0.458291009239691,12.0447632038765,7.833622986523074,17.720215892802678,11.893099007677677,0.013867650662613973,0.010993662091848044,-0.025412006831020406,0.016418126621545737,-9.369790617541618e-05
2767143051,1,25g,0.6559209965391972,6.928817496420499,4.542807969082607,9.580073752166482,7.413056315732805,0.6589471784657082,6.930177797276551,4.542184105348051,9.696600182859449,7.506425797537473,0.004592449934389453,0.00019628657385772907,-0.00013734884365912414,0.012017246096105771,0.012438607177772676
2767143051,1,40g,0.6669027648980387,17.400964784063078,11.869375026927276,23.443299096693615,16.227086818919464,0.6713223689041778,17.51910799041259,12.07354959226122,23.594529683827417,16.55943780038871,0.006583430272632529,0.0067436770418999314,0.016910897973601124,0.006409561417851095,0.020070185079679836
2767143051,2,25g,0.8915721572386341,9.849576528798938,5.443404201160779,13.762527802353338,8.133783680308948,0.8986323291142726,10.011292298982104,5.6315940614180136,13.698915935289657,8.222219127308238,0.00785657453766131,0.01615333618813708,0.03341680138959613,-0.004643569415577753,0.010755666521410467
2767143051,2,40g,0.6201340788615971,18.574254874905275,11.405568543399674,19.270020491535583,13.792149601212468,0.6247235266033865,18.71705534926204,11.441358534112036,19.402090481333,13.789143399158156,0.007346366106527391,0.007629430575060825,0.0031281242175615898,0.006806997932747749,-0.00021801224102846462
