protocol,outer_seed,inner_fold,epoch,step,permutation_seed,grad_norm_4g,grad_norm_25g,grad_norm_40g,cos_4g_25g,cos_4g_40g,cos_25g_40g
compound,1425370602,5,140,0,18334387768614743599,217.63720703125,258.891357421875,619.7198486328125,0.1440564692020416,-0.1530881971120834,0.0040207575075328
compound,536279090,1,1,0,9379746024399775125,1204.6561279296875,2422.658447265625,4895.87548828125,-0.0721595287322998,-0.240370824933052,0.8894518613815308
compound,536279090,1,10,0,9379746024399777465,638.0320434570312,2119.34326171875,5132.11572265625,-0.3311918377876282,-0.4976826906204223,0.8447921276092529
compound,536279090,1,20,0,9379746024399772913,530.2257690429688,1604.6854248046875,5116.5869140625,-0.3868292272090912,-0.1449713259935379,0.7414679527282715
compound,536279090,1,30,0,9379746024399772798,627.5108642578125,1001.9744873046876,3268.579833984375,-0.1251620352268219,0.0184605196118354,0.4577142000198364
compound,536279090,1,40,0,9379746024399774698,425.51806640625,763.3597412109375,1795.080322265625,0.5094565153121948,0.0498795211315155,-0.1227926835417747
compound,536279090,1,50,0,9379746024399771531,511.43841552734375,550.4498291015625,1714.793212890625,-0.0850203037261962,0.2673933207988739,0.0996820628643035
compound,536279090,1,60,0,9379746024399772191,342.40948486328125,516.3923950195312,877.8049926757812,0.1144086048007011,-0.3011021018028259,-0.1396570056676864
compound,536279090,1,70,0,9379746024399772288,363.8338317871094,324.5961608886719,1027.9273681640625,0.0186790432780981,-0.5405853390693665,-0.1336460709571838
compound,536279090,1,80,0,9379746024399771912,316.0663757324219,352.5921630859375,739.6420288085938,0.1646924465894699,-0.5872993469238281,-0.4076778292655945
compound,536279090,1,90,0,9379746024399768997,332.5791320800781,291.95928955078125,753.003173828125,-0.2204964607954025,-0.3738052546977997,-0.090247668325901
compound,536279090,1,100,0,9379746024399769661,270.6088562011719,400.3375244140625,673.5423583984375,-0.028377566486597,-0.4498761594295501,-0.2525516152381897
compound,536279090,1,110,0,9379746024399769778,235.60269165039065,374.2467346191406,494.13385009765625,-0.0616139471530914,-0.3841625154018402,-0.349060446023941
compound,536279090,1,120,0,9379746024399767422,338.928466796875,226.69992065429688,708.2921752929688,0.1231708005070686,-0.1313820481300354,-0.2083219140768051
compound,536279090,1,130,0,9379746024399768535,248.82293701171875,226.87225341796875,488.45556640625,-0.1989896595478058,-0.13178251683712,-0.3659548163414001
compound,536279090,1,140,0,9379746024399769179,176.0670928955078,275.3987731933594,622.5438232421875,-0.1058776751160621,-0.3547577857971191,0.3451330959796905
compound,536279090,1,150,0,9379746024399765204,257.1714172363281,190.26791381835935,539.8831787109375,0.0415432527661323,-0.0644202604889869,-0.1692047268152237
compound,536279090,2,1,0,9379746024399779172,1452.5648193359375,2352.568603515625,4852.5224609375,-0.379825621843338,-0.424901932477951,0.9005308747291565
compound,536279090,2,10,0,9379746024399780136,698.71142578125,2138.311767578125,5298.23095703125,-0.5112393498420715,-0.5064482092857361,0.756642758846283
compound,536279090,2,20,0,9379746024399776896,337.9739685058594,2113.277099609375,5113.40478515625,-0.4090647399425506,-0.3330790400505066,0.4948718547821045
compound,536279090,2,30,0,9379746024399776783,369.4104614257813,1736.1051025390625,2646.310546875,-0.1779066920280456,-0.0499678030610084,0.3036453127861023
compound,536279090,2,40,0,9379746024399778715,288.2167663574219,753.8135375976562,1436.51416015625,-0.1157532855868339,0.3034966289997101,-0.0478401593863964
compound,536279090,2,50,0,9379746024399775514,283.1477966308594,532.7319946289062,958.0563354492188,0.0620005950331687,-0.1721089035272598,0.2176880091428756
compound,536279090,2,60,0,9379746024399776494,283.71014404296875,525.0291748046875,875.7832641601562,-0.1022805646061897,-0.3555567860603332,0.2489910125732422
compound,536279090,2,70,0,9379746024399776369,320.8240661621094,307.486572265625,836.8368530273438,-0.0742035508155822,-0.2181247621774673,-0.0854678601026535
compound,536279090,2,80,0,9379746024399776249,231.55221557617188,337.1802673339844,641.0518188476562,-0.2465627640485763,-0.4018533825874328,0.1494546085596084
compound,536279090,2,90,0,9379746024399772980,216.94744873046875,301.50323486328125,581.708740234375,-0.2652563154697418,-0.4193767309188843,0.0701111033558845
compound,536279090,2,100,0,9379746024399773868,200.1179656982422,289.5466003417969,603.91455078125,-0.3710283637046814,-0.2655048966407776,-0.1521877199411392
compound,536279090,2,110,0,9379746024399773731,189.0840301513672,263.58856201171875,459.868408203125,-0.2090080678462982,-0.2497723549604416,-0.1778439432382583
compound,536279090,2,120,0,9379746024399771471,147.55482482910156,223.9075469970703,412.0229797363281,-0.2614677846431732,-0.3611930608749389,0.0123594915494322
compound,536279090,2,130,0,9379746024399772614,297.8676452636719,287.4046630859375,584.6336669921875,-0.0845703929662704,0.1733330488204956,-0.1526251286268234
compound,536279090,2,140,0,9379746024399773258,191.86895751953125,239.9180145263672,600.2697143554688,-0.2275180220603943,-0.0528964363038539,-0.2725781202316284
compound,536279090,2,150,0,9379746024399769317,196.6903839111328,219.65200805664065,426.99468994140625,0.0584426261484622,0.1681338101625442,-0.1861725002527237
compound,536279090,2,160,0,9379746024399768941,206.439208984375,273.3780822753906,691.2633056640625,-0.0922444984316825,0.0537067204713821,-0.0476033948361873
compound,536279090,3,1,0,9379746024399766711,1549.4407958984375,2330.51025390625,5083.001953125,-0.1784662902355194,-0.3083339631557464,0.8917738795280457
compound,536279090,3,10,0,9379746024399769179,670.9945068359375,2003.9542236328125,5353.271484375,-0.341144323348999,-0.502716064453125,0.8383890986442566
compound,536279090,3,20,0,9379746024399765459,460.567138671875,1324.3955078125,5230.23291015625,-0.1851893067359924,-0.0759136155247688,0.7993513345718384
compound,536279090,3,30,0,9379746024399764828,681.890380859375,621.347900390625,3644.88525390625,0.1136915981769561,0.0691384747624397,0.3571344017982483
compound,536279090,3,40,0,9379746024399766216,739.4354248046875,944.1224975585938,1543.2987060546875,-0.2242979556322097,0.3653058409690857,-0.0213581826537847
compound,536279090,3,50,0,9379746024399763369,294.9335632324219,633.0875854492188,2049.4658203125,0.0023357251193374,0.0694688484072685,-0.1303839087486267
compound,536279090,3,60,0,9379746024399763005,380.944091796875,551.9868774414062,1042.5782470703125,0.247624009847641,-0.5261054635047913,-0.4877099692821502
compound,536279090,3,70,0,9379746024399763618,549.2755126953125,397.7799377441406,1035.09033203125,0.2470032274723053,-0.485175609588623,-0.2361865639686584
compound,536279090,3,80,0,9379746024399764266,320.1543884277344,350.64068603515625,784.583740234375,-0.1096145510673523,-0.480563223361969,-0.2129486799240112
compound,536279090,3,90,0,9379746024399761799,202.91600036621097,491.83636474609375,674.5814819335938,-0.1849215030670166,-0.2309504002332687,-0.3965150415897369
compound,536279090,3,100,0,9379746024399761439,313.77911376953125,305.91204833984375,659.32080078125,-0.1753861010074615,0.0711372420191764,-0.3391050398349762
compound,536279090,3,110,0,9379746024399762064,360.86822509765625,329.4847412109375,708.7349853515625,-0.0781269297003746,0.2396414130926132,-0.1497902572154998
compound,536279090,3,120,0,9379746024399758620,313.2063903808594,304.04376220703125,594.9056396484375,-0.0697226971387863,-0.2184299230575561,-0.3961712121963501
compound,536279090,3,130,0,9379746024399760373,276.8841552734375,306.3832702636719,481.0561218261719,-0.2317961454391479,-0.0845867320895195,-0.5941035747528076
compound,536279090,3,140,0,9379746024399759993,252.2091064453125,351.6927490234375,535.6264038085938,0.1095427870750427,-0.1169722825288772,-0.0423659346997737
compound,536279090,3,150,0,9379746024399756470,449.1966857910156,448.6295776367187,777.5833129882812,0.2258574813604354,0.422964334487915,0.4657164216041565
compound,536279090,3,160,0,9379746024399757118,252.9190368652344,311.215087890625,441.6048889160156,-0.300930917263031,0.0428425855934619,-0.3692727088928222
compound,536279090,3,170,0,9379746024399758755,503.20458984375,352.9462890625,515.1368408203125,-0.018680291250348,0.2342590391635894,0.0409126915037632
compound,536279090,3,180,0,9379746024399754443,164.7589874267578,274.14898681640625,547.61572265625,-0.0443996228277683,-0.0088848890736699,-0.4196524322032928
compound,536279090,3,190,0,9379746024399754820,434.8606872558594,359.84637451171875,584.4308471679688,-0.0950358137488365,0.0482416823506355,0.0120740346610546
compound,536279090,3,200,0,9379746024399755712,175.36968994140625,310.5804443359375,400.7967224121094,-0.0726549699902534,0.1196373775601387,-0.1269308030605316
compound,536279090,3,210,0,9379746024399753057,223.89358520507812,301.9072265625,634.3568115234375,0.2452859580516815,0.3658828139305115,0.1748377382755279
compound,536279090,4,1,0,9379746024399770758,1559.3858642578125,2350.821533203125,4885.16455078125,-0.1796483695507049,-0.2324154078960418,0.9267430305480956
compound,536279090,4,10,0,9379746024399773258,872.599609375,1984.8653564453125,5073.9443359375,-0.4457625448703766,-0.5465540885925293,0.8584257364273071
compound,536279090,4,20,0,9379746024399769570,533.0623168945312,1725.65966796875,5265.302734375,-0.6628715991973877,-0.3504451513290405,0.6989020705223083
compound,536279090,4,30,0,9379746024399768941,322.5774230957031,1442.5877685546875,3744.400634765625,-0.6574850082397461,-0.2828612029552459,0.4604237675666809
compound,536279090,4,40,0,9379746024399770361,478.0845642089844,970.0758056640624,1507.8043212890625,0.0918176248669624,-0.0744895488023758,-0.1241514459252357
compound,536279090,4,50,0,9379746024399766584,402.891845703125,777.7724609375,1688.6220703125,0.3349382579326629,-0.2593316435813904,-0.020782932639122
compound,536279090,4,60,0,9379746024399766924,341.45281982421875,510.94586181640625,1417.302734375,-0.0010133231990039,-0.0109697673469781,0.1416427493095398
compound,536279090,4,70,0,9379746024399768339,260.6266174316406,336.8681335449219,940.1688842773438,-0.0679579079151153,-0.0513505339622497,0.0758137926459312
compound,536279090,4,80,0,9379746024399767707,324.1309814453125,332.7323303222656,716.7342529296875,-0.0971376001834869,-0.4146495461463928,-0.1723181903362274
compound,536279090,4,90,0,9379746024399766038,272.5945739746094,304.58782958984375,716.6475830078125,-0.237397164106369,-0.4683097004890442,-0.0419956222176551
compound,536279090,4,100,0,9379746024399766414,306.2130432128906,274.55035400390625,589.0712890625,-0.1075758561491966,-0.2591273784637451,-0.2817323505878448
compound,536279090,4,110,0,9379746024399765761,276.6665344238281,306.638427734375,598.9800415039062,-0.2689725756645202,-0.2726733088493347,-0.1062234342098236
compound,536279090,4,120,0,9379746024399762797,296.177490234375,281.5766296386719,532.0159301757812,-0.1475074291229248,0.0093149691820144,-0.3121738731861114
compound,536279090,4,130,0,9379746024399764452,396.3732299804687,314.4571838378906,468.1405944824219,-0.0675973296165466,-0.2430479079484939,-0.4165484011173248
compound,536279090,4,140,0,9379746024399764072,266.4643249511719,325.42529296875,741.1458740234375,0.0387525856494903,0.0810373052954673,0.0661680623888969
compound,536279090,4,150,0,9379746024399760583,440.89019775390625,358.989990234375,680.7711181640625,-0.2149026542901992,-0.1392212957143783,0.0297957509756088
compound,536279090,4,160,0,9379746024399761231,210.158203125,281.136962890625,399.307861328125,-0.2998967170715332,-0.1809280812740326,-0.3460058569908142
compound,536279090,4,170,0,9379746024399762898,321.1969299316406,273.9715270996094,441.7321166992187,0.035538449883461,-0.1163063943386077,-0.1582975536584854
compound,536279090,4,180,0,9379746024399758554,135.28395080566406,325.3597106933594,458.75543212890625,-0.3081759214401245,-0.4060352444648742,0.1419566720724105
compound,536279090,4,190,0,9379746024399759189,197.5016937255859,228.9010467529297,578.1557006835938,-0.1062496826052665,0.2669264376163482,-0.1032830104231834
compound,536279090,4,200,0,9379746024399759665,266.5008850097656,278.8969421386719,619.7028198242188,-0.238472431898117,-0.1705271899700164,0.0647366717457771
compound,536279090,4,210,0,9379746024399756400,319.9376220703125,254.88783264160156,796.8020629882812,-0.1876820921897888,-0.1745634078979492,0.1597375273704528
compound,536279090,4,220,0,9379746024399757044,189.33116149902344,259.8526611328125,368.7071838378906,-0.1838190406560897,0.03352652490139,-0.1365639865398407
compound,536279090,4,230,0,9379746024399757675,136.79638671875,245.61427307128903,390.0429382324219,-0.1308844238519668,-0.003027647268027,0.0975615084171295
compound,536279090,5,1,0,9379746024395313043,1168.91015625,2292.741943359375,5122.40576171875,-0.1453018337488174,-0.2235091179609298,0.894731879234314
compound,536279090,5,10,0,9379746024395439448,427.1180725097656,1886.18408203125,5442.60888671875,-0.3479577898979187,-0.5224231481552124,0.8550274968147278
compound,536279090,5,20,0,9379746024395437012,386.35052490234375,1357.3563232421875,5423.89892578125,-0.3260569274425506,-0.1890065819025039,0.8367676138877869
compound,536279090,5,30,0,9379746024395437181,479.3651123046875,679.5712280273438,4815.19287109375,-0.161612719297409,-0.1905859857797622,0.5535868406295776
compound,536279090,5,40,0,9379746024395438769,360.5080261230469,781.5859375,2375.574951171875,0.0498430542647838,-0.0350960604846477,-0.1410642117261886
compound,536279090,5,50,0,9379746024395438910,397.4093017578125,471.890625,1898.1954345703125,0.2239297330379486,-0.0572965405881404,-0.3981955647468567
compound,536279090,5,60,0,9379746024395438502,368.919189453125,538.4100341796875,1630.5648193359375,0.2791270017623901,-0.2919909656047821,-0.3692879676818847
compound,536279090,5,70,0,9379746024395432459,404.39154052734375,469.7610168457031,1080.208251953125,0.0683314204216003,-0.682201087474823,-0.2330946624279022
compound,536279090,5,80,0,9379746024395432067,459.9670715332031,329.5232849121094,857.0067138671875,-0.1063979566097259,-0.6827464699745178,-0.2093820422887802
compound,536279090,5,90,0,9379746024395432220,303.987060546875,331.1365051269531,778.7291870117188,0.055615160614252,-0.6710339188575745,-0.2660528123378753
compound,536279090,5,100,0,9379746024395433864,223.35450744628903,308.3692932128906,632.1776123046875,0.2465424239635467,-0.5486200451850891,-0.4609799683094024
compound,536279090,5,110,0,9379746024395434217,282.8391418457031,375.3219909667969,578.4254150390625,-0.1237263157963752,-0.3830080330371856,-0.394207239151001
compound,536279090,5,120,0,9379746024395435645,306.7799377441406,385.4476013183594,744.2320556640625,-0.0536271147429943,-0.5332881808280945,0.1238937303423881
compound,536279090,5,130,0,9379746024395436018,273.4393005371094,315.44580078125,756.4442138671875,-0.1643499732017517,-0.3444603383541107,0.2161092609167099
compound,536279090,5,140,0,9379746024395431098,191.1970367431641,375.6282958984375,630.7440795898438,0.0625830367207527,-0.3010894656181335,-0.2424914985895156
compound,536279090,5,150,0,9379746024395429591,188.083740234375,349.2851257324219,504.23297119140625,-0.0630921125411987,-0.2602204382419586,-0.3195104300975799
compound,2767143051,1,1,0,18334609939766111248,1611.419921875,2285.027099609375,5225.22998046875,-0.1038439571857452,-0.2396396994590759,0.867958664894104
compound,2767143051,1,10,0,18334609939766057723,847.9569091796875,1795.7437744140625,5261.1826171875,-0.4396344423294067,-0.5694408416748047,0.8108645677566528
compound,2767143051,1,20,0,18334609939766056530,451.1290283203125,1356.216552734375,5236.521484375,-0.4242609739303589,-0.3948672711849212,0.675702691078186
compound,2767143051,1,30,0,18334609939766056922,472.139892578125,858.3857421875,3435.037841796875,-0.1156075596809387,-0.0129026779904961,0.3383887112140655
compound,2767143051,1,40,0,18334609939766059857,349.72314453125,1147.841064453125,1894.952392578125,0.7038021087646484,-0.1283740103244781,-0.3140767514705658
compound,2767143051,1,50,0,18334609939766059221,335.2315368652344,809.4805908203125,1618.271484375,0.213486909866333,-0.0201474111527204,-0.2628517150878906
compound,2767143051,1,60,0,18334609939766058048,483.20458984375,471.1339416503906,1033.4468994140625,0.269492506980896,-0.5992004871368408,-0.1959833353757858
compound,2767143051,1,70,0,18334609939766054284,383.8494873046875,387.2533874511719,862.6788330078125,0.1693586409091949,-0.5398749709129333,-0.1679010391235351
compound,2767143051,1,80,0,18334609939766053151,410.8762512207031,324.5941467285156,777.60205078125,0.1316758096218109,-0.6087401509284973,-0.349861204624176
compound,2767143051,1,90,0,18334609939766052487,223.01388549804688,288.8772888183594,696.0866088867188,0.110329233109951,-0.563086748123169,-0.3526888489723205
compound,2767143051,1,100,0,18334609939766055462,315.8551025390625,270.38531494140625,603.9229736328125,0.1880184113979339,-0.3845555186271667,-0.3134298324584961
compound,2767143051,1,110,0,18334609939766055854,200.50094604492188,302.0265808105469,661.42138671875,-0.1889097243547439,-0.2160653471946716,0.0419003441929817
compound,2767143051,1,120,0,18334609939766054717,221.6301727294922,307.7127380371094,640.3850708007812,-0.0713068321347236,-0.2481835931539535,-0.0757585689425468
compound,2767143051,1,130,0,18334609939766054065,208.381591796875,235.66372680664065,481.68701171875,-0.2240211814641952,-0.3071655333042145,-0.0103473495692014
compound,2767143051,1,140,0,18334609939766066068,224.87193298339844,258.0360412597656,577.1240234375,-0.1476075202226638,0.0106951016932725,0.0601366683840751
compound,2767143051,1,150,0,18334609939766065776,300.63397216796875,273.5696716308594,598.8875732421875,-0.0658964365720748,0.111613929271698,0.3287401795387268
compound,2767143051,1,160,0,18334609939766064891,297.8537902832031,310.0579833984375,601.484619140625,-0.1702608466148376,-0.1482039242982864,0.3529258072376251
compound,2767143051,1,170,0,18334609939766067507,261.22857666015625,278.9195251464844,405.9063720703125,0.0178053937852382,-0.2770280241966247,-0.1015612855553627
compound,2767143051,1,180,0,18334609939766066602,306.8352966308594,203.90296936035156,876.7349243164062,0.0204214956611394,0.0534001514315605,0.0607303641736507
compound,2767143051,1,190,0,18334609939766066210,249.86306762695312,282.6200256347656,411.2952270507813,0.1534395962953567,0.178119495511055,0.1870758533477783
compound,2767143051,2,1,0,18334609939766058177,1693.5711669921875,2238.24169921875,5114.4150390625,-0.1461513787508011,-0.3345479965209961,0.8970494866371155
compound,2767143051,2,10,0,18334609939766053578,895.2256469726562,2069.028076171875,5247.82421875,-0.3567204773426056,-0.542705237865448,0.8149663805961609
compound,2767143051,2,20,0,18334609939766052419,414.3778076171875,1842.7049560546875,5358.92041015625,-0.822592556476593,-0.6186044216156006,0.5959336757659912
compound,2767143051,2,30,0,18334609939766052811,384.9293823242187,1657.1849365234375,3718.86572265625,-0.6830812692642212,-0.32879838347435,0.3308435082435608
compound,2767143051,2,40,0,18334609939766055776,605.4822387695312,1204.58544921875,1822.181640625,-0.327483057975769,-0.3940783143043518,-0.2450093924999237
compound,2767143051,2,50,0,18334609939766055140,408.5006408691406,588.9070434570312,1197.5771484375,0.143999233841896,-0.3602063953876495,-0.3031535148620605
compound,2767143051,2,60,0,18334609939766054001,536.379638671875,652.69287109375,964.0597534179688,0.0415809005498886,-0.5863582491874695,0.0622735656797885
compound,2767143051,2,70,0,18334609939766066909,333.0173034667969,470.7624206542969,917.7616577148438,0.0317993536591529,-0.2413862198591232,0.0274521186947822
compound,2767143051,2,80,0,18334609939766065838,311.4481201171875,296.90863037109375,712.0786743164062,0.0988177433609962,-0.3215747773647308,-0.3242222964763641
compound,2767143051,2,90,0,18334609939766064438,229.0273895263672,286.4839172363281,662.4467163085938,-0.019876554608345,-0.2711494863033294,-0.175024539232254
compound,2767143051,2,100,0,18334609939766068855,362.5036926269531,243.8758850097656,609.1726684570312,-0.1172595545649528,-0.346072793006897,-0.2548116743564605
compound,2767143051,2,110,0,18334609939766067455,246.5973968505859,257.49267578125,707.75390625,0.0590701960027217,0.0394818410277366,-0.2428064346313476
compound,2767143051,2,120,0,18334609939766066540,213.9690093994141,233.21481323242188,567.3831176757812,-0.1550361961126327,-0.2722809910774231,-0.3880356848239898
compound,2767143051,2,130,0,18334609939766067168,313.3088684082031,256.5307922363281,506.2314147949219,-0.2342480570077896,-0.141948863863945,-0.3383651077747345
compound,2767143051,2,140,0,18334609939766062053,243.82101440429688,202.90077209472656,486.88525390625,-0.05027387291193,-0.0991537645459175,-0.2992794215679168
compound,2767143051,2,150,0,18334609939766061665,150.7401123046875,200.1993865966797,563.880859375,0.0747400820255279,0.0242793522775173,-0.1425858289003372
compound,2767143051,3,1,0,18334609939766053936,1646.9073486328125,2231.926513671875,5582.70751953125,-0.2150947153568267,-0.3474244177341461,0.8938595652580261
compound,2767143051,3,10,0,18334609939766065964,878.1412963867188,1965.5245361328125,5626.8505859375,-0.4166739284992218,-0.5659292936325073,0.8670673370361328
compound,2767143051,3,20,0,18334609939766064308,679.656005859375,1540.37646484375,5640.47998046875,-0.5901004076004028,-0.4788717031478882,0.7941061854362488
compound,2767143051,3,30,0,18334609939766064187,520.8307495117188,1061.5545654296875,5197.259765625,-0.6057206392288208,-0.4791805446147918,0.6204164028167725
compound,2767143051,3,40,0,18334609939766068855,528.2692260742188,726.6683959960938,2948.875244140625,0.1533941030502319,-0.5570188164710999,-0.1091571152210235
compound,2767143051,3,50,0,18334609939766066670,428.3799743652344,875.6010131835938,2213.846435546875,0.6668475270271301,-0.5776398181915283,-0.5810099840164185
compound,2767143051,3,60,0,18334609939766067042,272.4404602050781,736.3133544921875,1937.5992431640625,0.486539363861084,-0.4624061286449432,-0.3805240392684936
compound,2767143051,3,70,0,18334609939766062701,375.15277099609375,528.7372436523438,1030.4638671875,0.358367919921875,-0.512723982334137,-0.4314804375171661
compound,2767143051,3,80,0,18334609939766062053,222.4000244140625,382.9635009765625,929.2090454101562,-0.0516951270401477,-0.1985565423965454,-0.2188103049993515
compound,2767143051,3,90,0,18334609939766060904,249.42442321777344,340.13531494140625,817.6569213867188,0.0907522514462471,-0.3463196754455566,-0.4573911130428314
compound,2767143051,3,100,0,18334609939766063296,340.1464538574219,332.7080993652344,694.1875610351562,0.1961201578378677,-0.1847254037857055,-0.2917256653308868
compound,2767143051,3,110,0,18334609939766063183,294.0827331542969,267.94757080078125,910.8389282226562,-0.2439880669116974,0.049002282321453,-0.2177224904298782
compound,2767143051,3,120,0,18334609939766062555,193.90484619140625,302.7210998535156,607.5097045898438,-0.3133285939693451,-0.2369962632656097,-0.1019011884927749
compound,2767143051,3,130,0,18334609939766073722,248.324462890625,327.4931945800781,983.9226684570312,0.060630302876234,0.0011255402350798,0.3337472677230835
compound,2767143051,3,140,0,18334609939766074318,272.3870849609375,264.8896179199219,523.5036010742188,0.1082218661904335,0.0194849539548158,-0.2270566970109939
compound,2767143051,3,150,0,18334609939766073937,166.81283569335938,301.52703857421875,578.6962280273438,0.1037836819887161,-0.0338749960064888,-0.094170905649662
compound,2767143051,3,160,0,18334609939766072537,267.4544372558594,306.2875061035156,837.5146484375,0.2247516065835952,0.0634624287486076,0.1387200802564621
compound,2767143051,3,170,0,18334609939766076244,283.2772216796875,294.62713623046875,868.3201904296875,0.1861706674098968,0.1915413588285446,0.188651293516159
compound,2767143051,3,180,0,18334609939766074828,230.38523864746097,288.91033935546875,547.4932861328125,-0.0481918975710868,-0.1438305526971817,0.1030950099229812
compound,2767143051,3,190,0,18334609939766074435,226.0077667236328,336.23089599609375,625.7826538085938,-0.4478577375411987,-0.4478284120559692,0.3687647879123688
compound,2767143051,4,1,0,18334609939766066273,1503.7152099609375,2142.936279296875,5111.08935546875,-0.1862396150827407,-0.4138554036617279,0.8902660012245178
compound,2767143051,4,10,0,18334609939766061885,648.11572265625,1828.8375244140625,5554.91845703125,-0.4408170878887176,-0.6449103951454163,0.8437448143959045
compound,2767143051,4,20,0,18334609939766060197,421.0461120605469,1344.063232421875,5783.8779296875,-0.530023455619812,-0.3259294331073761,0.7118934988975525
compound,2767143051,4,30,0,18334609939766060074,436.2215576171875,884.2460327148438,4530.21826171875,0.0064109391532838,-0.2622884809970855,0.3756079971790313
compound,2767143051,4,40,0,18334609939766063494,347.4140625,953.2945556640624,1851.1197509765625,0.5795778036117554,-0.1574198752641677,-0.2449346929788589
compound,2767143051,4,50,0,18334609939766062367,290.2287292480469,882.7377319335938,2112.263671875,0.1833722591400146,0.0447105914354324,-0.4072351157665252
compound,2767143051,4,60,0,18334609939766062739,433.9699401855469,595.4379272460938,1347.8502197265625,0.4638395011425018,-0.5830498337745667,-0.3971313834190368
compound,2767143051,4,70,0,18334609939766075068,375.19244384765625,552.9071655273438,1102.200439453125,0.253041535615921,-0.6340190768241882,-0.4089826643466949
compound,2767143051,4,80,0,18334609939766074164,376.14697265625,323.80462646484375,875.593505859375,0.3292771875858307,-0.6258750557899475,-0.4778901040554046
compound,2767143051,4,90,0,18334609939766073241,228.2595367431641,467.0572509765625,777.9130859375,0.075632557272911,-0.368286520242691,-0.3558538556098938
compound,2767143051,4,100,0,18334609939766075409,313.5328063964844,321.537109375,670.974853515625,0.0339229702949523,-0.4685165286064148,-0.3148775398731231
compound,2767143051,4,110,0,18334609939766075550,370.9323425292969,291.4678649902344,724.210693359375,-0.2122727483510971,0.1639263182878494,-0.2453870177268982
compound,2767143051,4,120,0,18334609939766074634,299.5399169921875,298.7936096191406,547.21044921875,-0.0478865131735801,-0.516964852809906,-0.383730798959732
compound,2767143051,4,130,0,18334609939766069707,363.0925903320313,298.3989562988281,493.18011474609375,0.2388980835676193,-0.445715069770813,-0.5184157490730286
compound,2767143051,4,140,0,18334609939766069855,488.2154846191406,334.4862976074219,774.8805541992188,0.2293906807899475,0.3190298974514007,0.2241922169923782
compound,2767143051,4,150,0,18334609939766069952,252.1281890869141,301.1151123046875,435.1123046875,0.0079794870689511,-0.2865598797798157,-0.2409771978855133
compound,2767143051,5,1,0,18334609939766062098,1480.69921875,2213.602783203125,5399.64453125,-0.1555845737457275,-0.180749699473381,0.8842076659202576
compound,2767143051,5,10,0,18334609939766074318,1038.31787109375,1925.3082275390625,5618.1787109375,-0.4345742464065552,-0.4723749458789825,0.8351020216941833
compound,2767143051,5,20,0,18334609939766072662,717.7549438476562,1655.0689697265625,5536.99267578125,-0.659564197063446,-0.5710576772689819,0.6941806077957153
compound,2767143051,5,30,0,18334609939766072537,543.5786743164062,1365.0003662109375,4302.68994140625,-0.7391788959503174,-0.5208761096000671,0.4796943664550781
compound,2767143051,5,40,0,18334609939766077013,521.3455810546875,876.619384765625,1798.205322265625,-0.3781511485576629,-0.4621484577655792,0.0099745355546474
compound,2767143051,5,50,0,18334609939766074828,475.01318359375,483.22125244140625,1689.5413818359375,0.3195706903934479,-0.3664855659008026,-0.2172340452671051
compound,2767143051,5,60,0,18334609939766075200,251.88790893554688,609.4573364257812,1037.4173583984375,0.2381805330514907,-0.2544634938240051,-0.1854111105203628
compound,2767143051,5,70,0,18334609939766070927,347.8372497558594,344.89117431640625,934.3585815429688,-0.1247225776314735,-0.446732610464096,-0.0880802348256111
compound,2767143051,5,80,0,18334609939766069255,266.094970703125,364.9202575683594,789.7857666015625,-0.072605587542057,-0.3806256949901581,-0.1960500925779342
compound,2767143051,5,90,0,18334609939766069130,228.24205017089844,338.68408203125,808.227294921875,0.0464502274990081,-0.2214966416358947,-0.0757428556680679
compound,2767143051,5,100,0,18334609939766071586,211.6927947998047,298.9874572753906,669.7982177734375,-0.0314320586621761,-0.2520073354244232,-0.2561720907688141
compound,2767143051,5,110,0,18334609939766071469,303.86566162109375,324.3913269042969,691.3505859375,-0.0225350875407457,-0.131908893585205,-0.2278638184070587
compound,2767143051,5,120,0,18334609939766071865,246.59762573242188,285.3065490722656,618.6549072265625,0.0899269357323646,-0.1266645044088363,-0.3751403093338012
compound,2767143051,5,130,0,18334609939766081560,298.8553161621094,308.1236572265625,752.9265747070312,0.0227751936763525,-0.2658599317073822,-0.1043741405010223
compound,2767143051,5,140,0,18334609939766082284,241.81024169921875,298.3779296875,608.3508911132812,0.0073923240415751,-0.1701797693967819,-0.0852578282356262
compound,2767143051,5,150,0,18334609939766082419,314.7044982910156,265.3797912597656,540.7885131835938,-0.0688815861940383,-0.2517350316047668,-0.1783684194087982
compound,2767143051,5,160,0,18334609939766081019,322.3765869140625,300.53070068359375,561.0127563476562,0.125980943441391,-0.2299271672964096,-0.3121705055236816
compound,2767143051,5,170,0,18334609939766149686,213.9358367919922,250.2289123535156,392.1683654785156,-0.028251476585865,-0.2140435725450515,-0.4959211349487304
compound,2767143051,5,180,0,18334609939766082734,393.7438659667969,369.056640625,903.8767700195312,0.2013958990573883,0.1263571679592132,0.4771121442317962
compound,2767143051,5,190,0,18334609939766082849,319.1483459472656,251.81053161621097,817.2670288085938,0.3953870832920074,0.2567964196205139,0.1052684187889099
