protocol,outer_seed,inner_fold,epoch,step,permutation_seed,grad_norm_4g,grad_norm_25g,grad_norm_40g,cos_4g_25g,cos_4g_40g,cos_25g_40g
compound,769539383,2,150,0,9379918042002211724,277.71051025390625,257.4361267089844,485.1289367675781,-0.0308516342192888,0.0832295045256614,-0.3091276884078979
compound,769539383,2,160,0,9379918042002210847,432.3948364257813,268.4418029785156,578.4743041992188,-0.3231817185878753,-0.0260805822908878,-0.0798488408327102
compound,769539383,2,170,0,9379918042002214551,152.57200622558594,299.59234619140625,508.42681884765625,-0.2796713411808014,-0.4050272405147552,0.1340288370847702
compound,769539383,2,180,0,9379918042002180710,290.0828552246094,311.188232421875,423.1141357421875,-0.1041779294610023,0.0030941215809434,-0.1316317468881607
compound,769539383,2,190,0,9379918042002181118,365.324951171875,307.8307800292969,552.2135009765625,-0.1474064588546753,-0.1292138397693634,-0.060890819877386
compound,769539383,2,200,0,9379918042002192237,213.5235290527344,276.6931457519531,417.6834411621094,-0.1640852689743042,-0.0475696809589862,-0.0377469398081302
compound,769539383,2,210,0,9379918042002191569,241.3109588623047,212.8990936279297,399.1635437011719,-0.170884907245636,0.0829437002539634,-0.2263984829187393
compound,769539383,2,220,0,9379918042002190404,281.8599548339844,250.929443359375,398.71234130859375,-0.1385934501886367,-0.1139102727174758,-0.0330769121646881
compound,769539383,2,230,0,9379918042002190784,274.2479248046875,278.9058532714844,569.4701538085938,0.3918498754501343,0.4737125635147095,0.3488550782203674
compound,769539383,2,240,0,9379918042002193723,332.7686462402344,208.98939514160156,389.08441162109375,0.0278755594044923,0.2336913347244262,-0.2599526643753052
compound,769539383,2,250,0,9379918042002193075,179.09756469726562,326.41461181640625,713.3857421875,-0.1844996660947799,0.1581225097179412,-0.128051221370697
compound,769539383,2,260,0,9379918042002187994,348.8374328613281,259.5599060058594,623.4378662109375,-0.0018848630134016,0.2844955027103424,0.0173726808279752
compound,769539383,2,270,0,9379918042002187362,266.49169921875,283.62835693359375,403.7077026367187,-0.1971466988325119,0.0124907987192273,0.0287219807505607
compound,769539383,2,280,0,9379918042002187241,363.5877380371094,232.6845245361328,296.0559387207031,0.198906123638153,0.1228787899017334,0.0112596983090043
compound,769539383,2,290,0,9379918042002186621,365.5567321777344,336.8558349609375,604.5096435546875,0.1727527678012848,0.2715210318565368,0.5567683577537537
compound,769539383,2,300,0,9379918042002189320,196.93487548828125,295.9559326171875,661.8764038085938,0.223291665315628,0.2512738108634949,0.5768097639083862
compound,769539383,2,310,0,9379918042002188932,165.24658203125,290.9449768066406,1051.1614990234375,-0.0047974032349884,0.1430676281452179,0.0591423660516738
compound,769539383,2,320,0,9379918042002188551,182.2921905517578,262.66180419921875,342.78582763671875,0.1443650424480438,0.1850249320268631,0.0254195127636194
compound,769539383,3,1,0,9379918042002171975,1605.71044921875,2224.83349609375,5211.40576171875,-0.130233883857727,-0.3221716284751892,0.8290443420410156
compound,769539383,3,10,0,9379918042002216590,847.548095703125,2113.540771484375,5592.93896484375,-0.3167073428630829,-0.456203430891037,0.7469168305397034
compound,769539383,3,20,0,9379918042002215743,446.7631530761719,1857.5574951171875,5487.37890625,-0.7227978706359863,-0.5786929726600647,0.5031460523605347
compound,769539383,3,30,0,9379918042002215335,351.2212829589844,1771.544677734375,4006.1796875,-0.5613473057746887,-0.4764361679553985,0.2470111846923828
compound,769539383,3,40,0,9379918042002218532,341.6551513671875,1367.0650634765625,1636.31591796875,-0.2901830375194549,-0.1918553858995437,-0.1807513236999511
compound,769539383,3,50,0,9379918042002218200,442.66253662109375,614.700439453125,1251.033203125,0.4055147469043731,0.000769271980971,-0.1533068865537643
compound,769539383,3,60,0,9379918042002217293,299.4334716796875,530.2518310546875,1020.3302612304688,-0.0278765223920345,-0.4773970246315002,0.1148744076490402
compound,769539383,3,70,0,9379918042002212857,255.614990234375,391.6658630371094,801.44775390625,-0.0120776053518056,-0.3023609519004822,0.0068977545015513
compound,769539383,3,80,0,9379918042002211906,290.0299377441406,291.4664611816406,659.7756958007812,0.0523694492876529,-0.2372326999902725,-0.2373814880847931
compound,769539383,3,90,0,9379918042002211530,214.75830078125,279.13275146484375,645.8629760742188,-0.157597467303276,-0.2360008209943771,-0.2097202241420745
compound,769539383,3,100,0,9379918042002214739,364.5252380371094,248.16891479492188,545.824462890625,-0.0661914944648742,-0.0478923693299293,-0.2563756704330444
compound,769539383,3,110,0,9379918042002182059,253.75401306152344,410.104248046875,546.0858154296875,0.3485463559627533,-0.134887009859085,-0.1473253518342971
compound,769539383,3,120,0,9379918042002180896,199.8838653564453,347.9735412597656,571.9205932617188,-0.3021306991577148,-0.2218664437532425,-0.1024129763245582
compound,769539383,3,130,0,9379918042002180260,236.84249877929688,239.11363220214844,467.148193359375,-0.1450169384479522,-0.0842894464731216,-0.2848943173885345
compound,769539383,3,140,0,9379918042002191377,187.52838134765625,298.9698486328125,466.2717590332031,-0.3651954233646393,0.0701603442430496,-0.3050662875175476
compound,769539383,3,150,0,9379918042002191773,266.6766052246094,312.7864685058594,439.64947509765625,0.0148119330406188,-0.2495064437389373,-0.1133059337735176
compound,769539383,4,1,0,9379918042002217204,1822.8621826171875,2242.67138671875,5024.3935546875,-0.0764514431357383,-0.3006720542907715,0.8675529360771179
compound,769539383,4,10,0,9379918042002212413,1045.7430419921875,1782.872314453125,5288.82275390625,-0.4331212937831878,-0.5709521770477295,0.8246166110038757
compound,769539383,4,20,0,9379918042002211724,588.7765502929688,1294.94384765625,5448.708984375,-0.7296538949012756,-0.5354779362678528,0.7501559853553772
compound,769539383,4,30,0,9379918042002211092,473.597900390625,767.412109375,4475.0703125,-0.5855293273925781,-0.466675341129303,0.5241174697875977
compound,769539383,4,40,0,9379918042002214551,698.232666015625,723.9440307617188,1996.55810546875,0.4518681168556213,-0.5326263904571533,-0.4686103761196136
compound,769539383,4,50,0,9379918042002181483,268.94287109375,770.9005737304688,1909.4375,0.2299334853887558,-0.0261589884757995,-0.401691198348999
compound,769539383,4,60,0,9379918042002181118,295.6374206542969,646.0073852539062,1080.2525634765625,0.552919864654541,-0.513147234916687,-0.3908868134021759
compound,769539383,4,70,0,9379918042002191978,255.70899963378903,525.0308837890625,1026.369140625,0.2043446451425552,-0.3407884836196899,-0.2722599804401397
compound,769539383,4,80,0,9379918042002191569,191.9091339111328,393.97503662109375,760.316650390625,-0.0224767159670591,-0.2422196418046951,-0.2979928851127624
compound,769539383,4,90,0,9379918042002191193,318.41156005859375,299.50335693359375,664.3612060546875,-0.3230298161506653,-0.0063749398104846,-0.4016239047050476
compound,769539383,4,100,0,9379918042002190784,211.6483612060547,300.7157287597656,649.6632080078125,-0.1769391000270843,-0.160486102104187,-0.1872619390487671
compound,769539383,4,110,0,9379918042002193464,319.130859375,271.5690002441406,641.2881469726562,0.1578766703605651,-0.1850830018520355,-0.3644130527973175
compound,769539383,4,120,0,9379918042002193075,273.846923828125,283.7467346191406,608.2697143554688,-0.2604928910732269,-0.0557893328368663,-0.1678733825683593
compound,769539383,4,130,0,9379918042002192855,244.831787109375,380.8457336425781,529.4346923828125,-0.1206610724329948,-0.2230764478445053,-0.2303468137979507
compound,769539383,4,140,0,9379918042002187362,228.62957763671875,306.901611328125,557.7518920898438,-0.1176312118768692,-0.1641903668642044,-0.1268109828233719
compound,769539383,4,150,0,9379918042002186990,228.9416351318359,244.572265625,445.0002746582031,-0.0015820171684026,-0.1944810301065445,-0.3919119834899902
compound,769539383,4,160,0,9379918042002186621,324.26715087890625,371.3524169921875,521.044921875,-0.3548943400382995,0.1563439965248108,-0.322674036026001
compound,769539383,4,170,0,9379918042002190325,172.31654357910156,274.3025207519531,498.17083740234375,-0.2235716432332992,-0.3873001337051391,-0.0684459581971168
compound,769539383,5,1,0,9379918042002180325,1711.508056640625,2339.287109375,5450.7001953125,-0.1173930242657661,-0.2808594703674316,0.8578310608863831
compound,769539383,5,10,0,9379918042002192172,910.3046264648438,1941.98291015625,5600.2939453125,-0.3781136274337768,-0.5617843866348267,0.8476244211196899
compound,769539383,5,20,0,9379918042002191773,605.4454956054688,1115.1634521484375,5572.328125,-0.7646900415420532,-0.7310096621513367,0.8054807782173157
compound,769539383,5,30,0,9379918042002190341,623.1730346679688,480.8494262695313,4982.9521484375,-0.3349777162075043,-0.5947287678718567,0.421945184469223
compound,769539383,5,40,0,9379918042002194054,521.6864013671875,621.8993530273438,2828.511962890625,0.5141022205352783,-0.5155091881752014,-0.5290173888206482
compound,769539383,5,50,0,9379918042002193786,540.3862915039062,505.685791015625,2176.98095703125,0.5563023686408997,-0.5056712031364441,-0.545290470123291
compound,769539383,5,60,0,9379918042002193391,380.3389892578125,460.739990234375,1751.2518310546875,-0.0932291969656944,-0.1916480958461761,-0.5766513347625732
compound,769539383,5,70,0,9379918042002187803,381.00494384765625,441.79876708984375,1083.669677734375,0.2466385066509246,-0.6160171031951904,-0.5838080644607544
compound,769539383,5,80,0,9379918042002187424,473.6377868652344,358.4935607910156,821.2136840820312,0.0490838214755058,-0.3883136510848999,-0.4964336454868316
compound,769539383,5,90,0,9379918042002187048,203.8895263671875,450.9478454589844,865.788818359375,-0.1353273689746856,-0.3033535182476043,-0.3024489879608154
compound,769539383,5,100,0,9379918042002186673,428.9154357910156,320.4024658203125,694.5340576171875,-0.075528934597969,-0.2755365967750549,-0.4511579871177673
compound,769539383,5,110,0,9379918042002189513,359.8474426269531,248.9734344482422,592.9999389648438,-0.2460629194974899,-0.1383847594261169,-0.4496713280677795
compound,769539383,5,120,0,9379918042002188866,266.92376708984375,260.68707275390625,614.2882080078125,-0.279058039188385,-0.0648649111390113,-0.2622004747390747
compound,769539383,5,130,0,9379918042002188742,471.38385009765625,268.5610656738281,622.6719970703125,-0.2468867599964141,-0.2445244193077087,-0.081288106739521
compound,769539383,5,140,0,9379918042002167667,381.7078247070313,266.3193054199219,557.258056640625,0.1136788055300712,-0.2424552589654922,-0.3061616122722626
compound,769539383,5,150,0,9379918042002166527,525.529296875,279.2015380859375,663.5195922851562,-0.2428810745477676,-0.2428017705678939,0.0900134220719337
compound,769539383,5,160,0,9379918042002165868,461.15576171875,528.5289306640625,1097.21533203125,-0.0772736817598342,0.0263549722731113,0.6418889164924622
compound,769539383,5,170,0,9379918042002169828,335.729736328125,346.2478332519531,667.6881103515625,0.1645024418830871,0.2376282215118408,0.3516906201839447
compound,769539383,5,180,0,9379918042002169109,286.96759033203125,326.8829040527344,555.982666015625,-0.1943525224924087,-0.2141726464033126,0.1410356312990188
compound,769539383,5,190,0,9379918042002167949,213.9679412841797,315.48272705078125,594.0169067382812,-0.1640298813581466,-0.209650307893753,0.2424648404121399
compound,769539383,5,200,0,9379918042002163262,343.8741455078125,441.2681884765625,830.32275390625,-0.1200130060315132,-0.0484603829681873,0.5689776539802551
compound,769539383,5,210,0,9379918042002163074,207.8780517578125,371.8829345703125,794.6676025390625,-0.3444342315196991,-0.0815715864300727,0.1576689481735229
compound,769539383,5,220,0,9379918042002162455,330.96331787109375,356.2845153808594,870.8973999023438,-0.1125537231564521,-0.1285102069377899,0.5848284363746643
compound,769539383,5,230,0,9379918042002165395,271.4051513671875,311.40106201171875,486.0323791503906,-0.234355092048645,0.1917114406824112,-0.1579438000917434
compound,1425370602,1,1,0,18334387768614778075,1705.85009765625,2119.21630859375,5518.0703125,-0.1977705955505371,-0.3472387194633484,0.8024531602859497
compound,1425370602,1,10,0,18334387768614767252,821.8944702148438,1880.4866943359375,5621.6103515625,-0.3412075936794281,-0.5594426393508911,0.7829373478889465
compound,1425370602,1,20,0,18334387768614766604,523.4877319335938,1378.7384033203125,5638.0263671875,-0.5628748536109924,-0.7229540348052979,0.6895898580551147
compound,1425370602,1,30,0,18334387768614765441,437.7884521484375,978.6128540039062,5113.361328125,-0.3565819561481476,-0.3110231459140777,0.4823326766490936
compound,1425370602,1,40,0,18334387768614764809,452.370849609375,816.6162109375,2400.944091796875,0.1068271324038505,-0.3535152375698089,0.0407495014369487
compound,1425370602,1,50,0,18334387768614764694,289.89825439453125,556.2678833007812,1878.4112548828125,0.2327673882246017,0.0314965546131134,-0.2306430041790008
compound,1425370602,1,60,0,18334387768614766098,310.3800964355469,485.4713439941406,1242.8267822265625,0.0694180652499198,-0.496722936630249,-0.041236437857151
compound,1425370602,1,70,0,18334387768614779331,359.5979309082031,456.9165954589844,908.2739868164062,0.1219906359910965,-0.4933744370937347,-0.167692482471466
compound,1425370602,1,80,0,18334387768614780743,387.7033996582031,322.7967224121094,782.6948852539062,-0.0526129640638828,-0.4988959431648254,-0.1484542936086654
compound,1425370602,1,90,0,18334387768614780616,287.3555603027344,280.3252868652344,752.9002075195312,-0.1836655437946319,-0.4585757851600647,-0.1590550690889358
compound,1425370602,1,100,0,18334387768614780016,217.8778533935547,311.275390625,671.2791137695312,-0.0245764814317226,-0.4931985139846802,-0.1983129680156707
compound,1425370602,1,110,0,18334387768614778861,278.7852478027344,284.59857177734375,586.0346069335938,0.0476671233773231,-0.5091803669929504,-0.2080317139625549
compound,1425370602,1,120,0,18334387768614778213,316.4516296386719,249.44305419921875,552.0424194335938,-0.0150628965348005,-0.3032366931438446,-0.3620147705078125
compound,1425370602,1,130,0,18334387768614802618,306.95953369140625,329.298095703125,791.549560546875,-0.2058714032173156,-0.3499919474124908,0.2602913975715637
compound,1425370602,2,1,0,18334387768614749226,1505.052978515625,2287.29443359375,5004.775390625,-0.1702751666307449,-0.3512668311595917,0.8831112384796143
compound,1425370602,2,10,0,18334387768614755301,372.3620910644531,2106.6259765625,5416.03759765625,-0.414992481470108,-0.5691882967948914,0.8642992973327637
compound,1425370602,2,20,0,18334387768614754429,357.2763671875,1615.8837890625,5471.10888671875,-0.2675721645355224,-0.1233562231063842,0.7501627206802368
compound,1425370602,2,30,0,18334387768614755536,476.5009460449219,1206.593017578125,4308.470703125,-0.0810204893350601,0.0696514099836349,0.5276821851730347
compound,1425370602,2,40,0,18334387768614752600,711.8211059570312,1102.4442138671875,1826.0843505859375,-0.01355791836977,0.2475133836269378,0.1513975262641906
compound,1425370602,2,50,0,18334387768614752711,478.74505615234375,788.3469848632812,1734.13134765625,-0.0453537367284297,0.2723300457000732,-0.3533402979373932
compound,1425370602,2,60,0,18334387768614753859,372.7493591308594,567.2471313476562,1186.7833251953125,-0.1503068208694458,0.266977459192276,-0.405236005783081
compound,1425370602,2,70,0,18334387768614767058,300.43780517578125,491.2060852050781,875.7019653320312,0.1810271441936493,-0.3625999093055725,-0.4003521502017975
compound,1425370602,2,80,0,18334387768614768502,356.95159912109375,360.7428283691406,808.3720703125,0.2278758287429809,-0.6147361397743225,-0.2586978077888489
compound,1425370602,2,90,0,18334387768614768377,311.0386047363281,495.0988464355469,695.841552734375,-0.0420847348868846,-0.3243868947029114,-0.4793093204498291
compound,1425370602,2,100,0,18334387768614767681,213.5118408203125,273.5702209472656,628.013671875,0.1541600674390792,-0.4005390405654907,-0.3121547698974609
compound,1425370602,2,110,0,18334387768614766556,322.92791748046875,277.71234130859375,570.8944091796875,0.108430378139019,-0.4422298967838287,-0.2288293242454528
compound,1425370602,2,120,0,18334387768614765908,242.47674560546875,262.08465576171875,576.4488525390625,0.1619129478931427,-0.2662494778633117,-0.3135541975498199
compound,1425370602,2,130,0,18334387768614773899,231.13658142089844,238.2311248779297,498.85784912109375,-0.1572914570569992,-0.5197924375534058,-0.2254165858030319
compound,1425370602,2,140,0,18334387768614779399,258.3872375488281,376.7120361328125,487.9461975097656,0.0786346420645713,0.0246249567717313,-0.2023982107639312
compound,1425370602,2,150,0,18334387768614780302,283.7518310546875,229.6409149169922,448.01361083984375,-0.1381190866231918,-0.1212985068559646,-0.0897700190544128
compound,1425370602,2,160,0,18334387768614777650,244.6509246826172,238.0812530517578,428.7789916992187,-0.0721018761396408,-0.0070516848936676,-0.0052961278706789
compound,1425370602,3,1,0,18334387768614758971,1501.89501953125,2230.185791015625,5174.88232421875,-0.2306584268808365,-0.2940759062767029,0.8693364858627319
compound,1425370602,3,10,0,18334387768614759410,647.1483764648438,1898.19921875,5507.39013671875,-0.3712823390960693,-0.4530536532402038,0.8067864179611206
compound,1425370602,3,20,0,18334387768614760219,376.1227722167969,1507.391357421875,5374.69775390625,-0.2233416885137558,-0.1346115469932556,0.668560802936554
compound,1425370602,3,30,0,18334387768614759587,771.88330078125,1129.5599365234375,3445.929931640625,0.0179557595402002,0.0176126770675182,0.396508127450943
compound,1425370602,3,40,0,18334387768614756392,460.9368286132813,817.150146484375,1623.384033203125,0.4067850708961487,0.391880065202713,0.1656901091337204
compound,1425370602,3,50,0,18334387768614756796,663.9024658203125,621.8230590820312,1498.914306640625,-0.143201008439064,0.3501386642456054,-0.0886359959840774
compound,1425370602,3,60,0,18334387768614798633,231.6341094970703,649.4649658203125,942.2410888671876,0.0315741226077079,-0.2740988135337829,-0.3598604202270508
compound,1425370602,3,70,0,18334387768614804133,424.781005859375,327.2604675292969,742.0703735351562,0.1466155648231506,-0.4663000404834747,-0.1776731014251709
compound,1425370602,3,80,0,18334387768614805030,270.1747741699219,334.64910888671875,780.4443359375,0.0978442281484603,-0.2743991315364837,-0.2968415915966034
compound,1425370602,3,90,0,18334387768614805422,181.99546813964844,280.42327880859375,663.020751953125,-0.0428008697926998,-0.151196002960205,-0.2997193932533264
compound,1425370602,3,100,0,18334387768614802207,337.089111328125,251.10128784179688,579.6495971679688,0.1601584106683731,-0.2951430678367615,-0.3711889088153839
compound,1425370602,3,110,0,18334387768614801543,269.6004943847656,259.117431640625,802.2152099609375,0.036304909735918,-0.0805393680930137,0.0545568689703941
compound,1425370602,3,120,0,18334387768614802436,280.3124694824219,342.8955383300781,515.4849243164062,-0.212439015507698,-0.1796103119850158,-0.3500056862831116
compound,1425370602,3,130,0,18334387768614761752,205.3866729736328,257.4696960449219,654.7681274414062,0.0438665226101875,-0.2802064418792724,-0.1495060622692108
compound,1425370602,4,1,0,18334387768614779658,1473.85009765625,2350.2060546875,5284.77587890625,-0.1564822494983673,-0.3114585280418396,0.8715232610702515
compound,1425370602,4,10,0,18334387768614779331,498.5214538574219,1994.95361328125,5546.62939453125,-0.3536453545093536,-0.5934438109397888,0.8110110759735107
compound,1425370602,4,20,0,18334387768614780490,452.5870971679687,1688.982177734375,5800.91455078125,-0.2441682815551757,-0.113845407962799,0.7140105366706848
compound,1425370602,4,30,0,18334387768614780146,580.5932006835938,1195.859375,4531.00634765625,-0.0581618435680866,-0.0066957990638911,0.4421896934509277
compound,1425370602,4,40,0,18334387768614777209,513.5338134765625,1088.6993408203125,1763.5421142578125,0.1701074093580246,0.2611068189144134,0.0424766801297664
compound,1425370602,4,50,0,18334387768614778861,370.580322265625,955.2708740234376,1853.8853759765625,0.2772601842880249,0.0024337049107998,-0.3730179369449615
compound,1425370602,4,60,0,18334387768614802744,295.7466735839844,547.1713256835938,1446.49365234375,0.0572216399013996,-0.2422345876693725,-0.4334232807159424
compound,1425370602,4,70,0,18334387768614759092,319.5223388671875,653.84814453125,960.8839721679688,0.3717774748802185,-0.4979773163795471,-0.3595658540725708
compound,1425370602,4,80,0,18334387768614760151,412.718017578125,392.13714599609375,819.9534301757812,0.2626235783100128,-0.4444953799247741,-0.3720321953296661
compound,1425370602,4,90,0,18334387768614759519,275.0127258300781,367.2990417480469,776.0501708984375,0.0660877078771591,-0.4501676261425018,-0.4131737947463989
compound,1425370602,4,100,0,18334387768614757358,439.7413940429687,397.1300048828125,834.2774658203125,0.2667374014854431,0.1021863967180252,0.0395440682768821
compound,1425370602,4,110,0,18334387768614756726,289.76806640625,309.114990234375,708.10791015625,-0.1534231752157211,-0.042348314076662,-0.1427366286516189
compound,1425370602,4,120,0,18334387768614757621,276.1750183105469,296.7765808105469,571.6148681640625,-0.0259243119508028,-0.0019769470673054,-0.3123277127742767
compound,1425370602,4,130,0,18334387768614798825,243.62063598632812,493.7248229980469,565.3892211914062,0.1664312779903412,-0.27071613073349,-0.2190565466880798
compound,1425370602,4,140,0,18334387768614803836,184.64051818847656,291.072021484375,513.7411499023438,-0.1020542085170745,-0.3547339141368866,-0.2145384103059768
compound,1425370602,4,150,0,18334387768614805224,178.83621215820312,309.4749450683594,411.4186706542969,0.1165368556976318,-0.1315330266952514,-0.4073415696620941
compound,1425370602,4,160,0,18334387768614802003,294.6103820800781,318.7204895019531,607.795166015625,0.017616506665945,-0.0820983871817588,-0.1196201145648956
compound,1425370602,4,170,0,18334387768614802395,158.771240234375,274.83831787109375,454.0498046875,-0.0695773065090179,-0.066246174275875,-0.1841049194335937
compound,1425370602,4,180,0,18334387768614803266,271.6130065917969,352.6106872558594,1037.030029296875,-0.2750147581100464,-0.109023280441761,0.3332852721214294
compound,1425370602,5,1,0,18334387768614750937,1436.61669921875,2248.274169921875,5625.86669921875,-0.2260379642248153,-0.3369989693164825,0.8391255736351013
compound,1425370602,5,10,0,18334387768614750352,1006.8536376953124,1852.709228515625,6025.58984375,-0.4789317548274994,-0.5895533561706543,0.8123701214790344
compound,1425370602,5,20,0,18334387768614751801,589.9092407226562,1510.8897705078125,6113.5107421875,-0.7436445951461792,-0.7320652604103088,0.6906659603118896
compound,1425370602,5,30,0,18334387768614751617,674.5166015625,1251.2681884765625,5424.07080078125,-0.6025899648666382,-0.6213317513465881,0.5216297507286072
compound,1425370602,5,40,0,18334387768614748938,466.8091735839844,905.3347778320312,3202.47705078125,-0.4510706961154938,-0.545454204082489,0.2547016441822052
compound,1425370602,5,50,0,18334387768614749854,392.6638488769531,470.5561218261719,1962.739990234375,0.0387970507144928,-0.4525698125362396,-0.1901579946279525
compound,1425370602,5,60,0,18334387768614757451,314.8788757324219,729.708984375,1559.705078125,0.1559473425149917,-0.4421286284923553,0.040505152195692
compound,1425370602,5,70,0,18334387768614763463,371.4625854492187,449.3881530761719,977.758544921875,0.0610929876565933,-0.5992385149002075,-0.1115700602531433
compound,1425370602,5,80,0,18334387768614762820,451.97711181640625,399.6508483886719,839.6235961914062,-0.0583544410765171,-0.6575266122817993,-0.1108622252941131
compound,1425370602,5,90,0,18334387768614763724,260.23016357421875,314.88409423828125,714.480712890625,-0.2224388122558593,-0.2377371937036514,-0.2601727843284607
compound,1425370602,5,100,0,18334387768614761085,312.83477783203125,291.00799560546875,759.8486938476562,-0.2456629425287246,-0.4709389507770538,-0.1341168731451034
compound,1425370602,5,110,0,18334387768614760933,251.9990997314453,330.3053894042969,546.391845703125,0.0600355826318264,-0.5478333234786987,-0.26509889960289
compound,1425370602,5,120,0,18334387768614762342,357.0069274902344,316.90753173828125,561.6239013671875,0.1691373288631439,-0.3332655727863312,-0.0588245540857315
compound,1425370602,5,130,0,18334387768614743482,459.6498107910156,268.3541564941406,521.7662963867188,0.1992481648921966,-0.2838553488254547,-0.2047891914844513
