pair,stage,observations,mean_cosine,median_cosine,negative_fraction,negative_burden
4g_25g,raw,483,-0.07825398803968175,-0.075528934597969,0.6335403726708074,0.14361861924926209
4g_25g,projected,483,0.2004555408324898,0.1558373570442199,0.07039337474120083,0.0027852199382850515
4g_40g,raw,483,-0.2217439100981206,-0.2428017705678939,0.7950310559006211,0.25346035252717625
4g_40g,projected,483,0.2853578720014016,0.2722578346729278,0.022774327122153208,0.0004454578414480296
25g_40g,raw,483,0.057668918902324375,-0.0757428556680679,0.5527950310559007,0.13585407560060714
25g_40g,projected,483,0.31279865956991065,0.2528120279312134,0.031055900621118012,0.0005888226370936471
