epoch,train_loss,valid_score,V1_mae,V1_rmse,V1_r2,V1_mean_pinball_loss,V1_interval_80_coverage,V1_interval_80_mean_width,V2_mae,V2_rmse,V2_r2,V2_mean_pinball_loss,V2_interval_80_coverage,V2_interval_80_mean_width,quantile_crossing_rate
1,352.94883728027344,254.4802830682047,6.8713226318359375,10.07741641998291,-0.8463712923530333,2.1742842197418213,0.7259615384615384,8.28887939453125,9.230052947998047,17.488622665405273,-0.3083483233164015,6.218714237213135,0.0,0.2939063608646393,1.0
2,208.29647827148438,202.00831766803094,5.239941596984863,8.845495223999023,-0.42254130192451367,1.9028136730194092,0.7427884615384616,9.148819923400879,8.072404861450195,15.73311996459961,-0.05886819609348093,5.762016296386719,0.007211538461538462,2.0926592350006104,1.0
3,147.23462677001953,201.60350579233454,4.444291114807129,8.466348648071289,-0.3032054344635271,1.7227694988250732,0.8004807692307693,11.104982376098633,10.572983741760254,16.119829177856445,-0.11156033974634938,6.125372886657715,0.01201923076923077,2.9274251461029053,1.0
4,127.95071792602539,225.75118549296894,4.909245491027832,8.937980651855469,-0.45244404806790195,1.775258183479309,0.8293269230769231,13.20232105255127,12.035948753356934,17.080028533935547,-0.2479274780187306,6.0678300857543945,0.026442307692307692,3.5342204570770264,1.0
5,118.69673919677734,209.33407159976377,5.196878433227539,9.12030029296875,-0.5123033175128902,1.8306289911270142,0.8221153846153846,12.372904777526855,9.695117950439453,15.884218215942383,-0.07930424734351749,5.301652908325195,0.07692307692307693,4.667393207550049,1.0
6,98.70024108886719,198.19765616208724,4.5664496421813965,8.653051376342773,-0.36131651946378884,1.7350095510482788,0.7980769230769231,10.954744338989258,8.086150169372559,15.704926490783691,-0.05507666963614399,4.829584121704102,0.18990384615384615,5.9250874519348145,0.8774038461538461
7,83.46901321411133,202.02305331014395,4.229406356811523,8.310039520263672,-0.25552899608886404,1.7010674476623535,0.7572115384615384,9.343988418579102,8.376412391662598,16.30743980407715,-0.1375847070279408,4.794108867645264,0.23076923076923078,6.885898113250732,0.6730769230769231
8,69.38201141357422,188.94324998218917,4.045323848724365,7.838260650634766,-0.11701747441807786,1.5995476245880127,0.7668269230769231,8.84238338470459,8.927358627319336,15.969027519226074,-0.09086030519393984,4.614668369293213,0.2620192307692308,7.807978630065918,0.4543269230769231
9,63.981441497802734,208.17911320293388,4.562685012817383,8.207263946533203,-0.2246651753037192,1.6996170282363892,0.7451923076923077,8.387868881225586,10.062213897705078,16.782129287719727,-0.20477616971475254,4.660074234008789,0.3125,8.511099815368652,0.31009615384615385
10,52.113176345825195,177.49068999988117,4.22346305847168,7.818383693695068,-0.11135943448964758,1.5245299339294434,0.7908653846153846,8.42972183227539,7.942073345184326,15.255396842956543,0.004458875603050361,3.895514488220215,0.36538461538461536,9.07627010345459,0.43028846153846156
