config,mode,pretrained,learning_rate,v2_weight,loss_scaling,best_epoch,epochs_run,trainable_parameters,total_parameters,normalized_valid_score,legacy_valid_score,normalized_test_score,valid_V1_mae,valid_V1_rmse,valid_V1_r2,valid_V1_mean_pinball_loss,valid_V1_interval_80_coverage,valid_V1_interval_80_mean_width,valid_V2_mae,valid_V2_rmse,valid_V2_r2,valid_V2_mean_pinball_loss,valid_V2_interval_80_coverage,valid_V2_interval_80_mean_width,valid_quantile_crossing_rate,valid_V1_quantile_crossing_rate,valid_V2_quantile_crossing_rate,test_V1_mae,test_V1_rmse,test_V1_r2,test_V1_mean_pinball_loss,test_V1_interval_80_coverage,test_V1_interval_80_mean_width,test_V2_mae,test_V2_rmse,test_V2_r2,test_V2_mean_pinball_loss,test_V2_interval_80_coverage,test_V2_interval_80_mean_width,test_quantile_crossing_rate,test_V1_quantile_crossing_rate,test_V2_quantile_crossing_rate,split_mode,seed,train_rows,valid_rows,test_rows
legacy_independent,last2_head,True,0.0001,1.0,legacy_units,28,128,186134,775476,1.0094356235778679,116.80182640067278,0.18475777502634658,3.2232418060302734,6.090401649475098,0.6585104225954592,1.3589637279510498,0.7017543859649122,10.938313484191895,5.8734822273254395,12.626070976257324,0.5927254165630048,2.293262481689453,0.6140350877192983,6.546440601348877,0.22807017543859648,0.03508771929824561,0.19298245614035087,2.3466796875,3.194070339202881,0.8659253998077059,0.9774778485298157,0.7222222222222222,11.413586616516113,3.576859712600708,4.423783779144287,0.9103802026098631,1.1903563737869263,0.6111111111111112,7.230003833770752,0.4074074074074074,0.2222222222222222,0.18518518518518517,compound,42,441,57,54
monotonic_softplus,last2_head,True,0.0001,1.0,legacy_units,28,128,186134,775476,1.0087718103384318,116.76219517247978,0.18672857342058324,3.285590887069702,6.080904483795166,0.6595745788308027,1.2804375886917114,0.7368421052631579,10.59947681427002,5.899131774902344,12.632085800170898,0.592337308403603,2.246859550476074,0.5964912280701754,7.096856594085693,0.0,0.0,0.0,2.38742733001709,3.22177791595459,0.8635891899844009,0.9221871495246887,0.8148148148148148,11.097986221313477,3.598182439804077,4.425439834594727,0.9103130893246252,1.1156060695648193,0.6481481481481481,7.780267238616943,0.0,0.0,0.0,compound,42,441,57,54
legacy_independent,last2_head,True,0.0001,1.0,legacy_units,33,133,186134,775476,0.6008644985198968,68.27577302845748,0.1516832455113737,3.3956260681152344,5.905796051025391,0.6718984950688507,1.4780422449111938,0.7551020408163265,10.165997505187988,5.0871195793151855,8.172801971435547,0.7507372293652382,1.9264638423919678,0.6122448979591837,7.481536388397217,0.20408163265306123,0.12244897959183673,0.08163265306122448,1.6637495756149292,2.41167950630188,0.8784222443230337,0.6814489960670471,0.8793103448275862,10.128606796264648,3.409058094024658,5.052390098571777,0.8758770843238022,1.1867600679397583,0.6896551724137931,6.45917272567749,0.1896551724137931,0.10344827586206896,0.08620689655172414,compound,525,445,49,58
monotonic_softplus,last2_head,True,0.0001,1.0,legacy_units,34,134,186134,775476,0.5964386253944183,67.79140867012893,0.15346555674945198,3.4215261936187744,5.880499839782715,0.6747032447280352,1.3934568166732788,0.7959183673469388,9.527495384216309,5.080652236938477,8.149985313415527,0.7521270508177686,1.8756192922592163,0.673469387755102,7.997678279876709,0.0,0.0,0.0,1.7279571294784546,2.4447758197784424,0.8750624389963197,0.6811161041259766,0.9310344827586207,9.643390655517578,3.449594497680664,5.055563449859619,0.8757211302491916,1.151538372039795,0.7241379310344828,6.976572036743164,0.0,0.0,0.0,compound,525,445,49,58
legacy_independent,last2_head,True,0.0001,1.0,legacy_units,124,224,186134,775476,0.7336504176265716,74.01138227943034,0.1888377621470806,3.9909563064575195,6.180142879486084,0.754449516756696,1.353464126586914,0.8235294117647058,9.087264060974121,6.756651401519775,8.463712692260742,0.8523769056153596,2.3962900638580322,0.29411764705882354,7.85465669631958,0.0392156862745098,0.0,0.0392156862745098,1.7956881523132324,2.4335269927978516,0.9346557439913675,0.6280149221420288,0.8245614035087719,7.537859916687012,4.471437454223633,5.458255290985107,0.8796766225094537,1.4968575239181519,0.3157894736842105,6.028052806854248,0.05263157894736842,0.017543859649122806,0.03508771929824561,compound,1101,444,51,57
monotonic_softplus,last2_head,True,0.0001,1.0,legacy_units,130,230,186134,775476,0.7362329027712673,74.14356986590701,0.19309733825447353,3.9979732036590576,6.213881492614746,0.7517611779270583,1.4251295328140259,0.43137254901960786,6.141282081604004,6.721109390258789,8.42985725402832,0.85355557025239,2.444417715072632,0.3137254901960784,7.193799018859863,0.0,0.0,0.0,1.8340916633605957,2.487675428390503,0.931715436492378,0.6131906509399414,0.7017543859649122,5.376987934112549,4.468532562255859,5.4843926429748535,0.8785214916119747,1.5509411096572876,0.3333333333333333,5.6303582191467285,0.0,0.0,0.0,compound,1101,444,51,57
legacy_independent,last2_head,True,0.0001,1.0,legacy_units,54,154,186134,775476,0.23475632811124975,29.44480076593163,1.0646315770547274,2.0659830570220947,2.856459617614746,0.8802585851363576,0.7568832635879517,0.8545454545454545,10.10330581665039,4.335760116577148,6.524636268615723,0.8397311684310492,1.5862149000167847,0.6181818181818182,7.473095893859863,0.0,0.0,0.0,2.8980953693389893,7.703503608703613,0.0664650649355637,1.0663056373596191,0.8392857142857143,10.757368087768555,4.904178619384766,11.41423511505127,0.3975151918560007,1.8223905563354492,0.6428571428571429,7.638916492462158,0.0,0.0,0.0,row,42,441,55,56
monotonic_softplus,last2_head,True,0.0001,1.0,legacy_units,60,160,186134,775476,0.23489587246497665,29.352483633451357,1.0853475347015484,2.0825841426849365,2.9043750762939453,0.8762077044106995,0.7362512946128845,0.8181818181818182,8.686237335205078,4.247082710266113,6.467934608459473,0.8425046489551707,1.5382254123687744,0.6363636363636364,7.507323265075684,0.0,0.0,0.0,2.992457866668701,7.870705604553223,0.025501151343673256,1.0830093622207642,0.8392857142857143,9.21112060546875,4.96450138092041,11.34669303894043,0.4046242401652722,1.839641809463501,0.625,7.694315433502197,0.0,0.0,0.0,row,42,441,55,56
legacy_independent,last2_head,True,0.0001,1.0,legacy_units,71,171,186134,775476,0.3158435405479766,39.86694020483827,0.30484741985225877,2.087127685546875,3.507530450820923,0.5158238221936966,0.7785550355911255,0.8363636363636363,7.986852645874023,4.21201753616333,7.424846172332764,0.5444124520955437,1.5376665592193604,0.6363636363636364,6.698007583618164,0.0,0.0,0.0,2.286832571029663,4.362062454223633,0.7894080216444297,0.912595272064209,0.8928571428571429,9.518651008605957,3.8834099769592285,5.724870204925537,0.8849015842534805,1.2452312707901,0.5714285714285714,7.274861812591553,0.0,0.0,0.0,row,525,441,55,56
monotonic_softplus,last2_head,True,0.0001,1.0,legacy_units,73,173,186134,775476,0.3193638137496831,40.30123050777729,0.30717218292609316,2.1263926029205322,3.5303478240966797,0.5095039626266739,0.7737628221511841,0.7818181818181819,6.760906219482422,4.2480854988098145,7.461618423461914,0.5398886059752773,1.5311496257781982,0.6181818181818182,6.779780387878418,0.0,0.0,0.0,2.3428666591644287,4.3681840896606445,0.7888165074675347,0.8869851231575012,0.8392857142857143,8.103296279907227,3.921637773513794,5.76939582824707,0.8831042434833967,1.2405283451080322,0.6428571428571429,7.499633312225342,0.0,0.0,0.0,row,525,441,55,56
