config,normalized_valid_score_mean,normalized_valid_score_std,normalized_test_score_mean,normalized_test_score_std,valid_V1_rmse_mean,valid_V1_rmse_std,valid_V2_rmse_mean,valid_V2_rmse_std,test_V1_rmse_mean,test_V1_rmse_std,test_V2_rmse_mean,test_V2_rmse_std,test_V1_interval_80_coverage_mean,test_V1_interval_80_coverage_std,test_V2_interval_80_coverage_mean,test_V2_interval_80_coverage_std,test_V1_interval_80_mean_width_mean,test_V1_interval_80_mean_width_std,test_V2_interval_80_mean_width_mean,test_V2_interval_80_mean_width_std,valid_quantile_crossing_rate_mean,valid_quantile_crossing_rate_std,test_quantile_crossing_rate_mean,test_quantile_crossing_rate_std
legacy_independent,0.6040115231491404,0.2885574786043602,0.49809514643672026,0.45321291536106556,5.123156110445659,1.5211878251902873,8.565123319625854,2.1103867016262816,4.457231163978577,2.244134726069264,7.311982234319051,3.357342090082339,0.7406585189026206,0.23085489816200774,0.5045450071539,0.19989505007755853,8.6160196463267,3.3485727661700593,6.019354005654653,2.298598820492445,0.1361370066367855,0.14376531103153747,0.17673474074714243,0.19287051413021217
monotonic_softplus,0.6082459248197457,0.2901593323097183,0.5029226256530376,0.4565775658192755,5.152367194493611,1.518571215366905,8.574601173400879,2.117228596835656,4.510984023412068,2.280638156527152,7.30042839050293,3.312445974025528,0.7085291853516295,0.29514470694430756,0.5193889497050417,0.22860098825482084,7.372260351975759,3.7448724209364106,6.063310593366623,2.698465357182384,0.0,0.0,0.0,0.0
