sample_id,canonical_index,source_canonical_index,V1_q50,V2_q50,V1_q10,V1_q90,V2_q10,V2_q90,checkpoint_sha256,ensemble_pred_V1,ensemble_pred_V2,ensemble_variance_V1,ensemble_variance_V2,ensemble_covariance_V1_V2,ensemble_score,V1_quantile_width,V2_quantile_width,quantile_width,member_0_seed,member_0_V1_q50,member_0_V2_q50,member_1_seed,member_1_V1_q50,member_1_V2_q50,member_2_seed,member_2_V1_q50,member_2_V2_q50,latent_distance,random_score,true_V1,true_V2,standardized_abs_error,ensemble_mean_standardized_abs_error,tail_flag,compound_id,round,strategy,seed
2cfa393cb79664e100ce,2677,2677,22.717821,50.345253,11.335753,24.657326,15.33289,50.345253,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,22.274085998535156,46.233341217041016,0.009228704360034128,0.056466498275646246,0.019760227591662717,0.06569520263568038,13.321572,35.012363,1.7290318,52500,22.71782112121582,50.345252990722656,52501,22.812747955322266,46.502899169921875,52502,21.291688919067383,41.851871490478516,7.126187750278191,0.11997942301358244,29.6,94.025,1.7480552497387714,1.7480552497387714,False,COCCOC(=O)CC(C)=O,8,coverage,525
9c74e865c47b45a09229,68,68,20.428656,38.672874,9.417923,20.581919,13.156261,38.672874,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,18.695091883341473,35.71339543660482,0.03248749317731591,0.022714819054502247,0.02714970015426447,0.05520231223181816,11.163996,25.516613,1.3421388,52500,20.42865562438965,38.672874450683594,52501,18.377914428710938,35.074928283691406,52502,17.278705596923828,33.39238357543945,6.676940933951092,0.6369334042254601,19.979166666666668,33.545833333333334,0.13293564476992178,0.13293564476992178,False,O=C(OCc1ccccc1)c1ccccc1,8,coverage,525
a7906197994af5c86745,2336,2336,19.175947,36.252773,9.98941,19.359905,12.820354,36.252773,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,18.50786526997884,34.80671056111654,0.06844595492015054,0.0804382959991379,0.07419997104188683,0.14888425091928845,9.370495,23.432419,1.1828158,52500,19.175947189331055,36.25277328491211,52501,20.421117782592773,39.003013610839844,52502,15.926530838012695,29.164344787597656,6.290901439128909,0.3785083750871038,14.116666666666667,36.40833333333333,0.29227424563155974,0.29227424563155974,False,OCc1cccc(Br)c1,8,coverage,525
6a4e95d2a3cca31094a1,2442,2442,9.544965,26.126804,6.63155,14.249731,7.8316345,26.126804,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,9.89511521657308,24.974093119303387,0.03312822215206074,0.0051348556677585444,0.006135938863823524,0.03826307781981928,7.618181,18.29517,0.9405252,52500,9.544964790344238,26.12680435180664,52501,8.484487533569336,23.592517852783203,52502,11.655893325805664,25.202957153320312,6.171351718421498,0.3598488382113484,16.891666666666666,29.225,0.5131475543191776,0.5131475543191776,False,CCOC(=O)c1cccnc1,8,coverage,525
74701496b6fc5465eea7,443,443,24.84937,60.611355,14.462533,30.012487,17.81514,60.611355,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,25.624608993530273,58.15481313069662,0.4979581135469394,0.2199069360280791,0.3092644331690068,0.7178650495750185,15.549954,42.796215,2.072093,52500,24.849369049072266,60.61135482788086,52501,19.78914451599121,48.80739212036133,52502,32.235313415527344,65.04569244384766,6.531719339613002,0.38293386919243977,33.94166666666667,89.375,1.3409902752473661,1.3409902752473661,False,CC(=O)CC(=O)OC(C)(C)C,8,coverage,525
f4c58d48258027bb5485,3874,3874,11.919807,30.40371,8.183294,14.750558,10.003616,30.40371,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,10.640375455220541,30.1183287302653,0.01785537414839198,0.0015240869500666803,-7.491169777269867e-06,0.01937946109845866,6.5672636,20.400093,0.94008744,52500,11.919807434082031,30.403709411621094,52501,9.579843521118164,30.629209518432617,52502,10.421475410461426,29.322067260742188,6.054675258094127,0.788079276759494,6.158333333333333,20.008333333333333,0.5350824678616142,0.5350824678616142,False,O=C(CC(=O)C(F)(F)F)c1ccccc1,8,coverage,525
f91285c618eacb53538b,1980,1980,9.706815,19.090883,8.442859,10.65948,8.698405,19.090883,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,9.88160228729248,18.406256993611652,0.06435776561638662,0.013022423038303164,0.027075190601909636,0.07738018865468979,2.2166214,10.392478,0.4152721,52500,9.706814765930176,19.090883255004883,52501,12.214106559753418,20.01846694946289,52502,7.723885536193848,16.109420776367188,5.962187140639956,0.5686364081400894,19.65,68.01666666666667,1.9365460984508451,1.9365460984508451,False,O=[N+]([O-])c1ccc(CCO)cc1,8,coverage,525
b3d9bb5afa82b99f2a11,3814,3814,24.57113,50.22178,12.407035,25.288433,16.100937,50.22178,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,29.406731287638348,56.4884885152181,0.3754469367958858,0.5750799664008683,0.41463480598269703,0.9505269031967541,12.881398,34.120842,1.6793139,52500,24.571130752563477,50.221778869628906,52501,28.360210418701172,47.18112564086914,52502,35.28885269165039,72.06256103515625,6.3807750140637225,0.9363123666496349,31.5,67.275,0.4193263062879798,0.4193263062879798,False,CC(=O)c1ccc(C#N)cc1,8,coverage,525
0bd57808d920c8e6f5c4,3287,3287,4.731777,12.21646,3.160219,8.837204,6.7786474,12.216611,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,6.053252379099528,13.706402460734049,0.016985780017440246,0.007873460616611509,0.010253806785714354,0.024859240634051753,5.676985,5.4379635,0.47192484,52500,4.731777191162109,12.216460227966309,52501,6.550721168518066,13.525471687316895,52502,6.877258777618408,15.377275466918945,6.355739170729991,0.1737661198819499,4.725,12.941666666666666,0.09623699525118591,0.09623699525118591,False,CC(=O)c1ccc2c(c1)Cc1ccccc1-2,8,coverage,525
d035281432e410405550,3600,3600,8.108745,26.980661,7.2062507,14.046957,8.227749,26.980661,d52606409a377473ae62f163b8758f5a6cb4c77efae92f3ea02174cff40b2e92,11.340826034545898,28.010108947753906,0.10675067352047472,0.012391283312897376,0.007290075782285076,0.1191419568333721,6.8407063,18.752913,0.9094863,52500,8.108744621276855,26.980661392211914,52501,13.707859992980957,26.743066787719727,52502,12.205873489379883,30.306598663330078,6.2179424512268735,0.14103500256185153,18.525,37.03333333333333,0.6570418788688239,0.6570418788688239,False,COc1ccc(C(=O)c2ccccc2)cc1,8,coverage,525
