sample_id,V1_prediction,V2_prediction,ensemble_score,outer_seed,shortlist_rank
54bc75cc4d64dac2ed48,30.427398681640625,50.0742073059082,0.384536474943161,17,295
7f4f64cb791c71ba0420,30.427398681640625,50.0742073059082,0.384536474943161,17,296
2424b103c34d3d2b6a9a,30.427398681640625,50.0742073059082,0.384536474943161,17,297
36b45fbdbace5950c108,30.427398681640625,50.0742073059082,0.384536474943161,17,298
9c74e865c47b45a09229,26.396102905273438,43.050479888916016,0.2574616074562073,17,461
54d9921472c8d46b7b9a,26.396102905273438,43.050479888916016,0.2574616074562073,17,462
6d07662cb17b795ea5e2,26.396102905273438,43.050479888916016,0.2574616074562073,17,463
cbedf4ab0af735b39b3a,26.396102905273438,43.050479888916016,0.2574616074562073,17,464
92bac523bed1042d6a75,20.84044075012207,34.387569427490234,0.1775282621383667,17,613
704ba630f25fe7f20166,20.84044075012207,34.387569427490234,0.1775282621383667,17,614
34cf0942ff52b1b80385,20.84044075012207,34.387569427490234,0.1775282621383667,17,615
91161a9006beb2042fa7,14.502528190612793,25.42244529724121,0.12201203405857086,17,811
591b1bb527d42e831f12,14.502528190612793,25.42244529724121,0.12201203405857086,17,812
c0c1e5902a4bf388fcd0,14.502528190612793,25.42244529724121,0.12201203405857086,17,813
28e9fea3e3293f2b8a0e,24.64116859436035,43.620479583740234,0.12111803889274597,17,819
9249ed2c527f70995033,24.64116859436035,43.620479583740234,0.12111803889274597,17,820
00f7bff5f3dab9ed9f49,8.643092155456543,17.974645614624023,0.1639445275068283,17,645
790d27f0fa045d91f307,8.643092155456543,17.974645614624023,0.1639445275068283,17,646
d1eeb016c4cf20b87e92,8.643092155456543,17.974645614624023,0.1639445275068283,17,647
6c1c34b12c66ebcf39a4,8.643092155456543,17.974645614624023,0.1639445275068283,17,648
c640425eaf27bc406362,8.643092155456543,17.974645614624023,0.1639445275068283,17,649
e2f15590b7142490599b,15.74909496307373,31.181428909301758,0.2828196883201599,17,414
0389a6366b3a51fad8b5,15.74909496307373,31.181428909301758,0.2828196883201599,17,415
4b8ba288d549f6cfc94b,15.74909496307373,31.181428909301758,0.2828196883201599,17,416
ab1062a71079c605f750,15.74909496307373,31.181428909301758,0.2828196883201599,17,417
ad0ace61c29817c678c2,15.74909496307373,31.181428909301758,0.2828196883201599,17,418
66da447ca0fe7160cc1c,26.77008628845215,51.655643463134766,0.40660595893859863,17,260
bbb514661c0a49694d6a,26.77008628845215,51.655643463134766,0.40660595893859863,17,261
8b58e9d7a710f55e49d3,26.77008628845215,51.655643463134766,0.40660595893859863,17,262
e9dc948c0e68a88eb621,26.77008628845215,51.655643463134766,0.40660595893859863,17,263
7caf1db075b91197ba34,32.95741653442383,63.88765335083008,0.46589434146881104,17,225
7b42519983cf93dd7efd,32.95741653442383,63.88765335083008,0.46589434146881104,17,226
9bbd36c8b484b5609808,32.95741653442383,63.88765335083008,0.46589434146881104,17,227
1844eab177de5d01fab6,32.95741653442383,63.88765335083008,0.46589434146881104,17,228
35afc3cdfff849ffe8c9,10.719975471496582,19.19205665588379,0.12674766778945923,17,793
6a14c52ea5a2435a909a,10.719975471496582,19.19205665588379,0.12674766778945923,17,794
67e9e23958a468891c07,10.719975471496582,19.19205665588379,0.12674766778945923,17,795
252b32b25d20e53396b4,10.719975471496582,19.19205665588379,0.12674766778945923,17,796
df93501912d2cfcfbc41,16.7492733001709,30.1981201171875,0.37875181436538696,17,303
3f1a96aa336ea0741b5a,16.7492733001709,30.1981201171875,0.37875181436538696,17,304
57163774ada660438e36,16.8679141998291,35.77070999145508,1.1880409717559814,17,72
693a65467095367c8e95,16.8679141998291,35.77070999145508,1.1880409717559814,17,73
4b39568fb3ff725fec83,16.8679141998291,35.77070999145508,1.1880409717559814,17,74
2becb9bc06add29280ba,16.8679141998291,35.77070999145508,1.1880409717559814,17,75
c6a55a8d89f33c69899b,16.8679141998291,35.77070999145508,1.1880409717559814,17,76
f6cfe706d71f58273c59,16.8679141998291,35.77070999145508,1.1880409717559814,17,77
fe40c32169d87261e1e9,20.601213455200195,44.689571380615234,1.4165728092193604,17,49
b6b8449bda1ec4f0697f,20.601213455200195,44.689571380615234,1.4165728092193604,17,50
74541dbf8571f881c454,20.601213455200195,44.689571380615234,1.4165728092193604,17,51
99a3c4452ddfa8ff12c0,20.601213455200195,44.689571380615234,1.4165728092193604,17,52
249b884b29177edb9df5,22.292428970336914,49.64877700805664,1.0864553451538086,17,84
