checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,init_source_sha256,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after,outer_seed,arm,member_index,member_seed,reused_after_interruption
4cd3ad657856676b8368b1826d499d0b2f2c2e7e652d1baa63eee42ab109ed9c,182,282,0.8578443318138289,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,c0e03aca775d4d4ade0a64f8e9d770477e0460cb391ccd119d1a3aed57136e76,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,678c1ecbd12702ae9fd5233eccd65b59a03852629cd0d047716a024c1ea0a78c,137,round0,2,13702,True
cdfb1b109ce9bed13e7fe45ab9e7335b0be4fcc038720c5a25298add0302e45c,110,210,0.5585694554849372,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9899463d83b52e9f0c09f6eb0b1b370ad8c571229431fde0f0c0e2fc3c9cc983,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,8331724e85cea309b0762b929ba3d05c690c5a11321a875ece8be6c9384727a9,137,hybrid,0,13700,True
037eced83657dd0c5ce6863250b62f7e63158123e041c2fd21d9cb3e2303dcd1,86,186,0.6617119887776794,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9899463d83b52e9f0c09f6eb0b1b370ad8c571229431fde0f0c0e2fc3c9cc983,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,7b5ca6586d0e8b549fa933d5584f98d06c7acbf57795e99549def5cbc27046f0,137,hybrid,1,13701,True
9459894d19d92320a7c45560d51379508e9cc0e77080d03bd8607285ff384ed6,88,188,0.5640181015700889,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9899463d83b52e9f0c09f6eb0b1b370ad8c571229431fde0f0c0e2fc3c9cc983,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,8b99f02f4eb18d6cd898fbbf2c2d022c24d0badc9c1b6e626e34e948dd0fe6d9,137,hybrid,2,13702,True
c0673a92f3c70ff4d73192dbee1e0f5f3300528f9219e69572db89ba9c141ccd,98,198,0.6910189318666703,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bd7a78b9b862d6998e5ce4cc31c229930cb86633aade364fdb9055807e91e764,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,059791511dc21fdf4f6427b059722189966330f63292571c1e1fdd4da70e1d3b,137,random_0,0,13700,True
94cf8536f6164bf760caa0053a1adaa26c2fdfeb601eb21929808456dd6af314,109,209,0.7885175440032047,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bd7a78b9b862d6998e5ce4cc31c229930cb86633aade364fdb9055807e91e764,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,f3fa4cdf222b1b867e6bc5ddfd5893850cdebb331645b0569d14a907db45c153,137,random_0,1,13701,True
49b784a2c46557b4e30a640dacde537582019515ec029d96d3958f0fd6e5ebb9,102,202,0.7655281991384788,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bd7a78b9b862d6998e5ce4cc31c229930cb86633aade364fdb9055807e91e764,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,a7bdd9c7c76b39e9b4cfed75a42bce3d15d6cbb820c4d814cb7ffcbb5445a93c,137,random_0,2,13702,True
32632100013e4860db24e9f21f51e4685408ca6092e991c356a0c0601b74f5df,113,213,0.6043028019052845,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,23101751eb66db7facc9b5fa97bb6475e5bd799a71be01e4e2bbeae6a9703b37,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,3aa36475f7d81302577ec0876baa9b37c74ff576fe5cddb904c3458906f01594,137,random_1,0,13700,False
8fadc961a3b2ef5a513db8e3d5e6cc8875fdb4419c319b2c0d91a783e80eb334,114,214,0.5216408085419257,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,23101751eb66db7facc9b5fa97bb6475e5bd799a71be01e4e2bbeae6a9703b37,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,45f9f2d58cf1227bc542eda9217dc621db36571e8e04597df2fdef59004792ad,137,random_1,1,13701,False
43527fa1cea40f414c4783b4b98db4a00623cbbdad0c89e4896b605ed9b31d22,209,309,0.6063009113375032,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,23101751eb66db7facc9b5fa97bb6475e5bd799a71be01e4e2bbeae6a9703b37,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,9347b2603a10de1533c4b72c90544b368ea37c2676bf3e8b174d6bf74074fae6,137,random_1,2,13702,False
987ff9b59284f155fe5a345ee6a1763a88902dfbc6698e3bd9424a51552c302c,124,224,0.6829176387119229,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bdc04e0d1111abd07e83b9bc2eeb105ce9219691d0f14b460a4355d586becada,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,234546d8bd3bdf9bb71cd7bded15e25d3c459e03f7732f27bdeeddeae4f0400d,137,random_2,0,13700,False
affa62c2b5bf12e33c0178064decbfdcf5a731792192cd82b23d9c4ca0ebdbae,119,219,0.8106079054593811,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bdc04e0d1111abd07e83b9bc2eeb105ce9219691d0f14b460a4355d586becada,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,863695e3111ae1ccf04a5d58350995d35195256645ea09a148b3a6e851ff2125,137,random_2,1,13701,False
4f0ee58d97876012db6e6470b958f39196d379340df25a92caa3a1a4d7a06908,181,281,0.7273651606942421,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bdc04e0d1111abd07e83b9bc2eeb105ce9219691d0f14b460a4355d586becada,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,436f714c12e0820ff0baf5737da1b5d0d516649ed386f095b51d805136414040,137,random_2,2,13702,False
64064c157eb4d6b010ad047212b84f772dfae4cbd31fd216ab4717d33293f76f,116,216,0.6205034310894385,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a89c59a6a693f7de72697c3748b80ea470853cf5eb7abb204505021a50f9cf06,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,e59bcfd8de282c5b03f4911753d01e1568815d7b5e3f92d53ad0aa7f4addf504,137,random_3,0,13700,False
e53ed78eadd367fa13f093d0fac97c65f09180a37e08e95e22022b5463b43fe7,130,230,0.7547487603721216,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a89c59a6a693f7de72697c3748b80ea470853cf5eb7abb204505021a50f9cf06,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,bcb1e2f255225e11f39c49afcfde5c4e3226e3c7427a1614444177f0d1ebfdd0,137,random_3,1,13701,False
f8a495fc5bb6832e8e3759622993e23945261e8e1bc9294f9262f853e7d4ae17,98,198,0.842500888943087,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a89c59a6a693f7de72697c3748b80ea470853cf5eb7abb204505021a50f9cf06,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,40ef4433ac7f992e2339b04e333ef01c1fb5392d093c8cbe6e6b701fb0b6471a,137,random_3,2,13702,False
c361246350d9a3b5218811357dc92acc14cbdd6328f6560ff53986268a150e2b,114,214,0.4855331724790486,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bb882f467e8fa1fa44fc4ece4168981957e7f5ed1f24f4a98390b471ae48911e,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,23f0df2110e504a269a4d709b61c08cd15c3fa1c8e2106a3bfc93e605860e33a,137,random_4,0,13700,False
f8812946ac1af6d6469814bcabca04f59a8da085b46ae76b910a430831e1bfd3,121,221,0.4123623368012724,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bb882f467e8fa1fa44fc4ece4168981957e7f5ed1f24f4a98390b471ae48911e,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,037fc0a81d76d0d170122120b6dde914ad8d2228c860069974fc56271e9d1fad,137,random_4,1,13701,False
ae7e083f0b50b9d0d4dc8cb6dc565c1d1d0f1a8b495071385ffbc284de787939,127,227,0.37243968638493397,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,bb882f467e8fa1fa44fc4ece4168981957e7f5ed1f24f4a98390b471ae48911e,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,2582e7d1721314fb0ea447fa876309ec74ded85b3b56dc84b2fbc0593290ff24,137,random_4,2,13702,False
4821fd78c821bc0537a07d69d314a0533e28dd6cfa7b8e7a74188ba194d7ab60,70,170,0.6388942105046933,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,fa56396106e2dff0d4175e178d3bf37b41b0619eb953e9c06ea75fd851e1ef77,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,297acb711a9399ac1eeda3908300fe56ed07c176f37bdbcf4f13969b893dfc7b,137,random_5,0,13700,False
cf0e6dceb7af89f8b6ce1d352a5c988580abfea0cc5d18fb35a5dd2e3676374c,78,178,0.6662979869138453,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,fa56396106e2dff0d4175e178d3bf37b41b0619eb953e9c06ea75fd851e1ef77,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,5cd61ae1eb0f5c453e2f545e08718f3c21f1334f2752afa30d44ea8c2269a418,137,random_5,1,13701,False
c99c03923ec7b9bbe41ce77004f360ae420fce5af2da60ac88cd282063f3cb8a,108,208,0.6183191150960595,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,fa56396106e2dff0d4175e178d3bf37b41b0619eb953e9c06ea75fd851e1ef77,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,b38d99fa05520aa94bcc25dcfc3c223531c25a3a2a8f5fc47cafefc7d34f3217,137,random_5,2,13702,False
3de14e492f6af9a07eaaaec2be42f6bc39235e4525c6e3495f0b80f5fa38e958,89,189,0.8511620189462535,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7409e06a0028ffee3e9124335fe16468f12c8ab13049aebb36c23f49ce7f134b,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,830e1aa90cab8610b8252fe4950474b37ab65c02cfe253928357e23655bab412,137,random_6,0,13700,False
ffaa1a2b3ecfd5422722d835c1c4270bf592bec5bd9ced39060bab81d812b17d,96,196,1.0628253267558918,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7409e06a0028ffee3e9124335fe16468f12c8ab13049aebb36c23f49ce7f134b,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,fe2946501005439add87009987f385a9ea58499d315683cce7792fca9e5bfd02,137,random_6,1,13701,False
00d107759f862617bd88abb2761ba85d9445a326d0baf9a959a7537714810c2f,90,190,0.8382303970793129,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,7409e06a0028ffee3e9124335fe16468f12c8ab13049aebb36c23f49ce7f134b,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,2aed8423cd3f144a12f29c3d11608212807b2efe1b7964dc8e76a9e55af3cf7c,137,random_6,2,13702,False
22d81dad38ab76e68fa80ab808995d7965df37f5eff815daab575b34f01ad434,134,234,0.5146655132384244,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6207b141d6260c673ce5fa415e17dd4369f8811946280546222ad97c57613a68,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,efd9d83295c10b66317c675b2431e8ca5a01a2f6b54e7f1460049659f49a8a40,137,random_7,0,13700,False
b5a828dc9daf1fbaa156e09c713763a6900a0d4e890ddd99389da9478a16eade,129,229,0.551751810465265,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6207b141d6260c673ce5fa415e17dd4369f8811946280546222ad97c57613a68,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,4c888ba2b77f0cb224d99e57c7cbc8e50057d99f97028162187763bff35c49b3,137,random_7,1,13701,False
f6d0e409f1f8978d3094040e5cb21bf6a84bd84f7e3eaabfde58594ca51a4422,121,221,0.5700565001586166,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6207b141d6260c673ce5fa415e17dd4369f8811946280546222ad97c57613a68,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,42fe10534d9dd1f60753b4f69946b08265bbce2784291293b46b7ba7ff055c20,137,random_7,2,13702,False
2ea6b9cfca1544b068bc6ae800d9acdd9212108f5883eb6392c08bb1661edfd0,122,222,0.8532240829621457,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,f27adf009c670424429fd02d527bf5f0be2486d973981bc570c4884a0de5ad1c,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,ca4d0e5c03add71e6882957cf2a343ba5d5f7af7237413d95df988a2206bd9d8,137,random_8,0,13700,False
b4c745dc5acd9fcaa7db9e14b03bb170ad14c2322227a66469e421fb2a1b1a54,131,231,0.911676898232481,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,f27adf009c670424429fd02d527bf5f0be2486d973981bc570c4884a0de5ad1c,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,ece3011e2a7a4f2d5b881cc06f8fc4a963d177153fab28f3c106d985346f49ce,137,random_8,1,13701,False
3a95fd6e8a13a4dcf770ecbf378823e544de91034f522c01c9e70cced53f8bfe,137,237,0.8299811729644166,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,f27adf009c670424429fd02d527bf5f0be2486d973981bc570c4884a0de5ad1c,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,606cc2ba709754d083db99247539381d2d54c1a69777f84943791d71443c9580,137,random_8,2,13702,False
46ed2f01f5f2e08570db5ee85e5e9cb2e9b0c36f9392c20de3ad0c8224f77ba7,118,218,0.5729182560450945,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,8521d792f36a3b6ed7bf4355b7d3a80b55070bda724dbc06134fb0552d318cb9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,a5af268461a832ecb86b1e6e7a5fccef9df4607efeaf65d032bac0f573552175,137,random_9,0,13700,False
edc3c6a3153b80c6d72ea90c02014c80790f53b543b9ce4192cebb8c96953f09,125,225,0.6126933688439868,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,8521d792f36a3b6ed7bf4355b7d3a80b55070bda724dbc06134fb0552d318cb9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,9998c35d91c181b70f08216554067c4c492a3c752491281e49be99d575d4f780,137,random_9,1,13701,False
cf125f17878bbd567e760c630ea432a73a0ae9f4cdcdeab2c01f2a89caa24d0e,231,331,0.7151759791974356,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,8521d792f36a3b6ed7bf4355b7d3a80b55070bda724dbc06134fb0552d318cb9,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,b31ed0a80ec00e53d44c28ccdfa5928e2d8c3ce700680b7a206d9a1b69056895,e12b6b70c59f7f80096c1e268629631ccbae63af526a3c8bc88b8576627d56c0,137,random_9,2,13702,False
2c8a1c038ef089112bdc66423c2f5ef6368faa4569e28a61e0a0aa1b9a18ed1f,99,199,1.7406442122337515,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,1c2077074be173f5d1255b460eb24e9924a403b7b5a390094c81c85fb566a235,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,seeded_random,full_source_free,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,,,,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,6590962baeab061ffccaa3ae945b056d5ca7dfc9072cf05a8aac4330c5c576bd,941,round0,0,94100,True
6b0a2a9d76455aa716c271607d92674454c029acdebbe76999db7b6a56584dd5,95,195,1.5611031679810239,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,1c2077074be173f5d1255b460eb24e9924a403b7b5a390094c81c85fb566a235,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,seeded_random,full_source_free,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,,,,9860bbc3781ae6a390178d6db45755e6f71984dd1fa48fcfe25a1d3797fa1d96,0c28b7a67b4580eaf10b2ddb0e951463fdec4918ead91b57d958eac3d0afd2cb,941,round0,1,94101,True
9c696e731c7ceac09e58f13373af989da30618468198ffa919ccea303ac9b52a,268,368,1.6245717599258005,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,1c2077074be173f5d1255b460eb24e9924a403b7b5a390094c81c85fb566a235,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,seeded_random,full_source_free,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,,,,149c57c037eb30a9d8cc560cb98fc22b7ca33d876e256dfd3f3377fd465b6e90,783a883aefffca2bef5359d2d3b671d3a370d105783076ddf7a7d8e103c10834,941,round0,2,94102,True
08d2c32f98f369392e3fdb8afd9ead1b701697abbbc79f3953bc2fd53af3bfdf,103,203,1.286772226513487,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,07972729cb14955870ae2f0a112d678d964461c2c358dc55f59930c2d342d364,18f13b14b1cd31354d8fbf4644a3ccbf5192e1273406c736f8cc5a69c57c5c4b,seeded_random,full_source_free,1f631b054b8d6df0dc88eedd271f0d0b6f833bac93088badb10eba4b75af3936,,,,c4473438f86d34f4b3277a70b38b27e866dd101c810f5510a0b596fdfc7fd1a5,1db109aa2f8bc468c22b517820761c93358c221c543934cc261d0c7e147446fe,941,hybrid,0,94100,True
