checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,init_source_sha256,frozen_parameters_sha256_before,frozen_parameters_sha256_after,trainable_parameters_sha256_before,trainable_parameters_sha256_after,outer_seed,arm,member_index,member_seed,reused_after_interruption
494513cd1a05a4dd8db9930ab663ce525b89ab8579eea3891a128b374f406c88,151,251,1.1668053064329582,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,c9d3a423bdf2a22747c4bbbcfb544743b508e22b07cb8c9a1df744ca311c3073,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,69e5823a6959a0fc37fd210b4db80b4c66b2db1a410b8697a328a9ef99384d91,17,random_1,1,1701,False
2acfd38d11e89fc69de7e4701bf2cc1215690b8911663361751f58f964918e3e,93,193,0.8613759314462381,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,c9d3a423bdf2a22747c4bbbcfb544743b508e22b07cb8c9a1df744ca311c3073,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,4a99547499c57a628ab1d473308fc190a6c74ed906c8900a454555723b3c94a8,17,random_1,2,1702,False
46f41ca5fa7405846cd20661b52852c81b7bc649ec706f9ff9a75cd0e9203f6e,110,210,0.8447736191726012,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,170fdd299de6e07ecc65fbdecf016b66899a7e479da304acb948973aec7922e7,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,4cf8fb5af6914aa6c4d138ad7e0442493ac13e057d900de136961ad8eed63388,17,random_2,0,1700,False
cf7c3ef5db14c731e8658b2abea4118acf937407a28c2c225d72b44629ffd086,62,162,1.2735062603910843,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,170fdd299de6e07ecc65fbdecf016b66899a7e479da304acb948973aec7922e7,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,a6c2907f425f5a0cb622233146deb413ef0693ea038d2afc74833170d8cd3e91,17,random_2,1,1701,False
2f15fc4ebf49fa484da4c942b5ca51dbbd254fbd05ba33eb87be149527f503a2,112,212,0.6905754685421013,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,170fdd299de6e07ecc65fbdecf016b66899a7e479da304acb948973aec7922e7,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,2a4cf81f5aae9a0c804c0810ef2d8683dcc401c78f06eb45d960b616b1781de6,17,random_2,2,1702,False
c823dae7a846e4c5350aad225ee12b49481dd42f25fc3635ed09adf46acd621f,111,211,1.498840717448513,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a465244cd401705c1bd859f960dda514988a451994b2acd903ebf420895ffc1c,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,286370e4e062e911e188c6a637f44fca89a2b0558146d4ad17945f124e3d6228,17,random_3,0,1700,False
62f6201e3b4518fb37c9ba4ff28f350c47acd153349b5ee5e33da2aeb10034a5,196,296,1.5995748916467454,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a465244cd401705c1bd859f960dda514988a451994b2acd903ebf420895ffc1c,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,dba5db8b6546b0a472d3d6fb3a006b05231daf52548f2e9dd272632cac5619ab,17,random_3,1,1701,False
8652be0497fcd2cd0fdf83bf499bfb69ad44a581b663f6507c89eb81cb98d4b2,96,196,1.074415256988709,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,a465244cd401705c1bd859f960dda514988a451994b2acd903ebf420895ffc1c,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,91d307180c5460afa0bb04750d8680006339f69bd2724d1ee8e6e5c9c87e5a31,17,random_3,2,1702,False
f101cbf62daf472ea2f77407586c42b680681b110781591290df3d7e518f4445,112,212,0.6508433563839255,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,4ca7e9344c788c3fd95149d11dc81e19ccf7a59b609f04130a3b0584b6779882,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,8bed06f4ede4f33fa00eab0fcf0dfde6c487f2063e0500d7c92d87ee0150e7e1,17,random_4,0,1700,False
f0dcd8659b3b4afdbdb35a00e699d614fc546d5d735e7c71f5f7b699f2d2cb80,92,192,0.6991587797927298,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,4ca7e9344c788c3fd95149d11dc81e19ccf7a59b609f04130a3b0584b6779882,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,a29e168ea9497d5a2b7b4a505c967382d8bb650624a77810036da1d7566bba52,17,random_4,1,1701,False
ad16f25d588b8dabf48e7456403e71cb8cf4d7f3043c6db5ca75e69b7aefafd1,96,196,0.5088174278141204,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,4ca7e9344c788c3fd95149d11dc81e19ccf7a59b609f04130a3b0584b6779882,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,40e5c98fc70343c208eae7281f1d375108b44be21a38d3b9b36665d196546363,17,random_4,2,1702,False
98d16e9a9b74b702601452c35bd72a92ffe936a90e1515db4c0ce4a4d364eb38,117,217,0.7647009518929619,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,e19dc4ca3d6dd73d0c61e6654b06f779c7f3787c2b2a6163a709037f7c935330,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,0ce28038b4ee59483c06499fbc5e90c94259576f8e8e99dd3332f0a747f0b328,17,random_5,0,1700,False
a0441145fffa16cd2bca1af614f038d8c6eeaa094fae2399d6703486f4b8dfee,458,500,0.9068576998430802,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,e19dc4ca3d6dd73d0c61e6654b06f779c7f3787c2b2a6163a709037f7c935330,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,16d1e039d2b2a30e23be8ee2d5367bdf6311954f1ab3d82ea5e641e9497ee361,17,random_5,1,1701,False
6ae2663b21451d4a81c323e780f23c8f22f59d8ab6228e231534a38df31f957c,104,204,0.667316101817433,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,e19dc4ca3d6dd73d0c61e6654b06f779c7f3787c2b2a6163a709037f7c935330,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,dfab930346a04635336ac8c219d95301b51642be538b90e1843fab377c836a21,17,random_5,2,1702,False
a75bd56097ce1f69e98f77c6cb6a139a90f00df74a2c7f962e5630528b12fff1,66,166,0.8501799944696306,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,d5906609b86d2bf45600331b696d4870d3ec4bd8dada7495ccb8dba97cb19f9a,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,44e87b3faad963b379ff67ac1ab897b2f76b4cc6d3deadf23103312fd8021eb6,17,random_6,0,1700,False
64c70d5b85bc5100a8a368a5e3f2bad3dbc50f57d33ca0a18619b4ea735b752e,51,151,1.1725813215064211,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,d5906609b86d2bf45600331b696d4870d3ec4bd8dada7495ccb8dba97cb19f9a,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,7e63506ea0cc5d46ae75b79bb22d8ef6ba7cdd3192e25de78e1b7c9cf1beb3dc,17,random_6,1,1701,False
c353419501a5f20a0f019893ed40629d19b4a47620c6666eb4176e848183830a,100,200,0.638418691766822,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,d5906609b86d2bf45600331b696d4870d3ec4bd8dada7495ccb8dba97cb19f9a,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,6e36cd7ef0396e0054fa2ec2b33c83a12426c78ba9c7b3ae878b67307d91c707,17,random_6,2,1702,False
03b7604137db10e2f2ba61e4bd3e6a6707c3b1546756b2f7b27435c290bd27a0,136,236,0.5157620262329703,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5b2c11e65095116818b3059aa2ff50da6b3b6fb04addd7a69b159acc3cb47815,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,2359dc687e78bf6c666723c0e51d869d316a998efed26df30ef1b505492e8d1e,17,random_7,0,1700,False
8de5729a8aac01d98bc1bee3764a56544f50870c160fc21dff9836e6a0ac8c88,152,252,0.9157535983389243,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5b2c11e65095116818b3059aa2ff50da6b3b6fb04addd7a69b159acc3cb47815,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,15d5ec5243c1ed57818a32defc3c70d6bcdab39c9bb734f590ad57565755583b,17,random_7,1,1701,False
c3b40794034cc21322f567490b97daf02602d788bf7908007c28d2cd89103d37,127,227,0.4578348402604733,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,5b2c11e65095116818b3059aa2ff50da6b3b6fb04addd7a69b159acc3cb47815,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,925e386f26c9c185d3ea1815ad2bcb4af152583b17140adda1086638df634e58,17,random_7,2,1702,False
cc872b17d34744d30cd76aa5b82a50988e89615061561537d8c3501373c1ef07,56,156,0.6664353861240405,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6890e8df634d51f2e53e949a2a031b957e7ee09404085280e64f874ac9b87acb,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,6c2bf9b4aa142c71e45acf60478e531bd460f310d86b090a752145788866cf4e,17,random_8,0,1700,False
a84e069a57b61781e7329154f06db08c25e5c701265e92a3abbcc01b4219799a,61,161,0.9112957058623254,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6890e8df634d51f2e53e949a2a031b957e7ee09404085280e64f874ac9b87acb,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,4f9381a56b581ceeac2db1bfa566bbe94f461dc2d26638ef6f676660b592c919,17,random_8,1,1701,False
89265ca4d98be646e647d86f491ef5cb857f6ae84858ed87f2c7c6689516e903,167,267,0.5235548439366207,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6890e8df634d51f2e53e949a2a031b957e7ee09404085280e64f874ac9b87acb,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,bf3b7ef9a47a3a1fe6cf94c891e0c8d4320e594a73af2f821c173d14d075aa8c,17,random_8,2,1702,False
8f2a9b545873718f70f9cb29330850b11c84c2a2d8789aef70bef0da19b10741,77,177,1.0522909422931552,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9d47f41dbd2429458587e88c3af72ca5f585578f841d732fb2153d1ae74391dd,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,1e5398f49901567ff3e783f8dd66bf6c36006f1839d8fc067ec57f042953e291,7c989b5678c807be0ba3c825212ee5ca9d8fc8d3590639d90d26c64d6fa5562d,17,random_9,0,1700,False
4d8806c79c3b6e0ddc9c935d1d2f1d90d1bf85a51ce8c125b84ff56add9b3800,177,277,1.1834373644874518,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9d47f41dbd2429458587e88c3af72ca5f585578f841d732fb2153d1ae74391dd,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,d055b8331e7c12dc2c98586660196f4e454240f0a57ce73a2efc5bf995d9aba6,0708239199add25a217a67aa7780043e50ac59e794606c6499f1572ffdc87e4c,17,random_9,1,1701,False
40c24fe1fbfb6e638917d51c76515016859826a04171add8f39f41733c2cf591,86,186,0.9329410616470925,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9d47f41dbd2429458587e88c3af72ca5f585578f841d732fb2153d1ae74391dd,d1d244c95c4fd0a6d4563476b80b7afbfc03345cd811406b8ca2c9c7e831a3e0,seeded_random,full_source_free,0ff6273e0a07c95c114a5e591e23ce6401a970c21a35379afa9ac412d6954931,,,,16d3b7ca0deebbc6a7acdfd10bdc8e263983693e16857fb6ffeb1a83ccf80760,022ffe33ee2415cf791f4e98b80549ae0046c8f6e6eef14094cab40c6ecd07c7,17,random_9,2,1702,False
4ae019509a43b7279f6988093e96538cb70a5695ba3488a1a2f8f1b8c189e35b,108,208,0.7713691028899226,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,c0e03aca775d4d4ade0a64f8e9d770477e0460cb391ccd119d1a3aed57136e76,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,4d5337b60154e792302117b696fddbd1c5ba73237a05759a4caa0f7bdff925fb,374b2de56b99f13cc25d26f410cfc718624252175e6ce2c40fcc479ddef70182,137,round0,0,13700,True
b27a7b225a63f6cfa3cabcf11afd372b9ad81fdbbd8e2620b0b3c59bd458458c,129,229,0.8680166223779963,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,c0e03aca775d4d4ade0a64f8e9d770477e0460cb391ccd119d1a3aed57136e76,29f40a7b19fafdb61068f8543068e4a92bdd7319c2e78c70920f749d975328b2,seeded_random,full_source_free,b6895aa1d0fd8fa297c376fee8fabb32e0c2540ab12b6f85c708f5741c9acf07,,,,62a64adb19e587f8bf9254d9fac7842bd5e645445dbbf6610d2ac5d5fa36adf9,bc3a0e723723f6d45fe00e9a9cdde0bd9a6eb4ceb67958817a8fb61f144bcce9,137,round0,1,13701,True
