outer_seed,control_draw_index,control_seed,selection_order,sample_id
941,2,94170002,21,985361f6699d97f9464f
941,2,94170002,22,5b1af559138d20cb2423
941,2,94170002,23,d7603686249e1fb69a60
941,2,94170002,24,5d530b2f228ed39ff952
941,3,94170003,0,6b5982c6e1bbaadd6a95
941,3,94170003,1,a421784c91de559c18e0
941,3,94170003,2,11894db76cfa703c36af
941,3,94170003,3,5bad82a6cffd60e7a6c9
941,3,94170003,4,36b45fbdbace5950c108
941,3,94170003,5,827a3b0963882acf7f7a
941,3,94170003,6,09dd7a16716e6f168fd6
941,3,94170003,7,76643e968ecc935c745c
941,3,94170003,8,0cb4dac3d2afc696843b
941,3,94170003,9,1f40af3483bd97a7dfca
941,3,94170003,10,c80022254967f6a925f3
941,3,94170003,11,892c3900698d3de38b1c
941,3,94170003,12,4e469aa003df4dff5385
941,3,94170003,13,8f9a7ca0380c405ee685
941,3,94170003,14,f4331eb64b6774466836
941,3,94170003,15,35fcb2fcbf9425af2c6c
941,3,94170003,16,486a799fa205437ae1dc
941,3,94170003,17,98e425538b985ab3d5a1
941,3,94170003,18,71f5df8c7d7e88d1afce
941,3,94170003,19,89fbb0023e89f4da9de7
941,3,94170003,20,db5dcc7b864e0174fcbd
941,3,94170003,21,6700854991c876090fca
941,3,94170003,22,084866775caa8ca58925
941,3,94170003,23,6c27c0ab37bb8d812822
941,3,94170003,24,58394a71418a9623e18a
941,4,94170004,0,3774a4dac6dd0f01d48d
941,4,94170004,1,80f546c47198fa7c6dbf
941,4,94170004,2,fe212637596386c24049
941,4,94170004,3,f7f0c7d2b8250e0e304f
941,4,94170004,4,27bac953781c17a3a74b
941,4,94170004,5,666a97a156dc1d179eef
941,4,94170004,6,b2ef457b41d15be60154
941,4,94170004,7,b7b1a1bb666c8cc99bad
941,4,94170004,8,7eb97a2a0856e78a4b76
941,4,94170004,9,7b69466d230dfaae0ae1
941,4,94170004,10,9139c55b31e4e4b0e062
941,4,94170004,11,6716006fb3d4c4c8a766
941,4,94170004,12,5830dbb35947aa6f58f0
941,4,94170004,13,e05652bb38d9efd5b11e
941,4,94170004,14,c6f9768de03e08b1652c
941,4,94170004,15,4c40bd6781093d65e26f
941,4,94170004,16,1c2fe2551ccf2b35aacc
941,4,94170004,17,2d11f1fe488a0c917ffe
941,4,94170004,18,7609a0c63a8cd353dd97
941,4,94170004,19,a15744dbeb99bc224e40
941,4,94170004,20,084866775caa8ca58925
941,4,94170004,21,fe40c32169d87261e1e9
941,4,94170004,22,8a4623d640cc619f2639
941,4,94170004,23,9807b8d6ea4e235596ef
941,4,94170004,24,e6326a07ad46fdd2e66f
941,5,94170005,0,8e330202a1983cbc02b5
941,5,94170005,1,b51a88b6dc4049704214
941,5,94170005,2,5edaf16084f46f5b4726
941,5,94170005,3,33ffc69a253a89f15995
941,5,94170005,4,af999f675454be1dbd4d
941,5,94170005,5,6f827d26c4f82a1bfa90
941,5,94170005,6,b94677e12c4d6aa11d9b
941,5,94170005,7,985361f6699d97f9464f
941,5,94170005,8,c6e78c97267cbb98dc22
941,5,94170005,9,a2e635d2c20fa080aec6
941,5,94170005,10,0dccaa29989ef4956786
941,5,94170005,11,17902fa9c7f8ea9b456e
941,5,94170005,12,bf09d868ed4d68a97b40
941,5,94170005,13,c68db037670dea886720
941,5,94170005,14,226d1197cb663575c710
941,5,94170005,15,604bdef50dbc852e329e
941,5,94170005,16,7f4f64cb791c71ba0420
941,5,94170005,17,35944fdd59ac331c3fcb
941,5,94170005,18,4576779100baec321031
941,5,94170005,19,6d9732a794f436a1207a
941,5,94170005,20,b0035c08cda3495cb3b2
941,5,94170005,21,d0bae432e3ede2ada257
941,5,94170005,22,8cdde884333140be60cb
941,5,94170005,23,de0d6e67668e5ebf5036
941,5,94170005,24,99a3c4452ddfa8ff12c0
941,6,94170006,0,6b7209c2e8154837a8c7
941,6,94170006,1,8f9a7ca0380c405ee685
941,6,94170006,2,97b105f90c11a10a2cac
941,6,94170006,3,9139c55b31e4e4b0e062
941,6,94170006,4,6a11b71a3fb682d5f6da
941,6,94170006,5,d5fd79e96156bc59e3fe
941,6,94170006,6,6bebc41cc4f55da05d47
941,6,94170006,7,08f5a209b38c4c65b5c3
941,6,94170006,8,ba886a8f0a4af3f92d70
941,6,94170006,9,29cb91974ec3630e8b9e
941,6,94170006,10,7d9c7f40bc71ee7c4ef0
941,6,94170006,11,067c9b96b35fefd28fdf
941,6,94170006,12,02e4d578437631b52709
941,6,94170006,13,f49d1b5c0b35dbe61bef
941,6,94170006,14,9bdc860a29cf942d2e7e
941,6,94170006,15,8ab3606b0d15babbd1c7
941,6,94170006,16,31232902f2b6f3a67c60
941,6,94170006,17,4b4d079fa6b12df47a35
941,6,94170006,18,056a228c0de193b126cf
941,6,94170006,19,76371e968e6f52e9b773
941,6,94170006,20,ebf38d80f4c5674cf120
941,6,94170006,21,6fc227d3382270d96cdc
941,6,94170006,22,b7cf293311f83700cd9a
941,6,94170006,23,827a3b0963882acf7f7a
941,6,94170006,24,ef8724fc040ffeca44b7
941,7,94170007,0,5d530b2f228ed39ff952
941,7,94170007,1,7c14324532b02f7a3ab9
941,7,94170007,2,a47a3987d45e7c542d38
941,7,94170007,3,aed6d224edcb21e5d658
941,7,94170007,4,1b610fb92b30df5ca03f
941,7,94170007,5,5fd0921bbbba1e22abf9
941,7,94170007,6,6e17f8e15aa8fdd6a9ea
941,7,94170007,7,db5dcc7b864e0174fcbd
941,7,94170007,8,d8cad13efbf63a0da85d
941,7,94170007,9,f768bef959891c647509
941,7,94170007,10,fd1d673cc647d6745303
941,7,94170007,11,67434b9a07488d70219b
941,7,94170007,12,9a207c449ef228ed648f
941,7,94170007,13,7ac90b210e42d27c5a04
941,7,94170007,14,efe14b6a1dc3741d71ba
941,7,94170007,15,8b9ff1a26d840aaa6a49
941,7,94170007,16,fc27fa779102c4aeb8ab
941,7,94170007,17,a7e095123d7186e83bbb
941,7,94170007,18,4ee0e15840492362f7d8
941,7,94170007,19,683b6279a87805548c7c
941,7,94170007,20,a2dbe14788c85f0974a9
941,7,94170007,21,869ed39b28b73a5de24e
941,7,94170007,22,35fcb2fcbf9425af2c6c
941,7,94170007,23,bf2cad39d8b460431473
941,7,94170007,24,17c3981767dbd7d80169
941,8,94170008,0,e75030664990b64e9c05
941,8,94170008,1,96bcae6dcf065b7ad6fc
941,8,94170008,2,a7bc3fb68bdecbbe086f
941,8,94170008,3,3032c273eee09a2644c3
941,8,94170008,4,71f5df8c7d7e88d1afce
941,8,94170008,5,70714ec13048a5060224
941,8,94170008,6,92f7fe9d8581717a9949
941,8,94170008,7,ab4bd77cf5e0151e8470
941,8,94170008,8,39815ababe97d7acc107
941,8,94170008,9,8eaf61cc544233320cf2
941,8,94170008,10,6a75887d279501f8d1a9
941,8,94170008,11,fd1d673cc647d6745303
941,8,94170008,12,63cda70afb5b740e4fa4
941,8,94170008,13,d99e1639b668210776c3
941,8,94170008,14,5edaf16084f46f5b4726
941,8,94170008,15,4862e2fb71344ce16021
941,8,94170008,16,53dc2340c848330a9220
941,8,94170008,17,ade362756cf5f89aea03
941,8,94170008,18,6ddb6596285d680135c6
941,8,94170008,19,bd2e9fee67bbba1155df
941,8,94170008,20,d43d692e19100ebe5646
941,8,94170008,21,a60552f4d1a5ced4641f
941,8,94170008,22,a78f7bae6726f8eb382a
941,8,94170008,23,5df546d9e2f2a29dfc89
941,8,94170008,24,6a11b71a3fb682d5f6da
941,9,94170009,0,90b3c5f660655ce09ddf
941,9,94170009,1,a88f1c7eff88c4722032
941,9,94170009,2,752c884154a739045315
941,9,94170009,3,741e52b1633ebf2743f3
941,9,94170009,4,a0fb13951a097b6a1516
941,9,94170009,5,892c3900698d3de38b1c
941,9,94170009,6,48a8b24b649031229980
941,9,94170009,7,316b7260106904f99ae8
941,9,94170009,8,e55976e878649a1c45c4
941,9,94170009,9,fd9cda2d3ab32ea2a360
941,9,94170009,10,40d5f6dbba8de32e9852
941,9,94170009,11,604873ccb66d3a6f31b5
941,9,94170009,12,6c4eacf7845534254af9
941,9,94170009,13,4aaca0f605d3111bf1e0
941,9,94170009,14,c115dcdcaf52094f06a1
941,9,94170009,15,604bdef50dbc852e329e
941,9,94170009,16,b655d7de0986cbd0d622
941,9,94170009,17,2b7cd8ac357e176a9726
941,9,94170009,18,409d01129a3e41b32902
941,9,94170009,19,15e10c24f9edb12543a2
941,9,94170009,20,bad24d96575f423fe4fd
941,9,94170009,21,2a7062ac85d66260b3be
941,9,94170009,22,c9e08e156472783dee4e
941,9,94170009,23,aa83ae83c0fa0cc37777
941,9,94170009,24,9139c55b31e4e4b0e062
2027,0,202770000,0,e41d3fe370d4a57960e2
2027,0,202770000,1,19e5d078bc0eb8a91e1e
2027,0,202770000,2,fdf997fba3a74c11f802
2027,0,202770000,3,cbedf4ab0af735b39b3a
2027,0,202770000,4,806f355d8f9a30294e51
2027,0,202770000,5,b4d9d000145f0dfcee50
2027,0,202770000,6,41bda518b4b1e6fe001d
2027,0,202770000,7,ff8fce8e929a75d6fb8d
2027,0,202770000,8,dee5054e9bcc457f0464
2027,0,202770000,9,25099bfb713642a2e7fe
2027,0,202770000,10,53a1acff30433cff819f
2027,0,202770000,11,b0764b94416833704b53
2027,0,202770000,12,ffa53b3aa054bc392704
2027,0,202770000,13,ce9886eee330bc401615
2027,0,202770000,14,bef8e35136c28810eb6b
2027,0,202770000,15,f9f0f4e29dbd30c000ee
2027,0,202770000,16,9b63440194c1907efecf
2027,0,202770000,17,e437adb333e7b4f4021c
2027,0,202770000,18,a47a3987d45e7c542d38
2027,0,202770000,19,dcd115d5903aa7c38191
2027,0,202770000,20,98dd7f94e58da879b609
2027,0,202770000,21,52e05a1a506d6326fa3f
2027,0,202770000,22,61b73b8065ae2ece22eb
2027,0,202770000,23,9c84ccd6d0bc1e852431
2027,0,202770000,24,36d971e3231c54486d05
2027,1,202770001,0,409d01129a3e41b32902
2027,1,202770001,1,088e6991011a5a20ef36
2027,1,202770001,2,5524670e4337370c2ef6
2027,1,202770001,3,461fbd64aa8472f52774
2027,1,202770001,4,6bd522326fb91ebf1379
2027,1,202770001,5,4c40bd6781093d65e26f
2027,1,202770001,6,0f0ce675d00176813bf5
2027,1,202770001,7,ab88b5f07e838ab10208
2027,1,202770001,8,f2a71cf81760d14bc8cf
2027,1,202770001,9,bed2f1430d0964e86fcb
2027,1,202770001,10,48a8b24b649031229980
2027,1,202770001,11,ec1c29d6d4fe334c886a
2027,1,202770001,12,6a39aff909ea35989c74
2027,1,202770001,13,21e09d52eac22fe25e15
2027,1,202770001,14,d54c93a11164b4abac6e
2027,1,202770001,15,304fb0fdb486ae4b7a07
2027,1,202770001,16,f9bba2e75f16ebadb0eb
2027,1,202770001,17,f49d1b5c0b35dbe61bef
2027,1,202770001,18,ca467c94f14b2219503e
2027,1,202770001,19,02cc96a05f4a95608c71
2027,1,202770001,20,95a211366968c4cd1f0f
2027,1,202770001,21,3f6b817d855e67b3b406
2027,1,202770001,22,fc14674e86364aa7b0fb
2027,1,202770001,23,7d406784048b9e313d67
2027,1,202770001,24,96710afeabc594baa359
2027,2,202770002,0,f0b6d8fb9d1feea8b24b
2027,2,202770002,1,46412717e5e282f83527
2027,2,202770002,2,25fcfe22a4504f391482
2027,2,202770002,3,81506810413492ce89ec
2027,2,202770002,4,0a79a24271d119590ae6
2027,2,202770002,5,8d79808de7b5a47aefcd
2027,2,202770002,6,457b3def1714039eadb3
2027,2,202770002,7,a6145bb0c9947f9515df
2027,2,202770002,8,6f548d72f01fc85debdc
2027,2,202770002,9,3f1a96aa336ea0741b5a
2027,2,202770002,10,ed4d64cb440e2438815f
2027,2,202770002,11,6d54149d618f026681ef
2027,2,202770002,12,a6a0404c3ad65c6d9326
2027,2,202770002,13,a1ea7a9303a5fc7a7b0f
2027,2,202770002,14,8cc5dd51f0360e578ac3
2027,2,202770002,15,6ae922f63e983b14e320
2027,2,202770002,16,2635b25bb3c1c37f3b74
2027,2,202770002,17,b47cad6d1496e6fdaf2c
2027,2,202770002,18,a0d6732883ffc7d063fb
2027,2,202770002,19,0da0c1a34a53c41e368a
2027,2,202770002,20,f0674071a9f7bce0703c
2027,2,202770002,21,ce58f28250c053410654
2027,2,202770002,22,461fbd64aa8472f52774
2027,2,202770002,23,18027828dc8e021e6926
2027,2,202770002,24,088e6991011a5a20ef36
2027,3,202770003,0,9bb1445fe1ba6a6b18f6
2027,3,202770003,1,70cba7a21b5a01fb8e73
2027,3,202770003,2,d0d870bb88b9bfb4f88f
2027,3,202770003,3,822acada514c54d41f68
2027,3,202770003,4,f4331eb64b6774466836
2027,3,202770003,5,105457e008d11073c7b7
2027,3,202770003,6,19ac0f010c25e2c5360d
2027,3,202770003,7,533e50b0595be82d2716
2027,3,202770003,8,e1b9d0166a4779c27067
2027,3,202770003,9,ece04d0c0a926ed06e11
2027,3,202770003,10,f2a71cf81760d14bc8cf
2027,3,202770003,11,2c843c0ebe8a201b2da1
2027,3,202770003,12,1150272392a90f36db05
2027,3,202770003,13,235263d562c30a614801
2027,3,202770003,14,b060fa3ae84f80e773d2
2027,3,202770003,15,f9bba2e75f16ebadb0eb
2027,3,202770003,16,64c9e190e213bb061867
2027,3,202770003,17,3b400f57f8dcc4cdbd83
2027,3,202770003,18,3e69cf586f3eb0f0fa8c
2027,3,202770003,19,a99011d97b1af601fdbc
2027,3,202770003,20,ffa53b3aa054bc392704
2027,3,202770003,21,249b884b29177edb9df5
2027,3,202770003,22,8a4623d640cc619f2639
2027,3,202770003,23,4d3dddb7f2bd6bdeb5ea
2027,3,202770003,24,a3c817ff559d5c946cc8
2027,4,202770004,0,bed2f1430d0964e86fcb
2027,4,202770004,1,1a53d7b807a4a60e963e
2027,4,202770004,2,21dff71e317a08aafbb2
2027,4,202770004,3,d6b28f60f89677468590
2027,4,202770004,4,16fad5682a8842df09c9
2027,4,202770004,5,e9aa21d2af3158cfa4f5
2027,4,202770004,6,57163774ada660438e36
2027,4,202770004,7,b6f1b33a5491968c645e
2027,4,202770004,8,457b3def1714039eadb3
2027,4,202770004,9,61771d230b285babe4b6
2027,4,202770004,10,f7d57d8bb988f7016502
2027,4,202770004,11,ebf38d80f4c5674cf120
2027,4,202770004,12,e09460619a9bf3a79cd4
2027,4,202770004,13,8b18117ded9c488721a3
2027,4,202770004,14,2f22fe92623a5d221e6e
2027,4,202770004,15,994a1f65509549a84ede
2027,4,202770004,16,d5234e966aa231be05e5
2027,4,202770004,17,abb2d31b1372dbd64398
2027,4,202770004,18,249b884b29177edb9df5
2027,4,202770004,19,dff32382a195c5399175
2027,4,202770004,20,5a6c740e9306a2ffd60a
2027,4,202770004,21,df93501912d2cfcfbc41
2027,4,202770004,22,195a292d7c8874415285
2027,4,202770004,23,741e52b1633ebf2743f3
2027,4,202770004,24,5f81e2ff4fea8e839c4d
2027,5,202770005,0,74541dbf8571f881c454
2027,5,202770005,1,15d8f95d4b819c97c0d5
2027,5,202770005,2,b7cbf8a3f54b6d586198
2027,5,202770005,3,8b06ec38a7e5999edfa6
2027,5,202770005,4,e506c0353a9b601af9ac
2027,5,202770005,5,c86b03e1b275528444a6
2027,5,202770005,6,9ea628a740f0855c4dbe
2027,5,202770005,7,3aac78d03dd703c0b776
2027,5,202770005,8,c4b2566e6fe1d00b20ea
2027,5,202770005,9,ab49ee9538cdb7f47f70
2027,5,202770005,10,1e775e7d8dcbf48fd6f8
2027,5,202770005,11,f42cc6b0f90fad5c1f7f
2027,5,202770005,12,014a5a6687748dfc0ebf
2027,5,202770005,13,b29c3ac2de3ba2d8b5c9
2027,5,202770005,14,50f5409ef3b0d36c6355
2027,5,202770005,15,05c8e4d5f25c1295f231
2027,5,202770005,16,0be038db2251642c6862
2027,5,202770005,17,43d0ea8af460a7ac5934
2027,5,202770005,18,67fa39740fcf946a3154
2027,5,202770005,19,c19b06649402d37faeba
2027,5,202770005,20,075248a5ddcd4b5d091f
2027,5,202770005,21,8925249b7fbe141dbce6
2027,5,202770005,22,d5fd79e96156bc59e3fe
2027,5,202770005,23,5fd49a50595624496938
2027,5,202770005,24,6defbf00ecb558b77d50
2027,6,202770006,0,ce14dd2481560a984aea
2027,6,202770006,1,3726956d81fe3954e5b7
2027,6,202770006,2,0f8ae9a2f5ed927d4a08
2027,6,202770006,3,93dec4e70431268ebbc3
2027,6,202770006,4,45e24a16b44a89653e4b
2027,6,202770006,5,ee5c9d29ed57c3312389
2027,6,202770006,6,9603a9567c8b21458d1e
2027,6,202770006,7,e7a1b39854237234e083
2027,6,202770006,8,5a6c740e9306a2ffd60a
2027,6,202770006,9,426ed16e4b39d346244b
2027,6,202770006,10,b579bb037defe81a2b27
2027,6,202770006,11,45bb99d82b5875a5c5b6
2027,6,202770006,12,01ceffc28813fe71d8bc
2027,6,202770006,13,9c74e865c47b45a09229
2027,6,202770006,14,34aaca6f7a0768d743fe
2027,6,202770006,15,58669c7a3953b668d2e1
2027,6,202770006,16,e514cee27f046099a732
2027,6,202770006,17,d1c43590b9e0a99ce3b8
2027,6,202770006,18,5f02dc3c13f7f2daed32
2027,6,202770006,19,8f5acbec0c511bb1ea89
2027,6,202770006,20,dc8da611e77ae1bb11f2
2027,6,202770006,21,a1d9ec291feffecb4e6f
2027,6,202770006,22,c6159dcb5802e62284d1
2027,6,202770006,23,3d473593f8a917401398
2027,6,202770006,24,e9e7a737df389d5fcc13
2027,7,202770007,0,ed4d64cb440e2438815f
2027,7,202770007,1,fcb9019ffbdb889489f7
2027,7,202770007,2,cab3569f3fc4029f86a0
2027,7,202770007,3,b6ffd4ffa7739deb3e88
2027,7,202770007,4,f1aa9023d49cdbe2d409
2027,7,202770007,5,2aa2754666d0f055cb00
2027,7,202770007,6,cd3c75eca39365e943e4
2027,7,202770007,7,5d450444eb031c873584
2027,7,202770007,8,b1801204c2c4a34a9278
2027,7,202770007,9,ea9ef1bc8766196ca96d
2027,7,202770007,10,7522f965f25a50c9a3bc
2027,7,202770007,11,f159b69487cebc7dcf97
2027,7,202770007,12,82d7243f61695e1b94cf
2027,7,202770007,13,b8abc8f40545556f07e0
2027,7,202770007,14,4b4d079fa6b12df47a35
2027,7,202770007,15,486e498e45d084ced568
2027,7,202770007,16,52b9af4df1f1e7cd4d9b
2027,7,202770007,17,e47aebe2660b9e1528de
2027,7,202770007,18,dee5054e9bcc457f0464
2027,7,202770007,19,a202794731bbb6368378
2027,7,202770007,20,7be635a8cfd1e5ce0a07
2027,7,202770007,21,477241eeda24d5f7e750
2027,7,202770007,22,3e69cf586f3eb0f0fa8c
2027,7,202770007,23,fa1a4a2aa332b091b615
2027,7,202770007,24,aafc5710406e440a4c8f
2027,8,202770008,0,54a23aa9aaa695bdc06b
2027,8,202770008,1,654a4a40363a388cf9cb
2027,8,202770008,2,07a55cdab65b05f31561
2027,8,202770008,3,0296d31e8c2e55602a19
2027,8,202770008,4,e8f592c469b2f3c136d8
2027,8,202770008,5,c5a12771920c4410d921
2027,8,202770008,6,fe66b2381d33aa2ea3a8
2027,8,202770008,7,e0bc96df35be6f6a3f05
2027,8,202770008,8,a6a0404c3ad65c6d9326
2027,8,202770008,9,9862563d18aae2868342
2027,8,202770008,10,72113bad4beb4e7b8852
2027,8,202770008,11,d3ffe87bbab76e5d5d56
2027,8,202770008,12,f9f0f4e29dbd30c000ee
2027,8,202770008,13,5d11af6ff834c7706e64
2027,8,202770008,14,0cb4dac3d2afc696843b
2027,8,202770008,15,85956151bfe869ac5ee6
2027,8,202770008,16,65f22906a14f74d756d4
2027,8,202770008,17,ccfdc194079950babd47
2027,8,202770008,18,b7cbf8a3f54b6d586198
2027,8,202770008,19,15d8f95d4b819c97c0d5
2027,8,202770008,20,e5ed03aa8e15ca165b73
2027,8,202770008,21,57163774ada660438e36
2027,8,202770008,22,4fce6e1a422b4f54c601
2027,8,202770008,23,409d01129a3e41b32902
2027,8,202770008,24,c973d4c257be9ef08216
2027,9,202770009,0,d1c43590b9e0a99ce3b8
2027,9,202770009,1,c59ffcab9329339d3e91
2027,9,202770009,2,7e981ba02c83f74f5e65
2027,9,202770009,3,8e17cb06a37c48cc9ab5
2027,9,202770009,4,fc452a2ea628a6c49dee
2027,9,202770009,5,e514cee27f046099a732
2027,9,202770009,6,b4e0e9dc92fca2c88b90
2027,9,202770009,7,7522f965f25a50c9a3bc
2027,9,202770009,8,a6145bb0c9947f9515df
2027,9,202770009,9,071fc2962498be2a0922
2027,9,202770009,10,3726956d81fe3954e5b7
2027,9,202770009,11,5524670e4337370c2ef6
2027,9,202770009,12,89d752b5a7f7c8d0b91e
2027,9,202770009,13,a15744dbeb99bc224e40
2027,9,202770009,14,7ac16a6d90180a350ff0
2027,9,202770009,15,a1760c9f792d02b2e59c
2027,9,202770009,16,946f712a81f3990f568f
2027,9,202770009,17,21e09d52eac22fe25e15
2027,9,202770009,18,37c15d90032e66347ed6
2027,9,202770009,19,e47aebe2660b9e1528de
2027,9,202770009,20,58669c7a3953b668d2e1
2027,9,202770009,21,16afd85aa788409b8d07
2027,9,202770009,22,7c0c324643799c918828
2027,9,202770009,23,1a53d7b807a4a60e963e
2027,9,202770009,24,855456da9ea892f7216b
4099,0,409970000,0,19e5d078bc0eb8a91e1e
4099,0,409970000,1,9e3ce3497298084abd83
4099,0,409970000,2,7412eddb17268ce380c7
4099,0,409970000,3,2d27f02deb37eeb61bfe
4099,0,409970000,4,1d1e8e2d695f325f148e
4099,0,409970000,5,683b6279a87805548c7c
4099,0,409970000,6,c32500e81a05cfd2273d
4099,0,409970000,7,f82ada7b7829522e1c9c
4099,0,409970000,8,65651134a7c70aa64d32
4099,0,409970000,9,b37608f8c4a8ee4b8696
4099,0,409970000,10,b66aa101a244885dd587
4099,0,409970000,11,df4a8ed8397b7a13f5ca
4099,0,409970000,12,4db6b065867770d9dbd9
4099,0,409970000,13,6ce607e4fe208a186dff
4099,0,409970000,14,ece04d0c0a926ed06e11
4099,0,409970000,15,fbf7711e24f45bf06d4f
4099,0,409970000,16,6f827d26c4f82a1bfa90
4099,0,409970000,17,9948433906d4afa41345
4099,0,409970000,18,011d2598865d3a81a17d
4099,0,409970000,19,79cb1738d945317e5bfa
4099,0,409970000,20,57646b9484b03f4076bb
4099,0,409970000,21,2050f421f2e882689760
4099,0,409970000,22,58b3518f48d8340d6ffc
4099,0,409970000,23,8ab554cd154e9749790b
4099,0,409970000,24,84457536bb50a7061808
4099,1,409970001,0,0460dfc4e1747f0fc92c
4099,1,409970001,1,f72a0e7948a50ed09024
4099,1,409970001,2,ed3a90d38ff02a38deba
4099,1,409970001,3,0537c303027eef12ba09
4099,1,409970001,4,a5f9179bfb146ad70953
4099,1,409970001,5,6a9df58ba750ae76df13
4099,1,409970001,6,fbf7711e24f45bf06d4f
4099,1,409970001,7,f2f1228ed527e78379ef
4099,1,409970001,8,8af7ab6d0c4dde52bba2
4099,1,409970001,9,24ac14b3a19069ee1128
4099,1,409970001,10,22f82413c75481d74e9b
4099,1,409970001,11,0cf0d36290765378ae8d
4099,1,409970001,12,6f548d72f01fc85debdc
4099,1,409970001,13,d5234e966aa231be05e5
4099,1,409970001,14,cd3c75eca39365e943e4
4099,1,409970001,15,6c28e50241ca84637c9f
4099,1,409970001,16,64f99f02d02cc2d0791d
4099,1,409970001,17,6553b9607d6093f257c7
4099,1,409970001,18,a44a22945d76c02aa6a7
4099,1,409970001,19,60c07f57327c89c83ae9
4099,1,409970001,20,2f5ad80c46080b17df41
4099,1,409970001,21,7caf1db075b91197ba34
4099,1,409970001,22,1cc3b837c6561b1c0a23
4099,1,409970001,23,49774197068e5ae66f69
4099,1,409970001,24,8b0153f031bc52c2c1dd
4099,2,409970002,0,e868755bce7658ed8227
4099,2,409970002,1,605436d35600502e8c2e
4099,2,409970002,2,54be765bfa5d47a7d908
4099,2,409970002,3,534afc6bd39a8f7923d8
4099,2,409970002,4,4e66505f5d66d4fe37b9
4099,2,409970002,5,b6bf451b4911ee22d4a4
4099,2,409970002,6,7d65ab8e0e7b962da35f
4099,2,409970002,7,27f29e20ad7b3f90539d
4099,2,409970002,8,976120a6d37c441ea705
4099,2,409970002,9,9fa9fb28b91ddf9af555
4099,2,409970002,10,2d5adb5a4d8b98e22d1e
4099,2,409970002,11,06ebbf6e52fa3ea6aef3
4099,2,409970002,12,92212e7e2eb760820a7b
4099,2,409970002,13,122fbec0df9ecf1c5d89
4099,2,409970002,14,4db6b065867770d9dbd9
4099,2,409970002,15,a38fee52661fd3e3b7ea
4099,2,409970002,16,cd2c80dae2f32a52732f
4099,2,409970002,17,ef909b1f112d3493ba8a
4099,2,409970002,18,52348febee6695107c49
4099,2,409970002,19,2df9d2f88ac69c5229e5
4099,2,409970002,20,e3a799d0fa90b649a157
4099,2,409970002,21,56151359aadfa5411fc6
4099,2,409970002,22,d5234e966aa231be05e5
4099,2,409970002,23,8f5452ff0e84ab2e2057
4099,2,409970002,24,fda7c636d3595263aa76
4099,3,409970003,0,e3a799d0fa90b649a157
4099,3,409970003,1,6553b9607d6093f257c7
4099,3,409970003,2,85021fbdc4a98f7e9242
4099,3,409970003,3,db2709229820b71e283b
4099,3,409970003,4,22214579a593fa764fe8
4099,3,409970003,5,1c25c350b171450ed58f
4099,3,409970003,6,93d0b949ca6dc0685979
4099,3,409970003,7,3e78a776ac9b885d378a
4099,3,409970003,8,a31d24ee8162e1eca101
4099,3,409970003,9,35dd0118b9a2d30ca70e
4099,3,409970003,10,cbe7e55e896b42820ba5
4099,3,409970003,11,e88fbf312cd49dd88cef
4099,3,409970003,12,6348f80546c20a88b318
4099,3,409970003,13,b3d9bb5afa82b99f2a11
4099,3,409970003,14,91cd087e44e7a3364533
4099,3,409970003,15,7d5a5e7ce28dafd856c2
4099,3,409970003,16,0ee34370dd3159941bdc
4099,3,409970003,17,f72a0e7948a50ed09024
4099,3,409970003,18,abcfcb23dbe2574a2389
4099,3,409970003,19,f91e857aa14399ede600
4099,3,409970003,20,89d752b5a7f7c8d0b91e
4099,3,409970003,21,23dcf709250c2a40f363
4099,3,409970003,22,c82167c626a1495ef750
4099,3,409970003,23,4cacfd98f3f85dc0dc0e
4099,3,409970003,24,0c5c35afb3a24375c153
4099,4,409970004,0,e5ed03aa8e15ca165b73
4099,4,409970004,1,ce9886eee330bc401615
4099,4,409970004,2,683b6279a87805548c7c
4099,4,409970004,3,0d1eaff6f686ee174d88
4099,4,409970004,4,a17bcdddcf0799baeee2
4099,4,409970004,5,533e50b0595be82d2716
4099,4,409970004,6,36b77874ca1dec2a4bdb
4099,4,409970004,7,c45057c2cab40f4fa2be
4099,4,409970004,8,ba5381d85ba24754040c
4099,4,409970004,9,b68827d8848513f2ec18
4099,4,409970004,10,3554059c7f0676bb2e03
4099,4,409970004,11,8e999302c4d108ec9f19
4099,4,409970004,12,d76d74e2a624a532f9f8
4099,4,409970004,13,654a4a40363a388cf9cb
4099,4,409970004,14,5b706e17e8412d02342f
4099,4,409970004,15,8a4623d640cc619f2639
4099,4,409970004,16,b66aa101a244885dd587
4099,4,409970004,17,27f29e20ad7b3f90539d
4099,4,409970004,18,90986ae76102a348680d
4099,4,409970004,19,fbf7711e24f45bf06d4f
4099,4,409970004,20,6ab30af49df4a72750ac
4099,4,409970004,21,e9bdef57ef2c8ced88f0
4099,4,409970004,22,5a7a5139767fda9f7e9a
4099,4,409970004,23,d7895c522a1a46a1175c
4099,4,409970004,24,29adbc6e2d4e3aeac537
4099,5,409970005,0,a421784c91de559c18e0
4099,5,409970005,1,a5f9f0327623c4752e2e
4099,5,409970005,2,89d752b5a7f7c8d0b91e
4099,5,409970005,3,ea9c116dcd66aca4039c
4099,5,409970005,4,2dbfdf9c2d5defd09f7a
4099,5,409970005,5,b54f29a73518aa1f30a7
