epoch,train_loss,validation_selection_score,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_combined_normalized_rmse,validation_all_outputs_finite
1,624.7391052246094,1.2390596246041528,9.838152885437012,6.7806172370910645,-0.7597367763519287,19.368867874145508,12.343512535095215,-0.6047991514205933,1.2390596246041528,True
2,339.9839782714844,1.2686938776334666,10.68265151977539,7.892092227935791,-1.0748119354248047,18.436988830566406,10.984488487243652,-0.4540930986404419,1.2686938776334666,True
3,222.3978500366211,1.2222443956799887,10.663020133972168,7.886286735534668,-1.0671930313110352,16.81130599975586,8.583619117736816,-0.20896875858306885,1.2222443956799887,True
4,201.77677154541016,1.1638733664280831,9.94025707244873,7.088842391967773,-0.7964527606964111,16.564620971679688,8.745970726013184,-0.17374885082244873,1.1638733664280831,True
5,189.41173553466797,1.0781677077429015,8.779685020446777,5.468055248260498,-0.4014526605606079,16.37118148803711,8.559874534606934,-0.14649534225463867,1.0781677077429015,True
6,148.7852783203125,1.0390383840005264,8.11880111694336,4.696963787078857,-0.19840717315673828,16.518898010253906,8.864534378051758,-0.16727805137634277,1.0390383840005264,True
7,105.80527114868164,1.0676001639434811,8.110255241394043,4.40708589553833,-0.19588565826416016,17.44072723388672,10.753984451293945,-0.301192045211792,1.0676001639434811,True
8,87.08533096313477,0.8763024873243731,6.700786590576172,3.5570967197418213,0.1836579442024231,14.22913932800293,8.639555931091309,0.13389712572097778,0.8763024873243731,True
9,77.4267807006836,0.8190234834343637,6.317115306854248,3.3809573650360107,0.2744652032852173,13.190133094787598,8.100651741027832,0.2557642459869385,0.8190234834343637,True
10,77.7934799194336,0.9103942316713977,7.182919979095459,3.764065742492676,0.06195718050003052,14.328409194946289,7.886147499084473,0.12177026271820068,0.9103942316713977,True
11,73.71707534790039,1.0336236846847913,8.256298065185547,4.414071083068848,-0.23934221267700195,16.051090240478516,8.97744083404541,-0.10210061073303223,1.0336236846847913,True
12,61.06086349487305,0.8960892680238018,7.381758689880371,3.7574095726013184,0.009304285049438477,13.412006378173828,6.516097068786621,0.230515718460083,0.8960892680238018,True
13,54.90645217895508,0.8890588821134432,7.360298156738281,3.540081262588501,0.015056252479553223,13.22158145904541,6.071402549743652,0.2522110342979431,0.8890588821134432,True
14,51.609548568725586,0.792456016910522,6.59860372543335,3.272278070449829,0.20836549997329712,11.694901466369629,5.552675247192383,0.41493332386016846,0.792456016910522,True
15,47.812110900878906,0.7856823055127403,6.5188374519348145,3.0430567264556885,0.2273889183998108,11.65036392211914,5.4078898429870605,0.4193810820579529,0.7856823055127403,True
16,43.875661849975586,0.773167268449917,6.501320838928223,3.0751118659973145,0.23153549432754517,11.257603645324707,5.29099702835083,0.45786917209625244,0.773167268449917,True
