scope,outer_seed,method,metric,target,threshold,interpolated_labels,first_observed_labels,sustained_labels,status,censor_budget
seed,6101.0,gradient_maxdet,V1_RMSE,N90,3.388588837435964,994.4914887900923,1005.0,1005.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V1_RMSE,N95,3.2637310616812574,,,,CENSORED,1005.0
seed,6101.0,hybrid,V1_RMSE,Random@1005,4.63803187480628,446.1304236220088,461.0,461.0,REACHED,1005.0
seed,6101.0,hybrid,V1_RMSE,N80,3.638304388945378,619.3336735487504,621.0,621.0,REACHED,1005.0
seed,6101.0,hybrid,V1_RMSE,N90,3.388588837435964,639.6787258359686,653.0,653.0,REACHED,1005.0
seed,6101.0,hybrid,V1_RMSE,N95,3.2637310616812574,649.4279142297253,653.0,781.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V1_RMSE,Random@1005,4.63803187480628,390.0774653498436,397.0,493.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V1_RMSE,N80,3.638304388945378,810.3346200109769,813.0,813.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V1_RMSE,N90,3.388588837435964,835.68895069776,845.0,,REACHED,1005.0
seed,6101.0,kernel_ivr,V1_RMSE,N95,3.2637310616812574,,,,CENSORED,1005.0
seed,6101.0,lcmd,V1_RMSE,Random@1005,4.63803187480628,531.6483814708598,557.0,557.0,REACHED,1005.0
seed,6101.0,lcmd,V1_RMSE,N80,3.638304388945378,592.3875459709932,621.0,621.0,REACHED,1005.0
seed,6101.0,lcmd,V1_RMSE,N90,3.388588837435964,635.3424952452982,653.0,653.0,REACHED,1005.0
seed,6101.0,lcmd,V1_RMSE,N95,3.2637310616812574,731.139235591101,749.0,1005.0,REACHED,1005.0
seed,6101.0,random,V1_RMSE,Random@1005,4.63803187480628,504.45544391481553,525.0,1005.0,REACHED,1005.0
seed,6101.0,random,V1_RMSE,N80,3.638304388945378,,,,CENSORED,1005.0
seed,6101.0,random,V1_RMSE,N90,3.388588837435964,,,,CENSORED,1005.0
seed,6101.0,random,V1_RMSE,N95,3.2637310616812574,,,,CENSORED,1005.0
seed,6101.0,u50_gradient_maxdet,V1_RMSE,Random@1005,4.63803187480628,480.87005740286395,493.0,653.0,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V1_RMSE,N80,3.638304388945378,839.6620801597651,845.0,845.0,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V1_RMSE,N90,3.388588837435964,907.3738466615573,909.0,,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V1_RMSE,N95,3.2637310616812574,,,,CENSORED,1005.0
seed,6101.0,gradient_maxdet,V2_RMSE,Random@1005,7.693870363807608,657.6534890360944,685.0,685.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V2_RMSE,N80,6.168259676514449,861.873051659958,877.0,877.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V2_RMSE,N90,5.6175182703783415,990.5571480845176,1005.0,1005.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V2_RMSE,N95,5.342147567310289,,,,CENSORED,1005.0
seed,6101.0,hybrid,V2_RMSE,Random@1005,7.693870363807608,557.8279189176395,589.0,589.0,REACHED,1005.0
seed,6101.0,hybrid,V2_RMSE,N80,6.168259676514449,639.7271778942028,653.0,653.0,REACHED,1005.0
seed,6101.0,hybrid,V2_RMSE,N90,5.6175182703783415,713.3480000406522,717.0,973.0,REACHED,1005.0
seed,6101.0,hybrid,V2_RMSE,N95,5.342147567310289,965.4977393234451,973.0,,REACHED,1005.0
seed,6101.0,kernel_ivr,V2_RMSE,Random@1005,7.693870363807608,518.5997555634829,525.0,685.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V2_RMSE,N80,6.168259676514449,807.3867885229199,813.0,813.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V2_RMSE,N90,5.6175182703783415,849.0374296387718,877.0,973.0,REACHED,1005.0
seed,6101.0,kernel_ivr,V2_RMSE,N95,5.342147567310289,,,,CENSORED,1005.0
seed,6101.0,lcmd,V2_RMSE,Random@1005,7.693870363807608,550.28984694422,557.0,557.0,REACHED,1005.0
seed,6101.0,lcmd,V2_RMSE,N80,6.168259676514449,689.0393652945157,717.0,717.0,REACHED,1005.0
seed,6101.0,lcmd,V2_RMSE,N90,5.6175182703783415,,,,CENSORED,1005.0
seed,6101.0,lcmd,V2_RMSE,N95,5.342147567310289,,,,CENSORED,1005.0
seed,6101.0,random,V2_RMSE,Random@1005,7.693870363807608,901.9432563336895,909.0,909.0,REACHED,1005.0
seed,6101.0,random,V2_RMSE,N80,6.168259676514449,,,,CENSORED,1005.0
seed,6101.0,random,V2_RMSE,N90,5.6175182703783415,,,,CENSORED,1005.0
seed,6101.0,random,V2_RMSE,N95,5.342147567310289,,,,CENSORED,1005.0
seed,6101.0,u50_gradient_maxdet,V2_RMSE,Random@1005,7.693870363807608,624.3154419008506,653.0,653.0,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V2_RMSE,N80,6.168259676514449,838.6068085200803,845.0,845.0,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V2_RMSE,N90,5.6175182703783415,905.8077115825356,909.0,,REACHED,1005.0
seed,6101.0,u50_gradient_maxdet,V2_RMSE,N95,5.342147567310289,,,,CENSORED,1005.0
seed,6101.0,gradient_maxdet,V1_MAE,Random@1005,2.0250073931485915,499.41930255609606,525.0,653.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V1_MAE,N80,1.7418335048986568,859.034451418565,877.0,877.0,REACHED,1005.0
seed,6101.0,gradient_maxdet,V1_MAE,N90,1.6235496734257797,,,,CENSORED,1005.0
seed,6101.0,gradient_maxdet,V1_MAE,N95,1.5644077576893411,,,,CENSORED,1005.0
seed,6101.0,hybrid,V1_MAE,Random@1005,2.0250073931485915,501.35522369582696,525.0,525.0,REACHED,1005.0
seed,6101.0,hybrid,V1_MAE,N80,1.7418335048986568,587.0908931700704,589.0,653.0,REACHED,1005.0
seed,6101.0,hybrid,V1_MAE,N90,1.6235496734257797,649.46737551811,653.0,717.0,REACHED,1005.0
