outer_seed,method,source_round,active_label_count,pool_size,candidate_pool_size,top50_cutoff,normalization_scale,selected_gradient_norm_mean,selected_gradient_norm_median,nearest_L_t_gradient_distance_mean,gram_effective_rank,within_batch_mean_absolute_normalized_kernel_correlation,overlap_lcmd_count,overlap_lcmd_fraction,overlap_hybrid_count,overlap_hybrid_fraction,gradient_status,gradient_seconds,selector_seconds,member0_pool_inference_seconds,extra_member_measured_repeat_inference_seconds,ensemble_inference_seconds_total,selected_uncertainty_count,selected_uncertainty_mean,selected_uncertainty_median,gate_nonselected_uncertainty_count,gate_nonselected_uncertainty_mean,gate_nonselected_uncertainty_median,rejected_by_gate_uncertainty_count,rejected_by_gate_uncertainty_mean,rejected_by_gate_uncertainty_median
6101,u50_gradient_maxdet,8,589,2741,1371,0.135507519237226,477.9027662318169,501.12810578941134,474.2424896208183,144.54171903435667,8.51104174494331,0.25034988107575695,3,0.09375,1,0.03125,new_extraction,75.9459314160049,0.12902400002349168,1.8897237080382183,4.397632249980234,6.287355958018452,32.0,0.3987716438038342,0.31349520669733405,1339.0,0.24041123963258892,0.20271705975799495,1370.0,0.08885091639405189,0.09082056309985226
6101,u50_gradient_maxdet,9,621,2709,1355,0.13831505660657534,481.6894796022422,456.6084484215285,454.12860091613254,108.14085452373286,9.860826402040008,0.28160523943156485,0,0.0,1,0.03125,new_extraction,67.69212991697714,0.09208166599273682,2.024309957982041,4.012143624946475,6.036453582928516,32.0,0.4297264994433505,0.3105899749414295,1323.0,0.24272458764558624,0.20563702141324994,1354.0,0.09003886350585599,0.09079358508466859
6101,u50_gradient_maxdet,10,653,2677,1339,0.12223693291072647,483.4212987238304,470.16709482091795,446.70533706785307,133.86925253368537,7.140001031009819,0.3607301539316892,0,0.0,0,0.0,new_extraction,72.94596316700336,0.1000032500596717,1.8711625419091433,3.879384208121337,5.75054675003048,32.0,0.35606616927780277,0.3189402241240258,1307.0,0.20992511494420177,0.18211058371221053,1338.0,0.07889797450578427,0.08049584851635488
6101,u50_gradient_maxdet,11,685,2645,1323,0.10410964733668257,434.4831235622792,398.7932337942327,398.21711108423744,179.1461656621483,10.253776921693008,0.2122318768845656,0,0.0,2,0.0625,new_extraction,67.09879366692621,0.05995433300267905,1.8456742089474574,3.3322440839838237,5.177918292931281,32.0,0.2477046048677552,0.20759981464354743,1291.0,0.18649446338236916,0.15853449316243703,1322.0,0.07023831537868026,0.07193717152131367
6101,u50_gradient_maxdet,12,717,2613,1307,0.12692774022748649,447.8267277425649,435.97879722369953,364.4111439595165,97.87779414243644,5.807577551949438,0.2333759787703864,0,0.0,0,0.0,new_extraction,67.96239483298268,0.08400962501764297,1.8764311249833554,3.818089292035438,5.6945204170187935,32.0,0.32451245551648267,0.28676544430238193,1275.0,0.21308435277372922,0.18528351791125208,1306.0,0.08066285076792394,0.08222951242756618
6101,u50_gradient_maxdet,13,749,2581,1291,0.10691557746870754,491.4752110790457,447.95740653097596,430.6305576019711,163.13176527598924,5.787148707208536,0.3225843965785217,2,0.0625,0,0.0,new_extraction,56.71834166592453,0.09094458306208253,1.876481125014834,3.796793375047855,5.673274500062689,32.0,0.2650992401914653,0.21895371276272116,1259.0,0.18308459605519278,0.16068975646390846,1290.0,0.07083399876614827,0.07238647934381538
6101,u50_gradient_maxdet,14,781,2549,1275,0.11517143765949252,463.88426768379327,297.88000392672797,266.91556483681893,108.34920202552706,11.012638871953344,0.21031585940331454,0,0.0,0,0.0,new_extraction,67.57275308296084,0.08411083300597966,1.8126470000715926,3.615491541917436,5.4281385419890285,32.0,0.3182981761586761,0.27950307762599036,1243.0,0.20153739325945716,0.1763693922091186,1274.0,0.07531725767563457,0.07561389554785847
6101,u50_gradient_maxdet,15,813,2517,1259,0.1125626638868097,473.0730190201592,346.8351722339976,344.6824431649695,130.00527279954014,10.106908915848376,0.2356320690110845,0,0.0,0,0.0,new_extraction,69.91996383399237,0.10009716590866446,1.813780541997403,3.819692875025794,5.633473417023197,32.0,0.2731309918205794,0.2871929509686429,1227.0,0.18996778373526615,0.16538710085032637,1258.0,0.07246272195172393,0.07298678094918903
6101,u50_gradient_maxdet,16,845,2485,1243,0.11922130766839605,452.72565013944114,324.4878268187253,304.94103697602424,130.8522319006414,10.413213713047549,0.2037944041087908,0,0.0,1,0.03125,new_extraction,70.32580270804465,0.10925500001758337,1.9079027080442756,3.6703061669832096,5.578208875027485,32.0,0.35744704690437995,0.3171116855010153,1211.0,0.19962257820662468,0.17210952718816502,1242.0,0.080326296146119,0.08307992817794067
6101,u50_gradient_maxdet,17,877,2453,1227,0.12369282385823423,463.16369353665493,356.36085103822563,333.0044518719246,153.6790090148579,6.315391230705058,0.35003642525371415,0,0.0,0,0.0,new_extraction,66.21218720893376,0.06462570908479393,1.8777337910141796,3.6066792079946026,5.484412999008782,32.0,0.36920936933660353,0.3564573408395469,1195.0,0.19504366208983479,0.17042300283412626,1226.0,0.08604169919320415,0.08923259112632739
6101,u50_gradient_maxdet,18,909,2421,1211,0.11875564113424814,493.0498114179766,381.3497847874876,334.6478812524865,72.154310949836,9.108885986549613,0.2376884217360381,1,0.03125,0,0.0,new_extraction,65.2632455410203,0.08695166697725654,1.7852187079843134,3.550875958055258,5.336094666039571,32.0,0.22599265947299707,0.18613226585203532,1179.0,0.184504284606677,0.16772680943232332,1210.0,0.08122198654751057,0.08291454195543926
6101,u50_gradient_maxdet,19,941,2389,1195,0.1256053825334267,479.4206280519896,303.31464439176506,264.84341567765705,171.8736667933665,9.55506014290304,0.21634886551339802,0,0.0,2,0.0625,new_extraction,57.79040908406023,0.1163785420358181,1.9974345000227913,3.542736209114082,5.5401707091368735,32.0,0.29480438792237235,0.25092810012774414,1163.0,0.2047854824839234,0.1803052312457282,1194.0,0.08360026642152628,0.08593049516842031
6101,u50_gradient_maxdet,20,973,2357,1179,0.10807830607361384,445.50526485415594,298.812955995712,270.42548416247894,167.42998692948484,9.793650113763375,0.1855218594443515,0,0.0,0,0.0,new_extraction,66.70753300003707,0.1941087079467252,1.8002417919924483,4.6593252489110455,6.459567040903494,32.0,0.27036982758992045,0.1952229492239257,1147.0,0.1857653411415722,0.16376907157430745,1178.0,0.07102360692531492,0.07192762381167916
