outer_seed,method,source_round,acquisition_round,selection_order,pool_position,canonical_index,sample_id,gradient_norm,nearest_L_t_gradient_distance,predicted_V1_q50,predicted_V2_q50,marginal_logdet_gain,ensemble_uncertainty,uncertainty_percentile
157,gradient_maxdet,0,1,0,1091,1499,70cba7a21b5a01fb8e73,643.5526790385736,352.80850789563823,30.318949,48.860485,1.5992821095710357,,
157,gradient_maxdet,0,1,1,2800,3896,c45057c2cab40f4fa2be,464.52399409664895,321.6303826022779,19.836103,58.794453,1.1711870919981382,,
157,gradient_maxdet,0,1,2,262,353,9c10e0827e86bb3c7681,553.0134114559145,332.6443035726502,41.08057,69.20355,1.1499568048515492,,
157,gradient_maxdet,0,1,3,1623,2249,9ed7c1fb1c2cc499bbf9,465.3838674485424,262.7166443644687,27.49594,46.728584,1.0586456574021688,,
157,gradient_maxdet,0,1,4,1552,2147,c6e78c97267cbb98dc22,511.8917836710877,368.1912506655506,19.738054,48.63259,1.0369733412293818,,
157,gradient_maxdet,0,1,5,1558,2153,1395836aef00d6a880b0,600.7462634181279,276.86427096266635,32.603928,74.929436,0.9489364323517154,,
157,gradient_maxdet,0,1,6,2825,3934,9ffee2813aef5c26f96f,402.24501765503186,253.11232585350604,39.110332,82.92239,0.918442228512432,,
157,gradient_maxdet,0,1,7,1011,1381,80f546c47198fa7c6dbf,425.1744094382496,298.19226972850004,20.810734,47.285416,0.8861155451726369,,
157,gradient_maxdet,0,1,8,933,1269,51f4126a3aadb3239225,444.54780245044617,256.05470818477215,24.649391,45.623035,0.8678681635219175,,
157,gradient_maxdet,0,1,9,1398,1936,488727f2d41859d1ac45,464.6729644540171,329.14688475431336,27.064676,66.8004,0.8623612430840457,,
157,gradient_maxdet,0,1,10,2953,4106,7155ede91e7e3232862a,513.6411346139884,201.92427479965065,25.69989,45.808548,0.8534476855041553,,
157,gradient_maxdet,0,1,11,1317,1823,0ae541927703401945de,303.6417529153733,240.11921876213623,9.187599,15.14652,0.8299436521397241,,
157,gradient_maxdet,0,1,12,2366,3275,ae8805bc02bce03072e2,383.8349330618296,291.00545824693,22.977758,42.579285,0.765768460246659,,
157,gradient_maxdet,0,1,13,2739,3811,156594686f5cf7182bcc,438.44770013752753,247.69037281663728,19.712275,45.503483,0.7450279315006676,,
157,gradient_maxdet,0,1,14,1450,2008,95d1d257dfea69f178f8,309.5077917847572,243.1878221636208,25.053383,48.476357,0.7226645333970515,,
157,gradient_maxdet,0,1,15,77,114,9249ed2c527f70995033,577.1048265825161,263.92883250504866,33.21406,55.773693,0.7161993660513422,,
157,gradient_maxdet,0,1,16,2821,3929,6b5982c6e1bbaadd6a95,333.52347371150273,272.4623369480541,19.500124,43.53693,0.7047031437326465,,
157,gradient_maxdet,0,1,17,853,1153,e47aebe2660b9e1528de,438.8652219742661,235.45311176102433,25.724113,51.00636,0.6959357140675823,,
157,gradient_maxdet,0,1,18,2966,4121,0c5c35afb3a24375c153,288.8596214463106,190.69947690071996,10.040503,36.386574,0.6934035336279013,,
157,gradient_maxdet,0,1,19,1758,2444,22f82413c75481d74e9b,335.09599685343926,252.4356667818385,18.913527,40.930515,0.6893486240806718,,
157,gradient_maxdet,0,1,20,2867,3994,b1801204c2c4a34a9278,447.7098080608962,275.7422642676796,19.639532,54.520454,0.6849981163809116,,
157,gradient_maxdet,0,1,21,724,984,449b809e4efaaf2af86a,469.05856891794286,175.09860740596704,30.816925,57.523113,0.6731939154610174,,
157,gradient_maxdet,0,1,22,1940,2692,ca467c94f14b2219503e,440.4977120097959,256.1007207615769,25.68045,47.803276,0.6646751800139328,,
157,gradient_maxdet,0,1,23,1696,2351,c1b9b6fc781ab8519301,332.92002245509946,224.02828140857096,10.5695305,24.521584,0.6625827329123283,,
157,gradient_maxdet,0,1,24,2974,4132,f46da3c00b2199795e4c,382.61263506290715,258.34443214365507,22.903175,47.614002,0.6558820424266789,,
157,gradient_maxdet,0,1,25,1573,2175,a60552f4d1a5ced4641f,279.43801210593534,206.32935045406109,20.445269,41.13075,0.6425672808983215,,
157,gradient_maxdet,0,1,26,955,1303,4fb92bd1fab3ba235858,395.2395522005772,190.01548709567055,21.89245,36.25679,0.6355327591034371,,
157,gradient_maxdet,0,1,27,151,204,547923973b121019625f,399.0304155895536,253.36100037991744,27.860195,58.663174,0.6251859587897634,,
157,gradient_maxdet,0,1,28,1556,2151,59b54ad3a60a52cc2b2c,547.6352319132745,308.15912407113063,25.443932,62.023815,0.6073229692318667,,
157,gradient_maxdet,0,1,29,603,831,b4351e5f05f6d477a6c0,406.0744980795127,226.1103805405487,26.446712,45.317707,0.6003722163553007,,
157,gradient_maxdet,0,1,30,1584,2191,bae9d67e095423d8edd2,311.4994590113628,224.8609546107175,17.032984,37.451878,0.5984149369242406,,
157,gradient_maxdet,0,1,31,1549,2143,b86ace0ccafe0af8ceec,390.3275054654563,247.8023825319765,12.079798,33.705254,0.5905702672408548,,
157,gradient_maxdet,1,2,0,2133,2984,63cda70afb5b740e4fa4,833.6322076746607,448.12890867614067,40.950645,88.74764,1.1867992584683564,,
157,gradient_maxdet,1,2,1,1358,1899,c28747d70e7b51a1cc95,638.9560265944755,351.4616532353333,38.785805,99.61677,0.7683909728249643,,
157,gradient_maxdet,1,2,2,2260,3152,0b9a59526d7d4ce5f872,792.1842789903502,491.1470832175444,32.346363,71.71861,0.7543143970669833,,
157,gradient_maxdet,1,2,3,1767,2489,d5b6201c7690d729361c,527.654861756546,320.98845125375,19.893576,36.577263,0.7327510675501804,,
157,gradient_maxdet,1,2,4,617,853,2d178efe0181baca2bd5,746.0490691833618,288.9517684300765,32.04422,64.824486,0.6790708329351047,,
157,gradient_maxdet,1,2,5,2131,2980,b2ac848cc42390b01b9f,813.2239310861659,409.00631226831666,28.340677,56.66328,0.6723710366726844,,
157,gradient_maxdet,1,2,6,2706,3801,79362765eb92377a5970,723.5263788543269,399.8006339160827,20.919373,41.2004,0.6697173441889206,,
157,gradient_maxdet,1,2,7,846,1150,1ae3618ec277b0463686,547.8398193255882,380.3945821892846,28.865421,50.97478,0.64554803400392,,
157,gradient_maxdet,1,2,8,1729,2433,f31b175e4f53cac6ea11,496.5010578219135,347.69007760406754,20.364758,37.013313,0.6260365552395273,,
157,gradient_maxdet,1,2,9,2849,4007,bfbe491a54086b98874d,484.4061256307275,336.7780500043106,16.050133,40.570053,0.6077082550878057,,
157,gradient_maxdet,1,2,10,875,1196,85591a54c419ed02c5f5,542.1305739713138,333.98491699299535,24.822733,47.33216,0.5881598768328985,,
157,gradient_maxdet,1,2,11,1436,2005,5a7a5139767fda9f7e9a,589.8514033379181,191.5603295579748,32.051773,55.74921,0.5407349774795032,,
157,gradient_maxdet,1,2,12,347,481,8e7636d7a60a6058305a,376.71335976106707,215.7379636958429,28.934492,62.677143,0.5237135657039832,,
157,gradient_maxdet,1,2,13,1913,2686,2dbfdf9c2d5defd09f7a,362.3863928763434,245.7266938122277,20.802998,51.43191,0.5077192199817696,,
157,gradient_maxdet,1,2,14,1821,2557,035c26f2979b6bb5c0b5,283.8262202488066,131.9865425616725,5.409041,34.702232,0.4917558374146794,,
157,gradient_maxdet,1,2,15,1081,1498,89d752b5a7f7c8d0b91e,314.5860119885287,245.28015181445608,20.59341,41.47417,0.4901100294920509,,
157,gradient_maxdet,1,2,16,1300,1812,5f02dc3c13f7f2daed32,769.6457231673202,368.0789538951462,23.412985,48.611904,0.4882165582835601,,
157,gradient_maxdet,1,2,17,1314,1834,ce39d1762993bbbafaca,437.48268987649504,269.6103307903581,15.570565,19.979647,0.4847033661817356,,
157,gradient_maxdet,1,2,18,1896,2664,61771d230b285babe4b6,608.9649027288124,267.0198779004345,41.754856,74.10954,0.4748746786195778,,
157,gradient_maxdet,1,2,19,807,1101,c3add4f9b8eb5e002281,317.25786040833134,229.74098696402464,14.5955105,21.534893,0.4725284773219584,,
157,gradient_maxdet,1,2,20,2851,4009,db7f9ffa50eb931613f6,519.2687576961813,325.42685545949786,29.431599,66.336006,0.4704827524454756,,
157,gradient_maxdet,1,2,21,1550,2164,b4e0e9dc92fca2c88b90,476.8565671375194,125.44922031261746,40.401787,94.76623,0.4559132135752822,,
157,gradient_maxdet,1,2,22,1828,2566,b7cf293311f83700cd9a,382.6704724351989,245.74006683744196,14.210238,29.089535,0.4514353588804913,,
157,gradient_maxdet,1,2,23,924,1263,434ffacb33eccce497c5,448.5102853210377,346.2537090434733,22.12893,52.988407,0.4457808220869622,,
157,gradient_maxdet,1,2,24,317,438,7394fdb0a8cd53255d4a,413.5321006764086,252.89615416528116,27.234102,58.38645,0.4353376719772854,,
157,gradient_maxdet,1,2,25,1387,1938,b6f1b33a5491968c645e,613.2728993512522,265.6432868360384,35.613235,84.061226,0.4351324728884151,,
157,gradient_maxdet,1,2,26,2130,2979,de3442604a546992b1e1,528.3663455322652,335.41210817055475,14.322713,25.401207,0.4292402554927421,,
157,gradient_maxdet,1,2,27,1413,1971,9f3b75bc3a2c4004a893,478.2001683971879,282.1128995369163,24.458323,45.7409,0.4220764910453216,,
157,gradient_maxdet,1,2,28,720,985,0f06772820e6693753e3,1047.7817059897732,0.0197007572292676,51.004253,93.989784,0.4206501469186027,,
157,gradient_maxdet,1,2,29,1541,2152,a17bcdddcf0799baeee2,1117.3624995222372,0.0132173705982027,50.64569,108.51498,0.4077536339077648,,
157,gradient_maxdet,1,2,30,1914,2687,1cc3b837c6561b1c0a23,449.722521076863,162.66484397445174,31.862757,81.111885,0.4059103225565084,,
157,gradient_maxdet,1,2,31,1000,1377,1b4be0410f927930d56e,504.8873055089767,162.73374252118666,18.58818,58.23422,0.4044355538765039,,
157,gradient_maxdet,2,3,0,2903,4119,634f21e11a8442494ce3,556.9434380150872,384.0270864889546,15.728537,43.17535,0.7485778586044676,,
157,gradient_maxdet,2,3,1,1361,1921,a47a3987d45e7c542d38,1082.4472992406106,366.01530827360295,20.613039,35.832886,0.7331737539092922,,
157,gradient_maxdet,2,3,2,1806,2564,614873124b33029a924c,534.1442309620517,300.08122221065247,36.87987,70.598656,0.6661269951506157,,
157,gradient_maxdet,2,3,3,2538,3605,0cf0d36290765378ae8d,710.0439280412702,379.2556562181855,20.989758,47.850742,0.5669314544624109,,
157,gradient_maxdet,2,3,4,918,1268,6f548d72f01fc85debdc,635.2118334486269,219.95843506041308,31.014652,76.30615,0.5212504074183479,,
157,gradient_maxdet,2,3,5,2832,4025,d54c93a11164b4abac6e,648.6647237799627,367.5660785687785,31.935923,70.75906,0.5164128113102838,,
157,gradient_maxdet,2,3,6,1050,1463,fe212637596386c24049,637.6161449595274,359.44940843677637,31.100891,62.463333,0.5102678928235834,,
157,gradient_maxdet,2,3,7,2765,3931,79cb1738d945317e5bfa,629.1831119593218,180.0111728488353,25.327682,66.0458,0.4732846280754002,,
