outer_seed,sample_id,canonical_smiles,mu_source_V1,mu_source_V2,mu_target_V1,mu_target_V2,transfer_prediction_shift,target_ensemble_uncertainty,quantile_width,latent_distance,target_representativeness,pool_knn10_distance,rank_transfer_shift,rank_target_uncertainty,transfer_shift_uncertainty_score,old_hybrid_score_proxy,mean_abs_condition_z,max_abs_condition_z
42,bbabdb9085edbb8c178b,CC(C)(CCl)c1ccccc1,3.9842724005381265,6.779007116953532,7.267242431640625,14.560214360555014,0.45461846378865106,0.025701348548566358,0.39338486625884583,4.4068996657622925,-3.1581492287864164,3.1581492287864164,0.11587982832618025,0.13948497854077252,0.1276824034334764,0.10085836909871244,1.2351524,1.8152753
42,6322e8f867a741eed74c,CC(C)(CCl)c1ccccc1,4.586397171020508,7.092105388641357,8.464771429697672,13.35315990447998,0.4453334923553917,0.0919335928100638,0.4650088767719784,4.758226267308553,-3.006025441473934,3.006025441473934,0.1072961373390558,0.44420600858369097,0.27575107296137336,0.2886266094420601,0.30308878,1.4142139
42,c2b0aff65443af0a8618,CC(C)(CCl)c1ccccc1,4.851240634918213,7.900008837381999,9.491768519083658,14.03787930806478,0.4904885686260591,0.0506579319186532,0.5087199110718854,4.726444867935385,-3.223601082751473,3.223601082751473,0.18240343347639484,0.296137339055794,0.23927038626609443,0.21244635193133046,0.57431495,1.4142139
42,f4b69d88ad1d916ee71a,CC(C)(CCl)c1ccccc1,4.869410037994385,8.093828996022543,9.277724266052246,13.988994916280111,0.46796085304967444,0.06390281418699216,0.48350575707562254,4.662896776564947,-2.856905046001003,2.856905046001003,0.13948497854077252,0.3669527896995708,0.2532188841201717,0.24248927038626608,0.6975992,1.4142139
42,0f3559d035355b0eec80,CC(C)(CCl)c1ccccc1,5.063897927602132,8.31940778096517,9.483079592386881,14.175821304321289,0.46744694753039395,0.08123707190342633,0.4987955634915926,4.888574987720193,-2.9058039609887945,2.9058039609887945,0.13733905579399142,0.4248927038626609,0.2811158798283262,0.2918454935622318,0.7680487,1.4142139
42,d29a94054067cd60dd70,CC(C)(CCl)c1ccccc1,5.140108744303386,9.064650217692057,9.667080561319986,14.831665674845377,0.4715807010413939,0.09878849230262028,0.5018428548083573,5.105912143830571,-3.062752777663296,3.062752777663296,0.1459227467811159,0.4699570815450644,0.30793991416309013,0.34227467811158796,0.81363255,1.4142139
42,31d92ca6486b229184cf,OCCCc1ccccc1,5.393274307250977,10.681999842325846,9.49630069732666,17.581002553304035,0.4797438747281264,0.041523929415672664,0.38819310970692017,5.4467955172252465,-4.215537769123257,4.215537769123257,0.15879828326180256,0.23390557939914164,0.1963519313304721,0.2832618025751073,1.2706019,1.8152753
42,9cf769277f6b42d15f11,OCCCc1ccccc1,12.816055297851562,23.025332768758137,32.538512547810875,43.940966288248696,1.9227882835322485,0.24240386194825486,1.4306183023937178,7.978424680753392,-7.656470924676887,7.656470924676887,0.8626609442060086,0.7145922746781116,0.7886266094420601,0.6995708154506437,0.3385383,1.4142139
42,7a0a82051f50d5b0c89c,OCCCc1ccccc1,28.459139506022137,52.10876592000326,84.11024983723958,112.03643544514973,5.454026670585475,0.25930662219650774,3.0699917819910274,21.048190762521184,-14.393072524159868,14.393072524159868,0.9849785407725322,0.723175965665236,0.8540772532188841,0.842274678111588,0.6097644,1.4142139
42,df0074b49eeb620c0768,BrCCCc1ccccc1,4.587405999501546,7.255907376607259,7.616129557291667,11.757420857747396,0.3356332142024886,0.04898391713792062,0.35367732212486447,5.14728107189389,-3.4688877770949147,3.4688877770949147,0.015021459227467811,0.2832618025751073,0.14914163090128757,0.2575107296137339,0.51979107,1.4142139
42,44348f5c4aea3b41ee9d,BrCCCc1ccccc1,5.128597895304362,7.792813777923584,9.111327012379965,13.120057423909506,0.422820957933307,0.05977778405629769,0.4493243365430549,5.125487775537616,-3.413654179770923,3.413654179770923,0.07939914163090128,0.3497854077253219,0.2145922746781116,0.2854077253218884,0.6726308,1.4142139
42,482cb91fac7f2a936dca,BrCCCc1ccccc1,5.349796772003174,8.366216818491617,9.23321040471395,13.755808512369791,0.41838565144888173,0.07121811727616979,0.461783391067148,5.199866429191761,-2.9308573426191398,2.9308573426191398,0.07510729613733906,0.39914163090128757,0.23712446351931332,0.32618025751072965,0.79591507,1.4142139
42,a5c6210123f05414ffc0,BrCCCc1ccccc1,5.428790251413981,8.679427146911621,9.134977499643961,14.03855037689209,0.4060356734035686,0.06312967552920043,0.47375819553824794,5.351076720506372,-2.7702140148416508,2.7702140148416508,0.055793991416309016,0.3583690987124464,0.2070815450643777,0.3283261802575107,0.8663646,1.4142139
42,a82e55e1cd19814ea307,BrCCCc1ccccc1,5.423788070678711,8.805240948994955,9.227482159932455,14.392225901285807,0.4194366129942448,0.061140291998099214,0.481817613781739,5.488452149322389,-2.800408437947427,2.800408437947427,0.07725321888412018,0.3540772532188841,0.21566523605150215,0.34978540772532185,0.91194844,1.4142139
42,6ee3c70647b37dcd5417,ClCCCc1ccccc1,4.558350404103597,7.127968629201253,8.592530250549316,15.494224866231283,0.5212335218055881,0.023547090870237982,0.38312779411593567,3.9632723372219374,-2.6816609305065158,2.6816609305065158,0.23605150214592274,0.12875536480686695,0.18240343347639484,0.07081545064377683,1.2097212,1.8152753
42,2c7e37ef828eb17c78fb,ClCCCc1ccccc1,4.75624148050944,7.510488669077556,8.328943093617758,12.187194188435873,0.3760960771786489,0.09301266549674217,0.4049239364509428,5.049620997911014,-2.769694913428947,2.769694913428947,0.04291845493562232,0.45064377682403434,0.24678111587982832,0.3272532188841202,0.396044,1.4142139
42,8cc7c76a92a4474d7c6a,ClCCCc1ccccc1,5.408256848653157,8.608223597208658,9.668814659118652,14.842464764912924,0.46907057634657034,0.049389366783079904,0.5476221272669057,5.345473090027189,-2.746618223611192,2.746618223611192,0.14163090128755365,0.2875536480686695,0.2145922746781116,0.2918454935622318,0.7426175,1.4142139
