outer_seed,method,round,active_label_count,V1_RMSE,V2_RMSE,V1_MAE,V2_MAE,V1_R2,V2_R2
6101,random,10,653,4.7559430738105455,8.68841759003882,2.327873985830257,3.98808596402907,0.6267523116929253,0.6449814775584393
6101,random,11,685,4.182384574533908,8.112597267188923,1.9082445789584153,3.502397268510265,0.7113498686188411,0.6904794605872075
6101,random,12,717,4.5733863616005905,8.412897036870419,2.152163897772773,3.728305830372323,0.654856565956403,0.6671406296677072
6101,random,13,749,4.69275184121932,8.443154493968107,2.147139771665029,3.774587313334147,0.6366049487375189,0.6647420291875712
6101,random,14,781,4.585747475017455,8.3187243335115,2.1440397372348703,3.5960951491797286,0.6529883123572547,0.674550877031879
6101,random,15,813,4.521058445816676,8.27171581310785,2.199747349718492,3.7887641074274367,0.6627095273074823,0.6782186642258514
6101,random,16,845,4.3728188951961995,8.333208245152843,2.073295573822314,3.82756967681775,0.684465527632461,0.6734165973560858
6101,random,17,877,4.704097800753967,8.066001165341655,2.1963481108347573,3.54627035790496,0.6348456186117974,0.6940248187969786
6101,random,18,909,4.756998056018387,7.588590137295338,2.1212553975107573,3.2343604490339612,0.6265867027535638,0.7291730780075873
6101,random,19,941,4.547697620587833,7.280727298714227,2.0769623955376715,3.0636080369103156,0.6587230222568663,0.7507017847631937
6101,random,20,973,4.72659934293504,7.532633333123494,2.080523628125088,3.4375490593395646,0.6313439107303486,0.7331524035948247
