outer_seed,method,round,active_label_count,V1_RMSE,V2_RMSE,V1_MAE,V2_MAE,V1_R2,V2_R2
6101,random,21,1005,4.63803187480628,7.693870363807608,2.0250073931485915,3.281943746607938,0.6450302953437147,0.7216063219609663
6101,hybrid,0,333,5.636028801020688,10.574190925603304,2.688104156681674,4.8925266368783635,0.47583232029145683,0.47414750944233575
6101,hybrid,1,365,5.3514342856665,9.919831880831614,2.499333242718264,4.741245169147885,0.5274320927445523,0.5372160766417997
6101,hybrid,2,397,5.227521943144079,9.84405649870532,2.4286872402941295,4.570656473402211,0.5490633229236653,0.5442592790184406
6101,hybrid,3,429,4.730507068693998,8.41343547313156,2.147413407012427,3.863678485083637,0.630734084382045,0.6670980214462274
6101,hybrid,4,461,4.557761416297809,8.357689755018185,2.0958814735321116,3.8091499079331506,0.6572108979715598,0.6714948887202368
6101,hybrid,5,493,4.54640389127258,8.337037893679893,2.0731897222624123,3.7355463047393505,0.6589171676313982,0.6731163559607412
6101,hybrid,6,525,4.213348130261647,7.725410655681023,1.8886543240764444,3.5308328338092467,0.7070601059827847,0.7193191465602629
6101,hybrid,7,557,4.208120829425484,7.720357245212855,1.8901044533407088,3.3883116651210283,0.7077865283003273,0.7196862290934194
6101,hybrid,8,589,3.8293957258604983,6.696609403595207,1.73242650329352,2.962268251881039,0.7580172947269291,0.7890985446950378
6101,hybrid,9,621,3.627807125935193,6.608996931669593,1.7825269333178477,2.824108822454366,0.7828238097903459,0.7945809386979681
6101,hybrid,10,653,3.217983388534725,5.855888682010119,1.6038215829314089,2.840251878011141,0.8291199245732259,0.838729376665325
6101,hybrid,11,685,3.0669280616258816,5.823359375446759,1.6460103371160493,2.841425089527377,0.8447859576624924,0.8405161083041292
6101,hybrid,12,717,3.09891394966225,5.591000290052959,1.5844255820166864,2.6919265765366225,0.8415315298973278,0.8529893934649371
6101,hybrid,13,749,3.3256142887620577,5.930258437911986,1.5797080187488803,2.905459927712127,0.8174980176344866,0.834607093187228
6101,hybrid,14,781,3.093744836235371,5.808773073334035,1.5896650103928087,2.835864663981705,0.842059752577477,0.8413140555551633
6101,hybrid,15,813,3.1201593866612902,5.492896120433229,1.597829411069838,2.502670899855433,0.8393512353036618,0.858103262058878
6101,hybrid,16,845,3.1940271041372075,6.0194112455395725,1.5112835617660048,2.679486698955655,0.8316546884877002,0.8295968297088796
6101,hybrid,17,877,3.081458392117798,5.681988750448043,1.496880745716232,2.4006232243361803,0.8433117438339051,0.8481655296217423
6101,hybrid,18,909,3.0156812669712805,5.595142590386461,1.4414722273389784,2.3837568548371753,0.849929714875401,0.8527714762268868
6101,hybrid,19,941,3.0383266960412003,5.632494752094544,1.544930018967004,2.495058792672283,0.8476674295787169,0.8507991726732487
6101,hybrid,20,973,3.018578907307109,5.253230780410257,1.5323095241610667,2.6045349370375526,0.8496411839683178,0.8702155681206353
6101,hybrid,21,1005,3.0652890223756586,5.526015217361613,1.5223268301938648,2.520493260390467,0.8449518134786403,0.8563869873031515
6101,lcmd,0,333,5.636028801020688,10.574190925603304,2.688104156681674,4.8925266368783635,0.47583232029145683,0.47414750944233575
6101,lcmd,1,365,5.443745853441324,10.25630312392841,2.549695781094851,4.902834864829084,0.5109880024849045,0.5052892637015723
6101,lcmd,2,397,5.6677128619498225,10.312893280522916,2.734409963484291,5.125588175775907,0.46992232827051317,0.4998149729430412
6101,lcmd,3,429,5.254993179752315,9.378175746527733,2.4424210257953307,4.39843309983361,0.5443114202358944,0.5863753867515775
6101,lcmd,4,461,4.93655478756313,8.547747900989028,2.3349672227168825,4.037376586767695,0.5978651110072519,0.656384259585654
6101,lcmd,5,493,4.769861375498642,8.171607441648076,2.2142767042850706,3.9259742535561393,0.6245644909331614,0.685960244666749
6101,lcmd,6,525,4.8057245890956946,8.564402139403953,2.299616299087195,4.2634749927109095,0.6188976843005183,0.6550439689080618
6101,lcmd,7,557,3.998585756767632,7.46289223780094,2.047565903880899,3.52393773991427,0.7361624165178661,0.7380707611223707
6101,lcmd,8,589,3.659271622892907,6.420428056112054,1.9172295815081333,3.327319476816008,0.7790402719063698,0.8061358043711399
6101,lcmd,9,621,3.461207451346264,6.509802105006013,1.8764432459998188,3.4463414585561774,0.802312553726227,0.8007009572965094
6101,lcmd,10,653,3.2991857385699337,6.461545030899224,1.6681747127779953,3.1107923201233936,0.8203871666617069,0.8036448075063454
6101,lcmd,11,685,3.3293564275523804,6.20199890388104,1.718055349459751,3.2419931448334984,0.8170870667960721,0.8191023145804412
6101,lcmd,12,717,3.3320109137238036,5.9347155073541735,1.727727618434732,2.8398309440063914,0.8167952786249417,0.8343583874354533
6101,lcmd,13,749,3.1774795565451557,5.858490086493544,1.6570198970447056,2.67874597645492,0.8333944896294091,0.8385860599696534
6101,lcmd,14,781,3.3487928252179286,5.95606189085246,1.6087498556223991,2.61635651577005,0.8149451838726036,0.8331646626912725
6101,lcmd,15,813,3.262002294724788,5.915308266573241,1.6609752178192139,2.911856852561164,0.8244130012425368,0.8354399525119351
6101,lcmd,16,845,3.2902310691699737,5.8582416946589815,1.6736808154794525,2.6663588391219397,0.8213608558937359,0.8385997471327733
6101,lcmd,17,877,3.3703517309509263,6.0937683869713215,1.6490802364669543,2.6969589335169437,0.8125548171761161,0.8253608830465939
6101,lcmd,18,909,3.3486838466294055,5.824870926557732,1.6155876255721497,2.674083168843953,0.8149572280243738,0.8404333040927556
6101,lcmd,19,941,3.3116063966530076,5.7924696506792355,1.6174313764777972,2.64349152658769,0.8190322208100929,0.8422035698681077
6101,lcmd,20,973,3.300350798841704,5.924269779135202,1.6531447763923262,2.7044845748004867,0.8202602888551471,0.8349409678658661
6101,lcmd,21,1005,3.2089233985508954,5.661671635478505,1.5080696175710189,2.464328115220836,0.8300807700497883,0.8492494188339161
12203,random,0,333,5.559215146731862,10.145900205939324,2.728121574262349,5.172814733976368,0.40069351890004457,0.5233305604556987
12203,random,1,365,5.169432199999704,8.6392904151441,2.878625906342797,4.645375255200503,0.48178772287216776,0.6543852386207252
12203,random,2,397,5.435107877181872,9.870243353451814,2.69553658602049,4.808965881951421,0.4271533899981077,0.5488802328968974
12203,random,3,429,4.978725663404029,8.967630908168184,2.5691981647226165,4.4476402783565385,0.5193173979030434,0.6276155076880985
12203,random,4,461,5.108544927067103,9.010360311308023,2.5238376418463617,4.499150143538733,0.4939231811152923,0.6240583417345608
12203,random,5,493,5.137023329249841,9.595053674512311,2.50283095819487,5.039279816533736,0.4882650412285493,0.5736846664195419
12203,random,6,525,5.3150763759193715,10.11305946831333,2.5694299413145876,4.755425104420248,0.4521760316405843,0.5264113794242264
12203,random,7,557,5.496519715170148,9.892163066157282,2.593934308424842,4.674886617729132,0.41413495034960546,0.5468743257736455
12203,random,8,589,5.461235487629396,9.208421077504045,2.6723178945285238,4.5321213381467675,0.42163258404207005,0.6073492087330712
12203,random,9,621,5.0884905460109024,8.524636658212762,2.5029028508302975,4.19790956785353,0.49788874730652033,0.6634978130215345
12203,random,10,653,5.1470228257956565,8.834953001917357,2.528397592709219,4.444690780959827,0.4862708621198193,0.6385530006695666
12203,random,11,685,4.914719465800006,7.901136325337178,2.3654855052344232,3.928485525026024,0.5315972062235677,0.7109218633015417
12203,random,12,717,5.074874772013111,8.435366536114538,2.3113315065415927,3.854669048345918,0.5005722490448035,0.6705086229814332
12203,random,13,749,4.833505778347412,8.036370915361292,2.295284877864005,3.901916563367958,0.5469496245519228,0.7009415466570598
12203,random,14,781,5.002308307580834,8.887373561220567,2.4031757450789857,4.296320923226629,0.5147529312097108,0.634251118390812
12203,random,15,813,4.77763011403478,7.777471100296468,2.401395781148824,3.993939867408441,0.5573636690195815,0.7199001033874557
12203,random,16,845,4.681136858675057,7.885918859353111,2.18079122136251,3.8343482520654617,0.575062863239954,0.7120343110034306
12203,random,17,877,4.3244089366999345,6.8874397034052155,2.0474845373944985,3.4592013118936005,0.6373601530463904,0.7803396070856048
12203,random,18,909,4.377478373480304,7.280861346491584,2.146988940181778,3.695913538944235,0.6284048570748333,0.7545281714613404
12203,random,19,941,4.219718767918565,6.48386159829408,1.9583948367505337,3.255819597404352,0.6547060052360862,0.8053279471988357
12203,random,20,973,4.189324325577354,6.356144347862486,1.9890698443213812,3.331300616550217,0.6596623643773623,0.8129216032386312
12203,random,21,1005,4.175921139859965,6.450123047045641,2.088417380833797,3.5533006883067766,0.6618366106534526,0.8073486149357076
12203,hybrid,0,333,5.559215146731862,10.145900205939324,2.728121574262349,5.172814733976368,0.40069351890004457,0.5233305604556987
12203,hybrid,1,365,5.228823108725957,8.886987409865728,2.6491021401018835,4.748226007397512,0.46981198015358105,0.6342829008644333
12203,hybrid,2,397,5.057993903556882,8.436364287767816,2.4574904413246137,4.279913285939242,0.5038892775996944,0.6704306726025413
12203,hybrid,3,429,4.7335736997408056,7.507931232547095,2.358887616964839,3.8250045501928533,0.5654894786969941,0.7389782429675449
12203,hybrid,4,461,4.708684099478051,7.506879904248978,2.3292254286704304,3.704130537504201,0.5700468644023782,0.7390513390942253
12203,hybrid,5,493,4.188324780039412,6.475103346482703,2.021198097750437,3.3531173447624956,0.6598247496958165,0.805853509105003
12203,hybrid,6,525,4.130727162817541,6.28112557189921,1.9614830954755238,3.292828103049482,0.6691165606150467,0.81731155119791
12203,hybrid,7,557,4.2206597361338565,5.771951533516618,2.023907708321258,2.8833189639542027,0.6545519917018687,0.8457299970249396
12203,hybrid,8,589,3.7430182503712843,4.806560913528807,1.7733969968571652,2.570788813437775,0.728314850797203,0.8930193979890267
12203,hybrid,9,621,3.7488348962872755,4.967330201329994,1.8634877902426594,2.914318858862495,0.7274697979029585,0.8857431629244892
12203,hybrid,10,653,3.39943907212258,4.479742472734072,1.7836206188018946,2.8520831787328924,0.7759027465034938,0.9070729322985756
12203,hybrid,11,685,3.2736682993851165,3.831957196328906,1.762655624668661,2.4059725219397237,0.7921780783513033,0.9320049284610578
12203,hybrid,12,717,3.2011212500028,4.093815800048612,1.690242656415029,2.6013682854833076,0.801287009535278,0.9223944587622839
12203,hybrid,13,749,3.1451651756704493,4.138828357394429,1.727023543785516,2.5674103512752544,0.8081733567752623,0.9206784908271232
12203,hybrid,14,781,3.2544768122091026,3.761926376998691,1.6495886466485992,2.3461429655408974,0.7946075981365417,0.9344675023956629
12203,hybrid,15,813,3.357361132003631,3.850574982868622,1.7097425363618406,2.45090911942992,0.7814161218362501,0.9313426073911497
12203,hybrid,16,845,3.2495533657285556,3.826889789877433,1.6388269825805006,2.299998687039748,0.7952285726550908,0.9321846438509611
12203,hybrid,17,877,3.4874225223023068,4.234021781059329,1.799711342909925,2.5293971331571217,0.7641525709880074,0.9169877257617168
12203,hybrid,18,909,3.445543417275524,3.873273774569547,1.8139353041454471,2.475094213188409,0.7697829608701496,0.9305307632943111
12203,hybrid,19,941,3.082310645914775,3.9481664444169713,1.729547430857194,2.382559578481624,0.8157638612745549,0.9278183105563239
12203,hybrid,20,973,3.185857516110459,3.3978090871211757,1.5906455728361646,2.1928657136089225,0.8031775164434607,0.9465393686310529
12203,hybrid,21,1005,3.4410991073615897,4.271175907397575,1.816023980970863,2.6146668570218896,0.7703764788587436,0.9155244452032274
12203,lcmd,0,333,5.559215146731862,10.145900205939324,2.728121574262349,5.172814733976368,0.40069351890004457,0.5233305604556987
12203,lcmd,1,365,5.16154895381695,9.46808707873165,2.6675397680817747,5.0426150820524,0.4833670375399831,0.5848924585219488
12203,lcmd,2,397,5.27373537312064,8.393876612851082,2.8692330179168737,4.709987737792288,0.46066490871620414,0.6737419032595927
12203,lcmd,3,429,4.771343102979689,7.313025823023204,2.6877917019869213,4.091213312080439,0.5585278564599272,0.7523545515263443
12203,lcmd,4,461,3.9205208372683487,6.930793102710174,2.105771261439335,4.008068387742808,0.7019359876947062,0.7775655729713443
12203,lcmd,5,493,4.221637044277524,5.943230802341869,2.187841859366968,3.5518645233959316,0.6543919938531404,0.8364384080674341
12203,lcmd,6,525,3.7654789126609183,5.284655155559128,2.185990853847074,3.115316250341402,0.725044475532107,0.8706788842968126
12203,lcmd,7,557,3.658555661779198,5.340441738812227,1.9513605907380724,3.1049180156607137,0.7404378612112036,0.8679341595447825
12203,lcmd,8,589,3.5686665399712583,4.67347782478111,1.9593365040900323,2.6724141238690566,0.7530358307894474,0.8988614997892569
12203,lcmd,9,621,3.6663628487890563,5.006061785665021,1.9133071796499568,2.767449006188116,0.7393288922514473,0.8839544349981059
12203,lcmd,10,653,3.542172084650019,5.0681434167769535,1.844320547094734,2.9353315412855263,0.7566892358733456,0.8810583583741053
12203,lcmd,11,685,3.4888667121850454,4.590034485817896,1.8315917056241482,2.7092279061424933,0.7639571951802244,0.9024408442366786
12203,lcmd,12,717,3.9433191503554244,5.1026939925336094,2.0096882538829774,3.0237990752112665,0.6984593503422998,0.8794311313912614
12203,lcmd,13,749,3.6479192687318345,4.620928953499167,1.8471950409795455,2.719778261024603,0.7419448994998725,0.901123127956595
12203,lcmd,14,781,3.771010226786943,4.861468334539409,1.9696038964269258,2.9449528126979616,0.7242360883642489,0.8905612663453939
12203,lcmd,15,813,3.535147605267495,4.629971702732334,1.8559540881813288,2.712482728546472,0.7576532978763008,0.9007357627218047
12203,lcmd,16,845,3.6486950681011776,4.5770304515193105,1.9525575429129658,2.6384454425290333,0.7418351271844599,0.9029928511928507
12203,lcmd,17,877,3.5068117113590556,4.547408962426411,1.7725534899343405,2.6071481230161746,0.7615227763941151,0.9042444041056755
12203,lcmd,18,909,3.6606740662706887,4.6610649366576276,1.8429097980618192,2.6044084025229766,0.7401371869327037,0.8993980396931834
12203,lcmd,19,941,3.43737066094644,4.337792992749946,1.7348953339693358,2.3248474677975515,0.7708738055281037,0.9128687825701075
12203,lcmd,20,973,3.525853095540369,4.815634771341511,1.7719235454531883,2.725111122039868,0.7589259647830644,0.8926150993392903
12203,lcmd,21,1005,3.535896003306805,4.445866439849458,1.832860052442665,2.6615816306153075,0.7575506764214999,0.9084730564144095
