outer_seed,active_label_count,active_label_fraction_outer_train,shared_validation_label_count,total_observed_non_test_labels,total_observed_fraction_full_dataset,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2,combined_normalized_RMSE
157,3330,1.0,416,3746,0.8998318520297862,3.443902721751141,1.4581853800254474,0.7857388177791359,4.433505885703983,2.0942179030365797,0.9139366393306856,0.44383996871092984
887,3330,1.0,416,3746,0.8998318520297862,2.8077678082944044,1.3503556783250767,0.8103939047257674,4.3870535999865785,2.275264868061605,0.8918129213076479,0.30019967261271935
2357,3330,1.0,416,3746,0.8998318520297862,2.61050412817066,1.2815736740899029,0.8728246263980535,3.947231711508046,2.1426709172822873,0.9279228620930552,0.301147468739874
6101,3330,1.0,416,3746,0.8998318520297862,3.1388732859265502,1.5052658419529026,0.8374183978293546,5.066776864242235,2.4201674907327555,0.8792649969389041,0.5004181197191122
12203,3330,1.0,416,3746,0.8998318520297862,3.003761358548961,1.3310772863795146,0.8250343225879664,3.3874374946757637,1.9424018917038,0.9468652407571576,0.3047183724924589
