epoch,train_loss,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V1_q10_q90_coverage,validation_V1_interval_width,validation_V1_mean_pinball_loss,validation_V1_quantile_crossing_rate,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_V2_q10_q90_coverage,validation_V2_interval_width,validation_V2_mean_pinball_loss,validation_V2_quantile_crossing_rate,validation_within_target_quantile_crossing_rate,validation_q50_V1_gt_q50_V2_rate,validation_V1_q90_gt_V2_q10_rate,validation_combined_normalized_rmse,validation_all_outputs_finite
1,671.1957397460938,11.027956008911133,7.575879096984863,-0.8545792102813721,0.0,1.508129358291626,3.4927443811717707,0.0,24.44322967529297,17.538665771484375,-1.0509989261627197,0.0,1.6151093244552612,8.505154334390776,0.0,0.0,0.6081730769230769,1.0,1.4838803864449752,True
2,609.9620361328125,10.561941146850586,6.9161763191223145,-0.7011508941650391,0.0,1.7262818813323975,3.093582194327162,0.0,23.67686653137207,16.498048782348633,-0.9244059324264526,0.0,1.8281443119049072,7.945368625682134,0.0,0.0,0.19951923076923078,1.0,1.4299961340565188,True
3,588.3501281738281,10.223457336425781,6.385412216186523,-0.593862771987915,0.002403846153846154,1.8207238912582397,2.787578239158178,0.0,22.9431095123291,15.430280685424805,-0.8069778680801392,0.0,1.752989411354065,7.419841887782782,0.0,0.0,0.0,1.0,1.384998892372435,True
4,552.11279296875,10.043231964111328,6.0764946937561035,-0.5381630659103394,0.04567307692307692,1.869209885597229,2.607999514769285,0.0,22.492624282836914,14.737970352172852,-0.7367147207260132,0.0,1.6042094230651855,7.084356220334003,0.0,0.0,0.0,0.9783653846153846,1.359056055289215,True
5,535.5831146240234,9.903115272521973,5.852663516998291,-0.49554359912872314,0.1658653846153846,1.948781132698059,2.468749014966381,0.0,22.184803009033203,14.257725715637207,-0.6895045042037964,0.004807692307692308,1.5700416564941406,6.83565676420545,0.0,0.0,0.0,0.9519230769230769,1.3402937561823522,True
6,529.4219665527344,9.742658615112305,5.59026575088501,-0.44747257232666016,0.3125,2.0583860874176025,2.3188526575572976,0.0,21.930879592895508,13.859416961669922,-0.6510504484176636,0.009615384615384616,1.6473910808563232,6.600134281833202,0.0,0.0,0.0,0.9567307692307693,1.322081413447009,True
7,511.8357238769531,9.57878303527832,5.306448936462402,-0.3991878032684326,0.4567307692307692,2.1874465942382812,2.17972434165004,0.0,21.69746208190918,13.488337516784668,-0.6160920858383179,0.02403846153846154,1.775684118270874,6.362698009457344,0.0,0.0,0.0,0.9711538461538461,1.3043527297675352,True
8,504.81524658203125,9.426827430725098,5.032665729522705,-0.35514724254608154,0.5817307692307693,2.327918529510498,2.0667903041419313,0.0,21.474563598632812,13.130573272705078,-0.58305823802948,0.038461538461538464,1.931617259979248,6.124998085277203,0.0,0.0,0.0,0.9903846153846154,1.287709331911475,True
9,493.3484191894531,9.287901878356934,4.77397346496582,-0.3154991865158081,0.6442307692307693,2.473571300506592,1.9725680550321556,0.0,21.260284423828125,12.783040046691895,-0.5516238212585449,0.08413461538461539,2.099966526031494,5.894278676081926,0.0,0.0,0.0,0.9975961538461539,1.2721507774350695,True
10,477.7718963623047,9.160781860351562,4.541057109832764,-0.27973616123199463,0.6514423076923077,2.620701789855957,1.8941655194721163,0.0,21.05387306213379,12.443779945373535,-0.5216410160064697,0.15625,2.275214195251465,5.678395127638792,0.0,0.0,0.0,0.9975961538461539,1.2575739281279246,True
