epoch,train_loss,validation_V1_rmse,validation_V1_mae,validation_V1_r2,validation_V1_q10_q90_coverage,validation_V1_interval_width,validation_V1_mean_pinball_loss,validation_V1_quantile_crossing_rate,validation_V2_rmse,validation_V2_mae,validation_V2_r2,validation_V2_q10_q90_coverage,validation_V2_interval_width,validation_V2_mean_pinball_loss,validation_V2_quantile_crossing_rate,validation_within_target_quantile_crossing_rate,validation_q50_V1_gt_q50_V2_rate,validation_V1_q90_gt_V2_q10_rate,validation_combined_normalized_rmse,validation_all_outputs_finite
1,709.4929504394531,10.15389633178711,7.226661205291748,-1.0237035751342773,0.0,1.15791916847229,3.449995754559835,0.0,19.565101623535156,15.003254890441895,-1.4188768863677979,0.0,1.4753479957580566,7.343903735996217,0.0,0.0,0.027906976744186046,1.0,1.2391156194453696,True
2,650.9481201171875,9.85777759552002,6.8063459396362305,-0.9073898792266846,0.0,1.359420657157898,3.150151442612789,0.0,18.626808166503906,13.781399726867676,-1.1924338340759277,0.0,1.3998892307281494,6.720431691860967,0.0,0.0,0.0,0.8023255813953488,1.192224749877712,True
3,620.4705505371094,9.61005687713623,6.428452014923096,-0.8127310276031494,0.0,1.7275103330612183,2.8391674261037694,0.0,17.838741302490234,12.66923713684082,-1.0108425617218018,0.0,1.395682692527771,6.131117275426554,0.0,0.0,0.0,0.4372093023255814,1.1530010367614556,True
4,604.5709533691406,9.471385955810547,6.209235191345215,-0.760793924331665,0.002325581395348837,1.9641947746276855,2.6476490447410312,0.0,17.36586570739746,11.97185230255127,-0.9056470394134521,0.0,1.447213053703308,5.745067722261415,0.0,0.0,0.0,0.18604651162790697,1.130177433181339,True
5,573.6778564453125,9.348343849182129,6.019618511199951,-0.7153422832489014,0.03255813953488372,2.118283748626709,2.493456009515496,0.0,17.044239044189453,11.491908073425293,-0.835713267326355,0.0,1.4947816133499146,5.4698497851874475,0.0,0.0,0.0,0.10232558139534884,1.1127522321596526,True
6,570.5885009765625,9.201828002929688,5.791446208953857,-0.6619948148727417,0.15813953488372093,2.2705936431884766,2.331933263540268,0.0,16.7806339263916,11.095531463623047,-0.7793701887130737,0.002325581395348837,1.56141996383667,5.231361552763354,0.0,0.0,0.0,0.08604651162790698,1.0954127798904902,True
7,562.7527160644531,9.042813301086426,5.53605842590332,-0.6050500869750977,0.2813953488372093,2.433962821960449,2.176103415794151,0.0,16.541152954101562,10.730782508850098,-0.7289447784423828,0.009302325581395349,1.6578396558761597,5.001982935935027,0.0,0.0,0.0,0.10465116279069768,1.0779249596623857,True
8,538.8080444335938,8.882568359375,5.26983118057251,-0.5486689805984497,0.37209302325581395,2.603902816772461,2.03266027903372,0.0,16.313655853271484,10.378166198730469,-0.6817140579223633,0.020930232558139535,1.7911303043365479,4.771601857177971,0.0,0.0,0.0,0.1372093023255814,1.0607005959505509,True
9,525.9885559082031,8.729166030883789,5.005768299102783,-0.495639443397522,0.4906976744186046,2.775050640106201,1.9059130905580148,0.0,16.094148635864258,10.03161334991455,-0.636762261390686,0.06511627906976744,1.9574958086013794,4.541393672883973,0.0,0.0,0.0,0.18604651162790697,1.0441663408471484,True
10,507.638427734375,8.586950302124023,4.752320289611816,-0.4473024606704712,0.5790697674418605,2.943267583847046,1.8013365570888964,0.0,15.879810333251953,9.686863899230957,-0.593456506729126,0.11162790697674418,2.1516244411468506,4.313736151170361,0.0,0.0,0.0,0.24186046511627907,1.0285297341587387,True
