column,protocol,seed,budget,target,feature,pearson,spearman,n
25g,compound,1425370602,50,V1,loading_solvent_code,0.11395791457503714,0.14261949388516426,101
25g,compound,1425370602,50,V1,source_prediction,0.17561666021122785,0.19245945655472255,101
25g,compound,1425370602,50,V2,PE_fraction,0.19283509178843708,0.11508522823201028,101
25g,compound,1425370602,50,V2,loading_amount_ul,0.04367523767925547,0.11508912080228649,101
25g,compound,1425370602,50,V2,loading_solvent_volume_ul,-0.19868963346926913,-0.3021941337538452,101
25g,compound,1425370602,50,V2,loading_solvent_code,0.22538933636471928,0.2792339564488479,101
25g,compound,1425370602,50,V2,source_prediction,0.27813200350548645,0.07550444529506502,101
25g,compound,1425370602,70,V1,PE_fraction,0.41120125012657616,0.47914476471533524,101
25g,compound,1425370602,70,V1,loading_amount_ul,0.03525231674621378,0.05892240970856906,101
25g,compound,1425370602,70,V1,loading_solvent_volume_ul,-0.0356545805543609,0.0147085640322668,101
25g,compound,1425370602,70,V1,loading_solvent_code,0.11603028736347186,0.1433701228003493,101
25g,compound,1425370602,70,V1,source_prediction,0.18440247012455155,0.194020332159403,101
25g,compound,1425370602,70,V2,PE_fraction,0.1619566408015412,0.08885880337078436,101
25g,compound,1425370602,70,V2,loading_amount_ul,0.05617840294630991,0.1292391687459628,101
25g,compound,1425370602,70,V2,loading_solvent_volume_ul,-0.20731915036441445,-0.30620556030809976,101
25g,compound,1425370602,70,V2,loading_solvent_code,0.20915474403408257,0.26797452272107175,101
25g,compound,1425370602,70,V2,source_prediction,0.20941501912605553,0.03659903843213426,101
25g,compound,1425370602,100,V1,PE_fraction,0.37521211275378746,0.4365827881604481,101
25g,compound,1425370602,100,V1,loading_amount_ul,0.0517171633897937,0.07287893949109008,101
25g,compound,1425370602,100,V1,loading_solvent_volume_ul,-0.024227749049083928,0.01604570621701833,101
25g,compound,1425370602,100,V1,loading_solvent_code,0.08631308109242612,0.11184370836257616,101
25g,compound,1425370602,100,V1,source_prediction,0.06063687353087842,0.10738591193693371,101
25g,compound,1425370602,100,V2,PE_fraction,0.1286585772478136,0.04343383434452354,101
25g,compound,1425370602,100,V2,loading_amount_ul,0.06900332302159051,0.14355177194500962,101
25g,compound,1425370602,100,V2,loading_solvent_volume_ul,-0.21525990644249676,-0.3088798446776029,101
25g,compound,1425370602,100,V2,loading_solvent_code,0.19097789102416973,0.24695691309588966,101
25g,compound,1425370602,100,V2,source_prediction,0.13612945695534118,-0.02306368430796494,101
25g,compound,536279090,30,V1,PE_fraction,0.2528436651021444,0.32868397751033634,106
25g,compound,536279090,30,V1,loading_amount_ul,-0.11764905214952273,-0.20930892472491064,106
25g,compound,536279090,30,V1,loading_solvent_volume_ul,-0.004820647764729408,-0.06655722518712315,106
25g,compound,536279090,30,V1,loading_solvent_code,0.2178163105139329,0.27103903791350775,106
25g,compound,536279090,30,V1,source_prediction,-0.13489103125879953,-0.3224902825767778,106
25g,compound,536279090,30,V2,PE_fraction,-0.18752528209148495,-0.20323764494525587,106
25g,compound,536279090,30,V2,loading_amount_ul,-0.21490174184387703,-0.2769643347370029,106
25g,compound,536279090,30,V2,loading_solvent_volume_ul,-0.1623785934496877,-0.2128468561388257,106
25g,compound,536279090,30,V2,loading_solvent_code,0.13822830891779153,0.19643485828579982,106
25g,compound,536279090,30,V2,source_prediction,-0.3445266029349582,-0.5402161892704529,106
25g,compound,536279090,50,V1,PE_fraction,0.3848007341662782,0.5506694664410066,106
25g,compound,536279090,50,V1,loading_amount_ul,-0.06151750759159466,-0.14461053274062344,106
25g,compound,536279090,50,V1,loading_solvent_volume_ul,-0.08087472173710078,-0.18535505892313953,106
25g,compound,536279090,50,V1,loading_solvent_code,0.21360815399440683,0.28883453030176837,106
25g,compound,536279090,50,V1,source_prediction,0.5196101763015339,0.11015525220295067,106
25g,compound,536279090,50,V2,PE_fraction,0.05240065102957845,0.031615311443303415,106
25g,compound,536279090,50,V2,loading_amount_ul,-0.16065542687246512,-0.22339653641020346,106
25g,compound,536279090,50,V2,loading_solvent_volume_ul,-0.13593409652208113,-0.15926129967336206,106
25g,compound,536279090,50,V2,loading_solvent_code,0.20556043187214507,0.24913689343564854,106
25g,compound,536279090,50,V2,source_prediction,0.344015498446109,-0.12128967899441247,106
25g,compound,536279090,70,V1,PE_fraction,0.2937398391213576,0.37962344043914975,106
25g,compound,536279090,70,V1,loading_amount_ul,-0.10949051685818374,-0.21047138881446545,106
25g,compound,536279090,70,V1,loading_solvent_volume_ul,-0.022611380826678247,-0.08628902685786026,106
25g,compound,536279090,70,V1,loading_solvent_code,0.22577763975438495,0.27583013201803946,106
25g,compound,536279090,70,V1,source_prediction,0.010976394887882948,-0.25694327237002745,106
25g,compound,536279090,70,V2,PE_fraction,-0.2096599133721662,-0.2493932456166377,106
25g,compound,536279090,70,V2,loading_amount_ul,-0.2146805078905614,-0.27433425973438513,106
25g,compound,536279090,70,V2,loading_solvent_volume_ul,-0.16052532235508876,-0.21966892747879807,106
25g,compound,536279090,70,V2,loading_solvent_code,0.12623477312378245,0.18274601798713777,106
25g,compound,536279090,70,V2,source_prediction,-0.41391478683849686,-0.5997627006950171,106
25g,compound,536279090,100,V1,PE_fraction,0.24785949249567643,0.32276280045183087,106
25g,compound,536279090,100,V1,loading_amount_ul,-0.11841653933530455,-0.20842254585662504,106
25g,compound,536279090,100,V1,loading_solvent_volume_ul,-0.002794344910062506,-0.06457519667849304,106
25g,compound,536279090,100,V1,loading_solvent_code,0.21661852692625255,0.27103903791350775,106
25g,compound,536279090,100,V1,source_prediction,-0.15126946457309542,-0.33165477232051943,106
25g,compound,536279090,100,V2,PE_fraction,-0.23403164010300484,-0.28576181891913754,106
25g,compound,536279090,100,V2,loading_amount_ul,-0.21289149173344726,-0.27479197996964727,106
25g,compound,536279090,100,V2,loading_solvent_volume_ul,-0.15721519475348492,-0.22603088505783842,106
25g,compound,536279090,100,V2,loading_solvent_code,0.11131924521340034,0.1690571776884758,106
25g,compound,536279090,100,V2,source_prediction,-0.49205061726734417,-0.6468799673709226,106
25g,compound,2767143051,30,V1,PE_fraction,0.19871418376634933,0.2840349052658298,87
25g,compound,2767143051,30,V1,loading_amount_ul,0.06472866021598259,0.07797490084723162,87
25g,compound,2767143051,30,V1,loading_solvent_volume_ul,-0.01625691318188456,0.043214456834091086,87
25g,compound,2767143051,30,V1,loading_solvent_code,0.10866016615618702,0.1831675614406045,87
25g,compound,2767143051,30,V1,source_prediction,-0.2538604402876378,-0.13209885543486183,87
25g,compound,2767143051,30,V2,PE_fraction,-0.08606818813901704,-0.21310218816045423,87
25g,compound,2767143051,30,V2,loading_amount_ul,0.07545474682264143,0.28118221820668376,87
25g,compound,2767143051,30,V2,loading_solvent_volume_ul,-0.2597316394663589,-0.4061303210586065,87
25g,compound,2767143051,30,V2,loading_solvent_code,-0.02879414568316947,-0.04957918956287039,87
25g,compound,2767143051,30,V2,source_prediction,-0.3961878111322093,-0.36846613691040314,87
25g,compound,2767143051,50,V1,PE_fraction,0.2922227870638408,0.4125687845147055,87
25g,compound,2767143051,50,V1,loading_amount_ul,0.06198944818039709,0.040168888315240535,87
25g,compound,2767143051,50,V1,loading_solvent_volume_ul,-0.058608895003285165,0.003365878486087623,87
25g,compound,2767143051,50,V1,loading_solvent_code,0.0978190081845156,0.13496557158781386,87
25g,compound,2767143051,50,V1,source_prediction,-0.044468026690659246,0.03767223153750819,87
25g,compound,2767143051,50,V2,PE_fraction,-0.006062896094508704,-0.12217674523111906,87
25g,compound,2767143051,50,V2,loading_amount_ul,0.07641009640098208,0.27173071507368596,87
25g,compound,2767143051,50,V2,loading_solvent_volume_ul,-0.282283414000561,-0.44954444865034693,87
25g,compound,2767143051,50,V2,loading_solvent_code,-0.02094467344260616,-0.061973986953587995,87
25g,compound,2767143051,50,V2,source_prediction,-0.2407642971314216,-0.24371218196398628,87
25g,compound,2767143051,70,V1,PE_fraction,0.3155965795451012,0.4356295184950609,87
25g,compound,2767143051,70,V1,loading_amount_ul,0.06075262957395254,0.03308026096549221,87
25g,compound,2767143051,70,V1,loading_solvent_volume_ul,-0.06977248802050137,-0.003679646819536469,87
25g,compound,2767143051,70,V1,loading_solvent_code,0.09407845015490807,0.12807957303741518,87
25g,compound,2767143051,70,V1,source_prediction,0.01334158216623012,0.0726835313844135,87
25g,compound,2767143051,70,V2,PE_fraction,0.006564558685882157,-0.10338174030905564,87
25g,compound,2767143051,70,V2,loading_amount_ul,0.07637328848867952,0.26700496350718705,87
25g,compound,2767143051,70,V2,loading_solvent_volume_ul,-0.2851462566449453,-0.45068542440834275,87
25g,compound,2767143051,70,V2,loading_solvent_code,-0.01965585640643523,-0.060596787243508254,87
25g,compound,2767143051,70,V2,source_prediction,-0.21567172897063136,-0.22009185682000434,87
25g,compound,2767143051,100,V1,PE_fraction,0.3757445562188732,0.5060923604773848,87
25g,compound,2767143051,100,V1,loading_amount_ul,0.05617192997357788,0.020084444157620267,87
25g,compound,2767143051,100,V1,loading_solvent_volume_ul,-0.09996115284635579,-0.04797803062372358,87
25g,compound,2767143051,100,V1,loading_solvent_code,0.08184315652103094,0.08400918231486372,87
25g,compound,2767143051,100,V1,source_prediction,0.1759514177903696,0.1955420281402639,87
25g,compound,2767143051,100,V2,PE_fraction,0.0893641961534736,0.02828463976016405,87
25g,compound,2767143051,100,V2,loading_amount_ul,0.07486385867653293,0.24692051934956682,87
25g,compound,2767143051,100,V2,loading_solvent_volume_ul,-0.2992096559428776,-0.4822904529048265,87
25g,compound,2767143051,100,V2,loading_solvent_code,-0.010867539272423222,-0.09640397970558133,87
25g,compound,2767143051,100,V2,source_prediction,-0.047340365579569284,-0.056572136764598664,87
25g,compound,1362771960,30,V1,PE_fraction,0.4350671047584742,0.6026594756697481,107
25g,compound,1362771960,30,V1,loading_amount_ul,-0.1323649501400065,-0.1133735580415839,107
25g,compound,1362771960,30,V1,loading_solvent_volume_ul,-0.12697962818384742,-0.12732121145253664,107
25g,compound,1362771960,30,V1,loading_solvent_code,0.14387350063664403,0.1443162958261691,107
25g,compound,1362771960,30,V1,source_prediction,0.11572812831181283,0.1393356502098549,107
25g,compound,1362771960,30,V2,PE_fraction,0.18477033015290065,0.14051289058836272,107
25g,compound,1362771960,30,V2,loading_amount_ul,-0.08361677576821666,0.028065441053100028,107
25g,compound,1362771960,30,V2,loading_solvent_volume_ul,-0.2231992855634618,-0.36113454255100885,107
25g,compound,1362771960,30,V2,loading_solvent_code,0.11117982652517909,0.10415279840284843,107
25g,compound,1362771960,30,V2,source_prediction,0.0920734442233828,-0.06584718926285169,107
25g,compound,1362771960,50,V1,PE_fraction,0.01005390827365423,0.22695949990722294,107
25g,compound,1362771960,50,V1,loading_amount_ul,-0.033028925103882924,-0.10613807439134014,107
25g,compound,1362771960,50,V1,loading_solvent_volume_ul,0.01812671923928413,0.018251070288170586,107
25g,compound,1362771960,50,V1,loading_solvent_code,-0.08899598700386019,0.10755648462516375,107
25g,compound,1362771960,50,V1,source_prediction,-0.8550453299092026,-0.5317247476931936,107
25g,compound,1362771960,50,V2,PE_fraction,-0.20528404000750544,-0.2835619182367333,107
25g,compound,1362771960,50,V2,loading_amount_ul,0.034057937234046876,0.08540223710100737,107
25g,compound,1362771960,50,V2,loading_solvent_volume_ul,-0.12282835070167328,-0.2982043762549625,107
25g,compound,1362771960,50,V2,loading_solvent_code,-0.169309018648374,-0.1334244999147601,107
25g,compound,1362771960,50,V2,source_prediction,-0.8003992650340938,-0.6677785696797269,107
25g,compound,1362771960,70,V1,PE_fraction,0.05100807710811098,0.28653395385393005,107
25g,compound,1362771960,70,V1,loading_amount_ul,-0.04419005707881199,-0.11338532305564936,107
25g,compound,1362771960,70,V1,loading_solvent_volume_ul,0.0052610497711457795,-0.011316853434751192,107
25g,compound,1362771960,70,V1,loading_solvent_code,-0.07145195731336286,0.12321344124781416,107
25g,compound,1362771960,70,V1,source_prediction,-0.8069815889781425,-0.4508791136246548,107
25g,compound,1362771960,70,V2,PE_fraction,-0.187915038725826,-0.24268652171488858,107
25g,compound,1362771960,70,V2,loading_amount_ul,0.028074288706094398,0.07484901948431037,107
25g,compound,1362771960,70,V2,loading_solvent_volume_ul,-0.1319839932492334,-0.32398459143926717,107
25g,compound,1362771960,70,V2,loading_solvent_code,-0.15739756219497802,-0.10279132391392232,107
25g,compound,1362771960,70,V2,source_prediction,-0.7694801482496101,-0.6093522308024455,107
25g,compound,1362771960,100,V1,PE_fraction,0.2807963124117699,0.49330837852769227,107
25g,compound,1362771960,100,V1,loading_amount_ul,-0.10205601292471499,-0.10175560665196486,107
25g,compound,1362771960,100,V1,loading_solvent_volume_ul,-0.07026981556705961,-0.13124773653445382,107
25g,compound,1362771960,100,V1,loading_solvent_code,0.041640712495815344,0.1313822881813709,107
25g,compound,1362771960,100,V1,source_prediction,-0.4011432063158968,-0.12126600197726839,107
25g,compound,1362771960,100,V2,PE_fraction,-0.07343361407272121,-0.07003106592654397,107
25g,compound,1362771960,100,V2,loading_amount_ul,-0.00940065844458329,0.052889620731172156,107
25g,compound,1362771960,100,V2,loading_solvent_volume_ul,-0.17995292362923876,-0.3727224187607746,107
25g,compound,1362771960,100,V2,loading_solvent_code,-0.07735927547850513,-0.022464329067281033,107
25g,compound,1362771960,100,V2,source_prediction,-0.5423861896703843,-0.4108604023044511,107
40g,row,769539383,30,V1,PE_fraction,0.3283052664817909,0.3853907271383494,106
40g,row,769539383,30,V1,loading_amount_ul,,,106
40g,row,769539383,30,V1,loading_solvent_volume_ul,-0.058216251357220056,0.01614628002138369,106
40g,row,769539383,30,V1,loading_solvent_code,-0.015629099664038294,0.049444900570855065,106
40g,row,769539383,30,V1,source_prediction,0.30451965881391607,0.040673098722825395,106
40g,row,769539383,30,V2,PE_fraction,-0.0057094155808867265,-0.022003232677385076,106
40g,row,769539383,30,V2,loading_amount_ul,,,106
40g,row,769539383,30,V2,loading_solvent_volume_ul,-0.16987390804439562,-0.14335909424524546,106
40g,row,769539383,30,V2,loading_solvent_code,0.1008785546935545,0.04872830780895862,106
40g,row,769539383,30,V2,source_prediction,-0.028820669832029126,-0.27370834068065597,106
40g,row,769539383,50,V1,PE_fraction,0.2766612097684388,0.31225918518835744,106
40g,row,769539383,50,V1,loading_amount_ul,,,106
40g,row,769539383,50,V1,loading_solvent_volume_ul,-0.04261366284091894,0.0268177290939782,106
40g,row,769539383,50,V1,loading_solvent_code,0.007705578344220533,0.06019379199930183,106
40g,row,769539383,50,V1,source_prediction,0.12275017218881451,-0.09744313172280021,106
40g,row,769539383,50,V2,PE_fraction,0.01541670115059911,0.010147097100699956,106
40g,row,769539383,50,V2,loading_amount_ul,,,106
40g,row,769539383,50,V2,loading_solvent_volume_ul,-0.1724046236801334,-0.14244496639172713,106
40g,row,769539383,50,V2,loading_solvent_code,0.09283861713004123,0.036546230856718966,106
40g,row,769539383,50,V2,source_prediction,0.02458841201499579,-0.22395143209814344,106
40g,row,769539383,70,V1,PE_fraction,0.28154970196160706,0.317784225992811,106
40g,row,769539383,70,V1,loading_amount_ul,,,106
40g,row,769539383,70,V1,loading_solvent_volume_ul,-0.04403400671992355,0.025764494827967936,106
40g,row,769539383,70,V1,loading_solvent_code,0.005679975473619963,0.059477199237405375,106
40g,row,769539383,70,V1,source_prediction,0.13878125883803916,-0.08641962868730635,106
40g,row,769539383,70,V2,PE_fraction,0.020938689301721516,0.018345380178037732,106
40g,row,769539383,70,V2,loading_amount_ul,,,106
40g,row,769539383,70,V2,loading_solvent_volume_ul,-0.17298578706163167,-0.1394144338338674,106
40g,row,769539383,70,V2,loading_solvent_code,0.09069063839129067,0.035113045332926064,106
40g,row,769539383,70,V2,source_prediction,0.03855536352453244,-0.212272967730559,106
40g,row,769539383,100,V1,PE_fraction,0.3023692608991117,0.34455746158078154,106
40g,row,769539383,100,V1,loading_amount_ul,,,106
40g,row,769539383,100,V1,loading_solvent_volume_ul,-0.05020253170541481,0.025814175689572196,106
40g,row,769539383,100,V1,loading_solvent_code,-0.0033337168848507483,0.05589423542792312,106
40g,row,769539383,100,V1,source_prediction,0.20953669593845745,-0.03562485830163489,106
40g,row,769539383,100,V2,PE_fraction,0.012980816947966281,0.008769663105129827,106
40g,row,769539383,100,V2,loading_amount_ul,,,106
40g,row,769539383,100,V2,loading_solvent_volume_ul,-0.17213766370860759,-0.14244496639172713,106
40g,row,769539383,100,V2,loading_solvent_code,0.09378001183275002,0.036546230856718966,106
40g,row,769539383,100,V2,source_prediction,0.018428141322917972,-0.22608761367357735,106
40g,row,1425370602,30,V1,PE_fraction,0.3491969309278815,0.4250911084272565,106
40g,row,1425370602,30,V1,loading_amount_ul,,,106
40g,row,1425370602,30,V1,loading_solvent_volume_ul,-0.11125834903482008,-0.1265533902155781,106
40g,row,1425370602,30,V1,loading_solvent_code,0.1628406853161924,0.15128859080577553,106
40g,row,1425370602,30,V1,source_prediction,0.179908224378419,-0.06354636370506588,106
40g,row,1425370602,30,V2,PE_fraction,-0.04989454456354357,-0.14170213682766514,106
40g,row,1425370602,30,V2,loading_amount_ul,,,106
40g,row,1425370602,30,V2,loading_solvent_volume_ul,-0.3183968948254749,-0.3515192147507059,106
40g,row,1425370602,30,V2,loading_solvent_code,0.0029540961312604797,-0.06081953399227158,106
40g,row,1425370602,30,V2,source_prediction,0.025735595170470485,-0.2515001133586921,106
40g,row,1425370602,50,V1,PE_fraction,0.3436375779618159,0.4156497400363416,106
40g,row,1425370602,50,V1,loading_amount_ul,,,106
40g,row,1425370602,50,V1,loading_solvent_volume_ul,-0.11216419464403365,-0.12941765082144183,106
40g,row,1425370602,50,V1,loading_solvent_code,0.16690644219716358,0.16269225342932647,106
40g,row,1425370602,50,V1,source_prediction,0.16138696791609658,-0.07866085598407939,106
40g,row,1425370602,50,V2,PE_fraction,-0.03247776899357006,-0.1275630373249011,106
40g,row,1425370602,50,V2,loading_amount_ul,,,106
40g,row,1425370602,50,V2,loading_solvent_volume_ul,-0.3134015044648181,-0.34206068184603156,106
40g,row,1425370602,50,V2,loading_solvent_code,-0.0007044010060188591,-0.06157977816717496,106
40g,row,1425370602,50,V2,source_prediction,0.06125458772515273,-0.2287074590019397,106
40g,row,1425370602,70,V1,PE_fraction,0.3573074730256458,0.438939468870981,106
40g,row,1425370602,70,V1,loading_amount_ul,,,106
40g,row,1425370602,70,V1,loading_solvent_volume_ul,-0.10982533715344692,-0.12254828004636185,106
40g,row,1425370602,70,V1,loading_solvent_code,0.15663190673540264,0.1459668815814518,106
40g,row,1425370602,70,V1,source_prediction,0.2075808400512697,-0.044612943043554926,106
40g,row,1425370602,70,V2,PE_fraction,-0.02004185770792443,-0.11170500689413147,106
40g,row,1425370602,70,V2,loading_amount_ul,,,106
40g,row,1425370602,70,V2,loading_solvent_volume_ul,-0.3096001863930242,-0.33244032630825765,106
40g,row,1425370602,70,V2,loading_solvent_code,-0.0033108334909016488,-0.06538099904169194,106
40g,row,1425370602,70,V2,source_prediction,0.08651750866954731,-0.20821220747159735,106
40g,row,1425370602,100,V1,PE_fraction,0.37041771873274054,0.454787297931258,106
40g,row,1425370602,100,V1,loading_amount_ul,,,106
40g,row,1425370602,100,V1,loading_solvent_volume_ul,-0.1071940722237698,-0.12666666605874785,106
40g,row,1425370602,100,V1,loading_solvent_code,0.14581262243846116,0.13760419565751442,106
40g,row,1425370602,100,V1,source_prediction,0.2541536661172955,-0.02448043932790891,106
40g,row,1425370602,100,V2,PE_fraction,-0.02518260477393185,-0.11885616760945442,106
40g,row,1425370602,100,V2,loading_amount_ul,,,106
40g,row,1425370602,100,V2,loading_solvent_volume_ul,-0.311195184835715,-0.3358952395249351,106
40g,row,1425370602,100,V2,loading_solvent_code,-0.0022339729580577346,-0.060059289817368175,106
40g,row,1425370602,100,V2,source_prediction,0.07608424220011542,-0.21672670478877498,106
40g,row,536279090,30,V1,PE_fraction,0.42708235973926906,0.5872720553988022,106
40g,row,536279090,30,V1,loading_amount_ul,,,106
40g,row,536279090,30,V1,loading_solvent_volume_ul,0.09081650363554662,0.10773805552281773,106
40g,row,536279090,30,V1,loading_solvent_code,0.12342663531509797,0.17100137205828533,106
40g,row,536279090,30,V1,source_prediction,0.4001605162821447,0.03886943597752979,106
40g,row,536279090,30,V2,PE_fraction,0.20452369425929293,0.07504000610476795,106
40g,row,536279090,30,V2,loading_amount_ul,,,106
40g,row,536279090,30,V2,loading_solvent_volume_ul,-0.056394747461535354,-0.1272921746395331,106
40g,row,536279090,30,V2,loading_solvent_code,0.05403393438920537,0.017336544632637223,106
40g,row,536279090,30,V2,source_prediction,0.23716148157452746,-0.29413305791369626,106
40g,row,536279090,50,V1,PE_fraction,0.39295842082426435,0.5224355290951318,106
40g,row,536279090,50,V1,loading_amount_ul,,,106
40g,row,536279090,50,V1,loading_solvent_volume_ul,0.08155792412864211,0.14101052208217518,106
40g,row,536279090,50,V1,loading_solvent_code,0.12106305370293496,0.19227804047106742,106
40g,row,536279090,50,V1,source_prediction,0.2566726954511627,-0.07231276922689371,106
40g,row,536279090,50,V2,PE_fraction,0.14946905801044036,-0.003911844608428763,106
40g,row,536279090,50,V2,loading_amount_ul,,,106
40g,row,536279090,50,V2,loading_solvent_volume_ul,-0.0901362560385745,-0.1242552885644444,106
40g,row,536279090,50,V2,loading_solvent_code,0.042854632275267354,0.01812456938866619,106
40g,row,536279090,50,V2,source_prediction,0.09113896047656059,-0.40251404388240924,106
40g,row,536279090,70,V1,PE_fraction,0.39396578657565834,0.5244374130200717,106
40g,row,536279090,70,V1,loading_amount_ul,,,106
40g,row,536279090,70,V1,loading_solvent_volume_ul,0.08182387826407966,0.13900179806385632,106
40g,row,536279090,70,V1,loading_solvent_code,0.12116041413874436,0.19227804047106742,106
40g,row,536279090,70,V1,source_prediction,0.2604983112479875,-0.06850391717258231,106
40g,row,536279090,70,V2,PE_fraction,0.14661655827949954,-0.009304674773573378,106
40g,row,536279090,70,V2,loading_amount_ul,,,106
40g,row,536279090,70,V2,loading_solvent_volume_ul,-0.09177941522904831,-0.1242552885644444,106
40g,row,536279090,70,V2,loading_solvent_code,0.04226818032670765,0.01970061890072412,106
40g,row,536279090,70,V2,source_prediction,0.08374970626837028,-0.4098999924427539,106
40g,row,536279090,100,V1,PE_fraction,0.342135376982608,0.41929254533999366,106
40g,row,536279090,100,V1,loading_amount_ul,,,106
40g,row,536279090,100,V1,loading_solvent_volume_ul,0.06849156071168301,0.16443928894986576,106
40g,row,536279090,100,V1,loading_solvent_code,0.11483516205270825,0.201734337543415,106
40g,row,536279090,100,V1,source_prediction,0.08323547992219144,-0.22201677708642972,106
40g,row,536279090,100,V2,PE_fraction,0.10478248258395635,-0.05430620831074604,106
40g,row,536279090,100,V2,loading_amount_ul,,,106
40g,row,536279090,100,V2,loading_solvent_volume_ul,-0.11480630614308142,-0.1213231226988415,106
40g,row,536279090,100,V2,loading_solvent_code,0.03359371324549704,0.0063041980482317185,106
40g,row,536279090,100,V2,source_prediction,-0.022819708390602694,-0.47684711691059783,106
40g,row,2767143051,30,V1,PE_fraction,0.2194088101024061,0.3092289315989747,106
40g,row,2767143051,30,V1,loading_amount_ul,,,106
40g,row,2767143051,30,V1,loading_solvent_volume_ul,-0.024005848949678554,-0.0024531390397595503,106
40g,row,2767143051,30,V1,loading_solvent_code,0.0615129534225313,0.06136889165297082,106
40g,row,2767143051,30,V1,source_prediction,-0.19987936747740387,-0.2236692949089352,106
40g,row,2767143051,30,V2,PE_fraction,0.03373959149695726,-0.17745773346935775,106
40g,row,2767143051,30,V2,loading_amount_ul,,,106
40g,row,2767143051,30,V2,loading_solvent_volume_ul,-0.12708321884377968,-0.14853041845216797,106
40g,row,2767143051,30,V2,loading_solvent_code,0.04350704646988716,-0.011257015628651452,106
40g,row,2767143051,30,V2,source_prediction,-0.2145451587350828,-0.49189107489230927,106
40g,row,2767143051,50,V1,PE_fraction,0.26477228072942094,0.3925264605010855,106
40g,row,2767143051,50,V1,loading_amount_ul,,,106
40g,row,2767143051,50,V1,loading_solvent_volume_ul,-0.036283322006088116,-0.0231343112135172,106
40g,row,2767143051,50,V1,loading_solvent_code,0.0661033303773679,0.07444155496366282,106
40g,row,2767143051,50,V1,source_prediction,-0.09585864801695626,-0.10342847066528957,106
40g,row,2767143051,50,V2,PE_fraction,0.043710777974041416,-0.15804478443058295,106
40g,row,2767143051,50,V2,loading_amount_ul,,,106
40g,row,2767143051,50,V2,loading_solvent_volume_ul,-0.1284692818464452,-0.1555598168665462,106
40g,row,2767143051,50,V2,loading_solvent_code,0.044512001515219446,-0.018519606356813677,106
40g,row,2767143051,50,V2,source_prediction,-0.19311619714981942,-0.46452376753910873,106
40g,row,2767143051,70,V1,PE_fraction,0.2679424954780147,0.39887152904044837,106
40g,row,2767143051,70,V1,loading_amount_ul,,,106
40g,row,2767143051,70,V1,loading_solvent_volume_ul,-0.037156518331286637,-0.0231343112135172,106
40g,row,2767143051,70,V1,loading_solvent_code,0.06640725038232892,0.07589407310929527,106
40g,row,2767143051,70,V1,source_prediction,-0.08828736847377829,-0.09357382169937276,106
40g,row,2767143051,70,V2,PE_fraction,0.04994792332850387,-0.15137301887873478,106
40g,row,2767143051,70,V2,loading_amount_ul,,,106
40g,row,2767143051,70,V2,loading_solvent_volume_ul,-0.12930640578337185,-0.15543881000808274,106
40g,row,2767143051,70,V2,loading_solvent_code,0.04513082597510797,-0.01997212450244612,106
40g,row,2767143051,70,V2,source_prediction,-0.17964193684836025,-0.45295614278157037,106
40g,row,2767143051,100,V1,PE_fraction,0.3123473763524012,0.48211801153435835,106
40g,row,2767143051,100,V1,loading_amount_ul,,,106
40g,row,2767143051,100,V1,loading_solvent_volume_ul,-0.04962803915474155,-0.039888260798960226,106
40g,row,2767143051,100,V1,loading_solvent_code,0.07039670595696092,0.09259803178406839,106
40g,row,2767143051,100,V1,source_prediction,0.02254687923053923,0.04254729576542308,106
40g,row,2767143051,100,V2,PE_fraction,0.13259189087704135,0.0531801480636224,106
40g,row,2767143051,100,V2,loading_amount_ul,,,106
40g,row,2767143051,100,V2,loading_solvent_volume_ul,-0.1381570757016539,-0.17526193354909939,106
40g,row,2767143051,100,V2,loading_solvent_code,0.05259593118079781,-0.034497305958770576,106
40g,row,2767143051,100,V2,source_prediction,0.004152891064020625,-0.1986497720230748,106
40g,row,1362771960,30,V1,PE_fraction,0.43363889983106424,0.7163487393795597,106
40g,row,1362771960,30,V1,loading_amount_ul,,,106
40g,row,1362771960,30,V1,loading_solvent_volume_ul,-0.1113933650234159,-0.07922233136539894,106
40g,row,1362771960,30,V1,loading_solvent_code,0.0646633453343328,0.0355299609422907,106
40g,row,1362771960,30,V1,source_prediction,0.6819198064826261,0.5852663187031415,106
40g,row,1362771960,30,V2,PE_fraction,0.36817957189602574,0.5117635113481882,106
40g,row,1362771960,30,V2,loading_amount_ul,,,106
40g,row,1362771960,30,V2,loading_solvent_volume_ul,-0.11941195650947482,-0.1626894206507844,106
40g,row,1362771960,30,V2,loading_solvent_code,0.020251773691671502,-0.05871793545199621,106
40g,row,1362771960,30,V2,source_prediction,0.7607631866067394,0.5935944459074551,106
40g,row,1362771960,50,V1,PE_fraction,0.4274530505752259,0.6997022561449283,106
40g,row,1362771960,50,V1,loading_amount_ul,,,106
40g,row,1362771960,50,V1,loading_solvent_volume_ul,-0.11313816443347563,-0.08583405466827758,106
40g,row,1362771960,50,V1,loading_solvent_code,0.07206240562716462,0.04226195354188263,106
40g,row,1362771960,50,V1,source_prediction,0.6550493198505016,0.5355141976247406,106
40g,row,1362771960,50,V2,PE_fraction,0.336125420191811,0.4472704828481553,106
40g,row,1362771960,50,V2,loading_amount_ul,,,106
40g,row,1362771960,50,V2,loading_solvent_volume_ul,-0.13902981314641238,-0.22182410580003895,106
