seed,budget,strategy,historical_selected_ids_hash,new_selected_ids_hash,intersection_count,exact_match,gradient_bank_hash,checkpoint_sha256,test_truth_access_count,gradient_array_exact_match,gradient_max_abs_error,transform_hash,historical_selection_path
157,429,gradient_maxdet,a4be4b3f73ddfc6bed28a4860a83531ae6dd3eb1b6fff35afe1fd7ac6322be11,a4be4b3f73ddfc6bed28a4860a83531ae6dd3eb1b6fff35afe1fd7ac6322be11,32,True,bc0f1e995ac82e16f850df2dc71010b498337feee8d6c8dddbf5e212c1021d1d,59ac5b9d210d6b58b60d01c7ad3040dbf61ab3b2ae6d7668477d9a2724aff997,0,True,0.0,b815935a22203bf02d1f1feab3b6ac9310685740471b808f2c23c7324e3c2199,studies/active_learning/qgeognn_v2_row_maxdet_b32/runtime/seed_157/gradient_maxdet/round_03/acquisition/selected_next_batch.csv
6101,429,gradient_maxdet,16b5bdd4d8942b5573f83fc50291dc81c01084ee631086733e692204a55110c8,16b5bdd4d8942b5573f83fc50291dc81c01084ee631086733e692204a55110c8,32,True,e12bf4eb4c3783a498dea2d4c16fa13a7e54de1ff6f338a6ac8ad783458a7e4e,9d8dfe975a78c051ca3e49b918f60d6259edbd41b79bc384c8b75ddeccfa5378,0,True,0.0,1964ded53348aefc0acd5b0781fe0aaf52cf32b12a1bbf5d2a4d5feb4d2a9a0a,studies/active_learning/qgeognn_v2_row_maxdet_b32/runtime/seed_6101/gradient_maxdet/round_03/acquisition/selected_next_batch.csv
