seed,budget,source_trajectory,proposal_strategy,checkpoint_sha256,ordered_L_hash,ordered_U_hash,historical_selected_ids_hash,same_name_exact_selector_ids_hash,same_name_exact_match,proposal_ids_hash,intersection_count,jaccard,ordered_proposal_equals_source
157,429,center_width_lcmd,center_width_lcmd,b6971c619992f1971d1f63feb9973f0a5a43a63c8f94c4ea647cf40400646260,1a3d14d70acdd095d0683e7fad551d96135787b77068a06a3ef0e16b12e0684b,8e7f0adac4fd9ced8aa5bed9d6621058dcdb71539b9ebd1e4f7d30cfc336b7ea,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,True,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,32,1.0,True
157,429,center_width_lcmd,kernel_ivr,b6971c619992f1971d1f63feb9973f0a5a43a63c8f94c4ea647cf40400646260,1a3d14d70acdd095d0683e7fad551d96135787b77068a06a3ef0e16b12e0684b,8e7f0adac4fd9ced8aa5bed9d6621058dcdb71539b9ebd1e4f7d30cfc336b7ea,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,True,cf9a0bbba0db885d94a53e72a70e5b5f96f333ce1b37fa65b5663c2492d166fc,12,0.23076923076923078,False
157,429,center_width_lcmd,gradient_maxdet,b6971c619992f1971d1f63feb9973f0a5a43a63c8f94c4ea647cf40400646260,1a3d14d70acdd095d0683e7fad551d96135787b77068a06a3ef0e16b12e0684b,8e7f0adac4fd9ced8aa5bed9d6621058dcdb71539b9ebd1e4f7d30cfc336b7ea,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,True,8daa4dd1513dd0003f00a4723c75a26b6c55a6a0b5bca81c8a3ab7955bb45cff,10,0.18518518518518517,False
157,653,center_width_lcmd,center_width_lcmd,669a8203b927a55476bf6dea7e8db41681a733becc0fd8772e19da4de7b19433,dfb575be51bb20ea57d6fd0ddf9cac46adae048837384ac234f3a66fddbfa7fa,d6129ab73d6725ce1cb31db520e0e8537adfd1dccdf7c2d43aaa6f98209edce2,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,True,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,32,1.0,True
157,653,center_width_lcmd,kernel_ivr,669a8203b927a55476bf6dea7e8db41681a733becc0fd8772e19da4de7b19433,dfb575be51bb20ea57d6fd0ddf9cac46adae048837384ac234f3a66fddbfa7fa,d6129ab73d6725ce1cb31db520e0e8537adfd1dccdf7c2d43aaa6f98209edce2,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,True,78c6ed3e0d0efe0c478e75283df8549c689271edcf9a44bd8d01fb7cf182d3ba,2,0.03225806451612903,False
157,653,center_width_lcmd,gradient_maxdet,669a8203b927a55476bf6dea7e8db41681a733becc0fd8772e19da4de7b19433,dfb575be51bb20ea57d6fd0ddf9cac46adae048837384ac234f3a66fddbfa7fa,d6129ab73d6725ce1cb31db520e0e8537adfd1dccdf7c2d43aaa6f98209edce2,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,True,6e232241d9d25185a2b80438304bf29234a335362ebde2979166a1eb7fab92dc,1,0.015873015873015872,False
157,429,hybrid,center_width_lcmd,69ab4e5d8c74db304d79b41df13278852541d3250a7b0c7d6020a344adb463e3,6bc15c423c883f0f0449fd36fd9c0bc825416d1b03ce81f79b2671b15febe8ea,0476ea7354ebc25fada377db5f7c9d8c44cfdf6365a981d7c38e2f6f88e449dc,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,True,5c542ca965dbe651a640330bf001b5388f95a1df05993910afc1eede052f6d90,5,0.0847457627118644,False
157,429,hybrid,kernel_ivr,69ab4e5d8c74db304d79b41df13278852541d3250a7b0c7d6020a344adb463e3,6bc15c423c883f0f0449fd36fd9c0bc825416d1b03ce81f79b2671b15febe8ea,0476ea7354ebc25fada377db5f7c9d8c44cfdf6365a981d7c38e2f6f88e449dc,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,True,3b0f2f3cee5132b2e4e5a6d44bdd262f0925b4a2564738b9118abfbd8d9a7847,7,0.12280701754385964,False
157,429,hybrid,gradient_maxdet,69ab4e5d8c74db304d79b41df13278852541d3250a7b0c7d6020a344adb463e3,6bc15c423c883f0f0449fd36fd9c0bc825416d1b03ce81f79b2671b15febe8ea,0476ea7354ebc25fada377db5f7c9d8c44cfdf6365a981d7c38e2f6f88e449dc,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,True,dc5e30fab60ce805c67ba895f34db9ee6cc832f650f9452482c9a5860881c7cd,3,0.04918032786885246,False
157,653,hybrid,center_width_lcmd,8ff5e42a9e796de4178bc9737cc2a126d5676800b8ed0111a1235e03094f37cb,15d974538eb774d90e953452162dfa3478fbade81e5f184795ff59f420bc921c,1a36a8ae04e1a536d08a59442be9445ee48bf1e52b17f54bdad802eef18dad98,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,True,14f887c048eca091312260f85dd5faebcfbf92ca511a4d84abd92d1dae563624,1,0.015873015873015872,False
157,653,hybrid,kernel_ivr,8ff5e42a9e796de4178bc9737cc2a126d5676800b8ed0111a1235e03094f37cb,15d974538eb774d90e953452162dfa3478fbade81e5f184795ff59f420bc921c,1a36a8ae04e1a536d08a59442be9445ee48bf1e52b17f54bdad802eef18dad98,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,True,d16528feecf608a1c066ce727fa1aec945e0a8503205588309c3a4d27bedb9b8,0,0.0,False
157,653,hybrid,gradient_maxdet,8ff5e42a9e796de4178bc9737cc2a126d5676800b8ed0111a1235e03094f37cb,15d974538eb774d90e953452162dfa3478fbade81e5f184795ff59f420bc921c,1a36a8ae04e1a536d08a59442be9445ee48bf1e52b17f54bdad802eef18dad98,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,True,e519767521950e7522726b27ea5f9446a9344b98ba2ae8d0096da4801e295299,0,0.0,False
6101,429,center_width_lcmd,center_width_lcmd,c66c1b6297b6a7db35d97e41629c30a5020b4021b6e4402a3b738a57cf704eae,7789cb75f5d9c7d52b64d1bfa53643cda1a8d1798ed89453460c6a293e8e403c,c04bed18ed5f4c65ad0907d209c5fb03356ea298cd070aea333cf3132eba5a9e,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,True,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,32,1.0,True
6101,429,center_width_lcmd,kernel_ivr,c66c1b6297b6a7db35d97e41629c30a5020b4021b6e4402a3b738a57cf704eae,7789cb75f5d9c7d52b64d1bfa53643cda1a8d1798ed89453460c6a293e8e403c,c04bed18ed5f4c65ad0907d209c5fb03356ea298cd070aea333cf3132eba5a9e,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,True,340e5117b8816c839fb0c2f53ada543fe06f6f3f24ab3b89fbaee524bb8747f2,9,0.16363636363636364,False
6101,429,center_width_lcmd,gradient_maxdet,c66c1b6297b6a7db35d97e41629c30a5020b4021b6e4402a3b738a57cf704eae,7789cb75f5d9c7d52b64d1bfa53643cda1a8d1798ed89453460c6a293e8e403c,c04bed18ed5f4c65ad0907d209c5fb03356ea298cd070aea333cf3132eba5a9e,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,True,0320d89ed1253c327a1a75709cbdba9da2aa39ed0e2b4540e2d2603973b0b0a2,6,0.10344827586206896,False
