seed,budget,strategy,historical_selected_ids_hash,new_selected_ids_hash,intersection_count,exact_match,gradient_bank_hash,checkpoint_sha256,test_truth_access_count,latent_bank_hash,latent_array_exact_match,shortlist_size,historical_selection_path
157,429,historical_hybrid_exact_source_only,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,c15f7f7b848b5821bc81346ba49ac6c6a0e4e2b5398ec143a270ea2820947388,32,True,,69ab4e5d8c74db304d79b41df13278852541d3250a7b0c7d6020a344adb463e3,0,ad26f44c4276af9d9b10c912efb331fb9ef647ec12deb2fe36f0cab8e69d94e1,True,726,studies/active_learning/qgeognn_v2_row_sequential_b32/runtime/seed_157/hybrid/round_03/acquisition_artifacts/selected_next_batch.csv
157,653,historical_hybrid_exact_source_only,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,145fddadfe7855cd922208ecce859b36362e74d23a1324d920cd141682ee4d2c,32,True,,8ff5e42a9e796de4178bc9737cc2a126d5676800b8ed0111a1235e03094f37cb,0,63e045163cfb708d88133b5cc0c2bdfb1475b258ff66433ea353acc35e04a482,True,670,studies/active_learning/qgeognn_v2_row_sequential_b32/runtime/seed_157/hybrid/round_10/acquisition_artifacts/selected_next_batch.csv
6101,429,historical_hybrid_exact_source_only,3f1fac9640850101b926c7d7059ad73a6608c5a224b245a20b2468f750867dfe,3f1fac9640850101b926c7d7059ad73a6608c5a224b245a20b2468f750867dfe,32,True,,7fba053a492275e9b2e7aec8cbbbc03406dd45720b42749c4192c6e1fff0aac5,0,6c88feecbb4cc58a2054445154a894ff687cb2b5c5094a0c3980c24d6e77802a,True,726,studies/active_learning/qgeognn_v2_row_sequential_b32/runtime/seed_6101/hybrid/round_03/acquisition_artifacts/selected_next_batch.csv
6101,653,historical_hybrid_exact_source_only,e98862805025550c229be00366a9d2ef20367cec735093984c38bf335c4da8b6,e98862805025550c229be00366a9d2ef20367cec735093984c38bf335c4da8b6,32,True,,1348f3bae96c23eb2a72c6b82e2efa31766499f3e1c526439ee0bdd603cc17d1,0,58f90c3c4caae7a43f4c0f466cb2ccb64333a93ac76cbc47fffda1244f96f1e9,True,670,studies/active_learning/qgeognn_v2_row_sequential_b32/runtime/seed_6101/hybrid/round_10/acquisition_artifacts/selected_next_batch.csv
