active_label_count,candidate_pool_size,raw_gradient_norm_mean,raw_gradient_norm_std,raw_gradient_norm_p50,raw_gradient_norm_p90,raw_gradient_norm_p95,raw_gradient_norm_max,raw_gradient_effective_rank_participation_ratio,raw_gradient_coverage_nearest_distance_mean,raw_gradient_coverage_nearest_distance_median,raw_gradient_coverage_nearest_distance_p90,raw_gradient_coverage_nearest_distance_max,cw_gradient_norm_mean,cw_gradient_norm_std,cw_gradient_norm_p50,cw_gradient_norm_p90,cw_gradient_norm_p95,cw_gradient_norm_max,cw_gradient_effective_rank_participation_ratio,cw_gradient_coverage_nearest_distance_mean,cw_gradient_coverage_nearest_distance_median,cw_gradient_coverage_nearest_distance_p90,cw_gradient_coverage_nearest_distance_max,recent_validation_nrmse,recent_validation_last_step_delta,recent_validation_2step_linear_slope_per_label,recent_validation_3step_linear_slope_per_label,seed,source_trajectory,anchor_budget,state_kind,raw_gradient_bank_hash,cw_gradient_bank_hash,ivr_integrated_variance_before,ivr_predicted_total_reduction_B32,ivr_predicted_relative_reduction_B32,maxdet_total_marginal_logdet_gain_B32,cw_lcmd_largest_cluster_score_first,strategy,rollout_step,gradient_extraction_seconds,current_validation_nrmse
461,2869,169.77220132302818,147.02578405285837,116.52990668366745,356.41160191786497,484.4492139265242,1145.2585978600666,7.35947330894603,72.73998048358612,62.314359212660804,148.62002089780896,462.37378943706227,195.85472449714266,132.91609983321598,153.27685875555983,359.94081858393116,484.7756522660191,1069.7692984601508,10.632020006473375,85.31911242737682,77.95389946631643,169.4857369717539,510.2890937900311,0.5537142341525686,-0.0604082932769654,-0.0022217808289751724,-0.0024039990231773303,157,hybrid,429,branch_after_1,0a895587b8589ae1d53a1a17d3935d8ce6f6537342c906903b37c5f3a525c092,aa6f3a0f26c13c1df78259155110445d7b8f80fdb290224eeb272e4449590175,0.14132191764079216,,0.11557592534365904,13.718659157711475,,center_width_lcmd,1.0,82.85453329200391,0.5537142341525686
461,2869,160.60300655125295,140.78042273875897,110.33046654978038,314.14426616449043,467.4054236375947,1226.7038139433914,7.1524493619661,68.6138762017639,58.10961495186769,145.32629377559257,479.23798780545985,177.35404900434222,132.8044874102712,137.02239514344237,337.78685895021664,434.8617359492089,1255.1530457698493,9.180338267835218,74.94759636802775,66.31776134968528,154.27861628070676,442.4431748665125,0.5777573418585972,-0.03636518557093682,-0.001846107271068474,-0.0021785948884333116,157,hybrid,429,branch_after_1,ac1d6b56e6ae33486a5cfb5ec93dc48db258d23777d22a3cf9d87770d5cfbaeb,62094ac2d287a6187e10e8def872474192e04f7fd4668f2a9d4760a13b9619f6,0.13291850685863354,,0.09507308760055805,10.914993839564126,,kernel_ivr,1.0,71.8020710000128,0.5777573418585972
461,2869,154.4487166757531,140.52643830327798,107.10780590443207,294.81177892381504,438.63486486398256,1195.4205915694702,5.724129871529327,63.100433973617776,52.48372543445095,135.5776527670065,373.66824912421447,164.39102747609314,131.04347893017777,123.12721984760788,311.17687026401575,432.1975629177059,1263.954049450839,7.942913453095005,67.83850177315091,58.629983339136366,144.01111811241097,432.6188778589595,0.5823577387514366,-0.0317647886780974,-0.001774226069617857,-0.0021354661675629426,157,hybrid,429,branch_after_1,4eebd1512cfe4b598aca4a9745d8b652512f39566e764dff7addc6ffb4e6789e,def3c0179828cd03e36ae66e46c89e84d9196c25f963d2d1adbb57dc1785686d,0.11669921007172525,,0.09867075329878865,9.08483607312144,,gradient_maxdet,1.0,111.18611808301648,0.5823577387514366
685,2645,189.79074471809304,179.85442786175744,121.63059798186129,408.4740715267309,566.534094436325,1427.466232519564,6.748866207896319,49.34683121710385,50.95267874119714,109.36672367479231,299.8142679924628,206.7291419837615,163.85214715585585,151.26719563706007,403.7358692772929,528.4466237941258,1384.4798192920393,9.157334075304222,57.861171397108926,61.09667631309196,126.48637096412797,299.0214442732777,0.3980409159790733,-0.007190334064621384,-0.00036356779827624786,-0.0007395355284699414,157,hybrid,653,branch_after_1,683ecc8fa893606e3caf64bbe5fe4d7252bf346344b99da15f19418d72b69423,8a90882ffcc773001bdee2da78d6c8cb188480f15b7dd8ec6f32243e3acb69a2,0.1010602814083306,,0.05739656823260969,9.749548187284773,,center_width_lcmd,1.0,212.82248041700223,0.3980409159790733
685,2645,178.95101876132856,142.42928765765728,125.63276556986783,347.78075394382216,470.4137884418388,994.0448830003156,10.031899266973134,58.47806222045787,59.17367230602141,129.2857146191428,351.07013670964426,207.54226768955928,132.38660840487037,166.94656683767124,380.351080467344,471.96358323011185,987.6117087531995,14.561746739016659,71.92882106578193,73.89225773134582,158.86435400692704,353.4042300129415,0.3909813914120189,-0.014249858631675827,-0.0004738728696364732,-0.0008057185712860771,157,hybrid,653,branch_after_1,ac720eb8279cb75faa059e873dee940fdbfbc33425103a7fc55df06938a3af08,dc45ccaaff11b7c32624a8eace91020b8b556ce4e8b14bb1f8e1bc6772424cb0,0.12117885257361848,,0.04740791325889956,9.151415282167164,,kernel_ivr,1.0,85.25953404197935,0.3909813914120189
685,2645,184.58726802069083,156.6073943118746,123.16582266955666,379.15307381034995,522.224774209884,1127.8562318577274,9.068147049340528,57.6115126421689,55.7252100838949,126.23446557700129,359.9144161973011,207.81942541701974,141.660172479796,159.9792900481939,385.67848640140494,495.2893029792779,1118.2348549396386,12.735433066580331,70.06681484192626,70.98891647490568,150.8362426882863,349.0860698433412,0.3863565386309732,-0.018874711412721512,-0.0005461361943403131,-0.000849076566108379,157,hybrid,653,branch_after_1,d8311ff63da3be4c2f7375d8a8f85c5031587a7bb7527aafc141221968cc1224,9b1385cc7e6e1871d68603d8269ea32a4b29303fb4c380c0bfe147015cfbe729,0.10811738564638677,,0.047210826488321346,7.963822175854903,,gradient_maxdet,1.0,92.93589779202011,0.3863565386309732
429,2901,185.37411981150117,166.2051300508196,123.1873869608648,401.6597244810772,562.876407690612,1301.810607557183,5.12119343372464,75.6171786374804,62.73412169460775,161.04342095115382,489.64547075501787,171.45512677086637,139.41867879733755,119.56597484025562,352.97550823502615,498.36393801744833,996.0365145556148,6.635442266342064,70.4156777573855,59.69356458902352,152.60932697165293,368.8537702721398,0.7964877990422428,-0.1065368213783219,-0.001476580991883,-0.0020661287698225,6101,center_width_lcmd,429,anchor,2cf1292df2ef601eeee481597bf9233bd2d134720788731273098c8665082a37,58568277a903b1cd8b16774851e57308443662bd812e6ada7b7c65a6d212580d,0.1378242801858989,0.0184112272872875,0.1335847882713721,15.45404056832635,517733.5398543766,,,,
653,2677,216.716922966952,208.85149592826923,137.56749508375205,490.956861366258,694.5215649994263,1900.437338858617,8.105578731747292,55.8581069210324,58.09946483146151,119.28766485586804,387.0575184405222,195.02042976327215,174.1538888939013,131.33931488642958,409.44981498464904,581.013976454869,1475.7800892938667,9.754863461188416,51.48702630806751,52.90735179827985,109.50023436313477,368.332844359784,0.4615693180861083,-0.0268578403144172,-0.0004033248599296,-0.0004959263438713,6101,center_width_lcmd,653,anchor,ad75a7de587aa4c791e3bbb7d78109f94a52fba7ae051ec25b6adc179661285c,2fa030705249184fc831f05f9e84de2e30d893391857d4fbecc0e03608a4acea,0.1045512590643394,0.0071244977803529,0.0681435866398184,11.089752558110233,273817.5278174401,,,,
429,2901,171.79123129466012,141.02862832521492,120.80851744416924,334.5824138824672,461.2073365610768,1431.5838022449382,7.964117034257145,78.3804193715011,65.31079764609929,175.52424882840276,411.4883301950008,159.66466607814823,126.19948852558954,115.05993419882566,302.282860742332,400.3975898265122,1168.9811536916482,9.070063957712051,72.51621402764732,63.267638382498475,159.93187386724497,346.91827970089463,0.6765437783278625,-0.1675393567486331,-0.0048290913801171,-0.0036704731186344,6101,hybrid,429,anchor,3cd3a9c364abc269bff778e1f4258b921cae4655d05737667043fb8baa2c2783,0535885500ffd895f7f92d8581e64bbe90b22da513875629ee8535fc33a865c7,0.1470730825569879,0.0165764572691806,0.1127089810112436,11.523760133126736,662973.8291708393,,,,
653,2677,219.95040024519716,207.64546140198453,139.71616583263165,488.57588796817606,683.6207301311738,1841.1236173260472,7.480733859449682,61.44159310216907,62.94175703320713,129.96243433365797,441.1230080258137,199.98574872195823,173.6665174058002,135.76849745645848,417.5637899627761,566.0992920416152,1490.1294376103892,8.82805414977121,57.65092283014626,61.08806691177821,120.909091420043,332.143667794176,0.4594665964542902,-0.0122852134337568,-0.0008476961984958,-0.0008844040265658,6101,hybrid,653,anchor,a8b21320ece6d864c93da93cf2576e3a2ef63403ea4f4b610b2c46fc23d52963,152fdb16acc9bd158d90e765fd1fbb169f8a8607b780151d2ec0ad756a6a1824,0.1033417951428749,0.0069193786721478,0.0669562461401169,10.34574891671388,520738.89969294466,,,,
