seed,budget,strategy,historical_selected_ids_hash,new_selected_ids_hash,intersection_count,exact_match,gradient_bank_hash,checkpoint_sha256,test_truth_access_count,gradient_array_exact_match,gradient_max_abs_error,transform_hash,historical_selection_path
157,429,kernel_ivr,f81dde7c3b8ea4727ba56285d58ef9f863dcfffed2efc45f79d165d02ff4d5a2,f81dde7c3b8ea4727ba56285d58ef9f863dcfffed2efc45f79d165d02ff4d5a2,32,True,5cf88f2406797905e2ff6e54a3d90da66671e3d39d651ad04df263a8a08a8669,a71877576d4028f23d684ccee46e5b8503273052c639258c8d7c50cc32b21195,0,True,0.0,b815935a22203bf02d1f1feab3b6ac9310685740471b808f2c23c7324e3c2199,studies/active_learning/qgeognn_v2_row_kernel_ivr_b32/runtime/seed_157/round_03/selection.json
6101,429,kernel_ivr,3cbb5e648ad68b5f5e19e8e58e4a201f4b65d5966c2927a5428da1d5a3760605,3cbb5e648ad68b5f5e19e8e58e4a201f4b65d5966c2927a5428da1d5a3760605,32,True,a3ed602ccd362ce50fe111b8f1acba5d67a4c50d85d2363076ddb5acf2ba3160,760e891999a641a75a2f978c1daff7b1213fad23e41e2f1f4b9b217d752ee0b5,0,True,0.0,1964ded53348aefc0acd5b0781fe0aaf52cf32b12a1bbf5d2a4d5feb4d2a9a0a,studies/active_learning/qgeognn_v2_row_kernel_ivr_b32/runtime/seed_6101/round_03/selection.json
