seed,budget,strategy,historical_selected_ids_hash,new_selected_ids_hash,intersection_count,exact_match,gradient_bank_hash,checkpoint_sha256,test_truth_access_count,transform_hash,gradient_array_exact_match,gradient_max_abs_error,historical_selection_path
157,429,center_width_lcmd,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,14335b6d07285ac903b114b9944f9c1d3a99358f4be9a1e69e956063580abfb9,32,True,d6606579b650cbd0350ca2c1bb5e37e4abffafcae0e0bb11d655753f0e5d90f2,b6971c619992f1971d1f63feb9973f0a5a43a63c8f94c4ea647cf40400646260,0,79efdef7ecb580b3b45aa3cca4624d5b56830afe7a4dc81eff52b054798f2a45,True,0.0,studies/active_learning/qgeognn_v2_row_cw_lcmd_to_525/runtime/seed_157/center_width_lcmd/round_03/acquisition_artifacts/selected_next_batch.csv
157,653,center_width_lcmd,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,78fba9c39e321d108950c925fdbf3bf31733a3d20608538816b32e65af3dbc84,32,True,8723ec940cb22aec8022874e8509ec15ffec0c5c5f72270bcdfdbfb30c94b354,669a8203b927a55476bf6dea7e8db41681a733becc0fd8772e19da4de7b19433,0,79efdef7ecb580b3b45aa3cca4624d5b56830afe7a4dc81eff52b054798f2a45,True,0.0,studies/active_learning/qgeognn_v2_row_cw_lcmd_to_1005/runtime/seed_157/center_width_lcmd/round_10/acquisition_artifacts/selected_next_batch.csv
6101,429,center_width_lcmd,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,1fe3a0136a9e6a1b8692bc7088d2188a83c369803f126ab1bfaa76d34e3a1610,32,True,ac46950f8d87e1fa6c701bbccbe167b484d96955c9b84e00935efa4d6979c4f6,c66c1b6297b6a7db35d97e41629c30a5020b4021b6e4402a3b738a57cf704eae,0,85f556e10bcead6a46be9f24566b80a900bc43ee03c4f3afc995b0848a950b0b,True,0.0,studies/active_learning/qgeognn_v2_row_cw_lcmd_to_525/runtime/seed_6101/center_width_lcmd/round_03/acquisition_artifacts/selected_next_batch.csv
6101,653,center_width_lcmd,0610b3ff66971427afd5ed85c69aaa6a53e28b87455e9629a860c9c054372209,0610b3ff66971427afd5ed85c69aaa6a53e28b87455e9629a860c9c054372209,32,True,77ac40cfc97502042423e0962ddfeca15f9e36567af4360a44bc7594de9c0158,db77aad40175f9b4c1820d25a6711a418d76cd32f335027d1fc2dc837efb097c,0,85f556e10bcead6a46be9f24566b80a900bc43ee03c4f3afc995b0848a950b0b,True,0.0,studies/active_learning/qgeognn_v2_row_cw_lcmd_to_1005/runtime/seed_6101/center_width_lcmd/round_10/acquisition_artifacts/selected_next_batch.csv
