outer_seed,method,AULC_653_1005
157,center_width_lcmd,0.4768569113156714
157,gradient_maxdet,0.4893946287504374
157,hybrid,0.5450333736480878
157,kernel_ivr,0.4976176033418215
157,lcmd,0.5222916407784498
6101,center_width_lcmd,0.554150544732759
6101,gradient_maxdet,0.6357095255947433
6101,hybrid,0.5189743692271719
6101,kernel_ivr,0.6051399012415877
6101,lcmd,0.5480313871940041
