outer_seed,method,AULC_525_1005
157,center_width_lcmd,0.48487239978163177
157,gradient_maxdet,0.49612945893672694
157,hybrid,0.5554688901781373
157,kernel_ivr,0.5047224324837486
157,lcmd,0.5405708067258611
6101,center_width_lcmd,0.5823797421049937
6101,gradient_maxdet,0.6613891163874128
6101,hybrid,0.5510224888664649
6101,kernel_ivr,0.6365288021647292
6101,lcmd,0.5711631001543774
