outer_seed,method,round,active_label_count,combined_normalized_RMSE,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2
157,hybrid,5,493,0.6172944012711266,4.717050385507753,2.4290505270306153,0.598040056961015,6.391618524416658,3.454341670020307,0.8211267427091068
157,hybrid,6,525,0.6030324666714807,4.6241936509110575,2.319102378772031,0.6137097276952275,6.194942172380761,3.4468821324318717,0.8319655860907592
157,hybrid,7,557,0.5606878003081199,4.115832939445092,2.048120246516715,0.6939747772814662,6.285280247000848,3.254123526511433,0.8270291118228157
157,hybrid,8,589,0.6032953106385802,4.6266406843002,2.178618572312865,0.6133007849157541,6.196323430446169,3.1403563680122795,0.8318906459999447
157,hybrid,9,621,0.5831137793834519,4.511767562120515,2.1250878386646153,0.6322648189622673,5.865243098495889,2.8838632878639716,0.8493754521062086
157,hybrid,10,653,0.576106237754402,4.478396093489879,2.0445498493935563,0.6376846364630062,5.728562143694441,2.790783142300247,0.8563138264363899
157,hybrid,11,685,0.5540036487610771,4.320060462355987,1.9462075953860936,0.6628513726765823,5.46539639211666,2.7534092839101523,0.8692122544858367
157,hybrid,12,717,0.5464585136592904,4.263289437895376,1.9635546744870336,0.6716542630583232,5.384272279749694,2.643313287831039,0.8730660632126415
157,hybrid,13,749,0.5269296831121797,4.099776800828432,1.8668406672900817,0.6963577696721461,5.227845007535901,2.564392432892065,0.880334453433878
157,hybrid,14,781,0.5445312706584853,4.303373397689659,1.934397186878488,0.6654509451599283,5.182306890446295,2.441249052683512,0.8824101117221721
157,hybrid,15,813,0.5622645432596157,4.467456084991268,2.027385911209692,0.63945263182973,5.268832512558506,2.4854315682280834,0.8784506869747721
