outer_seed,method,AULC_429_1005
157,center_width_lcmd,0.49738395094019683
157,gradient_maxdet,0.5143522379784868
157,hybrid,0.5646563187194478
157,kernel_ivr,0.5177382416141757
157,lcmd,0.5593770610685436
6101,center_width_lcmd,0.6086729901473871
6101,gradient_maxdet,0.679103373505263
6101,hybrid,0.5849753631569375
6101,kernel_ivr,0.6555041072933947
6101,lcmd,0.6101446163600734
