column,protocol,candidate,reference,n_pairs,V1_rmse_delta_mean,V1_rmse_delta_median,V1_rmse_wins,V1_rmse_relative_gain,V1_mae_delta_mean,V1_mae_delta_median,V1_mae_wins,V1_mae_relative_gain,V2_rmse_delta_mean,V2_rmse_delta_median,V2_rmse_wins,V2_rmse_relative_gain,V2_mae_delta_mean,V2_mae_delta_median,V2_mae_wins,V2_mae_relative_gain,combined_normalized_rmse_delta_mean,combined_normalized_rmse_delta_median,combined_normalized_rmse_wins,combined_normalized_rmse_relative_gain
25g,compound,CENTER_MAGNITUDE,M3_CENTER_WIDTH,5,-0.06245764817614017,-0.18839408375480815,4,0.008094764247730146,0.22761895407104138,0.22849668621462804,0,-0.05032485687368493,0.02943732986010623,0.15259833567194114,2,-0.002746795870145924,0.12524541789547375,0.20394162073035726,1,-0.017940926889719266,-0.003830649865811009,-0.012032380788463803,4,0.004573085829335133
25g,row,CENTER_MAGNITUDE,M3_CENTER_WIDTH,5,0.028601918855994057,0.04191547781358107,2,-0.0039601731279590435,0.17652881969428852,0.11541297345227353,1,-0.039752625705636646,0.019607641888077863,0.08297484085001905,2,-0.001979277590451689,0.10741641009262644,0.11732168526070819,1,-0.016017167125092824,0.0026226475567443287,0.0018862884456601892,1,-0.003357955354971187
40g,compound,CENTER_MAGNITUDE,M3_CENTER_WIDTH,5,0.19540047117399872,0.22507859542097108,0,-0.01342409783814813,0.12312487914676815,0.12462019819768066,0,-0.013019664050914148,0.16187487814455323,0.21434571778510403,0,-0.008628593134967444,0.09997277655617723,0.1173615656699436,1,-0.007364066147255155,0.0186051092817169,0.01972016248559827,0,-0.012041084272529368
40g,row,CENTER_MAGNITUDE,M3_CENTER_WIDTH,5,0.07049264164193972,0.12196950100571158,1,-0.004812519058586817,0.06548311630480619,0.08125207254716571,0,-0.006813444651674105,0.040545676918424076,0.006278370331443739,2,-0.002119666729604397,0.045875756329952465,0.000592148585575103,2,-0.003375788659214951,0.006281871477944368,0.008989948702904371,1,-0.004024909216154615
25g,compound,CENTER_CONDITIONED_WIDTH,M3_CENTER_WIDTH,5,-0.3711492303881698,-0.4547732065815344,5,0.048102443951234974,0.01815765455385172,0.028624987092139342,2,-0.004014522298082301,0.33118032690996024,0.3268030598426819,1,-0.030902420788602836,0.09156951022429691,0.1611556318760936,1,-0.013116981969213404,-0.01862457647793343,-0.01633990203364144,5,0.022234291765681036
25g,row,CENTER_CONDITIONED_WIDTH,M3_CENTER_WIDTH,5,-0.04802048906810778,0.042823440178827,2,0.006648835393053054,0.09473699218866774,0.09862199117116521,1,-0.02133387736617709,0.0652618798289776,0.06022290919196038,2,-0.006587807804403933,-0.03604870839106074,-0.050620278351626524,3,0.005375325673660614,-0.0019487939247323284,0.002164611248627213,2,0.0024951743814990435
40g,compound,CENTER_CONDITIONED_WIDTH,M3_CENTER_WIDTH,5,0.10859873103597124,0.13258163540215762,0,-0.007460780323438554,0.06411360472927896,0.08016636914229913,1,-0.006779601332020491,0.0572484680478631,0.056163138870999774,2,-0.003051577514974646,0.04764953950292998,0.02995582596632751,0,-0.0035098991232742627,0.009594784110343691,0.011477068913797073,0,-0.006209670811388568
40g,row,CENTER_CONDITIONED_WIDTH,M3_CENTER_WIDTH,5,0.035203101447534024,0.0852665108876316,1,-0.002403308950998939,0.03230232830862647,0.041934517421884365,2,-0.0033610209542651592,-0.004203412219660407,-0.06304586973134718,3,0.0002197480399885876,-0.016134942760159632,-0.048301861425031234,3,0.0011872971945154909,0.002523077227660586,0.0062698606928370815,1,-0.001616581431558517
