column,protocol,seed,fold,method,selected_penalty,free_coefficients,fit_center_scale,fit_width_scale,fit_center_scale_expected,projection_frequency,raw_v2_lt_v1_rate,extra_coefficient,extra_coefficient_std,extra_coefficient_positive_fraction
40g,compound,1425370602,2,CENTER_MAGNITUDE,0.1,7,3.141452808036786,3.7227320416780287,3.141452808036786,0.0,0.0,0.013322000896165531,,
40g,compound,1425370602,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.141452808036786,3.7227320416780287,3.141452808036786,0.0,0.0,-0.006195121257963843,,
40g,compound,1425370602,3,M3_CENTER_WIDTH,0.1,6,3.385849723264253,3.923466001759309,3.385849723264253,0.0,0.0,,,
40g,compound,1425370602,3,CENTER_MAGNITUDE,0.1,7,3.385849723264253,3.923466001759309,3.385849723264253,0.0,0.0,-0.022230633798497736,,
40g,compound,1425370602,3,CENTER_CONDITIONED_WIDTH,0.0,7,3.385849723264253,3.923466001759309,3.385849723264253,0.0,0.0,0.01350058077204963,,
40g,compound,1425370602,4,M3_CENTER_WIDTH,0.1,6,3.329926286988817,3.7963119954334505,3.329926286988817,0.0,0.0,,,
40g,compound,1425370602,4,CENTER_MAGNITUDE,0.1,7,3.329926286988817,3.7963119954334505,3.329926286988817,0.0,0.0,-0.016690882653243835,,
40g,compound,1425370602,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.329926286988817,3.7963119954334505,3.329926286988817,0.0,0.0,-0.019047892750513103,,
40g,compound,536279090,0,M3_CENTER_WIDTH,0.1,6,3.193248036938264,3.5432326444539117,3.193248036938264,0.0,0.0,,,
40g,compound,536279090,0,CENTER_MAGNITUDE,0.1,7,3.193248036938264,3.5432326444539117,3.193248036938264,0.0,0.0,0.021074225104960997,,
40g,compound,536279090,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.193248036938264,3.5432326444539117,3.193248036938264,0.0,0.0,-0.007835644549984458,,
40g,compound,536279090,1,M3_CENTER_WIDTH,0.1,6,3.307171960442445,3.764084641155624,3.307171960442445,0.0,0.0,,,
40g,compound,536279090,1,CENTER_MAGNITUDE,0.1,7,3.307171960442445,3.764084641155624,3.307171960442445,0.0,0.0,-0.0021813307649273966,,
40g,compound,536279090,1,CENTER_CONDITIONED_WIDTH,0.1,7,3.307171960442445,3.764084641155624,3.307171960442445,0.0,0.0,-0.018332604129168612,,
40g,compound,536279090,2,M3_CENTER_WIDTH,0.1,6,3.050065080292224,3.618056446309421,3.050065080292224,0.0,0.0,,,
40g,compound,536279090,2,CENTER_MAGNITUDE,0.1,7,3.050065080292224,3.618056446309421,3.050065080292224,0.0,0.0,0.010095725320763735,,
40g,compound,536279090,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.050065080292224,3.618056446309421,3.050065080292224,0.0,0.0,0.0008503952803186271,,
40g,compound,536279090,3,M3_CENTER_WIDTH,0.1,6,3.2401889663953494,3.8606816236407577,3.2401889663953494,0.0,0.0,,,
40g,compound,536279090,3,CENTER_MAGNITUDE,0.1,7,3.2401889663953494,3.8606816236407577,3.2401889663953494,0.0,0.0,-0.009674061805823638,,
40g,compound,536279090,3,CENTER_CONDITIONED_WIDTH,0.0,7,3.2401889663953494,3.8606816236407577,3.2401889663953494,0.0,0.0,0.027299035397867398,,
40g,compound,536279090,4,M3_CENTER_WIDTH,0.1,6,3.3082833936467138,3.742957804368392,3.3082833936467138,0.0,0.0,,,
40g,compound,536279090,4,CENTER_MAGNITUDE,0.1,7,3.3082833936467138,3.742957804368392,3.3082833936467138,0.0,0.0,-0.0012228515048938059,,
40g,compound,536279090,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.3082833936467138,3.742957804368392,3.3082833936467138,0.0,0.0,-0.00751268634556079,,
40g,compound,2767143051,0,M3_CENTER_WIDTH,0.1,6,3.220139401241865,3.8244466032100184,3.220139401241865,0.0,0.0,,,
40g,compound,2767143051,0,CENTER_MAGNITUDE,0.1,7,3.220139401241865,3.8244466032100184,3.220139401241865,0.0,0.0,-0.007845383250641153,,
40g,compound,2767143051,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.220139401241865,3.8244466032100184,3.220139401241865,0.0,0.0,-0.007315659093733012,,
40g,compound,2767143051,1,M3_CENTER_WIDTH,0.1,6,3.1463265161662197,3.592466421365427,3.1463265161662197,0.0,0.0,,,
40g,compound,2767143051,1,CENTER_MAGNITUDE,0.1,7,3.1463265161662197,3.592466421365427,3.1463265161662197,0.0,0.0,-0.006100663898730811,,
40g,compound,2767143051,1,CENTER_CONDITIONED_WIDTH,0.1,7,3.1463265161662197,3.592466421365427,3.1463265161662197,0.0,0.0,-0.006732734477808436,,
40g,compound,2767143051,2,M3_CENTER_WIDTH,0.1,6,3.2823758117183743,3.707021904481518,3.2823758117183743,0.0,0.0,,,
40g,compound,2767143051,2,CENTER_MAGNITUDE,0.1,7,3.2823758117183743,3.707021904481518,3.2823758117183743,0.0,0.0,-0.006596689699727423,,
40g,compound,2767143051,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.2823758117183743,3.707021904481518,3.2823758117183743,0.0,0.0,0.0017521084349415782,,
40g,compound,2767143051,3,M3_CENTER_WIDTH,0.1,6,3.1576436388366926,3.6543780442133995,3.1576436388366926,0.0,0.0,,,
40g,compound,2767143051,3,CENTER_MAGNITUDE,0.1,7,3.1576436388366926,3.6543780442133995,3.1576436388366926,0.0,0.0,0.01587887116293462,,
40g,compound,2767143051,3,CENTER_CONDITIONED_WIDTH,0.1,7,3.1576436388366926,3.6543780442133995,3.1576436388366926,0.0,0.0,0.006360788326628548,,
40g,compound,2767143051,4,M3_CENTER_WIDTH,0.1,6,3.2931749095272167,3.8286472644461647,3.2931749095272167,0.0,0.0,,,
40g,compound,2767143051,4,CENTER_MAGNITUDE,0.1,7,3.2931749095272167,3.8286472644461647,3.2931749095272167,0.0,0.0,-0.018074887999190357,,
40g,compound,2767143051,4,CENTER_CONDITIONED_WIDTH,0.0,7,3.2931749095272167,3.8286472644461647,3.2931749095272167,0.0,0.0,0.021069385020521043,,
40g,compound,1362771960,0,M3_CENTER_WIDTH,0.1,6,3.3291761473431136,3.7914959862965856,3.3291761473431136,0.0,0.0,,,
40g,compound,1362771960,0,CENTER_MAGNITUDE,0.1,7,3.3291761473431136,3.7914959862965856,3.3291761473431136,0.0,0.0,-0.010309233106847913,,
40g,compound,1362771960,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.3291761473431136,3.7914959862965856,3.3291761473431136,0.0,0.0,-0.01852319538509832,,
40g,compound,1362771960,1,M3_CENTER_WIDTH,0.1,6,3.317975784580331,3.7160529373001063,3.317975784580331,0.0,0.0,,,
40g,compound,1362771960,1,CENTER_MAGNITUDE,0.0,7,3.317975784580331,3.7160529373001063,3.317975784580331,0.0,0.0,-0.03157651407751892,,
40g,compound,1362771960,1,CENTER_CONDITIONED_WIDTH,0.1,7,3.317975784580331,3.7160529373001063,3.317975784580331,0.0,0.0,-0.010593472905198183,,
40g,compound,1362771960,2,M3_CENTER_WIDTH,0.1,6,3.3806030521588566,3.8175897921735267,3.3806030521588566,0.0,0.0,,,
40g,compound,1362771960,2,CENTER_MAGNITUDE,0.1,7,3.3806030521588566,3.8175897921735267,3.3806030521588566,0.0,0.0,-0.0097516507050858,,
40g,compound,1362771960,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.3806030521588566,3.8175897921735267,3.3806030521588566,0.0,0.0,-0.012673994541089754,,
40g,compound,1362771960,3,M3_CENTER_WIDTH,0.1,6,3.155734789284539,3.7213587241321036,3.155734789284539,0.0,0.0,,,
40g,compound,1362771960,3,CENTER_MAGNITUDE,0.1,7,3.155734789284539,3.7213587241321036,3.155734789284539,0.0,0.0,0.008775835489954767,,
40g,compound,1362771960,3,CENTER_CONDITIONED_WIDTH,0.1,7,3.155734789284539,3.7213587241321036,3.155734789284539,0.0,0.0,-0.01280413196869039,,
40g,compound,1362771960,4,M3_CENTER_WIDTH,0.1,6,3.3716921088755156,3.9069178251537826,3.3716921088755156,0.0,0.0,,,
40g,compound,1362771960,4,CENTER_MAGNITUDE,0.1,7,3.3716921088755156,3.9069178251537826,3.3716921088755156,0.0,0.0,-0.013199119296425177,,
40g,compound,1362771960,4,CENTER_CONDITIONED_WIDTH,0.0,7,3.3716921088755156,3.9069178251537826,3.3716921088755156,0.0,0.0,0.007156784231416432,,
40g,row,769539383,0,M3_CENTER_WIDTH,0.1,6,3.3435497916461947,3.861666139184316,3.3435497916461947,0.0,0.0,,,
40g,row,769539383,0,CENTER_MAGNITUDE,0.1,7,3.3435497916461947,3.861666139184316,3.3435497916461947,0.0,0.0,0.00514130559093277,,
40g,row,769539383,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.3435497916461947,3.861666139184316,3.3435497916461947,0.0,0.0,-0.007147885288088109,,
40g,row,769539383,1,M3_CENTER_WIDTH,0.0,6,3.4039965429111674,3.821147059488625,3.4039965429111674,0.0,0.0,,,
40g,row,769539383,1,CENTER_MAGNITUDE,0.0,7,3.4039965429111674,3.821147059488625,3.4039965429111674,0.0,0.0,0.007682096829014018,,
40g,row,769539383,1,CENTER_CONDITIONED_WIDTH,0.0,7,3.4039965429111674,3.821147059488625,3.4039965429111674,0.0,0.0,0.029736960111753537,,
40g,row,769539383,2,M3_CENTER_WIDTH,0.1,6,3.1607101205633974,3.8595495167787197,3.1607101205633974,0.0,0.0,,,
40g,row,769539383,2,CENTER_MAGNITUDE,0.1,7,3.1607101205633974,3.8595495167787197,3.1607101205633974,0.0,0.0,-7.1155148213774965e-06,,
40g,row,769539383,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.1607101205633974,3.8595495167787197,3.1607101205633974,0.0,0.0,-0.009543403369714038,,
40g,row,769539383,3,M3_CENTER_WIDTH,0.1,6,3.347530970478167,3.688728735072522,3.347530970478167,0.0,0.0,,,
40g,row,769539383,3,CENTER_MAGNITUDE,0.1,7,3.347530970478167,3.688728735072522,3.347530970478167,0.0,0.0,-1.8394650580008587e-05,,
40g,row,769539383,3,CENTER_CONDITIONED_WIDTH,0.1,7,3.347530970478167,3.688728735072522,3.347530970478167,0.0,0.0,-0.005225215205219976,,
40g,row,769539383,4,M3_CENTER_WIDTH,0.1,6,3.215986176850022,3.676622562557983,3.215986176850022,0.0,0.0,,,
40g,row,769539383,4,CENTER_MAGNITUDE,0.1,7,3.215986176850022,3.676622562557983,3.215986176850022,0.0,0.0,0.006128289068753816,,
40g,row,769539383,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.215986176850022,3.676622562557983,3.215986176850022,0.0,0.0,-0.008117203479422954,,
40g,row,1425370602,0,M3_CENTER_WIDTH,0.1,6,3.0571487181548815,3.458118491385014,3.0571487181548815,0.0,0.0,,,
40g,row,1425370602,0,CENTER_MAGNITUDE,0.0,7,3.0571487181548815,3.458118491385014,3.0571487181548815,0.0,0.0,0.06776033045826382,,
40g,row,1425370602,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.0571487181548815,3.458118491385014,3.0571487181548815,0.0,0.0,-0.012846178655397474,,
40g,row,1425370602,1,M3_CENTER_WIDTH,0.1,6,3.2265698273163474,3.6333151305978486,3.2265698273163474,0.0,0.0,,,
40g,row,1425370602,1,CENTER_MAGNITUDE,0.1,7,3.2265698273163474,3.6333151305978486,3.2265698273163474,0.0,0.0,-0.002807292763596261,,
40g,row,1425370602,1,CENTER_CONDITIONED_WIDTH,0.1,7,3.2265698273163474,3.6333151305978486,3.2265698273163474,0.0,0.0,-0.009547081684392764,,
40g,row,1425370602,2,M3_CENTER_WIDTH,0.1,6,3.147645173497432,3.549571106351928,3.147645173497432,0.0,0.0,,,
40g,row,1425370602,2,CENTER_MAGNITUDE,0.1,7,3.147645173497432,3.549571106351928,3.147645173497432,0.0,0.0,-0.004091297226497297,,
40g,row,1425370602,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.147645173497432,3.549571106351928,3.147645173497432,0.0,0.0,-0.005111746684839887,,
40g,row,1425370602,3,M3_CENTER_WIDTH,0.1,6,3.1778834862041987,3.6717243240978457,3.1778834862041987,0.0,0.0,,,
40g,row,1425370602,3,CENTER_MAGNITUDE,0.1,7,3.1778834862041987,3.6717243240978457,3.1778834862041987,0.0,0.0,-0.002157842828224256,,
40g,row,1425370602,3,CENTER_CONDITIONED_WIDTH,0.1,7,3.1778834862041987,3.6717243240978457,3.1778834862041987,0.0,0.0,-0.012619483377045302,,
40g,row,1425370602,4,M3_CENTER_WIDTH,0.1,6,3.035837266797537,3.4353475716460204,3.035837266797537,0.0,0.0,,,
40g,row,1425370602,4,CENTER_MAGNITUDE,0.1,7,3.035837266797537,3.4353475716460204,3.035837266797537,0.0,0.0,0.012890613323986042,,
40g,row,1425370602,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.035837266797537,3.4353475716460204,3.035837266797537,0.0,0.0,0.00015237676343874583,,
40g,row,536279090,0,M3_CENTER_WIDTH,0.1,6,3.2641003379869544,3.638638970079662,3.2641003379869544,0.0,0.0,,,
40g,row,536279090,0,CENTER_MAGNITUDE,0.1,7,3.2641003379869544,3.638638970079662,3.2641003379869544,0.0,0.0,-0.006547287821878455,,
40g,row,536279090,0,CENTER_CONDITIONED_WIDTH,0.0,7,3.2641003379869544,3.638638970079662,3.2641003379869544,0.0,0.0,0.017372859759322658,,
40g,row,536279090,1,M3_CENTER_WIDTH,0.1,6,3.297222367306346,3.669087670829607,3.297222367306346,0.0,0.0,,,
40g,row,536279090,1,CENTER_MAGNITUDE,0.0,7,3.297222367306346,3.669087670829607,3.297222367306346,0.0,0.0,-0.05964775108101645,,
40g,row,536279090,1,CENTER_CONDITIONED_WIDTH,0.0,7,3.297222367306346,3.669087670829607,3.297222367306346,0.0,0.0,0.023441313239285475,,
40g,row,536279090,2,M3_CENTER_WIDTH,0.0,6,3.4241029514051635,3.9083310132572877,3.4241029514051635,0.0,0.0,,,
40g,row,536279090,2,CENTER_MAGNITUDE,0.1,7,3.4241029514051635,3.9083310132572877,3.4241029514051635,0.0,0.0,-0.025654507486991468,,
40g,row,536279090,2,CENTER_CONDITIONED_WIDTH,0.0,7,3.4241029514051635,3.9083310132572877,3.4241029514051635,0.0,0.0,0.01416049848563486,,
40g,row,536279090,3,M3_CENTER_WIDTH,0.1,6,3.254691742951594,3.725251919094751,3.254691742951594,0.0,0.0,,,
40g,row,536279090,3,CENTER_MAGNITUDE,0.1,7,3.254691742951594,3.725251919094751,3.254691742951594,0.0,0.0,-0.013035847188355005,,
40g,row,536279090,3,CENTER_CONDITIONED_WIDTH,0.0,7,3.254691742951594,3.725251919094751,3.254691742951594,0.0,0.0,0.016963051089685228,,
40g,row,536279090,4,M3_CENTER_WIDTH,0.0,6,3.303276454260666,3.743576361234716,3.303276454260666,0.0,0.0,,,
40g,row,536279090,4,CENTER_MAGNITUDE,0.1,7,3.303276454260666,3.743576361234716,3.303276454260666,0.0,0.0,-0.020522601187274784,,
40g,row,536279090,4,CENTER_CONDITIONED_WIDTH,0.0,7,3.303276454260666,3.743576361234716,3.303276454260666,0.0,0.0,0.008833300342956919,,
40g,row,2767143051,0,M3_CENTER_WIDTH,0.1,6,3.232296407497167,3.662285444881079,3.232296407497167,0.0,0.0,,,
40g,row,2767143051,0,CENTER_MAGNITUDE,0.1,7,3.232296407497167,3.662285444881079,3.232296407497167,0.0,0.0,-0.007480246829172953,,
40g,row,2767143051,0,CENTER_CONDITIONED_WIDTH,0.0,7,3.232296407497167,3.662285444881079,3.232296407497167,0.0,0.0,0.023492349436283436,,
40g,row,2767143051,1,M3_CENTER_WIDTH,0.1,6,3.490508263712991,3.8548523002391764,3.490508263712991,0.0,0.0,,,
40g,row,2767143051,1,CENTER_MAGNITUDE,0.1,7,3.490508263712991,3.8548523002391764,3.490508263712991,0.0,0.0,-0.011895519603423874,,
40g,row,2767143051,1,CENTER_CONDITIONED_WIDTH,0.1,7,3.490508263712991,3.8548523002391764,3.490508263712991,0.0,0.0,-0.010349147800746633,,
40g,row,2767143051,2,M3_CENTER_WIDTH,0.1,6,3.3358529313673797,3.724858699388427,3.3358529313673797,0.0,0.0,,,
40g,row,2767143051,2,CENTER_MAGNITUDE,0.1,7,3.3358529313673797,3.724858699388427,3.3358529313673797,0.0,0.0,-0.007488915472828578,,
40g,row,2767143051,2,CENTER_CONDITIONED_WIDTH,0.1,7,3.3358529313673797,3.724858699388427,3.3358529313673797,0.0,0.0,0.00045622234530913567,,
40g,row,2767143051,3,M3_CENTER_WIDTH,0.1,6,3.2423801005156023,3.7967997060733834,3.2423801005156023,0.0,0.0,,,
40g,row,2767143051,3,CENTER_MAGNITUDE,0.1,7,3.2423801005156023,3.7967997060733834,3.2423801005156023,0.0,0.0,-0.015574203451506069,,
40g,row,2767143051,3,CENTER_CONDITIONED_WIDTH,0.0,7,3.2423801005156023,3.7967997060733834,3.2423801005156023,0.0,0.0,0.019059289366742563,,
40g,row,2767143051,4,M3_CENTER_WIDTH,0.1,6,3.389710277449208,3.7496737155933464,3.389710277449208,0.0,0.0,,,
40g,row,2767143051,4,CENTER_MAGNITUDE,0.1,7,3.389710277449208,3.7496737155933464,3.389710277449208,0.0,0.0,0.011306423579110186,,
40g,row,2767143051,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.389710277449208,3.7496737155933464,3.389710277449208,0.0,0.0,0.0006607842208800044,,
40g,row,1362771960,0,M3_CENTER_WIDTH,0.1,6,3.148081947648963,3.461429061607125,3.148081947648963,0.0,0.0,,,
40g,row,1362771960,0,CENTER_MAGNITUDE,0.1,7,3.148081947648963,3.461429061607125,3.148081947648963,0.0,0.0,-0.004076967027889994,,
40g,row,1362771960,0,CENTER_CONDITIONED_WIDTH,0.1,7,3.148081947648963,3.461429061607125,3.148081947648963,0.0,0.0,-0.0012016145683993067,,
40g,row,1362771960,1,M3_CENTER_WIDTH,0.0,6,3.1496352982196156,3.583049524225011,3.1496352982196156,0.0,0.0,,,
40g,row,1362771960,1,CENTER_MAGNITUDE,0.1,7,3.1496352982196156,3.583049524225011,3.1496352982196156,0.0,0.0,-0.02176600174092708,,
40g,row,1362771960,1,CENTER_CONDITIONED_WIDTH,0.0,7,3.1496352982196156,3.583049524225011,3.1496352982196156,0.0,0.0,0.006918016736865926,,
40g,row,1362771960,2,M3_CENTER_WIDTH,0.0,6,3.1899530425727747,3.5999201424442573,3.1899530425727747,0.0,0.0,,,
40g,row,1362771960,2,CENTER_MAGNITUDE,0.1,7,3.1899530425727747,3.5999201424442573,3.1899530425727747,0.0,0.0,-0.016878990576182168,,
40g,row,1362771960,2,CENTER_CONDITIONED_WIDTH,0.0,7,3.1899530425727747,3.5999201424442573,3.1899530425727747,0.0,0.0,0.025191883305631088,,
40g,row,1362771960,3,M3_CENTER_WIDTH,0.1,6,3.146357481559038,3.557894589642695,3.146357481559038,0.0,0.0,,,
40g,row,1362771960,3,CENTER_MAGNITUDE,0.1,7,3.146357481559038,3.557894589642695,3.146357481559038,0.0,0.0,0.005797246490588669,,
40g,row,1362771960,3,CENTER_CONDITIONED_WIDTH,0.1,7,3.146357481559038,3.557894589642695,3.146357481559038,0.0,0.0,-0.007896473983531306,,
40g,row,1362771960,4,M3_CENTER_WIDTH,0.1,6,3.109366893529501,3.521668538112067,3.109366893529501,0.0,0.0,,,
40g,row,1362771960,4,CENTER_MAGNITUDE,0.1,7,3.109366893529501,3.521668538112067,3.109366893529501,0.0,0.0,-0.005629532722707922,,
40g,row,1362771960,4,CENTER_CONDITIONED_WIDTH,0.1,7,3.109366893529501,3.521668538112067,3.109366893529501,0.0,0.0,-0.015858380937450168,,
