outer_seed,E_zero,E_full_reference,E_L0,initial_recovery,initially_saturated_90,initially_saturated_95,random_aulc,coverage_delta_vs_random,ensemble_delta_vs_random,hybrid_delta_vs_random,quantile_delta_vs_random,active_wins_count
42,1.5884982793653897,0.6050224195414573,0.8585966605121703,0.7421652616708768,False,False,0.8229077165628352,-0.1006486038194462,-0.1776732579317668,-0.1239859592705784,-0.0315541759385537,4
525,1.4953204847566,0.7883519004459585,0.837835147294058,0.9300064416633872,True,False,0.866569053030224,0.0587544897081286,0.0905178398347192,0.0371783005290818,0.0784798450540812,0
1101,1.1424469585607897,0.8647542856410875,0.8892642720320152,0.9117370071985478,True,False,0.8405589807604025,0.1420968586253475,0.0943887967399718,0.1890042581517638,0.1290261806091348,0
