outer_seed,strategy,round,budget_after_reveal,query_rank,sample_id,canonical_smiles,pred_source_V1,pred_source_V2,true_V1,true_V2,source_standardized_abs_residual,z_V1,z_V2,mean_abs_label_z,seed_queried_residual_top_decile_threshold,seed_queried_label_extreme_top_decile_threshold,source_residual_top_decile,label_extreme_top_decile,aggregate_mean_source_residual,aggregate_median_source_residual,aggregate_mean_label_extremeness,aggregate_median_label_extremeness,aggregate_top_decile_residual_fraction,aggregate_top_decile_label_extreme_fraction
42,pretrained_random,1,60,1,f1ea027f4cb80b10d15b,Cc1ccc(C(C)C)cc1,4.673652569452922,7.73052438100179,10.458333333333334,14.575,0.5861757305486197,-0.42473422136939076,-0.6608868927781136,0.5428105570737523,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,2,3b03dfa8ff44ff554734,O=Cc1cc(Br)ccc1O,12.601072947184244,23.380350748697918,7.233333333333333,23.933333333333337,0.36247603474385526,-0.5950512400238063,-0.3035725207754024,0.44931188039960435,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,3,f6e991e3dc3a3d3c5d89,COc1ccc(CCO)cc1,5.927997748057048,12.030123074849447,11.516666666666667,18.533333333333335,0.5628915605680437,-0.3688420731287944,-0.5097521405953106,0.4392971068620525,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,4,4768b747981033fbdf34,CC(C)CCOC(=O)c1ccccc1,5.319553216298421,9.468841234842936,10.525,15.025,0.5086111859783913,-0.4212134561258886,-0.6437052577931213,0.532459356959505,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,5,77577e6f6f0aa6789972,CCOC(=O)C(C)Br,4.280734062194824,6.644846280415853,7.75,11.525,0.37581146613671035,-0.5677653093866648,-0.7773401965652839,0.6725527529759743,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,6,45264f1c88b241fb888c,CC(=O)c1c(C)cc(C)cc1C,3.4091337521870932,9.465755780537924,7.025,16.5,0.45264949757914197,-0.6060536314097504,-0.5873876764534242,0.5967206539315872,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,7,c35ed383b2db14b3bc06,O=C1CCCc2ccccc21,8.050260702768961,21.647441228230793,21.366666666666667,36.483333333333334,1.3205874092711833,0.15135099159864518,0.1756041882504948,0.16347758992457,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,8,56b391fdec7a2a622e52,CCOC(=O)C(C)(C)Br,6.346838315327962,8.15760087966919,8.333333333333334,12.258333333333333,0.2560708433277419,-0.5369586135060211,-0.7493404951082593,0.6431495543071402,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,9,f9b97e958092bd5cb81a,O=C(c1ccccc1)c1ccc(Cl)cc1,5.323937733968099,18.171255111694336,10.091666666666669,27.508333333333333,0.598785442191696,-0.4440984302086524,-0.16707397617240793,0.3055862031905302,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_random,1,60,10,c2bd8e8f13a96726e7fc,COc1ccc(CO)cc1,14.815595626831055,24.30774752298991,33.44166666666667,48.78333333333333,1.9636920487575698,0.7890495963279686,0.6452355445069519,0.7171425704174602,7.695290054899412,5.469677043012553,False,False,0.6987751219102953,0.5357513732732175,0.5062508226042176,0.5376349570166286,0.0,0.0
42,pretrained_coverage,1,60,1,07e9bc7a9d27fdd58c2f,O=C(c1ccccc1)c1cccc(C(=O)c2ccccc2)c1,40.82147089640299,93.41912333170573,135.41666666666666,221.48333333333332,10.090605035252626,6.174500131919912,7.239165237636232,6.706832684778073,7.695290054899412,5.469677043012553,True,True,4.928222139880969,4.508977249001921,3.4680924048655752,3.4810603880978124,0.2,0.2
