seed,round,selected_id,observed_id,smiles,changed_field,observed_setting,selected_setting,observed_V1_ml,observed_V2_ml,new_V1_ml,new_V2_ml,pred_V1_ml,pred_V2_ml,reason
157,0,bbb514661c0a49694d6a,e93e08d6bc42e91e2679,COC(=O)C(=O)c1ccccc1,PE/EA,1/1,20/1,10.241666793823242,25.149999618530273,13.554166793823242,33.31666564941406,9.780563354492188,28.734973907470703,"The 20/1 benzoylformate prediction is 9.8/28.7 mL. Same-molecule measurements at 5/1 and 10/1 show similar V2 values, so this probes whether that apparent plateau extends to a weaker eluent."
157,0,7b42519983cf93dd7efd,e93e08d6bc42e91e2679,COC(=O)C(=O)c1ccccc1,PE/EA,1/1,50/1,10.241666793823242,25.149999618530273,19.758333206176758,61.95000076293945,11.088637351989746,29.02676010131836,"At 50/1, predicted V1/V2 remain near 11.1/29.0 mL. Paired with 20/1, this tests the model's high-ratio plateau for both endpoints; the measured support currently reaches only 10/1."
157,0,48679ae48dd485ffb7a6,a93680d827624e459a39,COC(=O)C#CC(=O)OC,PE/EA,10/1,50/1,6.616666793823242,11.412500381469727,8.391666412353516,13.541666984558105,11.591389656066895,16.508874893188477,"Despite two ester groups and a 50/1 eluent, the prediction is relatively early at 11.6/16.5 mL. This tests whether the model handles the acetylenic diester's retention and V2−V1 width; direct evidence is weak."
157,1,58b3518f48d8340d6ffc,ab66de7edad40236ffd5,CCOC(=O)CC(=O)OCC,PE/EA,10/1,5/1,5.949999809265137,7.508333206176758,4.141666889190674,5.8416666984558105,7.560218811035156,12.563925743103027,"Diethyl malonate measured only 4.6–5.9/6.3–7.9 mL at 10/1, 20/1 and 50/1, far earlier than its prior predictions. This 5/1 point tests whether the revised 7.6/12.6 mL prediction captures the low-ratio edge of that blind spot."
157,1,58b3518f48d8340d6ffc,d7b0845793265cab0c33,CCOC(=O)CC(=O)OCC,PE/EA,20/1,5/1,4.608333110809326,6.316666603088379,4.141666889190674,5.8416666984558105,7.560218811035156,12.563925743103027,"Diethyl malonate measured only 4.6–5.9/6.3–7.9 mL at 10/1, 20/1 and 50/1, far earlier than its prior predictions. This 5/1 point tests whether the revised 7.6/12.6 mL prediction captures the low-ratio edge of that blind spot."
157,1,6f548d72f01fc85debdc,8436939a2a6a91fa470d,Cc1cccc(C)n1,PE/EA,2/1,10/1,11.591666221618652,30.616666793823242,25.633333206176758,71.8499984741211,34.46820068359375,92.21033477783203,"At matched 150 µL loading, the 10/1 dimethylpyridine prediction is 34.5/92.2 mL. Together with 5/1 and the measured 20/1 point, it tests the shape of a large V2 and elution-width response."
157,1,6f548d72f01fc85debdc,51f4126a3aadb3239225,Cc1cccc(C)n1,PE/EA,20/1,10/1,43.474998474121094,118.59166717529297,25.633333206176758,71.8499984741211,34.46820068359375,92.21033477783203,"At matched 150 µL loading, the 10/1 dimethylpyridine prediction is 34.5/92.2 mL. Together with 5/1 and the measured 20/1 point, it tests the shape of a large V2 and elution-width response."
157,1,2dbfdf9c2d5defd09f7a,5d530b2f228ed39ff952,C=C(C)C(=O)OCCOC(=O)CC(C)=O,PE/EA,5/1,2/1,17.850000381469727,43.858333587646484,9.041666984558105,18.16666603088379,9.647712707519531,21.270418167114258,"For this multifunctional ester, measured V2 rose from 43.9 mL at 5/1 to 94.2 mL at 10/1 and was underpredicted at both. The 2/1 prediction of 9.6/21.3 mL tests where the sharp change begins."
157,1,2dbfdf9c2d5defd09f7a,ca467c94f14b2219503e,C=C(C)C(=O)OCCOC(=O)CC(C)=O,PE/EA,10/1,2/1,36.92499923706055,94.20833587646484,9.041666984558105,18.16666603088379,9.647712707519531,21.270418167114258,"For this multifunctional ester, measured V2 rose from 43.9 mL at 5/1 to 94.2 mL at 10/1 and was underpredicted at both. The 2/1 prediction of 9.6/21.3 mL tests where the sharp change begins."
157,1,0ae541927703401945de,aaf45151a9b4a7a5fa5c,COc1cc(OC)cc(OC)c1,PE/EA,0/1,2/1,4.608333110809326,7.683333396911621,5.9666666984558105,9.966666221618652,12.6832914352417,25.790550231933594,"The 2/1 trimethoxybenzene prediction is 12.7/25.8 mL. Paired with the pending 5/1 experiment on the same molecule, it tests whether the model transfers the solvent-ratio effect to a methoxy-rich aromatic; direct measured evidence is absent."
157,1,4c3dce39521dcb1793a1,8c4e370263f89adb3bc6,Cc1ccccc1C#N,PE/EA,10/1,20/1,6.041666507720947,12.266666412353516,9.991666793823242,16.774999618530273,16.530445098876953,26.796302795410156,"This 20/1 o-tolunitrile prediction of 16.5/26.8 mL bridges to its pending 50/1 experiment. Cyanobenzophenone was overpredicted at 5/1 and 10/1, but that different scaffold provides only weak evidence for a nitrile-wide issue."
