seed,method,label_AULC_333_525,NRMSE_525
157,center_width_lcmd,0.628013913330819,0.5187751278865594
157,cw16_llm16_full_pool,0.6587753549309899,0.5758814027374105
157,cw16_random16_full_pool,0.7021925587224135,0.6120302276161234
6101,center_width_lcmd,0.8269835120190026,0.7095625041414149
6101,cw16_llm16_full_pool,0.8222717450354494,0.7059760379691518
6101,cw16_random16_full_pool,0.897479460808635,0.8190901698875438
