outer_seed,method,round,active_label_count,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2,combined_normalized_RMSE,active_label_fraction_outer_train,shared_validation_label_count,total_observed_non_test_labels,total_observed_fraction_full_dataset
6101,lcmd,2,397,5.6677128619498225,2.734409963484291,0.4699223282705131,10.312893280522916,5.125588175775907,0.4998149729430412,0.9443164965001454,0.1192192192192192,416.0,813.0,0.1952918568340139
6101,lcmd,3,429,5.254993179752315,2.4424210257953307,0.5443114202358944,9.378175746527733,4.39843309983361,0.5863753867515775,0.868923441166228,0.1288288288288288,416.0,845.0,0.2029786211866442
6101,lcmd,4,461,4.93655478756313,2.3349672227168825,0.5978651110072519,8.547747900989028,4.037376586767695,0.656384259585654,0.8069550882202229,0.1384384384384384,416.0,877.0,0.2106653855392745
6101,lcmd,5,493,4.769861375498642,2.2142767042850706,0.6245644909331614,8.171607441648076,3.9259742535561393,0.685960244666749,0.7766368461655984,0.148048048048048,416.0,909.0,0.2183521498919048
6101,lcmd,6,525,4.8057245890956946,2.299616299087195,0.6188976843005183,8.564402139403953,4.2634749927109095,0.6550439689080618,0.7942058743934497,0.1576576576576576,416.0,941.0,0.2260389142445351
6101,lcmd,7,557,3.998585756767632,2.047565903880899,0.7361624165178661,7.46289223780094,3.52393773991427,0.7380707611223707,0.6730599873897872,0.1672672672672672,416.0,973.0,0.2337256785971655
6101,lcmd,8,589,3.659271622892907,1.9172295815081333,0.7790402719063698,6.420428056112054,3.327319476816008,0.8061358043711399,0.6011438702261052,0.1768768768768768,416.0,1005.0,0.2414124429497958
6101,lcmd,9,621,3.461207451346264,1.8764432459998188,0.802312553726227,6.509802105006013,3.446341458556178,0.8007009572965094,0.5844473246313124,0.1864864864864865,416.0,1037.0,0.2490992073024261
6101,lcmd,10,653,3.2991857385699337,1.6681747127779951,0.8203871666617069,6.461545030899224,3.1107923201233936,0.8036448075063454,0.5666942474753714,0.1960960960960961,416.0,1069.0,0.2567859716550564
157,hybrid,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,0.1,416.0,749.0,0.1799183281287533
157,hybrid,1,365,5.271126932187659,2.669768691920548,0.4980635965819655,8.827951058025024,4.373794054813522,0.6587728682603684,0.7440182050208847,0.1096096096096096,416.0,781.0,0.1876050924813836
157,hybrid,2,397,5.058704464336235,2.56176975076433,0.5377037593066657,7.455193215413821,3.867971619256109,0.756644296593236,0.6804924988361001,0.1192192192192192,416.0,813.0,0.1952918568340139
157,hybrid,3,429,4.201836649426148,2.318982483957597,0.6810518590601213,6.742808522676657,3.745181515920077,0.8009302017992896,0.5831309518047568,0.1288288288288288,416.0,845.0,0.2029786211866442
157,hybrid,4,461,4.731061129443885,2.364677462360556,0.5956486804892145,6.486426707945376,3.503541339215615,0.8157808591616902,0.6214042737687554,0.1384384384384384,416.0,877.0,0.2106653855392745
157,hybrid,5,493,4.717050385507753,2.4290505270306153,0.598040056961015,6.391618524416658,3.454341670020307,0.8211267427091068,0.6172944012711266,0.148048048048048,416.0,909.0,0.2183521498919048
157,hybrid,6,525,4.6241936509110575,2.319102378772031,0.6137097276952275,6.194942172380761,3.4468821324318717,0.8319655860907592,0.6030324666714807,0.1576576576576576,416.0,941.0,0.2260389142445351
157,hybrid,7,557,4.115832939445092,2.048120246516715,0.6939747772814662,6.285280247000848,3.254123526511433,0.8270291118228157,0.5606878003081199,0.1672672672672672,416.0,973.0,0.2337256785971655
157,hybrid,8,589,4.6266406843002,2.178618572312865,0.6133007849157541,6.196323430446169,3.1403563680122795,0.8318906459999447,0.6032953106385802,0.1768768768768768,416.0,1005.0,0.2414124429497958
157,hybrid,9,621,4.511767562120515,2.1250878386646153,0.6322648189622673,5.865243098495889,2.8838632878639716,0.8493754521062086,0.5831137793834519,0.1864864864864865,416.0,1037.0,0.2490992073024261
157,hybrid,10,653,4.478396093489879,2.0445498493935563,0.6376846364630062,5.728562143694441,2.790783142300247,0.8563138264363899,0.576106237754402,0.1960960960960961,416.0,1069.0,0.2567859716550564
6101,hybrid,0,333,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357,0.9507187465219588,0.1,416.0,749.0,0.1799183281287533
6101,hybrid,1,365,5.3514342856665,2.499333242718264,0.5274320927445523,9.919831880831614,4.741245169147885,0.5372160766417997,0.8982775526673864,0.1096096096096096,416.0,781.0,0.1876050924813836
6101,hybrid,2,397,5.227521943144079,2.4286872402941295,0.5490633229236653,9.84405649870532,4.570656473402211,0.5442592790184406,0.883152255816074,0.1192192192192192,416.0,813.0,0.1952918568340139
6101,hybrid,3,429,4.730507068693998,2.147413407012427,0.630734084382045,8.41343547313156,3.863678485083637,0.6670980214462274,0.7811693674772886,0.1288288288288288,416.0,845.0,0.2029786211866442
6101,hybrid,4,461,4.557761416297809,2.0958814735321116,0.6572108979715598,8.357689755018185,3.8091499079331506,0.6714948887202368,0.7617279629459152,0.1384384384384384,416.0,877.0,0.2106653855392745
6101,hybrid,5,493,4.54640389127258,2.0731897222624123,0.6589171676313982,8.337037893679893,3.7355463047393505,0.6731163559607412,0.7598361769281032,0.148048048048048,416.0,909.0,0.2183521498919048
6101,hybrid,6,525,4.213348130261647,1.8886543240764444,0.7070601059827847,7.725410655681023,3.5308328338092467,0.7193191465602629,0.7041407604304787,0.1576576576576576,416.0,941.0,0.2260389142445351
6101,hybrid,7,557,4.208120829425484,1.8901044533407088,0.7077865283003273,7.720357245212855,3.3883116651210283,0.7196862290934194,0.703432378308507,0.1672672672672672,416.0,973.0,0.2337256785971655
6101,hybrid,8,589,3.8293957258604983,1.73242650329352,0.7580172947269291,6.696609403595207,2.962268251881039,0.7890985446950378,0.6283007964087216,0.1768768768768768,416.0,1005.0,0.2414124429497958
6101,hybrid,9,621,3.627807125935193,1.7825269333178475,0.7828238097903459,6.608996931669593,2.824108822454366,0.7945809386979681,0.6047273692553542,0.1864864864864865,416.0,1037.0,0.2490992073024261
6101,hybrid,10,653,3.217983388534725,1.6038215829314089,0.8291199245732259,5.855888682010119,2.840251878011141,0.838729376665325,0.5361766946205239,0.1960960960960961,416.0,1069.0,0.2567859716550564
157,gradient_maxdet,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,0.1,416.0,749.0,0.1799183281287533
157,gradient_maxdet,1,365,5.171224795163223,2.6232162013614206,0.5169094080142635,8.569488071143521,4.385953741965534,0.6784611314610383,0.7268037396879269,0.1096096096096096,416.0,781.0,0.1876050924813836
157,gradient_maxdet,2,397,4.653831547387686,2.353411883187237,0.6087421499817254,7.552578109680394,4.038859714421151,0.7502450105562086,0.6486881067517913,0.1192192192192192,416.0,813.0,0.1952918568340139
157,gradient_maxdet,3,429,4.536415137537742,2.30644160266117,0.6282360040962196,6.772999504658401,3.5814168344584587,0.79914353743371,0.613015314441579,0.1288288288288288,416.0,845.0,0.2029786211866442
157,gradient_maxdet,4,461,4.542031490005256,2.2779516001685347,0.6273149022656255,6.793313289366015,3.56214679631112,0.7979369011134612,0.6141550622166827,0.1384384384384384,416.0,877.0,0.2106653855392745
157,gradient_maxdet,5,493,4.353963982498378,2.166994128581717,0.657538771918918,6.490569560839492,3.306600126431143,0.8155454640638558,0.5880406112453459,0.148048048048048,416.0,909.0,0.2183521498919048
157,gradient_maxdet,6,525,4.49670583799279,2.2044199547893424,0.63471595623959,6.953589700560366,3.304698602758723,0.7882897695919582,0.6153901377580829,0.1576576576576576,416.0,941.0,0.2260389142445351
157,gradient_maxdet,7,557,3.803582990273007,1.9851319143812147,0.7386469704693386,5.415064086219506,3.131212998351319,0.8716100813703823,0.5056982972931714,0.1672672672672672,416.0,973.0,0.2337256785971655
157,gradient_maxdet,8,589,3.753682649381462,1.991479430553153,0.7454595242866617,5.272600944150038,3.028726979125318,0.8782767531570297,0.496865314950881,0.1768768768768768,416.0,1005.0,0.2414124429497958
157,gradient_maxdet,9,621,3.817907766860505,1.92802214736847,0.7366746861122204,5.383066252151523,3.0358229804096175,0.8731229209189557,0.5059880049848041,0.1864864864864865,416.0,1037.0,0.2490992073024261
157,gradient_maxdet,10,653,3.6696559672455487,1.876472668682071,0.7567278199156676,5.120743784216364,2.882280368027355,0.8851873304321137,0.4847085633763891,0.1960960960960961,416.0,1069.0,0.2567859716550564
6101,gradient_maxdet,0,333,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357,0.9507187465219588,0.1,416.0,749.0,0.1799183281287533
6101,gradient_maxdet,1,365,5.074010862018011,2.398437904225265,0.5751588102377813,9.799715090254113,4.576856305559191,0.5483556945049052,0.8663494462427554,0.1096096096096096,416.0,781.0,0.1876050924813836
6101,gradient_maxdet,2,397,4.721827548803453,2.2620510243111664,0.6320878971992563,8.76329314083015,4.1024399838573355,0.6388361126564074,0.7929806529990068,0.1192192192192192,416.0,813.0,0.1952918568340139
6101,gradient_maxdet,3,429,4.72209592244612,2.2690052105654344,0.6320460741059037,8.789236365972021,4.109180323511577,0.6366945375194119,0.7939608685196798,0.1288288288288288,416.0,845.0,0.2029786211866442
6101,gradient_maxdet,4,461,4.798354703592482,2.1717110229053085,0.6200656774862678,8.918833349513362,4.1977931601252205,0.6259016970914622,0.8063289766982487,0.1384384384384384,416.0,877.0,0.2106653855392745
6101,gradient_maxdet,5,493,4.467739789905148,2.0526518089879904,0.6706182191971761,7.983890213528764,3.733572102279114,0.7002226939503162,0.739132137136741,0.148048048048048,416.0,909.0,0.2183521498919048
6101,gradient_maxdet,6,525,4.3469829177031345,1.914845357410056,0.6881830650032865,7.82398895136029,3.5893556402741575,0.7121103201145181,0.7211648583774197,0.1576576576576576,416.0,941.0,0.2260389142445351
6101,gradient_maxdet,7,557,4.374571293059295,1.988813903977831,0.6842125774218457,7.891239585274209,3.666062034291329,0.7071399729581884,0.7263764880274914,0.1672672672672672,416.0,973.0,0.2337256785971655
6101,gradient_maxdet,8,589,4.46491611602889,2.0454759077488376,0.6710344353896658,7.841150371772722,3.510050373397571,0.7108459997530053,0.7337492851602437,0.1768768768768768,416.0,1005.0,0.2414124429497958
6101,gradient_maxdet,9,621,4.49190809218661,2.110376470666423,0.6670449896424717,8.162455136067095,3.827619644663603,0.6866633078675253,0.7480142093249272,0.1864864864864865,416.0,1037.0,0.2490992073024261
6101,gradient_maxdet,10,653,4.359861281405971,1.956871640482109,0.6863327516183513,7.7166149937729855,3.479819364684949,0.7199579135090528,0.7186191051352911,0.1960960960960961,416.0,1069.0,0.2567859716550564
