outer_seed,method,round,active_label_count,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2,combined_normalized_RMSE,active_label_fraction_outer_train,shared_validation_label_count,total_observed_non_test_labels,total_observed_fraction_full_dataset
157,cw_ivr_portfolio,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,,,,
157,cw_ivr_portfolio,1,365,4.9875593091587564,2.5370302028793223,0.550615703885826,8.857450535818034,4.448900242217725,0.6564885691207918,0.7215778188542222,,,,
157,cw_ivr_portfolio,2,397,4.244295326882225,2.259149788094939,0.6745734842454161,6.789633049181437,3.8459381942840505,0.7981557749598545,0.5883124834372545,,,,
157,cw_ivr_portfolio,3,429,4.231084841239426,2.2512081795745043,0.6765961294856774,6.086381156371447,3.4432603563907906,0.8378032997149842,0.5644813470876435,,,,
157,cw_ivr_portfolio,4,461,4.156632766075204,2.1266093694334693,0.6878775127326981,6.2638720364343135,3.4066507010151157,0.8282054128581322,0.5635473696734239,,,,
157,cw_ivr_portfolio,5,493,4.209076511777674,2.1084496626179283,0.6799518020221929,6.075775789932557,3.1890509374421847,0.8383680546107751,0.5622014314144912,,,,
157,cw_ivr_portfolio,6,525,4.07757564197906,1.9493455846818517,0.699637439360467,5.940884280401105,3.132203347963109,0.845465337446284,0.5463565262700155,,,,
157,cw_ivr_portfolio,7,557,4.110347650245952,1.972007201444045,0.6947899310010972,5.918706155893976,2.986616656076994,0.8466169813964648,0.5485604660977836,,,,
157,cw_ivr_portfolio,8,589,4.083110742693837,1.9939047878594707,0.6988214322156736,5.580979924923292,2.992437263186887,0.863621897768623,0.5357842866767174,,,,
157,cw_ivr_portfolio,9,621,4.078072850880206,1.9326961515046996,0.6995641840455062,5.411801214224564,2.7403800790544324,0.8717647586381692,0.5302907179321076,,,,
157,cw_ivr_portfolio,10,653,4.017922005129727,1.9111027114397043,0.7083615712499534,5.318726387994629,2.813062520335904,0.8761377340170222,0.5220788328437126,,,,
6101,cw_ivr_portfolio,0,333,5.636028801020688,2.688104156681674,0.47583232029145683,10.574190925603304,4.8925266368783635,0.47414750944233575,0.9507187465219588,,,,
6101,cw_ivr_portfolio,1,365,5.438643344293309,2.6708014578038126,0.5119042902280369,10.210762120041768,4.849110578175643,0.5096728323644353,0.9176776984099311,,,,
6101,cw_ivr_portfolio,2,397,4.863664482680937,2.323423822434972,0.609652819592547,9.698721984521917,4.6697159248004425,0.5576167645483299,0.8420133111461724,,,,
6101,cw_ivr_portfolio,3,429,4.8194432473661575,2.2530585370189566,0.6167187517817916,9.435918675347969,4.463913240592828,0.5812662001175617,0.82770857077933,,,,
6101,cw_ivr_portfolio,4,461,4.111611141681346,2.021380910484625,0.7210361682560589,7.952467984503551,3.7466084894230614,0.7025777199832035,0.7024588481080449,,,,
6101,cw_ivr_portfolio,5,493,4.017970151023716,1.9929335054447896,0.7335981456928966,7.648977883075981,3.581527000994419,0.724845607515332,0.6818781827286386,,,,
6101,cw_ivr_portfolio,6,525,3.725882926017718,1.9376487863435448,0.7709226027108774,7.137588761339284,3.668554171097936,0.7604077952528084,0.6339763553078565,,,,
6101,cw_ivr_portfolio,7,557,3.869496956073843,1.9229211893013056,0.752922698225004,6.740223809634337,3.420737555272859,0.7863424348102083,0.633942558841447,,,,
6101,cw_ivr_portfolio,8,589,3.9012860020222733,1.9726978703368483,0.7488463985491824,6.928020507305044,3.612319841087579,0.7742706822750779,0.6438571091048921,,,,
6101,cw_ivr_portfolio,9,621,3.742464805399832,1.7109247271677288,0.7688790675537035,7.059012416959853,3.3445305789974955,0.7656540073191036,0.6326885895281709,,,,
6101,cw_ivr_portfolio,10,653,3.5947771590411444,1.7559822680567094,0.7867604397036809,6.9546238332450345,3.3150407999253675,0.7725337704462956,0.6142263356328038,,,,
157,center_width_lcmd,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,,,,
157,center_width_lcmd,1,365,4.898261901144098,2.5891132280409193,0.5665632310435945,8.31101102219652,4.442450551963825,0.6975654254042458,0.695086838927538,,,,
157,center_width_lcmd,2,397,4.87749722033025,2.5723121840890935,0.5702302866632185,8.365049059751797,4.348204960354226,0.6936197919064354,0.6952322575190248,,,,
157,center_width_lcmd,3,429,4.635658254542228,2.415922931629977,0.6117919209980094,7.35810492900568,3.8193536033447417,0.7629414217032995,0.6406454446595926,,,,
6101,center_width_lcmd,0,333,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357,0.9507187465219588,,,,
6101,center_width_lcmd,1,365,5.727788398339348,2.636215557011483,0.4586255417490608,11.13022546254387,5.325821669553395,0.417390497919187,0.9805311051180188,,,,
6101,center_width_lcmd,2,397,5.243080061849136,2.4246981995854733,0.5463751787101445,9.693265602196536,4.696606107181211,0.5581143833233082,0.8791467613620387,,,,
6101,center_width_lcmd,3,429,4.890329982286951,2.279540631982634,0.6053608556859664,8.845873311728749,4.455680643625969,0.6319972447428224,0.8128922825898254,,,,
157,center_width_lcmd,4,461,4.122630807613046,2.1712161848585096,0.6929630563888431,6.178572905870096,3.4240981714902734,0.8328524276431605,0.5578461680844136,,,,
157,center_width_lcmd,5,493,3.976040597943654,1.9940464107824456,0.7144097570339184,6.091071822038359,3.244546945146519,0.8375531991559446,0.5422686658415776,,,,
157,center_width_lcmd,6,525,3.8168858869422473,1.9755539385249004,0.7368156276202489,5.79198560154629,3.1356460047568633,0.8531145868403388,0.5187751278865594,,,,
6101,center_width_lcmd,4,461,4.597216227128749,2.104467378817588,0.6512504200341874,8.092813802405848,3.8634210055966456,0.6919872199914379,0.7561776358602065,,,,
6101,center_width_lcmd,5,493,4.244566633750786,2.0251637734383414,0.7027029890434726,7.607396255379605,3.4971292401961,0.72782908287914,0.7030126618522389,,,,
6101,center_width_lcmd,6,525,4.332549340788497,2.107757385400274,0.6902503203492039,7.5399487342301645,3.4079027221643097,0.732633847861073,0.7095625041414149,,,,
157,center_width_lcmd,7,557,3.723079979045886,1.908855310732798,0.7495929930728731,5.746087605244068,3.0949798933893655,0.8554333198185575,0.5091518886418229,,,,
157,center_width_lcmd,8,589,3.695765395423156,1.8268495435051495,0.7532537648087527,5.685998441823651,2.9842586848947357,0.8584410949509996,0.504832628262363,,,,
157,center_width_lcmd,9,621,3.789675347223704,1.8115680886687135,0.7405547292314436,5.492798508297827,2.8577027520973335,0.8678974933865461,0.5068833176130764,,,,
157,center_width_lcmd,10,653,3.660337702757752,1.7001027723582245,0.7579617210923575,5.470630823772009,2.815811572315024,0.8689616130682841,0.4948091475830988,,,,
6101,center_width_lcmd,7,557,4.073195336174659,1.8542212273577137,0.7262246726703576,6.722806304887222,3.1312594036404175,0.7874452389675305,0.6543838950019837,,,,
6101,center_width_lcmd,8,589,4.173468896609808,1.899147666615548,0.7125792001418941,6.907273901738598,3.2163894445204333,0.7756205931474598,0.6711414670316,,,,
6101,center_width_lcmd,9,621,4.124385649149099,1.8595458672201033,0.7193000305694637,6.6132963876018165,2.9569264178653416,0.7943135827016715,0.6560474450777624,,,,
6101,center_width_lcmd,10,653,3.8555651143465255,1.8071978269435232,0.7546986629725118,6.003932049163232,2.8524888356526694,0.8304721022360788,0.6073721606650027,,,,
157,kernel_ivr,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,0.1,416.0,749.0,0.1799183281287533
157,kernel_ivr,1,365,5.419635397022585,2.6673434735487977,0.4693821118764558,9.478601474630468,4.5400574819075405,0.6066200237699473,0.7789294831736777,0.1096096096096096,416.0,781.0,0.1876050924813836
157,kernel_ivr,2,397,5.2141550807776005,2.749955811374765,0.5088551060046118,8.337490619512467,4.553232498306165,0.6956351901132252,0.7226260705823917,0.1192192192192192,416.0,813.0,0.1952918568340139
157,kernel_ivr,3,429,4.7207450079167455,2.457436988107878,0.5974101413616659,7.293819684860198,3.956605840358231,0.767065526525256,0.6458478421077987,0.1288288288288288,416.0,845.0,0.2029786211866442
157,kernel_ivr,4,461,4.363879202772552,2.236951256827485,0.6559772317331072,6.52232928399885,3.4322632622661637,0.8137358978290836,0.5899213819818192,0.1384384384384384,416.0,877.0,0.2106653855392745
157,kernel_ivr,5,493,4.530261521821282,2.3579336699250217,0.6292439105946317,5.823299109997788,3.2058119590905645,0.8515220653137112,0.5835949811486535,0.148048048048048,416.0,909.0,0.2183521498919048
157,kernel_ivr,6,525,3.73049180314046,2.134220677314045,0.7485949913580334,5.567035281982368,3.351767074575813,0.8643025553292362,0.5040231552291244,0.1576576576576576,416.0,941.0,0.2260389142445351
157,kernel_ivr,7,557,4.224580232742979,2.214315902700813,0.6775897274202429,5.4838278780811205,3.1286071553218853,0.868328630648294,0.5457624347231063,0.1672672672672672,416.0,973.0,0.2337256785971655
157,kernel_ivr,8,589,3.9599721507483943,1.9745999886263472,0.7167134150759924,5.259534788269084,2.9261363987728273,0.8788792961003029,0.5150649817308004,0.1768768768768768,416.0,1005.0,0.2414124429497958
157,kernel_ivr,9,621,4.051117282812439,1.9976503929074148,0.7035227466314693,5.281320988213202,2.8975743412685624,0.877873798407667,0.5240117507247528,0.1864864864864865,416.0,1037.0,0.2490992073024261
157,kernel_ivr,10,653,4.058873403372175,1.963724987112361,0.7023864109287035,5.130578985989249,2.8046493187225123,0.8847458749606307,0.520384211405941,0.1960960960960961,416.0,1069.0,0.2567859716550564
6101,kernel_ivr,0,333,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357,0.9507187465219588,0.1,416.0,749.0,0.1799183281287533
6101,kernel_ivr,1,365,4.998650027657557,2.3293528722630414,0.5876848487434438,9.511596818897477,4.572973466319717,0.5745225911329566,0.8481465380768495,0.1096096096096096,416.0,781.0,0.1876050924813836
6101,kernel_ivr,2,397,4.538484666834404,2.3869192763198193,0.6601043736427884,8.63831929179804,4.506922373097006,0.6490638196423091,0.7701551414883739,0.1192192192192192,416.0,813.0,0.1952918568340139
6101,kernel_ivr,3,429,4.622231813468629,2.226836803719866,0.6474446771937789,8.847090291775185,4.399338917766544,0.6318959810685083,0.7862095559263846,0.1288288288288288,416.0,845.0,0.2029786211866442
6101,kernel_ivr,4,461,4.757795340492416,2.1995871918950436,0.6264615223058105,8.651513196943046,3.986704693709632,0.647990982543706,0.7925050759006572,0.1384384384384384,416.0,877.0,0.2106653855392745
6101,kernel_ivr,5,493,4.259984321330908,2.005374383011596,0.7005393019235768,8.124249684407722,3.704906645438654,0.6895896709097216,0.7234923651039313,0.148048048048048,416.0,909.0,0.2183521498919048
6101,kernel_ivr,6,525,4.063608430221047,1.836032514091876,0.7275119026340859,7.586270396869168,3.436522687367684,0.7293386297435847,0.6840793596847708,0.1576576576576576,416.0,941.0,0.2260389142445351
6101,kernel_ivr,7,557,4.51220992556151,2.0660983778589923,0.6640285109012036,8.42952336307309,3.8683793390397545,0.665823676169452,0.7598107790234359,0.1672672672672672,416.0,973.0,0.2337256785971655
6101,kernel_ivr,8,589,4.352501011589629,1.9202419156364972,0.6873909168632537,7.508702447608338,3.316424523040259,0.7348452393190058,0.7105072377276958,0.1768768768768768,416.0,1005.0,0.2414124429497958
6101,kernel_ivr,9,621,4.321189608842976,1.9415881462234388,0.691872487881601,7.797338036860894,3.634453526503748,0.7140682614673659,0.7175991086348668,0.1864864864864865,416.0,1037.0,0.2490992073024261
6101,kernel_ivr,10,653,4.330557428316608,1.9636637495576048,0.6905350729825177,7.916809849100865,3.566665722025956,0.7052389685053075,0.7228726271701763,0.1960960960960961,416.0,1069.0,0.2567859716550564
157,lcmd,0,333,5.222683805149919,2.613402478128886,0.5072470735708294,9.264808762812883,4.7290128449456015,0.6241655027553434,0.7552330820189761,0.1,416.0,749.0,0.1799183281287533
157,lcmd,1,365,5.149783360892966,2.711555643333234,0.5209071770495723,8.506234942560331,4.312909799799931,0.6831903004674056,0.7228472492098076,0.1096096096096096,416.0,781.0,0.1876050924813836
157,lcmd,2,397,5.078863293018754,2.595354929816523,0.5340119368296644,8.930373554945422,4.597700098435656,0.6508090549326404,0.7316333918409569,0.1192192192192192,416.0,813.0,0.1952918568340139
157,lcmd,3,429,4.88705081086749,2.529781197472442,0.5685450514884871,8.050893397653814,4.1334327553673615,0.7162003376809795,0.6852433230171132,0.1288288288288288,416.0,845.0,0.2029786211866442
157,lcmd,4,461,5.1530311779681774,2.5062029115873563,0.5203026869553293,7.838256538664525,3.913694386287845,0.7309935650953753,0.7009823699135802,0.1384384384384384,416.0,877.0,0.2106653855392745
157,lcmd,5,493,4.612469610591266,2.269040860718103,0.6156660218615866,6.698955264179862,3.479671268440265,0.8035111652247507,0.6173606748960914,0.148048048048048,416.0,909.0,0.2183521498919048
157,lcmd,6,525,4.474627284267899,2.1537446315340003,0.6382941952806636,6.486290504216401,3.2589592190383434,0.8157885956463907,0.598520584055285,0.1576576576576576,416.0,941.0,0.2260389142445351
157,lcmd,7,557,4.497754100871712,2.1511096668472107,0.6345456278484681,6.715793158940434,3.351327610244568,0.8025221703402077,0.6078074214915472,0.1672672672672672,416.0,973.0,0.2337256785971655
157,lcmd,8,589,4.516221508194042,2.1455949956564595,0.6315384158024397,6.62929157075266,3.2095012344616496,0.8075765648736559,0.6066832470181925,0.1768768768768768,416.0,1005.0,0.2414124429497958
157,lcmd,9,621,4.32800365946241,2.048161452908596,0.6616104178111644,5.982473323204747,2.9592261828964563,0.8432941305165582,0.5699350136236202,0.1864864864864865,416.0,1037.0,0.2490992073024261
157,lcmd,10,653,4.223722405076378,1.9848759683201924,0.6777206490061469,5.941089765526139,2.820596468534401,0.8454546470769293,0.5593361563279281,0.1960960960960961,416.0,1069.0,0.2567859716550564
6101,lcmd,0,333,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357,0.9507187465219588,0.1,416.0,749.0,0.1799183281287533
6101,lcmd,1,365,5.443745853441324,2.549695781094851,0.5109880024849045,10.25630312392841,4.902834864829084,0.5052892637015723,0.919869566010179,0.1096096096096096,416.0,781.0,0.1876050924813836
