portfolio_step,expert,pool_position,shared_context_count,coverage_center_count,cw_proposal_pool_position,ivr_proposal_pool_position,proposals_agree,proposal_cw_sq_distance,nearest_center_sq_distance_before_selection,largest_cluster_score,selected_from_center,integrated_variance_before,selected_marginal_variance_reduction,integrated_variance_after,conditional_variance,selected_sample_id,selected_canonical_index,outer_seed,round,active_labels_before,active_labels_after,checkpoint_sha256,gradient_bank_sha256
3,ivr,504,3,496,1777,504,False,384922.1844509245,127663.04226121015,,,0.1420849804552065,0.0004493116075613,0.1416356688476451,0.580732995867951,ad81e2f5c3cfeaa95558,716,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
4,cw,1777,4,497,1777,83,False,220568.1716193307,66038.40008598624,567800.9923196672,477.0,0.1416356688476451,0.0002307483096177,0.1414049205380273,0.3083390778279757,88d14a06520635fcb6ae,2582,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
5,ivr,83,5,498,2387,83,False,225476.25406102545,82556.39276044242,,,0.1414049205380274,0.0004015434241611,0.1410033771138663,0.7836728336899988,28e9fea3e3293f2b8a0e,113,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
6,cw,2387,6,499,2387,1433,False,355187.2646778249,63131.16693061631,530579.8422646363,491.0,0.1410033771138662,0.0003014943789754,0.1407018827348908,0.3938974448124431,47b637b24c432172c8ed,3481,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
7,ivr,1433,7,500,2787,1433,False,318490.0476496958,90651.0187231591,,,0.1407018827348908,0.0003816070041644,0.1403202757307264,0.5698344533959421,aef5cafc63ca445e92fa,2065,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
8,cw,2787,8,501,2787,1148,False,213913.33317636076,57777.66255382825,501864.41588990216,170.0,0.1403202757307264,0.000290001589419,0.1400302741413074,0.3802865957169479,5df546d9e2f2a29dfc89,4074,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
9,ivr,1148,9,502,44,1148,False,149819.64280724712,90412.10982483362,,,0.1400302741413074,0.0003524651315808,0.1396778090097266,0.6629416687924672,129036e0bccc4ff7e848,1659,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
10,cw,44,10,503,44,1269,False,113044.68916060544,51861.128103335795,476111.3519253339,237.0,0.1396778090097266,0.0001993621152496,0.1394784468944771,0.2253811996760488,81cd2078a0008c2c9cd9,61,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
11,ivr,1269,11,504,2253,1269,False,160478.14665891152,72338.55348047275,,,0.139478446894477,0.0003503036629971,0.1391281432314798,0.5058242152231007,8d48112406e3064efdbc,1827,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
12,cw,2253,12,505,2253,832,False,280724.6409656896,42835.29309631215,444086.7533360739,170.0,0.1391281432314798,0.000262897195616,0.1388652460358638,0.2781778898379274,e84314bcd7ec5ba57283,3284,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
13,ivr,832,13,506,2789,832,False,256612.04784390077,103661.62496321552,,,0.1388652460358638,0.000346611494115,0.1385186345417488,0.5523078069053435,87996db5ddb7565fe66f,1192,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
14,cw,2789,14,507,2789,1255,False,114056.51596875106,48014.367862891406,434545.3482944817,268.0,0.1385186345417488,0.0002574316937168,0.1382612028480319,0.345406587042306,9f450a70d44f4384353f,4077,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
15,ivr,2758,15,508,55,2758,False,220809.2142271548,64661.28773860834,,,0.138261202848032,0.0003226033078605,0.1379385995401714,0.5628708222036485,abb2d31b1372dbd64398,4032,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
16,cw,55,16,509,55,128,False,471023.1534520486,37651.40680094112,433620.530285002,1.0,0.1379385995401714,0.0002269419360151,0.1377116576041563,0.248681400081298,591b1bb527d42e831f12,77,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
17,ivr,128,17,510,2523,128,False,382271.04066512093,128938.51124559484,,,0.1377116576041563,0.0003174118657485,0.1373942457384077,0.4920735359414399,3f1a96aa336ea0741b5a,174,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
18,cw,2523,18,511,2523,704,False,83659.72217455498,40121.90345057642,399683.1999753762,194.0,0.1373942457384077,0.00019431190608,0.1371999338323277,0.2612614649678777,39815ababe97d7acc107,3674,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
19,ivr,704,19,512,1873,704,False,102498.17006619496,17993.562799258536,,,0.1371999338323277,0.0003161568718533,0.1368837769604743,0.3623018848288591,c32caf65e93924aeb179,991,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
20,cw,1873,20,513,1873,1255,False,177426.95951326014,43711.1157964803,379566.3071119023,210.0,0.1368837769604743,0.000139248751318,0.1367445282091562,0.2297704562787837,19c803265ff8ef6cb0b0,2732,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
21,ivr,1255,21,514,2257,1255,False,169040.8506464048,51549.31619131379,,,0.1367445282091563,0.0003031578230245,0.1364413703861317,0.306565885226205,037298044b4fc8868e5e,1808,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
22,cw,2257,22,515,2257,1316,False,248112.92475713085,79657.65973931688,372279.2003348744,379.0,0.1364413703861317,0.0002474650418602,0.1361939053442715,0.3683236687404049,bfcb567664468f0d6902,3291,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
23,ivr,1316,23,516,165,1316,False,164117.94663416033,67240.59453646428,,,0.1361939053442715,0.0003004105439361,0.1358934948003353,0.5338025708706409,df6457ca86c98c073bf6,1897,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
24,cw,165,24,517,165,603,False,598459.7315038473,50646.934824736105,369687.48191294423,477.0,0.1358934948003353,0.0001700838640146,0.1357234109363206,0.2683414846854803,69f9cefb952abd22672c,222,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
25,ivr,603,25,518,575,603,False,1242982.5235613764,157518.7472226324,,,0.1357234109363206,0.0002912705230783,0.1354321404132422,0.7505113681583369,24a9086a8e2c8015c232,851,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
26,cw,575,26,519,575,2403,False,68752.76242936577,79203.3560275404,363455.2529150354,287.0,0.1354321404132423,0.0002608091152319,0.1351713312980104,0.410631237935004,92614816a3b3942bf123,812,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
27,ivr,1290,27,520,1805,1290,False,438798.46978036733,0.0021476335823535,,,0.1351713312980104,0.0002845711987887,0.1348867600992217,0.5386189693002782,b645df00945e594953a6,1852,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
28,cw,1805,28,521,1805,2606,False,447747.30494601175,71586.80094715816,357890.7572138336,349.0,0.1348867600992216,0.0002090834638983,0.1346776766353232,0.2929835031244975,41bda518b4b1e6fe001d,2622,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
29,ivr,2606,29,522,1570,2606,False,480538.8829046402,0.0024224887602031,,,0.1346776766353233,0.0002694133711316,0.1344082632641915,0.5523103470564635,79362765eb92377a5970,3801,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
30,cw,1570,30,523,1570,2683,False,296849.8835666333,42743.059954804565,355887.4060994337,268.0,0.1344082632641916,0.0001620480280914,0.1342462152361002,0.2359540602886833,f82cfd3b57735b0ead3c,2282,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
31,ivr,2683,31,524,2766,2683,False,494688.6611329058,50847.73249142937,,,0.1342462152361001,0.0002682610255983,0.1339779542105018,0.5045758968150399,8ab554cd154e9749790b,3915,6101,6,493,525,6d7eadab2f8ef2d18b7577f3de37bb3213a0c384c6ef0a8f277c4da3431e6ef0,ff22cc35111deed09ed41bb83e56c651464451f242fc41ec5e67cd9da3d2655b
0,cw,374,0,525,374,1550,False,174856.02496457077,51848.93176885537,391439.0993463029,419.0,0.1171655487500899,0.0001708710538239,0.116994677696266,0.2193981612427198,0ccbd28a4414f97dfad8,541,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
1,ivr,1550,1,526,2626,1550,False,123182.48021075816,71913.02288981993,,,0.1169946776962659,0.0004480822437435,0.1165465954525224,0.6462622455833225,9ddc2e8babb52ee8e772,2279,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
2,cw,2626,2,527,2626,1024,False,133337.94106311243,22370.870522441895,365680.2206612065,1.0,0.1165465954525224,0.0001091532170233,0.1164374422354991,0.1517439874088561,7accad40a62307970be8,3871,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
3,ivr,1024,3,528,2391,1024,False,123021.48661259752,35499.22682885663,,,0.1164374422354991,0.0003562805866811,0.1160811616488179,0.5180719267765544,5af6c421ec2f60487c59,1484,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
4,cw,2391,4,529,2391,1031,False,71068.5350254626,24216.539876925555,331953.3821590322,54.0,0.1160811616488179,7.994729568264663e-05,0.1160012143531353,0.1217014095503284,966bc0aaa6c98ecfa2ee,3516,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
5,ivr,1031,5,530,1008,1031,False,134139.8830114964,28718.12744577493,,,0.1160012143531353,0.0003059344365333,0.115695279916602,0.4300893380986365,f6c49d6bc4b677f17278,1493,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
6,cw,1008,6,531,1008,697,False,167921.83563080337,42511.405342925034,305950.599097123,220.0,0.1156952799166019,0.0001959617611867,0.1154993181554151,0.2902312185029825,0cb4dac3d2afc696843b,1459,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
7,ivr,697,7,532,1314,697,False,110795.52210583726,50397.79518153657,,,0.1154993181554152,0.0002887922406345,0.1152105259147806,0.4248575319397812,776ee2c1e85ebde75168,995,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
8,cw,1314,8,533,1314,1260,False,382448.08230452327,17424.612754422735,295640.08438592404,1.0,0.1152105259147806,5.822243754452914e-05,0.1151523034772361,0.1064973608897037,34a175fe276b9770fee4,1915,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
9,ivr,1260,9,534,1619,1260,False,284195.7202823254,0.0004712885711342,,,0.115152303477236,0.0002758211419906,0.1148764823352453,0.613083150823118,b070c3657459c06a4df1,1835,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
10,cw,1619,10,535,1619,662,False,332877.1273804346,73227.8517394219,267284.07323160896,509.0,0.1148764823352454,0.0002226336799764,0.114653848655269,0.3726194556752552,3cd0aa35793392d15513,2390,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
11,ivr,662,11,536,492,662,False,241070.34868947917,38040.871414583875,,,0.1146538486552689,0.0002644948839629,0.114389353771306,0.5585100532110097,73502a52708e4f9c2391,944,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
12,cw,492,12,537,492,793,False,96111.0331414987,14394.738490998992,259304.1599415636,54.0,0.114389353771306,6.284783958096518e-05,0.114326505931725,0.0886275910422007,08cc36d664987d388183,708,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
13,ivr,793,13,538,446,793,False,116386.8084384413,39412.2299047882,,,0.114326505931725,0.0002632872421046,0.1140632186896204,0.349934243044676,d1e71a8278523e7a10e3,1144,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
14,cw,446,14,539,446,1479,False,674184.8937166757,26241.566428288337,321891.84696258174,537.0,0.1140632186896204,6.477468629252121e-05,0.1139984440033279,0.1015410656668437,7522f965f25a50c9a3bc,646,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
15,ivr,1479,15,540,1526,1479,False,604428.2441944963,0.0003719199448823,,,0.1139984440033279,0.0002543655010121,0.1137440785023157,0.5337471379104901,fe66b2381d33aa2ea3a8,2165,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
16,cw,1526,16,541,1526,832,False,628773.8694792321,13722.55494298491,246021.49193701037,59.0,0.1137440785023157,7.527440294801829e-05,0.1136688040993676,0.1203141253042375,d9229993cd394b0710b4,2239,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
17,ivr,832,17,542,1392,832,False,588162.361450106,112048.0344597886,,,0.1136688040993676,0.000247406492741,0.1134213976066266,0.5225852161783178,9e3ce3497298084abd83,1210,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
18,cw,1392,18,543,1392,302,False,448718.26074245776,16426.74582494837,243366.37255718533,1.0,0.1134213976066265,3.770725907607328e-05,0.1133836903475505,0.074983739133669,476cfe5a707e309dcbc1,2026,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
19,ivr,302,19,544,1235,302,False,460618.1492652689,56097.41168838099,,,0.1133836903475505,0.0002433097110037,0.1131403806365467,0.42804867567178,3fc05dc2025715e68174,442,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
20,cw,1235,20,545,1235,1680,False,80246.64979156539,17418.36252725019,237852.6401179647,300.0,0.1131403806365468,0.0002064490890804,0.1129339315474662,0.2024017594374904,3ed4ccf323d05a9eb15f,1799,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
21,ivr,1680,21,546,61,1680,False,110136.60643372452,29021.96513229265,,,0.1129339315474663,0.0002407403991143,0.1126931911483519,0.3541414038183507,8a7e4cadaea654017cb4,2469,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
22,cw,61,22,547,61,866,False,218501.7538960662,32926.19818919256,235400.4071744297,6.0,0.112693191148352,0.0001861717728614,0.1125070193754905,0.2376453677185015,ce3b9d9cbe1699c7eef9,88,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
23,ivr,866,23,548,377,866,False,183775.50927460432,65067.84120914363,,,0.1125070193754905,0.0002363523436282,0.1122706670318623,0.4210325336051359,82d7243f61695e1b94cf,1260,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
24,cw,377,24,549,377,1807,False,1026238.34438143,25062.198556509917,218746.5622022052,26.0,0.1122706670318622,0.0001900568599881,0.1120806101718741,0.2980410179111653,fa59cd65f3b5f04bd6af,550,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
25,ivr,1807,25,550,2564,1807,False,777479.8891605878,9.974301792681216e-05,,,0.1120806101718741,0.0002317429448583,0.1118488672270156,0.5248023857676891,61771d230b285babe4b6,2664,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
26,cw,2564,26,551,2564,1059,False,137975.0029016584,22539.805284619302,216925.9396246948,537.0,0.1118488672270157,6.497714585938417e-05,0.1117838900811563,0.1049508911811745,01ed985e6ebf7d4a3dc8,3774,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
27,ivr,1059,27,552,478,1059,False,131956.2395142149,64509.75315061578,,,0.1117838900811563,0.0002314660110193,0.111552424070137,0.3840209545414491,7ee133012cffc506cac5,1539,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
28,cw,478,28,553,478,1010,False,590921.2497799242,13484.3492132687,210514.0591668528,1.0,0.111552424070137,5.048560014197434e-05,0.111501938469995,0.0821286329995614,9dd4e8dae2357c6de73e,690,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
29,ivr,1010,29,554,479,1010,False,540507.3618385899,0.0001049148850142,,,0.111501938469995,0.000230226083821,0.111271712386174,0.4944616295660625,4e417c41d918e49abba1,1464,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
30,cw,479,30,555,479,2578,False,186171.90937848575,21885.808663183336,208641.99680926788,553.0,0.1112717123861739,8.233210805948237e-05,0.1111893802781144,0.1786732713424835,c5a12771920c4410d921,692,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
31,ivr,2578,31,556,1371,2578,False,362851.86773558153,9.295495692640544e-05,,,0.1111893802781145,0.0002243704283969,0.1109650098497176,0.479468745376821,783cf2454912fc14bb80,3797,6101,7,525,557,711c37829d236f1a7088bd4f76ec3448eba0220b029dcb48207afe801d1e59f5,b48cc544b327a52090991b02c172d04a0d2394fd538c440317962c84cef69567
0,cw,1789,0,557,1789,1787,False,0.0004898750921711,172819.64833903167,833702.7225313471,197.0,0.1152451660978956,0.0005558132212805,0.114689352876615,0.8345953411392608,bc2a96424966b655227f,2680,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
1,ivr,819,1,558,1636,819,False,153805.33839617326,52248.75174442365,,,0.1146893528766151,0.0003471381911789,0.1143422146854362,0.658924310661678,04a2e8ad27ca641a3a12,1207,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
2,cw,1636,2,559,1636,1425,False,453949.6513186494,140722.07583376777,414145.6806043332,473.0,0.1143422146854361,0.0002727733707009,0.1140694413147353,0.5132165350656012,b51b5dbcd2a38b174973,2447,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
3,ivr,1425,3,560,271,1425,False,429013.5725881241,0.0001249570632353,,,0.1140694413147352,0.0002765393611789,0.1137929019535562,0.3772298891384528,b8abc8f40545556f07e0,2111,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
4,cw,271,4,561,271,102,False,726996.5198812395,105083.62758909044,315245.12621100026,197.0,0.1137929019535562,0.0001955274728041,0.1135973744807521,0.3935420521690628,71f5df8c7d7e88d1afce,392,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
5,ivr,102,5,562,2110,102,False,563292.1089784089,2.0954757928848267e-09,,,0.1135973744807521,0.0002431580706758,0.1133542164100763,0.4437537973018688,7caf1db075b91197ba34,144,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
6,cw,2110,6,563,2110,2749,False,74967.02016988862,39285.09467720789,296687.4524261275,42.0,0.1133542164100762,0.0001172431127676,0.1132369732973085,0.2004527841378128,20acd2ae49790ab82053,3146,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
7,ivr,1719,7,564,2188,1719,False,215543.44072871632,18234.37501400104,,,0.1132369732973086,0.0002412438519628,0.1129957294453457,0.3383426920548189,a4fc5d66da363324e2bf,2560,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
8,cw,2188,8,565,2188,1383,False,152134.6817873075,24753.70381367082,251579.96761875672,266.0,0.1129957294453457,0.0001447240330212,0.1128510054123244,0.1668266130346898,8f625c2f36dcacfc8ed5,3264,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
9,ivr,1383,9,566,1579,1383,False,191461.216890814,64294.29678726412,,,0.1128510054123244,0.0002395909220622,0.1126114144902623,0.4772549786123316,db26f51c86dc787ac633,2045,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
10,cw,1579,10,567,1579,1988,False,145270.56965906205,17486.289856841337,231455.80856005303,300.0,0.1126114144902622,0.0001237857346361,0.1124876287556261,0.1737473196378917,59f48cda668bdb63730d,2366,6101,8,557,589,a0031dcb806f483f7aa92ef2fa3679588a9d146ae652025cdd2a1a5e0ebc5aee,0e03f91f306eaf3da9f5b1575f4cc71a1d5c2854dba774deedde361b1ce17a40
