column,protocol,seed,fold,method,selected_penalty,free_coefficients,projection_frequency,raw_v2_lt_v1_rate,V1_rmse,V1_mae,V1_r2,V2_rmse,V2_mae,V2_r2,combined_normalized_rmse,normalized_rmse,nrmse,combined_nrmse,all_outputs_finite
25g,compound,536279090,4,M1_conditional_EA,0.0,6,,,5.583064829735222,4.517489464334887,0.5819796618099793,7.459049399323563,6.007284651885963,0.7031830133111031,0.598874324992686,0.598874324992686,0.5862566840713848,0.5862566840713848,True
25g,compound,536279090,4,M2_MAG,0.0,8,,,5.101608854658691,3.9887635423487717,0.6509670835749007,7.8171397366415025,6.226140144047963,0.674000048330216,0.5725444083205286,0.5725444083205286,0.5668431924484076,0.5668431924484076,True
25g,compound,536279090,4,M3_CENTER_WIDTH,0.1,6,0.0,0.0,4.712059728460428,3.642371762135684,0.702235002925705,6.693478166119895,5.383199010623207,0.7609848183308695,0.5152456313402903,0.5152456313402903,0.5071772273503168,0.5071772273503168,True
25g,compound,2767143051,0,M1_conditional_EA,0.0,6,,,6.857430424096255,4.700587053731463,0.5609614754500294,8.399769055958176,6.553551645783647,0.737251042290304,0.7177612965237248,0.7177612965237248,0.6963785280853388,0.6963785280853388,True
25g,compound,2767143051,0,M2_MAG,0.1,8,,,6.722289664069703,4.824933337798521,0.5780954053422099,9.113290656910218,7.3396734773720835,0.6907164980974227,0.7242769550822554,0.7242769550822554,0.709994669698939,0.709994669698939,True
25g,compound,2767143051,0,M3_CENTER_WIDTH,0.0,6,0.0,0.0,6.416595533619063,4.355461947266741,0.6155949011325161,8.48689073671912,6.630628913472446,0.7317723575601419,0.6862246924422607,0.6862246924422607,0.6711151563446647,0.6711151563446647,True
25g,compound,2767143051,1,M1_conditional_EA,0.0,6,,,7.993185736244935,5.5605386665686085,0.40724155320370237,10.486563946685287,7.572149493048907,0.5888237663358302,0.8527914091515959,0.8527914091515959,0.8333493278253303,0.8333493278253303,True
25g,compound,2767143051,1,M2_MAG,0.1,8,,,7.85077194888237,5.311455881000486,0.42817562224064487,10.527032838527319,7.943120727760093,0.5856440872375372,0.8430466659223561,0.8430466659223561,0.8255711632514457,0.8255711632514457,True
25g,compound,2767143051,1,M3_CENTER_WIDTH,0.0,6,0.0,0.0,7.728966789507747,5.131027119615729,0.44578174788759084,10.40813019618482,7.578188823581321,0.5949515099461515,0.8310415204847323,0.8310415204847323,0.8141440508615854,0.8141440508615854,True
25g,compound,2767143051,2,M1_conditional_EA,0.0,6,,,10.25577765179753,5.226899821178803,-0.04005302820295742,12.830885757624905,6.389878985582797,0.38664945561464614,1.0795880367294033,1.0795880367294033,1.0498324224063893,1.0498324224063893,True
25g,compound,2767143051,2,M2_MAG,0.0,8,,,7.182852048592804,4.752148572686799,0.4898332719070152,14.656050178014913,6.798601452272344,0.1997432146713669,0.9116063437742873,0.9116063437742873,0.9116063430049619,0.9116063430049619,True
25g,compound,2767143051,2,M3_CENTER_WIDTH,0.0,6,0.0,0.0,10.771081873080579,4.920595712880342,-0.1471942027274924,13.21261992314558,6.530495395417888,0.34961073697685296,1.127829294329894,1.127829294329894,1.0944032261843564,1.0944032261843564,True
25g,compound,2767143051,3,M1_conditional_EA,0.0,6,,,5.585247981179749,3.8863093462551634,0.6049348182076377,8.211423555298326,6.097307639136738,0.7551370321738831,0.6177828145526751,0.6177828145526751,0.6097950130209222,0.6097950130209222,True
25g,compound,2767143051,3,M2_MAG,0.1,8,,,5.068553786954972,3.5587983214953653,0.6746491435211213,9.950151431957355,7.6480382296855485,0.6404613516583264,0.6312022349882125,0.6312022349882125,0.6310850895733282,0.6310850895733282,True
25g,compound,2767143051,3,M3_CENTER_WIDTH,0.0,6,0.0,0.0,4.748361100675369,3.320172577889033,0.7144571352697286,8.164746200377913,6.037309926322919,0.7579129382662715,0.5572561232072594,0.5572561232072594,0.5552390303795718,0.5552390303795718,True
