outer_seed,method,metric,endpoint,aulc,gap_closed,full_reference,gap_status
157,hybrid,combined_normalized_RMSE,0.5454648360302108,0.5836907837009004,0.673644461048988,0.4438399687109298,VALID
157,kernel_ivr,combined_normalized_RMSE,0.4790361153234307,0.5486373507083153,0.8869719813691478,0.4438399687109298,VALID
157,lcmd,combined_normalized_RMSE,0.509224531487521,0.5830240925144091,0.7900256621542256,0.4438399687109298,VALID
157,random,combined_normalized_RMSE,0.6691077238818106,0.773868932054304,0.2765808056004302,0.4438399687109298,VALID
157,hybrid,V1_RMSE,4.331021307735473,4.464371227337942,0.501277254259257,3.443902721751141,VALID
157,kernel_ivr,V1_RMSE,3.6871032265918338,4.141663435229436,0.8632768770083831,3.443902721751141,VALID
157,lcmd,V1_RMSE,3.865644157330145,4.373635212633722,0.76290424970499,3.443902721751141,VALID
157,random,V1_RMSE,4.5812339230557235,5.271628861575376,0.36061204387701007,3.443902721751141,VALID
157,hybrid,V2_RMSE,5.121645702971631,6.005516498663461,0.8575664091506021,4.433505885703983,VALID
157,kernel_ivr,V2_RMSE,4.878868932480097,5.80838369011226,0.9078171958776835,4.433505885703983,VALID
157,lcmd,V2_RMSE,5.34915583550715,6.252019603137354,0.8104755646470458,4.433505885703983,VALID
157,random,V2_RMSE,8.312934924151305,9.671429590570337,0.19702218280945144,4.433505885703983,VALID
157,hybrid,V1_MAE,1.8613194475928656,2.126413354879647,0.6510317686352999,1.4581853800254474,VALID
157,kernel_ivr,V1_MAE,1.7868989777507829,2.078065026945837,0.7154529670094076,1.4581853800254474,VALID
157,lcmd,V1_MAE,1.7118518861363543,2.065895741301964,0.7804165930998076,1.4581853800254474,VALID
157,random,V1_MAE,2.180377501092083,2.4882860635396105,0.37484294315563343,1.4581853800254474,VALID
157,hybrid,V2_MAE,2.360629890176604,3.0200079351823543,0.8988870128363776,2.0942179030365797,VALID
157,kernel_ivr,V2_MAE,2.557627804845357,3.1248615151523276,0.8241191773834904,2.0942179030365797,VALID
157,lcmd,V2_MAE,2.532809760644853,3.091968932134914,0.8335385230053255,2.0942179030365797,VALID
157,random,V2_MAE,3.684403755681978,4.419239271744836,0.3964669404241225,2.0942179030365797,VALID
157,hybrid,V1_R2,0.6611383772087476,0.6380646147699874,0.5525883866877231,0.7857388177791359,VALID
157,kernel_ivr,V1_R2,0.7544090615011518,0.6852268058640201,0.8875020285895799,0.7857388177791359,VALID
157,lcmd,V1_R2,0.7300486567915425,0.6511833993768062,0.8000294007066212,0.7857388177791359,VALID
157,random,V1_R2,0.6208538228838819,0.4934883469931522,0.4079357886748586,0.7857388177791359,VALID
157,hybrid,V2_R2,0.8851468828628966,0.8374209834813467,0.9006465695374614,0.9139366393306856,VALID
157,kernel_ivr,V2_R2,0.8957773708679897,0.8448278523014374,0.9373323765875682,0.9139366393306856,VALID
157,lcmd,V2_R2,0.874716400486379,0.8216318934344953,0.8646509817788249,0.9139366393306856,VALID
157,random,V2_R2,0.6974253890563308,0.5863348403563267,0.25281981900201905,0.9139366393306856,VALID
887,hybrid,combined_normalized_RMSE,0.3214566972099897,0.37482699118985546,0.9035063109962522,0.3001996726127193,VALID
887,kernel_ivr,combined_normalized_RMSE,0.3106512978985922,0.38413904906096813,0.9525561126721268,0.3001996726127193,VALID
887,lcmd,combined_normalized_RMSE,0.3069127675646813,0.3429492000486118,0.9695267183992238,0.3001996726127193,VALID
887,random,combined_normalized_RMSE,0.3588274086093968,0.4654395623144185,0.7338664920685248,0.3001996726127193,VALID
887,hybrid,V1_RMSE,2.8707621516812125,3.310327909517812,0.9580635809188277,2.8077678082944044,VALID
887,kernel_ivr,V1_RMSE,2.922513497550316,3.3763684246135477,0.923611818876398,2.8077678082944044,VALID
