method,metric,endpoint_mean,endpoint_median,endpoint_std,aulc_mean,aulc_median,aulc_std,gap_closed_mean,gap_closed_median,gap_closed_std
hybrid,V1_MAE,1.6113224921466636,1.5223268301938648,0.21306781817343856,1.876674804415784,1.8043756204148576,0.15919467390606798,0.8217984908645087,0.8656510452125654,0.16115322150264755
hybrid,V1_R2,0.7871325055068741,0.8017905587388924,0.07850395090996422,0.720649363866068,0.7323425614734572,0.05215535097565211,0.8740439154182587,0.9590604669882941,0.18753205173313392
hybrid,V1_RMSE,3.294480814665338,3.0652890223756586,0.6342599610040477,3.752679637575875,3.7578274098243867,0.4550882009621463,0.8516415610953809,0.9405387149164568,0.20864109154364416
hybrid,V2_MAE,2.4286765833838664,2.360629890176604,0.13243872642469973,3.043902516876901,3.0200079351823543,0.11074706437439741,0.9116352976564761,0.9346715388895266,0.07265872552912325
hybrid,V2_R2,0.8875477381283028,0.8851468828628966,0.0318185757380593,0.8203426620926232,0.8374209834813467,0.03865675491258381,0.9311425229592738,0.9260018198943643,0.03742321797502834
hybrid,V2_RMSE,4.8041717130669035,5.05051375230219,0.6190959932045856,5.904891252725037,5.971892833349955,0.6330888195083866,0.895759775039911,0.8692397294359581,0.053842733971665106
hybrid,combined_normalized_RMSE,0.4097091827975123,0.3574423588998464,0.10918674268451393,0.47935350858693815,0.4111069646989088,0.1170026397450786,0.8738321452470048,0.9035063109962522,0.1227166572465798
kernel_ivr,V1_MAE,1.5939641213817277,1.5096641564540725,0.12504572624816543,1.9275227556936763,1.9354935537552997,0.12777190242480602,0.8248263841881232,0.8317570265611629,0.06454745871529602
kernel_ivr,V1_R2,0.8065574516551834,0.8099762306244376,0.03788435552894272,0.705014296538524,0.7164741728360268,0.020691709907674622,0.937899513358736,0.9385015793583845,0.03464793472757883
kernel_ivr,V1_RMSE,3.168244885942213,3.0946325306145086,0.3762070183622116,3.884435311008757,3.9992850700771365,0.3146598951801056,0.9195860880606894,0.923611818876398,0.040315882308306475
kernel_ivr,V2_MAE,2.5079903200090077,2.557627804845357,0.17873303381566064,3.2511038961483485,3.2504321137859864,0.12114696943233552,0.8728519495291966,0.882265749737409,0.035272912647216825
kernel_ivr,V2_R2,0.8953946461801964,0.8957773708679897,0.028438676789404628,0.8005684544833018,0.8167844173543346,0.042433081497959546,0.9542231934901138,0.9537280699744628,0.019933345391620512
kernel_ivr,V2_RMSE,4.645669413829663,4.4925552436467795,0.6219957183278657,6.268360356992358,6.019080711157468,0.6163751804004692,0.9279558337252253,0.9148082817737916,0.029700266498698353
kernel_ivr,combined_normalized_RMSE,0.3959134120992574,0.3241902470426845,0.10850599137491927,0.500070026578239,0.4460000358374404,0.11688853236503918,0.925817960515652,0.9427495270786994,0.02948101715135085
lcmd,V1_MAE,1.624811945144507,1.6475488659289244,0.16235757882313048,1.8907947658389836,1.9411590522155375,0.20343410313397142,0.8140297857833281,0.7804165930998076,0.1446734025050095
lcmd,V1_R2,0.7971002433287788,0.8233415951517695,0.050202596740869916,0.7293678543566222,0.7310575439114316,0.05776741798045908,0.9191595950699014,0.9247414961493571,0.10150666029324708
lcmd,V1_RMSE,3.241493742650338,3.2089233985508954,0.4704711497109157,3.7082802175054943,3.9172973571370187,0.547567031125306,0.8969393511507985,0.8931303410751003,0.12539446788888647
lcmd,V2_MAE,2.503228525349276,2.499425110485342,0.11019342761061184,3.122547220791041,3.091968932134914,0.18533100169399136,0.8830104071341431,0.9071551261841645,0.07910408970702076
lcmd,V2_R2,0.8827494009528003,0.874716400486379,0.028567550749872633,0.8195847138710477,0.8244375790481242,0.04186980725939123,0.9174679363010766,0.922126492173976,0.036181403623228095
lcmd,V2_RMSE,4.922502152014511,4.896134709355479,0.5906801383890272,5.971306069760118,5.593414583236381,0.7267794489452903,0.8754731270197116,0.8881994429635496,0.050722328272642225
lcmd,combined_normalized_RMSE,0.4086138896739119,0.3685593007535058,0.10314368633840545,0.4795385937378649,0.4247013877913356,0.13309759664511941,0.8868931604426049,0.9162877173458783,0.07763687163675224
random,V1_MAE,2.004205467032014,2.075698529501899,0.2049723410224033,2.290547563903229,2.283994980077296,0.1590149838917809,0.49719088660608957,0.4578982921135581,0.12375586703152175
random,V1_R2,0.6722473165702253,0.6618366106534526,0.043781739767499724,0.5778771944932656,0.5983723428493837,0.06570884170638819,0.5451098911159076,0.5581319847003894,0.10845905311415008
random,V1_RMSE,4.146006127161856,4.175921139859965,0.517037092491369,4.67067660938473,4.723055041124724,0.4748494194814338,0.4807761516121428,0.4755338951200495,0.10726908816127237
random,V2_MAE,3.3983900305750274,3.5533006883067766,0.34769457435876927,4.005099256966803,3.939807803442697,0.3031658123105917,0.5452439800969106,0.5013334594504265,0.15947984804890858
random,V2_R2,0.7732419753475684,0.7923972386535019,0.062146577753569236,0.664101885438871,0.6656344855897008,0.059001823711256646,0.6015416008334945,0.6108322157303236,0.2227568487596768
random,V2_RMSE,6.873136166267011,6.699006784306312,1.1961139191334693,8.307854323897267,8.423131802615153,0.9461925308417583,0.517390375728955,0.5229896517139427,0.22078026954049487
random,combined_normalized_RMSE,0.5433010055541065,0.4779007110412269,0.15942188453899325,0.6242603285366704,0.5700290676873516,0.14778165948253966,0.5008920170062868,0.48886231071510167,0.16548185301701132
