method,comparator,metric,statistic,n_pairs,directional_wins,ties,mean_difference,median_difference,sample_std_difference,bootstrap_low,bootstrap_high
hybrid,kernel_ivr,combined_normalized_RMSE,endpoint,5,2,0,0.013795770698254838,0.010805399311397512,0.0387406918408691,-0.016007711892015896,0.045384508412004976
hybrid,lcmd,combined_normalized_RMSE,endpoint,5,3,0,0.001095293123600427,-0.011116941853659412,0.02365285018468583,-0.01589971905726655,0.02169970456885172
hybrid,random,combined_normalized_RMSE,endpoint,5,5,0,-0.13359182275659431,-0.12364288785159983,0.07371360915473654,-0.19201847923998472,-0.07629108837958894
kernel_ivr,lcmd,combined_normalized_RMSE,endpoint,5,3,0,-0.012700477574654413,-0.009150588511641966,0.024709913645248542,-0.03191140939252864,0.006252150502984199
kernel_ivr,random,combined_normalized_RMSE,endpoint,5,5,0,-0.14738759345484914,-0.15695582386742196,0.06074867022349742,-0.18810403234309767,-0.09492476089255596
lcmd,random,combined_normalized_RMSE,endpoint,5,5,0,-0.13468711588019472,-0.14780523535578,0.06354606310758985,-0.18201422081810517,-0.08225638511792019
hybrid,kernel_ivr,combined_normalized_RMSE,gap_closed,5,2,0,-0.051985815268647206,-0.04904980167587458,0.11153521455279344,-0.1434480562690253,0.032372035545537824
hybrid,lcmd,combined_normalized_RMSE,gap_closed,5,3,0,-0.013061015195599967,0.031258313016622186,0.07367429064449951,-0.07449250856257343,0.0405869504087593
hybrid,random,combined_normalized_RMSE,gap_closed,5,5,0,0.372940128240718,0.3970636554485578,0.14193540344450933,0.25585284455411406,0.47852444124031585
kernel_ivr,lcmd,combined_normalized_RMSE,gap_closed,5,3,0,0.03892480007304724,0.026461809732821084,0.07020044045970356,-0.016123566116144784,0.09397316626223925
kernel_ivr,random,combined_normalized_RMSE,gap_closed,5,5,0,0.4249259435093652,0.4479464348024713,0.14077781940685877,0.3103923462831497,0.5357552027356376
lcmd,random,combined_normalized_RMSE,gap_closed,5,5,0,0.3860011434363179,0.42742540663077666,0.1264556214061679,0.28733300323210365,0.4846692836405323
