seed,budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,T1_combined_NRMSE
1425370602,30,zero_shot,-0.2636070251464844,7.914533615112305,6.748091220855713,0.07592499256134033,11.200910568237305,9.919211387634277,0.8643776660875345,0.8505755882312274
1425370602,30,affine,0.6669698357582092,4.063133239746094,2.692734718322754,0.35494476556777954,9.358325958251953,5.653360843658447,0.5498851605633092,0.5488800801838309
1425370602,30,target_head_only,0.6690115928649902,4.0506591796875,3.2204790115356445,0.6069689989089966,7.304880619049072,6.124380588531494,0.48514242754092674,0.4842237694016902
1425370602,30,last2,0.6577956676483154,4.118718147277832,2.5804789066314697,0.6859959363937378,6.529311180114746,4.720516204833984,0.4680638686797182,0.4644212176076134
1425370602,30,full_finetune,-0.1298224925994873,7.4838385581970215,3.288015842437744,0.3452960252761841,9.428056716918945,5.130611896514893,0.7892970548412497,0.7681080178671074
1425370602,50,zero_shot,-0.2636070251464844,7.914533615112305,6.748091220855713,0.07592499256134033,11.200910568237305,9.919211387634277,0.8643776660875345,0.8505755882312274
1425370602,50,affine,0.7186137437820435,3.7348294258117676,2.3557653427124023,0.5194501876831055,8.077349662780762,4.70170259475708,0.4884148856548765,0.4882077180554354
1425370602,50,target_head_only,0.6652812957763672,4.073420524597168,3.2471635341644287,0.611641526222229,7.261328220367432,6.08830451965332,0.4854121986099381,0.48431354439183016
1425370602,50,last2,0.57041335105896,4.614713191986084,3.68410325050354,0.6408268809318542,6.983153820037842,5.764593601226807,0.5155879572000541,0.5100094325502614
1425370602,50,full_finetune,-0.02254319190979004,7.119674205780029,4.607283592224121,0.3215271830558777,9.597672462463379,7.103621006011963,0.765771906224456,0.7502754093728532
1425370602,70,zero_shot,-0.2636070251464844,7.914533615112305,6.748091220855713,0.07592499256134033,11.200910568237305,9.919211387634277,0.8643776660875345,0.8505755882312274
1425370602,70,affine,0.7934872508049011,3.199578285217285,2.0273406505584717,0.7048259377479553,6.330511569976807,3.6812853813171387,0.3999618573483633,0.3999147146963917
1425370602,70,target_head_only,0.671094536781311,4.037893295288086,3.2087323665618896,0.6207765340805054,7.175419807434082,6.010214328765869,0.48052577903050997,0.4793873195559156
1425370602,70,last2,0.5860596895217896,4.529895305633545,3.6931569576263428,0.6659296751022339,6.734706401824951,5.717556953430176,0.502982594871322,0.4969003217564836
1425370602,70,full_finetune,0.003054797649383545,7.029993534088135,6.111128330230713,0.2654162049293518,9.986662864685059,8.859820365905762,0.7687168896903311,0.7566828640010397
1425370602,100,zero_shot,-0.2636070251464844,7.914533615112305,6.748091220855713,0.07592499256134033,11.200910568237305,9.919211387634277,0.8643776660875345,0.8505755882312274
1425370602,100,affine,0.7956120371818542,3.183075428009033,2.039990186691284,0.722870409488678,6.133962631225586,3.688481092453003,0.3929144545780566,0.392754610503938
1425370602,100,target_head_only,0.670189619064331,4.0434441566467285,3.2165255546569824,0.6219515800476074,7.164294242858887,6.001174449920654,0.4805805125279408,0.4793935275301545
1425370602,100,last2,0.5501037836074829,4.722537994384766,3.851590394973755,0.647064208984375,6.9222540855407715,5.85729455947876,0.5218239946870207,0.5149573442798931
1425370602,100,full_finetune,0.2249547243118286,6.198446273803711,5.456593990325928,0.36790651082992554,9.263825416564941,7.973173141479492,0.6895092254933474,0.6814362610801201
536279090,30,zero_shot,0.39222854375839233,15.49260139465332,10.341885566711426,0.580461859703064,18.829965591430664,13.818764686584473,1.6182751336890693,1.568711623732167
536279090,30,affine,0.9190258979797363,5.654930114746094,4.045192241668701,0.9316220283508301,7.601896286010742,5.258873462677002,0.6077139687360879,0.5952595821997699
536279090,30,target_head_only,0.9243355989456177,5.466382026672363,3.6499080657958984,0.9436200261116028,6.90281343460083,4.769801616668701,0.5768998130329519,0.5615529829230939
536279090,30,last2,0.9021524786949158,6.216259002685547,4.569828987121582,0.8935171365737915,9.4864501953125,7.221819877624512,0.6966198870474836,0.689490474514241
536279090,30,full_finetune,0.6958895921707153,10.95897388458252,6.574359893798828,0.6060594320297241,18.246482849121094,10.856139183044434,1.2693462315863855,1.2628853965192448
536279090,50,zero_shot,0.39222854375839233,15.49260139465332,10.341885566711426,0.580461859703064,18.829965591430664,13.818764686584473,1.6182751336890693,1.568711623732167
536279090,50,affine,0.9079519510269165,6.029225826263428,3.858823776245117,0.9184263944625854,8.303068161010742,5.513097286224365,0.6527703494006647,0.6408176794964308
536279090,50,target_head_only,0.9171713590621948,5.7193217277526855,3.819894552230835,0.9447779655456543,6.8315606117248535,4.707733631134033,0.5947305932615703,0.5753870969440751
536279090,50,last2,0.8741246461868286,7.0505757331848145,4.155364036560059,0.8915385603904724,9.574177742004395,6.543726921081543,0.7600330364624995,0.7451600829591348
536279090,50,full_finetune,0.701627254486084,10.855098724365234,5.922257900238037,0.6583648920059204,16.992019653320312,9.892090797424316,1.2277921226573854,1.2172786387001147
536279090,70,zero_shot,0.39222854375839233,15.49260139465332,10.341885566711426,0.580461859703064,18.829965591430664,13.818764686584473,1.6182751336890693,1.568711623732167
536279090,70,affine,0.8954647779464722,6.425183296203613,4.244006633758545,0.9221610426902771,8.110773086547852,5.371225833892822,0.6780232138761304,0.6599623489522621
536279090,70,target_head_only,0.9204383492469788,5.605392932891846,3.792759895324707,0.9481539130210876,6.619446754455566,4.569761276245117,0.5812012000085388,0.5615607875526178
536279090,70,last2,0.9400960803031921,4.86386775970459,3.6743338108062744,0.9416755437850952,7.020842552185059,5.220823764801025,0.5346682219543116,0.5269915843785681
536279090,70,full_finetune,0.863569974899292,7.340221405029297,4.918996334075928,0.8075248003005981,12.75413990020752,8.785170555114746,0.8652040831542284,0.8624402992220166
536279090,100,zero_shot,0.39222854375839233,15.49260139465332,10.341885566711426,0.580461859703064,18.829965591430664,13.818764686584473,1.6182751336890693,1.568711623732167
536279090,100,affine,0.8983414769172668,6.336160182952881,3.957505941390991,0.9298022389411926,7.702387809753418,5.150162696838379,0.6618713171199857,0.6416121256213052
536279090,100,target_head_only,0.9233039021492004,5.503523826599121,3.6243183612823486,0.9471349716186523,6.684178829193115,4.625701427459717,0.5747587938497444,0.5571099823553103
536279090,100,last2,0.9328811168670654,5.148449420928955,3.614100456237793,0.9355508089065552,7.380275249481201,5.316577911376953,0.5646497968882045,0.5562283941491968
536279090,100,full_finetune,0.8486554026603699,7.731035232543945,4.888007640838623,0.7822328805923462,13.566254615783691,8.29778003692627,0.9150750892998103,0.912497009854631
2767143051,30,zero_shot,0.23361748456954956,15.691555976867676,9.51479434967041,0.3957674503326416,19.96760368347168,13.09926986694336,1.659567548941605,1.616718190774491
2767143051,30,affine,0.8621723651885986,6.654438495635986,3.7317121028900146,0.830581545829773,10.573147773742676,6.541613578796387,0.7568795475102899,0.7510926288939388
2767143051,30,target_head_only,0.808880090713501,7.836031436920166,4.125453948974609,0.8156389594078064,11.02956771850586,6.071587085723877,0.8542966523700519,0.8402652883352981
2767143051,30,last2,0.736953854560852,9.193039894104004,4.972393989562988,0.7594751715660095,12.598065376281738,7.355661869049072,0.9937859259275116,0.9751558941451419
2767143051,30,full_finetune,0.4843598008155823,12.871127128601074,6.334743022918701,0.5417189002037048,17.389610290527344,9.333625793457031,1.3853207831835532,1.3575703351658726
2767143051,50,zero_shot,0.23361748456954956,15.691555976867676,9.51479434967041,0.3957674503326416,19.96760368347168,13.09926986694336,1.659567548941605,1.616718190774491
2767143051,50,affine,0.8594402074813843,6.72006893157959,3.5409607887268066,0.8335149884223938,10.481210708618164,6.086114883422852,0.7590722034282417,0.7523978165940958
2767143051,50,target_head_only,0.8073425889015198,7.867487907409668,4.0159196853637695,0.8196911811828613,10.907679557800293,6.020737648010254,0.8535970320512825,0.8384704660188544
2767143051,50,last2,0.786542534828186,8.281307220458984,4.692905426025391,0.8008350133895874,11.463848114013672,7.234549522399902,0.8980611989477532,0.8820267259780674
2767143051,50,full_finetune,0.7063474655151367,9.713150024414062,4.832292556762695,0.7387753129005432,13.12898063659668,7.613371849060059,1.0455724557324884,1.0246713773521496
2767143051,70,zero_shot,0.23361748456954956,15.691555976867676,9.51479434967041,0.3957674503326416,19.96760368347168,13.09926986694336,1.659567548941605,1.616718190774491
2767143051,70,affine,0.8563488125801086,6.793566703796387,3.596506118774414,0.8317605257034302,10.536293983459473,6.022402763366699,0.7657863070751144,0.7587747428892189
2767143051,70,target_head_only,0.8051937222480774,7.911242485046387,4.000626087188721,0.8179543018341064,10.960089683532715,6.030221939086914,0.8581403098397441,0.8428769137552041
2767143051,70,last2,0.7779287099838257,8.446745872497559,4.537628173828125,0.7959326505661011,11.604079246520996,6.8155927658081055,0.9138152172763743,0.8968859241129526
2767143051,70,full_finetune,0.6454445123672485,10.672969818115234,5.591028690338135,0.704397439956665,13.966191291809082,8.379080772399902,1.1378394433142687,1.111614605566464
2767143051,100,zero_shot,0.23361748456954956,15.691555976867676,9.51479434967041,0.3957674503326416,19.96760368347168,13.09926986694336,1.659567548941605,1.616718190774491
2767143051,100,affine,0.8441133499145508,7.076974391937256,3.669368267059326,0.8279299736022949,10.655566215515137,6.0941362380981445,0.7892875352463646,0.780467761258439
2767143051,100,target_head_only,0.7992961406707764,8.030102729797363,4.024680137634277,0.81258225440979,11.120626449584961,6.198108673095703,0.8709311654554527,0.8554120324685637
2767143051,100,last2,0.745169997215271,9.048331260681152,4.688450336456299,0.7650678157806396,12.450740814208984,7.229483127593994,0.9793947269740789,0.9613914947109504
2767143051,100,full_finetune,0.532059907913208,12.2613525390625,6.979457378387451,0.430708646774292,19.381669998168945,11.879311561584473,1.3919087725854717,1.3808329835109103
1362771960,30,zero_shot,0.35514920949935913,13.912651062011719,9.333108901977539,0.5470618009567261,19.677753448486328,13.531654357910156,1.5191578493887568,1.4948239163045098
1362771960,30,affine,0.9045779705047607,5.3518571853637695,3.261885643005371,0.9096705913543701,8.787609100341797,5.536900043487549,0.6164802527527972,0.612905418631735
1362771960,30,target_head_only,0.8957113027572632,5.59498405456543,3.2507247924804688,0.915834903717041,8.482465744018555,5.230453014373779,0.625528309227998,0.6188425694876785
1362771960,30,last2,0.7882668972015381,7.972135066986084,4.011946678161621,0.8110699653625488,12.708858489990234,6.7445478439331055,0.9078923994090361,0.9011297690345752
1362771960,30,full_finetune,0.5033900141716003,12.209221839904785,5.340746879577637,0.5294417142868042,20.056852340698242,8.983438491821289,1.4066454711883836,1.3985240889323163
1362771960,50,zero_shot,0.35514920949935913,13.912651062011719,9.333108901977539,0.5470618009567261,19.677753448486328,13.531654357910156,1.5191578493887568,1.4948239163045098
1362771960,50,affine,0.9284654855728149,4.633809566497803,3.1040563583374023,0.9400528073310852,7.158804893493652,5.437973976135254,0.5215925529772427,0.5166841568169117
1362771960,50,target_head_only,0.9228938221931458,4.81088399887085,2.9092938899993896,0.9284787178039551,7.819406032562256,5.072709560394287,0.5519679256959152,0.5484658703015135
1362771960,50,last2,0.8059696555137634,7.631590843200684,4.937027931213379,0.8091164827346802,12.774392127990723,8.49636173248291,0.8858374158045582,0.8815588779119656
1362771960,50,full_finetune,0.5951578617095947,11.023592948913574,7.009702682495117,0.7069401144981384,15.828298568725586,9.700872421264648,1.2096575732487864,1.1917771457499011
1362771960,70,zero_shot,0.35514920949935913,13.912651062011719,9.333108901977539,0.5470618009567261,19.677753448486328,13.531654357910156,1.5191578493887568,1.4948239163045098
1362771960,70,affine,0.9278041124343872,4.655181407928467,3.0751500129699707,0.9490121603012085,6.602210521697998,4.679941177368164,0.5087631648722302,0.5007295002693194
1362771960,70,target_head_only,0.9277885556221008,4.65568208694458,2.7919514179229736,0.9339009523391724,7.517157077789307,4.791468620300293,0.5327938568112297,0.5292172782176143
1362771960,70,last2,0.8166247606277466,7.419089317321777,4.521337032318115,0.8198401927947998,12.410377502441406,7.88592004776001,0.8609394487989946,0.8567533748712448
1362771960,70,full_finetune,0.7466257810592651,8.720902442932129,4.736615180969238,0.7047500610351562,15.88733196258545,8.873797416687012,1.0491721976733874,1.0474970336872909
1362771960,100,zero_shot,0.35514920949935913,13.912651062011719,9.333108901977539,0.5470618009567261,19.677753448486328,13.531654357910156,1.5191578493887568,1.4948239163045098
1362771960,100,affine,0.9202005863189697,4.894183158874512,3.185964345932007,0.9439815282821655,6.920249938964844,4.615739345550537,0.5343588010824469,0.5257866746785357
1362771960,100,target_head_only,0.9280723333358765,4.646523952484131,2.7485930919647217,0.9396675825119019,7.181766986846924,4.603908061981201,0.5231118675988304,0.5182050925651159
1362771960,100,last2,0.8952858448028564,5.606385707855225,4.010944366455078,0.8965179920196533,9.405643463134766,6.632314682006836,0.6513536626417172,0.6482780632443506
1362771960,100,full_finetune,0.7429163455963135,8.784509658813477,4.802214622497559,0.6738808155059814,16.697221755981445,8.45901107788086,1.077396105681754,1.0767218071581452
