seed,budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,T1_combined_NRMSE
769539383,30,zero_shot,0.18748211860656738,12.810199737548828,9.390372276306152,0.4899343252182007,17.708019256591797,13.210855484008789,1.388572267404742,1.363607142583105
769539383,30,affine,0.9370169043540955,3.5665762424468994,2.3795223236083984,0.9598612785339355,4.9675092697143555,3.9175846576690674,0.3875245443721103,0.3808112807032809
769539383,30,target_head_only,0.8917895555496216,4.674918174743652,2.835604667663574,0.9228277802467346,6.887909889221191,4.838084697723389,0.5174736462505817,0.5108675029595275
769539383,30,last2,0.7292701005935669,7.394478797912598,4.858084201812744,0.8753246068954468,8.754822731018066,6.300289154052734,0.7672036435833678,0.7414992993125307
769539383,30,full_finetune,0.41721266508102417,10.849119186401367,5.947251796722412,0.5131677389144897,17.300020217895508,10.215298652648926,1.2356623065611319,1.2264784212941198
769539383,50,zero_shot,0.18748211860656738,12.810199737548828,9.390372276306152,0.4899343252182007,17.708019256591797,13.210855484008789,1.388572267404742,1.363607142583105
769539383,50,affine,0.863112211227417,5.25801420211792,2.961000919342041,0.9343020915985107,6.355251312255859,4.570777416229248,0.5484284956186227,0.5313012201201205
769539383,50,target_head_only,0.8278916478157043,5.895768642425537,3.4459574222564697,0.9199082851409912,7.0169878005981445,4.930356025695801,0.6125164307079812,0.5923504742593858
769539383,50,last2,0.8275796175003052,5.90110969543457,3.776214599609375,0.8958297371864319,8.002556800842285,5.584441661834717,0.6358623736730964,0.6233418441270462
769539383,50,full_finetune,0.6339743137359619,8.597955703735352,5.10756254196167,0.7198177576065063,13.124333381652832,8.579505920410156,0.9636082615555979,0.9537627188818227
769539383,70,zero_shot,0.18748211860656738,12.810199737548828,9.390372276306152,0.4899343252182007,17.708019256591797,13.210855484008789,1.388572267404742,1.363607142583105
769539383,70,affine,0.8702361583709717,5.119367599487305,2.906405210494995,0.9300447106361389,6.55793571472168,4.8254804611206055,0.5424487937825746,0.5288072102173647
769539383,70,target_head_only,0.8665962219238281,5.190670490264893,3.075387954711914,0.9229836463928223,6.880950927734375,4.840854167938232,0.55548955445057,0.5433778871717971
769539383,70,last2,0.8864076733589172,4.789761543273926,3.136557102203369,0.9038324952125549,7.689022541046143,5.45563268661499,0.5469220574556845,0.5430704616977426
769539383,70,full_finetune,0.754662275314331,7.039172649383545,4.532987594604492,0.8017318844795227,11.040363311767578,6.891791820526123,0.7967612752403606,0.7900367513764475
769539383,100,zero_shot,0.18748211860656738,12.810199737548828,9.390372276306152,0.4899343252182007,17.708019256591797,13.210855484008789,1.388572267404742,1.363607142583105
769539383,100,affine,0.9322486519813538,3.699119806289673,2.5350756645202637,0.9682329893112183,4.419216632843018,3.3315978050231934,0.38467361752233714,0.37216916726504523
769539383,100,target_head_only,0.8990510106086731,4.515338897705078,2.837909460067749,0.9026340246200562,7.736783981323242,5.451263427734375,0.5291366516454941,0.5271425456652582
769539383,100,last2,0.8991851210594177,4.512339115142822,2.989427089691162,0.8835210800170898,8.462146759033203,5.644056797027588,0.549999103114104,0.5495119056167219
769539383,100,full_finetune,0.7372980117797852,7.284019947052002,4.460580825805664,0.6586577892303467,14.486114501953125,8.871003150939941,0.9128152540364601,0.9127406868962729
