epoch,train_loss,normalized_valid_score,legacy_valid_score
1,609.1854248046875,1.5177283916834532,568.3981454096502
2,574.4906005859375,1.4113946023124435,528.7191324980549
3,541.578369140625,1.3104040534459918,491.1450697453429
4,510.4442138671875,1.215418286222134,455.89196133354926
5,481.099609375,1.1275088615792577,423.35188350184944
6,453.5289306640625,1.046697191110836,393.52088724543955
7,427.67578125,0.9729227759478658,366.3323497112751
8,403.508544921875,0.906346577257286,341.8297849179098
9,380.979248046875,0.8468196917406221,319.94271845728053
10,360.0132751464844,0.7937823587912844,300.4460552777773
11,340.50201416015625,0.7466277162961144,283.11793273666535
12,322.3358154296875,0.7049903811312928,267.80530393636036
13,305.3963317871094,0.6684299932216413,254.35293477320647
14,289.6509094238281,0.6361583505502821,242.47200824520405
15,275.0047302246094,0.6075221238119498,231.92224921398338
16,261.3983154296875,0.5823615195021756,222.64467668355064
17,248.72682189941406,0.5602829082797651,214.49542319443208
18,236.92442321777344,0.5410309401534658,207.3884893265158
19,225.9431610107422,0.5242249033151241,201.181629658784
20,215.68289184570312,0.5097104524809356,195.820705251248
21,206.06790161132812,0.4972680088323494,191.22678253296363
22,197.0275115966797,0.48684751261662085,187.38880004917723
23,188.50596618652344,0.4783407496574915,184.26758666578644
24,180.46395874023438,0.47156565632412667,181.79558720282716
25,172.87924194335938,0.4663090457085065,179.88777719157656
26,165.7227783203125,0.4624944074828232,178.51580173450975
27,158.96844482421875,0.4600572589409416,177.65605137024318
28,152.59274291992188,0.4588248284035742,177.24738172599382
29,146.59652709960938,0.45839290329443927,177.1401940878061
30,140.97515869140625,0.4586715069876501,177.29744570872208
31,135.71224975585938,0.4595517520516235,177.66765153906294
32,130.80496215820312,0.46089531490667673,178.19684241802702
33,126.25802612304688,0.4625034445952452,178.80685513318917
34,122.0734634399414,0.4643330125443339,179.48050161850756
35,118.23661041259766,0.4661575855755361,180.1349945332479
36,114.75687408447266,0.4678455141353015,180.71891004609665
37,111.58966064453125,0.4693689018046552,181.2251264696099
38,108.716796875,0.47060785329483845,181.61595451238122
39,106.11073303222656,0.47133156679611854,181.80824614172911
40,103.75202941894531,0.47160817421295975,181.83314736518537
41,101.58958435058594,0.47148054603343414,181.70713593142136
42,99.59382629394531,0.47089261848804076,181.41363317249693
43,97.74466705322266,0.4698232650159667,180.94539116258807
44,96.01872253417969,0.46836521994946145,180.33727893008677
45,94.40299224853516,0.4666074933903774,179.62425510380126
46,92.88287353515625,0.46475426304344575,178.88096503619158
47,91.45086669921875,0.4625952619759144,178.0321690053995
48,90.10037231445312,0.4602069349168586,177.10587345600925
49,88.82624053955078,0.45777866841863163,176.17328132063813
50,87.61282348632812,0.45527538876645435,175.2200142691056
51,86.45089721679688,0.45278285812546537,174.27800797988493
52,85.33521270751953,0.4504873778404298,173.41538897470718
53,84.2611083984375,0.44837656074782906,172.62957773144285
54,83.2194595336914,0.4465517273612631,171.9589206378539
55,82.20928955078125,0.4450465485549433,171.4117319460736
56,81.22161102294922,0.4440109888959185,171.04508133026752
57,80.25408935546875,0.44351702788045466,170.88625594806285
58,79.30490112304688,0.4435141262072364,170.9170375642359
59,78.37098693847656,0.44407845276571356,171.16289537974512
60,77.4534912109375,0.44511106508931525,171.5865812547063
61,76.5455322265625,0.44653900608369823,172.1603055274029
62,75.64603424072266,0.44822760096636016,172.8335496307634
63,74.75498962402344,0.4500026000129477,173.53995526301424
64,73.87406921386719,0.45167744064093457,174.2060636221688
65,73.0062484741211,0.4530944585728278,174.77544799483076
66,72.15252685546875,0.45416372551714446,175.21506216049806
67,71.31503295898438,0.45473307447782874,175.46709194797108
68,70.49284362792969,0.45474843535330345,175.5119648802231
69,69.68317413330078,0.4542288715132191,175.3545899363603
70,68.88609313964844,0.45324009519256464,175.0198201259484
71,68.1038589477539,0.4518490156723765,174.53500802507597
72,67.33430480957031,0.4501453002500957,173.93422931008536
73,66.57847595214844,0.44825863574740604,173.2604354141613
74,65.83391571044922,0.44625649515374566,172.53849514955573
75,65.10246276855469,0.44430103537417864,171.82839739431506
76,64.38491821289062,0.4423819815829757,171.1289115270231
77,63.68071746826172,0.4405275432217992,170.45244101290973
78,62.988441467285156,0.4388352309528528,169.8374274369569
79,62.30577087402344,0.4373097754112789,169.2873347076611
80,61.63591003417969,0.43600010307930903,168.81953262871139
81,60.97588348388672,0.43488384921346235,168.4286516549064
82,60.324546813964844,0.43394709292848493,168.1112925193811
83,59.682525634765625,0.43312061111644073,167.83999076124223
84,59.051265716552734,0.43237389356791955,167.60307413869918
85,58.431331634521484,0.43175764349000956,167.41553094148003
86,57.819915771484375,0.4312682858188678,167.2754099620945
87,57.21171951293945,0.4309308313405149,167.19325628993965
88,56.60597229003906,0.43065608155020835,167.13788237242693
89,56.00209426879883,0.430470901369749,167.11658485648536
90,55.400909423828125,0.4303198859631867,167.1095576872508
91,54.805633544921875,0.43022349877995575,167.126325177936
92,54.21510696411133,0.43015122146139384,167.15441381875485
93,53.63145446777344,0.4300488445407561,167.17002421140046
94,53.05574417114258,0.4298816373561606,167.15908562557365
95,52.49011993408203,0.42963590251877404,167.1131590531154
96,51.932884216308594,0.42946243692161346,167.090006058399
97,51.381752014160156,0.42934064176808384,167.08295429371492
98,50.836997985839844,0.42928707017101286,167.09846913699857
99,50.296958923339844,0.429179601955701,167.09135671827516
100,49.76449966430664,0.4289651825147711,167.0439172038623
101,49.24024963378906,0.42807920246337366,166.7515770075595
102,48.72239685058594,0.4266092805334849,166.24487942741143
103,48.208255767822266,0.424353746029835,165.44795936034325
104,47.6995849609375,0.42182385599717176,164.5478218997123
105,47.196067810058594,0.4191120232031663,163.579267037602
106,46.698822021484375,0.41674903289196397,162.73293473134504
107,46.206298828125,0.4145367329245659,161.93462041048906
108,45.71866989135742,0.41264987529634717,161.25570843011883
109,45.23939514160156,0.4113638270915657,160.79801344673706
110,44.766300201416016,0.41057859444676365,160.5257798771836
111,44.29756164550781,0.41007125114594745,160.3549418492962
112,43.83282470703125,0.4096925034323259,160.23266204838865
113,43.37136459350586,0.4094453303520123,160.16138346233174
114,42.912841796875,0.4092431631928218,160.1103912092915
115,42.45979309082031,0.4090657041200871,160.071885441703
116,42.01505661010742,0.4087554150926991,159.98243203351058
117,41.57713317871094,0.40813717434166913,159.7767662854758
118,41.14443588256836,0.4072474866020984,159.47119592970034
119,40.71827697753906,0.4061762165055401,159.09916489210286
120,40.296138763427734,0.4052169352160644,158.76584558694367
121,39.87616729736328,0.4044958066001063,158.51484329682035
122,39.46199417114258,0.40392493870324775,158.31643561149758
123,39.053890228271484,0.40351760156019867,158.17551020243695
124,38.651275634765625,0.403158759772241,158.0485310505842
125,38.251705169677734,0.40294464444992534,157.9699325603458
126,37.855613708496094,0.4029055330264975,157.9507433527417
127,37.46312713623047,0.402992507664935,157.97667858920158
128,37.074554443359375,0.4030393471355017,157.9891428764945
129,36.69023132324219,0.4028231252137485,157.9056815741826
130,36.30835723876953,0.4023788616573515,157.73812154789516
131,35.930999755859375,0.4017643502337506,157.50631067726522
132,35.55967712402344,0.40117265553717196,157.2825246627135
133,35.191314697265625,0.40071225877131944,157.1083560928555
134,34.825138092041016,0.40046749869987086,157.0165776582371
135,34.464141845703125,0.40060268579976316,157.0642227210219
136,34.10604476928711,0.4011372841716678,157.25975283939988
137,33.75092315673828,0.40202002036710405,157.5840819241207
138,33.40037536621094,0.4030865933802445,157.97752732200888
139,33.05488967895508,0.4041247801346015,158.36146626774303
140,32.712852478027344,0.4051104257362038,158.72883381608335
141,32.374874114990234,0.40569289984294804,158.94431395165907
142,32.04023361206055,0.4058405199497942,158.99483183165125
143,31.70874786376953,0.40564921908074186,158.9135042903108
144,31.38277244567871,0.4052910737366958,158.76141938874252
145,31.060482025146484,0.40469952421829103,158.51727549195334
146,30.741527557373047,0.40398315821407205,158.22469664678897
147,30.426504135131836,0.40338042586467865,157.97636711801192
148,30.114952087402344,0.4030323468689933,157.8252582428761
149,29.806367874145508,0.4029129436879479,157.76495541553436
150,29.500394821166992,0.40306852430680284,157.81027642108802
151,29.196935653686523,0.40362967443265296,158.00494361801861
152,28.895153045654297,0.40448780529873296,158.30924527577758
153,28.596485137939453,0.405384103964084,158.62566964099597
154,28.30065155029297,0.405950899591052,158.81390040044994
155,28.006763458251953,0.40615465937126727,158.86217497525126
156,27.71479034423828,0.40626317493638464,158.8698372437691
157,27.42633056640625,0.406375671119979,158.8841076818212
158,27.14006996154785,0.40668408852007265,158.97566194226624
159,26.855464935302734,0.4070277601146426,159.08112128691596
160,26.573593139648438,0.4075345758608192,159.24772953237334
161,26.293230056762695,0.4081984160248627,159.47673703332157
162,26.014305114746094,0.40914130815059524,159.81442265997157
163,25.736927032470703,0.41023062975815416,160.21407370077463
164,25.463817596435547,0.4106978765656808,160.37508942956902
165,25.195100784301758,0.4108862943274156,160.4217334975333
166,24.929180145263672,0.4111317293752893,160.48796699280888
167,24.665658950805664,0.4114161574273144,160.56917212948656
168,24.403331756591797,0.4117782218911743,160.69040313684764
169,24.142425537109375,0.4121716805387404,160.8331644890568
170,23.88345718383789,0.412708903646972,161.03194579569663
171,23.627784729003906,0.4136532643974045,161.37977895623658
172,23.375751495361328,0.41503864802339174,161.88267866833758
173,23.126522064208984,0.4161791190989125,162.2854321274649
174,22.88062286376953,0.41643070512745883,162.3470411233527
175,22.637237548828125,0.41590240151396485,162.10937950254447
176,22.396398544311523,0.41495867576615,161.7133502493691
177,22.158245086669922,0.4139395732030663,161.2862509640861
178,21.922449111938477,0.4129472249234591,160.86953775392135
179,21.690155029296875,0.4122361018122803,160.56024996314068
180,21.459653854370117,0.4116730598036865,160.3089225407823
181,21.23072624206543,0.41095133433155007,160.00090169208943
182,21.005451202392578,0.4099043851565036,159.57595936845132
183,20.783058166503906,0.4086701886252503,159.0880399684322
184,20.562856674194336,0.4077018313336863,158.6990437427669
185,20.345251083374023,0.4070164862431179,158.41463709005643
186,20.129669189453125,0.4065897252820765,158.2285554360501
187,19.916259765625,0.4062462080768876,158.07727411431824
188,19.70521354675293,0.40593738093412823,157.93925371189357
189,19.496978759765625,0.4055732201703479,157.7827342749565
190,19.29108428955078,0.40511726318892904,157.5935848856834
191,19.08819580078125,0.40449056656107635,157.3397192079376
192,18.88776397705078,0.40379908074895277,157.06167560164636
193,18.68927574157715,0.40305961792931705,156.76760394050052
194,18.493213653564453,0.4023727427755195,156.49190406322373
195,18.299657821655273,0.4018719756440825,156.28562680767413
196,18.10750389099121,0.4018074579802825,156.2423512967855
197,17.917484283447266,0.4020498993991506,156.31562627648418
198,17.730167388916016,0.4025479145300438,156.48734879419703
199,17.544092178344727,0.40279667428091503,156.57081835162603
200,17.35967445373535,0.4028447588549069,156.58345584714107
201,17.17610740661621,0.40288721221482715,156.60079769882122
202,16.994373321533203,0.4028356703626626,156.58430958624058
203,16.815021514892578,0.4029181241577776,156.6158114656921
204,16.63714027404785,0.4031397539349628,156.69286601152544
205,16.460376739501953,0.40341790811805145,156.79016708361632
206,16.284284591674805,0.40372586499435736,156.9006921001171
207,16.11001968383789,0.40340273094197543,156.77306738901143
208,15.93741512298584,0.402636104740346,156.4807198675012
209,15.766395568847656,0.4015653018105987,156.07658538720807
210,15.598472595214844,0.4005336459080275,155.68342084994242
211,15.43276309967041,0.39982047387942493,155.406692169709
212,15.268379211425781,0.39927977232281847,155.195119661043
213,15.105331420898438,0.3984364284444001,154.87302627997883
214,14.943901062011719,0.3969979482463229,154.33317579101322
215,14.783392906188965,0.395414650358508,153.74294985801453
216,14.624746322631836,0.3942375134990639,153.313888659354
217,14.468536376953125,0.3935717931406261,153.07867429868634
218,14.314311027526855,0.3934300047804354,153.0402733494127
219,14.16183853149414,0.39372263682062014,153.16142942862848
220,14.011250495910645,0.39406770023775617,153.29698701777215
221,13.862519264221191,0.39404656653847525,153.29648453958202
222,13.716180801391602,0.39384357132636916,153.22777170300378
223,13.572103500366211,0.3937351234531459,153.1934622255294
224,13.42939567565918,0.39372448692757045,153.19523354293074
225,13.288362503051758,0.3936831415136137,153.18561544745603
