outer_seed,method,selection_order,canonical_row_id,sample_id,canonical_index,compound_id,canonical_smiles,acquisition_space,raw_gradient_norm,transformed_feature_norm,nearest_l0_distance_own_space,nearest_l0_raw_gradient_distance,nearest_l0_latent_distance,nearest_l0_condition_distance,exact_model_input_hash,exact_X_duplicate_to_L0_or_earlier_batch,loading_solvent,eluent_EA_ratio,loading_amount_density_x_volume,loading_volume_ul,predicted_V1_q50,predicted_V2_q50,ensemble_uncertainty,ensemble_uncertainty_rank,ensemble_uncertainty_top_25pct
73,latent_lcmd,2,24a9086a8e2c8015c232,24a9086a8e2c8015c232,851,COc1ccc(C=O)cc1,COc1ccc(C=O)cc1,latent,426.1775257454344,136.77848505284902,48.3538776247694,260.469883598996,48.3538776247694,0.0009268378156204068,e0c0e702b166bfa009ffea23c0d3d363b42c22d81beea8393e6ab48bafb2d2ad,False,DCM,20/1,56.05,300.0,16.10030174255371,47.794864654541016,0.5343672102095672,88,True
73,latent_lcmd,3,542f504077b58e444bc2,542f504077b58e444bc2,478,CCOC(=O)/C=C(/C)N,CCOC(=O)/C=C(/C)N,latent,276.0759395122304,206.8105748086828,62.79290170248732,124.62551847701361,62.79290170248732,0.01853562497980507,88854f399c742aeaf0cb428b749c4467b43c52690bf092b6db7e2a576420823e,False,PE,10/1,102.2,300.0,22.098094940185547,72.17721557617188,0.3347244239204637,279,True
73,latent_lcmd,4,0af9d219be9872711215,0af9d219be9872711215,441,CC(=O)CC(=O)OC(C)(C)C,CC(=O)CC(=O)OC(C)(C)C,latent,337.8332620130183,168.0104637959557,48.66524891933439,215.82139336828567,48.66524891933439,0.022242976240717634,6f992c3801be5f8c8c75cdca08f4ade0cfe190fe0f3105cf2d3964f8ecc5764b,False,DCM,20/1,143.1,300.0,23.64794921875,58.499595642089844,0.5712797933085203,66,True
73,latent_lcmd,5,4d1e1e0eca90a46d77b2,4d1e1e0eca90a46d77b2,1197,CC(C=O)Cc1ccc2c(c1)OCO2,CC(C=O)Cc1ccc2c(c1)OCO2,latent,321.4979345911589,147.53080245241264,49.18206735354157,189.07357169113556,49.18206735354157,0.011121205289173817,725b49f9e7151257493dd0bd27fdd5d0f3b7a3c429c4bdda6843591b34f426b7,False,DCM,50/1,174.29999999999998,300.0,21.47121238708496,51.5609130859375,0.44227768973186343,136,True
73,latent_lcmd,6,20a5a5008211ea15a65a,20a5a5008211ea15a65a,3954,CC(=O)c1ccc(I)cc1,CC(=O)c1ccc(I)cc1,latent,242.37933887713874,129.7135876718995,38.84196749951599,83.52953901077258,38.84196749951599,0.024930438224302808,e8079be95ba34e966fce3df64f8df6a29277fbe03a7e04cc8d8225a5b325d88d,False,DCM,50/1,87.055,300.0,20.627946853637695,42.55891036987305,0.2779301310244708,373,True
73,latent_lcmd,7,2cfa393cb79664e100ce,2cfa393cb79664e100ce,2677,COCCOC(=O)CC(C)=O,COCCOC(=O)CC(C)=O,latent,126.25701726180718,80.02563128091187,29.59545640091472,91.3594895030272,29.59545640091472,0.06394813244519329,90229d9e04ebb6b0f2f33ff2545938078b81aae4828d8a1f3249a9c753cd94d0,False,DCM,5/1,163.5,300.0,15.140814781188965,26.674564361572266,0.05367452331601063,2497,False
73,latent_lcmd,8,07a55cdab65b05f31561,07a55cdab65b05f31561,273,CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,latent,217.4055507025255,138.33742406769358,38.18076728337095,91.69283421966513,38.18076728337095,0.019462745626230894,146ee208c2c2ed3192c94675415dbc710f2ec1efe8d51e043885e1b7d4bf0c12,False,DCM,20/1,154.35,200.0,18.11882972717285,48.66365051269531,0.32214912802803614,307,True
73,latent_lcmd,9,91b6bda771851a5c78ac,91b6bda771851a5c78ac,1864,OCCc1cccc2ccccc12,OCCc1cccc2ccccc12,latent,352.201737575129,122.55695887207472,37.89826058564832,254.1085362766485,37.89826058564832,0.027803437469667673,405b756fe34445584bcd2a6d122490a22cea3500a04fe28a198548eaa691abf6,False,DCM,2/1,148.5,400.0,26.446462631225586,40.756446838378906,0.4894043938285169,107,True
73,latent_lcmd,10,eb151126b40eda411ab7,eb151126b40eda411ab7,2245,OC1(c2ccccc2)CCCCC1,OC1(c2ccccc2)CCCCC1,latent,252.79194144585014,107.40020712001818,45.7462909958871,194.97864188214885,45.7462909958871,0.0278034374696517,b1547fb3e8650a222dafc9dfa4d9fb468f95c7947d90ffe281ceda8866d3b24f,False,DCM,5/1,150.0,400.0,25.964946746826172,27.64408302307129,0.6939033666241383,30,True
73,latent_lcmd,11,316b7260106904f99ae8,316b7260106904f99ae8,2189,O=Cc1ccc(C=O)cc1,O=Cc1ccc(C=O)cc1,latent,204.38449477017863,68.92611673505365,28.25166708142165,173.7295149405046,28.25166708142165,0.0278034374696517,e83b1c5604a5763fcbabdd4c1f59ae2ed7af1064d0b8890cd21427d399074af8,False,DCM,5/1,150.0,400.0,4.708964824676514,26.11715316772461,0.1670189161345858,809,False
73,latent_lcmd,12,9333d130f52d80332cf0,9333d130f52d80332cf0,610,COC(=O)c1ccccc1N,COC(=O)c1ccccc1N,latent,258.18824895016,104.67965743846956,30.37129666551061,170.84365192507798,30.37129666551061,0.04263192331193456,792064db18f617a9407071610c29b3b0fbcf4e2fa3558386e091538f40a73c86,False,DCM,5/1,58.4,300.0,17.661663055419922,34.460609436035156,0.605458522926999,59,True
73,latent_lcmd,13,6ce2b891280aed137ab8,6ce2b891280aed137ab8,621,COC(=O)c1ccccc1N,COC(=O)c1ccccc1N,latent,475.7706436699661,181.85181637148006,44.85692990820934,308.052113562871,44.85692990820934,0.05282664432486885,5954eb4779fc3cbce34e79ca32ffb64c436ccc6c39280a6cf4d45f54249461c0,False,DCM,20/1,175.2,300.0,23.197912216186523,61.450111389160156,0.9963622184697705,6,True
73,latent_lcmd,14,b7fffd840d208b29776c,b7fffd840d208b29776c,4079,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,latent,197.86756030288805,71.28764340842328,25.967643585671098,157.4269354482462,25.967643585671098,0.08841501034628337,121304118a36660786e2cf8cd299c3390b75bac185451188520a7185e80c1dd6,False,DCM,20/1,104.77000000000001,300.0,6.586789131164551,24.479188919067383,0.24306983990427694,457,True
73,latent_lcmd,15,8641d0ec9c4b21727b9a,8641d0ec9c4b21727b9a,3273,CC(=O)c1ccc2c(c1)OCO2,CC(=O)c1ccc2c(c1)OCO2,latent,119.72366113809677,63.35794490053752,25.196395177784517,102.36372713784061,25.196395177784517,0.0,a80b6c93ecc73fcaae05b30a760bab052648b04ec8bc8ba3497a2b3b96ce2b8f,False,DCM,5/1,50.0,500.0,8.273103713989258,19.90293312072754,0.07851665814489306,1953,False
73,latent_lcmd,16,c343983d41d51a6a66c3,c343983d41d51a6a66c3,1370,Oc1ccc(OC(F)(F)F)cc1,Oc1ccc(OC(F)(F)F)cc1,latent,213.11317319308233,81.86071307901759,29.8321517001385,140.55440837973507,29.8321517001385,0.06672836305969318,b54e9062a798f62d6666d8a22c73bff9c93ecf9e9ac41477f526437ca61fa32e,False,PE,2/1,206.25,300.0,13.947307586669922,24.370574951171875,0.4285257028517101,157,True
73,latent_lcmd,17,80f546c47198fa7c6dbf,80f546c47198fa7c6dbf,1381,Oc1ccc(OC(F)(F)F)cc1,Oc1ccc(OC(F)(F)F)cc1,latent,482.20674466077816,214.75670803223136,59.58255037528276,283.51957755244837,59.58255037528276,0.2303640034842419,78636ea01af91b3e3795cef713982925b2308d6f641c441bb6c7fa70713559a4,False,PE,50/1,206.25,300.0,31.496610641479492,74.13848876953125,0.7901092569357611,23,True
73,latent_lcmd,18,cb446680f62351d087a9,cb446680f62351d087a9,2374,O=[P+](Oc1ccccc1)Oc1ccccc1,O=[P+](Oc1ccccc1)Oc1ccccc1,latent,285.8885967031439,72.64676568043804,23.94828077689787,195.29710456223333,23.94828077689787,0.15291918891437647,90e7e85f4eb63e29c76c1cb1c40b076c67288f8a0cf564cf5afb81b4b32fb862,False,DCM,10/1,183.45000000000002,300.0,8.514449119567871,25.877531051635742,0.3326117137143554,292,True
73,latent_lcmd,19,2d63ab3869184cde52bf,2d63ab3869184cde52bf,3603,COc1ccc(C(=O)c2ccccc2)cc1,COc1ccc(C(=O)c2ccccc2)cc1,latent,442.27656793277856,145.44221805912488,34.69529255634522,211.19184070817394,34.69529255634522,0.0,66a4b528ef51a705579ed51f432c33b291ddbd470062aa500de6f8a813cdc288,False,DCM,50/1,50.0,300.0,23.2707576751709,48.73793029785156,0.09952065832318964,1556,False
73,latent_lcmd,20,c5b88ffca991e883ab64,c5b88ffca991e883ab64,1518,CC(C)=CCC/C(C)=C/C=O,CC(C)=CCC/C(C)=C/C=O,latent,309.820710912519,149.68855652858883,41.74596713662702,79.69542105371183,41.74596713662702,0.0750693377343521,cf6eb438a4a15dee88da9c1d8557cb24d169e9d93fc6057d4a42239e2f1a2713,False,PE,20/1,133.2,300.0,22.94700813293457,49.73040771484375,0.4140054094059994,174,True
73,latent_lcmd,21,034aaf7715b5ec8bd7ee,034aaf7715b5ec8bd7ee,334,CCOC(=O)CC(=O)OCC,CCOC(=O)CC(=O)OCC,latent,97.54097272751648,50.829051109609985,20.578794138175333,88.34320932203542,20.578794138175333,0.3345678046200711,57270656548acff0e602b175ca36f55eecf392bccc752035649ce3d26205c933,False,PE,5/1,158.25,200.0,8.712060928344727,14.356627464294434,0.1806689927744319,721,True
73,latent_lcmd,22,d1ec836ef828ebbf94ad,d1ec836ef828ebbf94ad,1714,C=CC(=O)OCC(F)(F)F,C=CC(=O)OCC(F)(F)F,latent,159.9601055599804,50.876965870381035,21.610991764285924,114.63108148603315,21.610991764285924,0.08897098576138639,9d2b40f0757b6e2cb84296fab802d9c7c12b2dde24b9b8459ba2b543c1aa2bdf,False,DCM,10/1,60.8,300.0,7.711608409881592,16.613447189331055,0.35483207352014434,251,True
73,latent_lcmd,23,1395836aef00d6a880b0,1395836aef00d6a880b0,2153,N#Cc1ccc(C(=O)c2ccccc2)cc1,N#Cc1ccc(C(=O)c2ccccc2)cc1,latent,552.3368690728494,173.21686068670138,41.82009869487767,355.54608904226563,41.82009869487767,0.6813904020801559,26d4ca73bf2160f37036cfa2dbaefe9f3265347266289feeefac8a1e7b3e0456,False,DCM,50/1,150.0,400.0,25.750701904296875,57.27036666870117,0.6184677919178645,49,True
