column,protocol,seed,method,regime,rows,train_q1,train_q2,V1_rmse,V1_mae,V2_rmse,V2_mae
40g,row,769539383,HIER_CW_V2,low,30,44.0,64.1,6.9180978535527755,5.369485126277563,10.919906268856872,8.90216075022715
40g,row,769539383,HIER_CW_V2,mid,26,44.0,64.1,8.860564007351904,6.908195430675689,11.951038629039779,8.812382049153987
40g,row,769539383,HIER_CW_V2,high,31,44.0,64.1,24.521079319853627,16.234034442594194,23.121846502874053,17.658645875104177
40g,row,769539383,DIRECT_LATENT_RIDGE,low,30,44.0,64.1,4.601419851335797,3.6054991865470054,7.915198961964029,6.51366400338435
40g,row,769539383,DIRECT_LATENT_RIDGE,mid,26,44.0,64.1,6.102398397573674,4.7367480514624845,11.355834269896594,8.017474435138448
40g,row,769539383,DIRECT_LATENT_RIDGE,high,31,44.0,64.1,23.395162180631996,15.019047315207862,22.70066272182915,15.876212879107266
40g,row,769539383,DIRECT_LATENT_PLS,low,30,44.0,64.1,5.104490529485731,3.9808174012185997,8.079912001243812,6.489520774977948
40g,row,769539383,DIRECT_LATENT_PLS,mid,26,44.0,64.1,5.710987116900437,4.421324124078691,10.737870042370806,7.804826332233931
40g,row,769539383,DIRECT_LATENT_PLS,high,31,44.0,64.1,24.771872553049512,16.367362905251802,24.935795289201458,17.84918722584779
40g,row,769539383,JOINT_HIER_LATENT_FULL128,low,30,44.0,64.1,6.358545129715363,4.954398847081429,8.970899302464021,7.1983440928370275
40g,row,769539383,JOINT_HIER_LATENT_FULL128,mid,26,44.0,64.1,8.232255987070735,6.602131094553366,11.728744573119465,8.551305332465635
40g,row,769539383,JOINT_HIER_LATENT_FULL128,high,31,44.0,64.1,24.4404378870448,15.593874770536729,23.468385062382126,17.71786138804701
40g,row,769539383,JOINT_HIER_LATENT_PCA16,low,30,44.0,64.1,6.547723279341537,4.994833559586905,10.358051190761435,8.450285578389837
40g,row,769539383,JOINT_HIER_LATENT_PCA16,mid,26,44.0,64.1,8.638754354348386,6.887747325936591,11.811126868466953,8.76194722574237
40g,row,769539383,JOINT_HIER_LATENT_PCA16,high,31,44.0,64.1,24.59429761473525,16.122436985632813,23.206316963623397,17.691744422036855
40g,row,1425370602,paper_style_current_v2,low,35,44.09166666666666,66.05416666666666,5.407902796303802,4.2019438000000005,6.489599564171542,5.155009685714286
40g,row,1425370602,paper_style_current_v2,mid,35,44.09166666666666,66.05416666666666,19.95716319470984,8.713893942857142,21.65393565315331,11.7032144
40g,row,1425370602,paper_style_current_v2,high,26,44.09166666666666,66.05416666666666,19.31432678306313,14.984101615384615,25.586890808209226,20.83384796153846
40g,row,1425370602,M3_CENTER_WIDTH_FULL,low,35,44.09166666666666,66.05416666666666,8.333118054030356,6.202164212183242,12.307658505802317,9.1307761345116
40g,row,1425370602,M3_CENTER_WIDTH_FULL,mid,35,44.09166666666666,66.05416666666666,19.93228965719585,9.644433505728822,22.869552393266527,14.696286854051332
40g,row,1425370602,M3_CENTER_WIDTH_FULL,high,26,44.09166666666666,66.05416666666666,19.39358889233757,15.645169478303245,25.490001309517915,21.435729986844628
40g,row,1425370602,HIER_CW_25G_40G,low,35,44.09166666666666,66.05416666666666,8.336280757147346,6.255547906574889,12.08687565928389,8.984475584798105
40g,row,1425370602,HIER_CW_25G_40G,mid,35,44.09166666666666,66.05416666666666,19.923437109404503,9.66695075856007,22.764144862102135,14.701934332871279
40g,row,1425370602,HIER_CW_25G_40G,high,26,44.09166666666666,66.05416666666666,19.39434268375943,15.596815585417954,25.565987670483675,21.496448928949636
40g,row,1425370602,HIER_CW_V2,low,35,44.09166666666666,66.05416666666666,8.47337890959986,6.238567785730139,11.536856771002256,8.46095148773046
40g,row,1425370602,HIER_CW_V2,mid,35,44.09166666666666,66.05416666666666,18.91777373364818,9.297673549261361,21.276286484288377,13.74232750512642
40g,row,1425370602,HIER_CW_V2,high,26,44.09166666666666,66.05416666666666,19.595486254484968,15.572803817337764,26.570530522411573,21.979617274381987
40g,row,1425370602,DIRECT_LATENT_RIDGE,low,35,44.09166666666666,66.05416666666666,5.936269691886473,4.558032051848735,8.541766246002915,6.114106099849512
40g,row,1425370602,DIRECT_LATENT_RIDGE,mid,35,44.09166666666666,66.05416666666666,18.313460068883288,7.472979093918174,20.348820344086587,10.494804014251681
40g,row,1425370602,DIRECT_LATENT_RIDGE,high,26,44.09166666666666,66.05416666666666,21.453616289201577,16.934817781765165,25.723484118173552,20.402076117489244
40g,row,1425370602,DIRECT_LATENT_PLS,low,35,44.09166666666666,66.05416666666666,7.348227255133503,5.639231201937564,9.541593151563903,6.967433336504437
40g,row,1425370602,DIRECT_LATENT_PLS,mid,35,44.09166666666666,66.05416666666666,18.441522873154252,7.841051094653913,20.17552582037002,10.622159164740536
40g,row,1425370602,DIRECT_LATENT_PLS,high,26,44.09166666666666,66.05416666666666,21.635380302190615,16.935098218375852,25.808056122423046,20.08851979866226
40g,row,1425370602,JOINT_HIER_LATENT_FULL128,low,35,44.09166666666666,66.05416666666666,7.788191058362139,5.711035653153038,10.475811813967429,7.587889314055243
40g,row,1425370602,JOINT_HIER_LATENT_FULL128,mid,35,44.09166666666666,66.05416666666666,19.26533781722121,9.031117275762217,21.453648570178807,13.043004755554847
40g,row,1425370602,JOINT_HIER_LATENT_FULL128,high,26,44.09166666666666,66.05416666666666,19.08010094754151,15.313243914578987,25.934810311452267,21.702441146571907
40g,row,1425370602,JOINT_HIER_LATENT_PCA16,low,35,44.09166666666666,66.05416666666666,8.107576450009622,5.8671686496519255,11.07411272963489,8.076519507354103
40g,row,1425370602,JOINT_HIER_LATENT_PCA16,mid,35,44.09166666666666,66.05416666666666,18.950588381346627,9.200631002954228,21.153018339905163,13.458945673526296
40g,row,1425370602,JOINT_HIER_LATENT_PCA16,high,26,44.09166666666666,66.05416666666666,19.647980330306762,15.638223419835107,26.6232460319131,22.135900376650373
40g,row,536279090,paper_style_current_v2,low,36,44.30416666666667,66.42916666666666,8.640072153194673,6.562702083333333,16.549919525763116,10.591762083333334
40g,row,536279090,paper_style_current_v2,mid,36,44.30416666666667,66.42916666666666,7.6888145669210175,6.2181862500000005,8.643711189084057,6.598202166666666
40g,row,536279090,paper_style_current_v2,high,28,44.30416666666667,66.42916666666666,13.891964509352489,11.128084607142856,19.418024647208373,15.712801571428571
40g,row,536279090,M3_CENTER_WIDTH_FULL,low,36,44.30416666666667,66.42916666666666,7.28171730505606,5.622150226926817,13.419924074101802,9.88747110281641
40g,row,536279090,M3_CENTER_WIDTH_FULL,mid,36,44.30416666666667,66.42916666666666,8.07884680443969,5.87582766749511,10.959189248373882,8.159244393547047
40g,row,536279090,M3_CENTER_WIDTH_FULL,high,28,44.30416666666667,66.42916666666666,14.631015607976838,11.23988969755905,19.65337752858604,15.25906693950219
40g,row,536279090,HIER_CW_25G_40G,low,36,44.30416666666667,66.42916666666666,7.568742898549061,5.738538581131967,14.126325094039244,10.099730224796364
40g,row,536279090,HIER_CW_25G_40G,mid,36,44.30416666666667,66.42916666666666,7.867540805286745,5.8742691435541525,11.057848891882648,8.319567045204678
40g,row,536279090,HIER_CW_25G_40G,high,28,44.30416666666667,66.42916666666666,14.640624803099778,11.3533901648914,19.493095775561585,15.33430653099372
40g,row,536279090,HIER_CW_V2,low,36,44.30416666666667,66.42916666666666,7.990377156848371,6.197390950444238,12.96302567142192,9.576645993476534
40g,row,536279090,HIER_CW_V2,mid,36,44.30416666666667,66.42916666666666,7.794920161140689,5.993437255440631,10.14879603127215,7.5954220807479595
40g,row,536279090,HIER_CW_V2,high,28,44.30416666666667,66.42916666666666,15.56709971369234,12.132447810139698,20.964257918463804,15.61135105509729
40g,row,536279090,DIRECT_LATENT_RIDGE,low,36,44.30416666666667,66.42916666666666,6.732703509095016,4.947319647508412,12.212753629114022,8.33530447897368
40g,row,536279090,DIRECT_LATENT_RIDGE,mid,36,44.30416666666667,66.42916666666666,5.6781047853462585,4.61967454222761,9.118342286328982,6.8477157552415235
40g,row,536279090,DIRECT_LATENT_RIDGE,high,28,44.30416666666667,66.42916666666666,15.405871603881893,11.564377816928513,18.087683772556463,14.07072612823603
40g,row,536279090,DIRECT_LATENT_PLS,low,36,44.30416666666667,66.42916666666666,7.28888983489127,5.140341175158247,11.663306825061623,8.371111709690659
40g,row,536279090,DIRECT_LATENT_PLS,mid,36,44.30416666666667,66.42916666666666,7.218405853241141,5.540664633183141,10.346126542908403,8.00190608990453
40g,row,536279090,DIRECT_LATENT_PLS,high,28,44.30416666666667,66.42916666666666,14.304747257896404,10.511501491454306,17.349556470446213,13.567172358987152
40g,row,536279090,JOINT_HIER_LATENT_FULL128,low,36,44.30416666666667,66.42916666666666,7.382072151025424,5.581419842162082,12.246187949821985,8.446638424950512
40g,row,536279090,JOINT_HIER_LATENT_FULL128,mid,36,44.30416666666667,66.42916666666666,6.973022398382533,5.451579805434704,9.851214047056992,7.171175963175831
40g,row,536279090,JOINT_HIER_LATENT_FULL128,high,28,44.30416666666667,66.42916666666666,14.186779500713833,10.934155615767397,19.395930820095987,14.633243968294838
40g,row,536279090,JOINT_HIER_LATENT_PCA16,low,36,44.30416666666667,66.42916666666666,7.934985796206316,6.114292256702654,12.828526926012874,9.414097079446568
40g,row,536279090,JOINT_HIER_LATENT_PCA16,mid,36,44.30416666666667,66.42916666666666,7.514940247262122,5.879405837210809,9.993286580131498,7.486434384351199
40g,row,536279090,JOINT_HIER_LATENT_PCA16,high,28,44.30416666666667,66.42916666666666,15.248649291942138,11.758216313431404,20.68129883069723,15.359283854802996
40g,row,2767143051,paper_style_current_v2,low,32,44.15,65.82083333333333,5.961529955394892,4.55545725,8.786058145375216,6.0292595625
40g,row,2767143051,paper_style_current_v2,mid,32,44.15,65.82083333333333,7.873895417845956,6.59658665625,12.632184330911876,9.7782473125
40g,row,2767143051,paper_style_current_v2,high,26,44.15,65.82083333333333,16.885934671342525,12.403284769230766,17.041639103995557,13.455175576923077
40g,row,2767143051,M3_CENTER_WIDTH_FULL,low,32,44.15,65.82083333333333,4.874408421300038,3.5252351984562793,8.617959883387035,5.964756685540582
40g,row,2767143051,M3_CENTER_WIDTH_FULL,mid,32,44.15,65.82083333333333,9.056327562455671,7.188827387419034,17.201296351845315,12.73795165238968
40g,row,2767143051,M3_CENTER_WIDTH_FULL,high,26,44.15,65.82083333333333,19.831989096789016,14.567032754218294,20.526651028572992,15.480062063819577
40g,row,2767143051,HIER_CW_25G_40G,low,32,44.15,65.82083333333333,4.789803706389989,3.4462630845856608,9.005505966390029,5.999195681905652
40g,row,2767143051,HIER_CW_25G_40G,mid,32,44.15,65.82083333333333,8.752841197010493,7.002221407819849,17.105795997201206,12.558511933267319
40g,row,2767143051,HIER_CW_25G_40G,high,26,44.15,65.82083333333333,20.09769766620553,14.615449090934108,20.55812231112041,15.633501325833716
40g,row,2767143051,HIER_CW_V2,low,32,44.15,65.82083333333333,5.1823956479172315,3.695813668472546,8.342218956630347,5.674167487454733
40g,row,2767143051,HIER_CW_V2,mid,32,44.15,65.82083333333333,8.860924090530833,7.0810043095971205,16.036937360006018,11.923634150892955
40g,row,2767143051,HIER_CW_V2,high,26,44.15,65.82083333333333,20.711169413254844,15.215962102340646,21.81700392482577,16.633874598546278
40g,row,2767143051,DIRECT_LATENT_RIDGE,low,32,44.15,65.82083333333333,4.796946192524979,3.685158484076686,8.385135538745498,5.915053420912308
40g,row,2767143051,DIRECT_LATENT_RIDGE,mid,32,44.15,65.82083333333333,6.259457986358442,5.081607825426865,14.334038103533143,10.6759789690217
40g,row,2767143051,DIRECT_LATENT_RIDGE,high,26,44.15,65.82083333333333,20.51777443489959,14.812414953118342,20.163867826173437,15.811139806858005
40g,row,2767143051,DIRECT_LATENT_PLS,low,32,44.15,65.82083333333333,4.930180382533933,3.5284834203785858,8.386925649702588,5.861109816606554
40g,row,2767143051,DIRECT_LATENT_PLS,mid,32,44.15,65.82083333333333,6.100597429780738,5.008125578671743,14.520274296500592,10.612199281310732
40g,row,2767143051,DIRECT_LATENT_PLS,high,26,44.15,65.82083333333333,22.18236292152317,16.23500565735572,21.351805464617964,16.953696468955233
40g,row,2767143051,JOINT_HIER_LATENT_FULL128,low,32,44.15,65.82083333333333,5.271020316865265,3.7504425423573595,8.338248438728103,5.368441620759216
40g,row,2767143051,JOINT_HIER_LATENT_FULL128,mid,32,44.15,65.82083333333333,7.9841528478551655,6.59666357104105,16.312544564868887,11.849674916768931
40g,row,2767143051,JOINT_HIER_LATENT_FULL128,high,26,44.15,65.82083333333333,20.00181657919241,14.454230598316629,21.02367881380656,15.967125184368943
40g,row,2767143051,JOINT_HIER_LATENT_PCA16,low,32,44.15,65.82083333333333,5.096851866129003,3.504876561642196,8.243643728056794,5.529062364902623
40g,row,2767143051,JOINT_HIER_LATENT_PCA16,mid,32,44.15,65.82083333333333,8.575574894710995,6.895177747183919,15.938669916740638,11.780974555682867
40g,row,2767143051,JOINT_HIER_LATENT_PCA16,high,26,44.15,65.82083333333333,20.64544221789187,14.916486664846158,21.70331598953544,16.47783202218718
40g,row,1362771960,paper_style_current_v2,low,30,43.975,63.175000000000004,4.620259907455949,3.4974535999999996,7.356366717633567,5.976314599999999
40g,row,1362771960,paper_style_current_v2,mid,24,43.975,63.175000000000004,5.771937457013788,4.491069291666667,13.14660246740085,9.945165958333332
40g,row,1362771960,paper_style_current_v2,high,33,43.975,63.175000000000004,21.94475080526106,14.868008515151518,22.902514258232795,16.439194424242423
40g,row,1362771960,M3_CENTER_WIDTH_FULL,low,30,43.975,63.175000000000004,6.574184528619993,5.0624657872771515,11.363516437121252,8.938082285164633
40g,row,1362771960,M3_CENTER_WIDTH_FULL,mid,24,43.975,63.175000000000004,6.863055998415572,5.061743889330777,16.393759132195516,12.839790460273882
40g,row,1362771960,M3_CENTER_WIDTH_FULL,high,33,43.975,63.175000000000004,24.61068357683783,16.495877808386304,25.08710149651382,19.584550061636655
40g,row,1362771960,HIER_CW_25G_40G,low,30,43.975,63.175000000000004,6.749015488049085,5.244383403847153,11.588601024584541,9.233941836917996
40g,row,1362771960,HIER_CW_25G_40G,mid,24,43.975,63.175000000000004,6.894151496577557,5.064321100102031,16.345261430602147,12.870147735556143
40g,row,1362771960,HIER_CW_25G_40G,high,33,43.975,63.175000000000004,24.599222886094946,16.345359207301897,25.109623575226156,19.588303150472942
40g,row,1362771960,HIER_CW_V2,low,30,43.975,63.175000000000004,6.83258155191521,5.250620140969163,11.120035209240806,8.898260503739609
40g,row,1362771960,HIER_CW_V2,mid,24,43.975,63.175000000000004,6.607326226890136,5.01557844631312,15.529210983386045,12.192141551619002
40g,row,1362771960,HIER_CW_V2,high,33,43.975,63.175000000000004,24.449165638564274,16.265609779242816,25.840860425928756,20.194116944354764
40g,row,1362771960,DIRECT_LATENT_RIDGE,low,30,43.975,63.175000000000004,5.228475613895845,3.876933886605384,8.557508865021846,6.753016103949577
40g,row,1362771960,DIRECT_LATENT_RIDGE,mid,24,43.975,63.175000000000004,4.967330108868737,3.9819216123765737,13.725820439280048,10.7368787579951
40g,row,1362771960,DIRECT_LATENT_RIDGE,high,33,43.975,63.175000000000004,24.864764560237298,16.649547320548233,24.611833077188024,17.777107969751665
40g,row,1362771960,DIRECT_LATENT_PLS,low,30,43.975,63.175000000000004,4.883514981204729,3.615105867216149,8.481931746809664,6.63729991671365
40g,row,1362771960,DIRECT_LATENT_PLS,mid,24,43.975,63.175000000000004,4.695370921552299,3.9306483180108747,12.94924578152637,9.931106220872353
40g,row,1362771960,DIRECT_LATENT_PLS,high,33,43.975,63.175000000000004,26.00799316268147,18.11514702758285,26.40747398743924,19.971674883521356
40g,row,1362771960,JOINT_HIER_LATENT_FULL128,low,30,43.975,63.175000000000004,5.246799039875138,3.7010507184042494,8.41852598732975,6.521243763547964
40g,row,1362771960,JOINT_HIER_LATENT_FULL128,mid,24,43.975,63.175000000000004,6.366741880991071,5.015688980720866,15.943318837596898,12.2250175103056
40g,row,1362771960,JOINT_HIER_LATENT_FULL128,high,33,43.975,63.175000000000004,23.986348522311467,15.823450814871565,25.38399005353581,19.734494573506705
40g,row,1362771960,JOINT_HIER_LATENT_PCA16,low,30,43.975,63.175000000000004,6.284235097586073,4.733999728211452,10.43134765115206,8.347526401409153
40g,row,1362771960,JOINT_HIER_LATENT_PCA16,mid,24,43.975,63.175000000000004,6.4729166267998925,4.994868178097858,15.460929414968723,12.105259986981784
40g,row,1362771960,JOINT_HIER_LATENT_PCA16,high,33,43.975,63.175000000000004,24.329316440570643,16.14129308507638,25.757197377297732,20.11929946446094
