protocol,seed,method,selected,candidates
compound,769539383,JOINT_HIER_LATENT_FULL128,"{""fold_scores"": [0.5732604719661569, 0.48842372837002185, 0.4515610540194812, 0.42235935177503214, 0.3743059012638431], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.46198210147890706}","[{""fold_scores"": [0.5732604719661569, 0.48842372837002185, 0.4515610540194812, 0.42235935177503214, 0.3743059012638431], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.46198210147890706}, {""fold_scores"": [0.5733975758407344, 0.4887834738407836, 0.4525446618129725, 0.4222970125424297, 0.37480513175702657], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4623655711587893}, {""fold_scores"": [0.5734176195808227, 0.48885949842896187, 0.4526984366669148, 0.422338414294932, 0.3748965394637574], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4624421016870778}, {""fold_scores"": [0.5734196878435144, 0.4888678735424426, 0.4527148299801179, 0.4223435908880261, 0.3749064298821158], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4624504824272434}, {""fold_scores"": [0.5610663633339351, 0.49909053156036043, 0.45728229681303495, 0.4345065999994862, 0.3862809352584176], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.46764534539304686}, {""fold_scores"": [0.5615716444753431, 0.49929754668306037, 0.4583712202997226, 0.4341414815237341, 0.38655502627245464], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.467987383850863}, {""fold_scores"": [0.5616610782567841, 0.4993487237956007, 0.45855560109501875, 0.43413359784953615, 0.3866110195563525], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4680620041106584}, {""fold_scores"": [0.5616706982478591, 0.4993544646365836, 0.45857547486642763, 0.43413351499638286, 0.38661714631666766], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4680702598127843}, {""fold_scores"": [0.5566672966971168, 0.5022618254976646, 0.4610719885372691, 0.4384427541015394, 0.38995420984611573], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4696796149359411}, {""fold_scores"": [0.5572335688277315, 0.5024736827502297, 0.46231790995053823, 0.43808717837741523, 0.39020172819926274], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4700628136210354}, {""fold_scores"": [0.5573385278131455, 0.5025318043229138, 0.46253597868857677, 0.43808624150206266, 0.3902569875384992], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.47014990797303957}, {""fold_scores"": [0.5573499275209239, 0.5025384494212094, 0.4625595810390197, 0.43808703773111396, 0.3902631251384446], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.47015962417014234}, {""fold_scores"": [0.5561282230386065, 0.5026767212701754, 0.46158383379708134, 0.43897422962037774, 0.3904209241408736], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4699567863734229}, {""fold_scores"": [0.5567009564985337, 0.5028945905047228, 0.462854356127515, 0.43862762560523855, 0.39066883357065674], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47034927246133335}, {""fold_scores"": [0.556807924239228, 0.5029551361916756, 0.4630776217675808, 0.4386294654932453, 0.39072498401735833], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4704390263418176}, {""fold_scores"": [0.5568195606709395, 0.5029620774737004, 0.4631017986343636, 0.43863059049743297, 0.39073123692324196], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4704490528399357}]"
compound,769539383,JOINT_HIER_LATENT_PCA16,"{""fold_scores"": [0.5562371460699643, 0.49840052667975576, 0.4565356376919181, 0.4305130589952606, 0.3849412861850165], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.465325531124383}","[{""fold_scores"": [0.5562371460699643, 0.49840052667975576, 0.4565356376919181, 0.4305130589952606, 0.3849412861850165], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.465325531124383}, {""fold_scores"": [0.5562922155247189, 0.49845005598550934, 0.4566307297199445, 0.4305222256763475, 0.38498463698590923], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4653759727784859}, {""fold_scores"": [0.5562981044273386, 0.4984555181466313, 0.4566408932513258, 0.43052384376676117, 0.3849894496771309], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4653815618538376}, {""fold_scores"": [0.556298697358757, 0.4984560698027583, 0.4566419165550852, 0.43052401316425526, 0.3849899360724266], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4653821265906565}, {""fold_scores"": [0.5566184931597146, 0.5023681380880669, 0.46211630692437994, 0.43764210809702364, 0.3899729652144567], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4697436022967284}, {""fold_scores"": [0.5566761339549409, 0.5024276430190695, 0.4622463192161566, 0.43767485203599765, 0.39003871058210576], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.46981273176165406}, {""fold_scores"": [0.5566822954234787, 0.5024341936778317, 0.4622602501558105, 0.43767900870654664, 0.39004594281904875], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4698203381565433}, {""fold_scores"": [0.5566829157777858, 0.5024348551620079, 0.4622616531412065, 0.4376794338939588, 0.3900466730898265], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.46982110621295714}, {""fold_scores"": [0.5566874081580481, 0.5028834009806125, 0.46292092360682574, 0.4385478057663857, 0.3906316851716333], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47033424473670105}, {""fold_scores"": [0.556745568675252, 0.5029449688681735, 0.46305692813397925, 0.43858462126221653, 0.39070122118618167], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47040666162516065}, {""fold_scores"": [0.5567517853668125, 0.5029517421470143, 0.46307150249672085, 0.4385892141916908, 0.39070886048280784], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.47041462093700925}, {""fold_scores"": [0.5567524112782274, 0.5029524260680205, 0.46307297029558503, 0.4385896833152116, 0.3907096317575428], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.47041542454291746}, {""fold_scores"": [0.5566947032668864, 0.502936417917744, 0.4630045442775148, 0.4386407727841532, 0.3906995009333165], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.470395187835923}, {""fold_scores"": [0.5567529196276837, 0.5029982072423358, 0.4631411827584954, 0.43867801906062226, 0.3907694372033265], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47046795317849277}, {""fold_scores"": [0.5567591422536446, 0.5030050043989874, 0.4631558251651297, 0.4386826581296016, 0.39077711945982807], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.47047594988143837}, {""fold_scores"": [0.5567597687622463, 0.5030056907263406, 0.46315729981792686, 0.43868313189969865, 0.3907778950617791], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4704767572535983}]"
compound,769539383,HIER_CW_V2,"{""fold_scores"": [0.5567606606436885, 0.5030117027369547, 0.46316687068904705, 0.43869359574585004, 0.39078558881281056], ""lambda_C"": 0.1, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4704836837256702}","[{""fold_scores"": [0.5567606606436885, 0.5030117027369547, 0.46316687068904705, 0.43869359574585004, 0.39078558881281056], ""lambda_C"": 0.1, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4704836837256702}, {""fold_scores"": [0.5571127349836108, 0.5033070639241638, 0.4641313711190029, 0.43886490592523886, 0.39191128602219666], ""lambda_C"": 0.1, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.47106547239484253}, {""fold_scores"": [0.5571681875761074, 0.5033384695021789, 0.4642657638202201, 0.43890995946319045, 0.39206187108618734], ""lambda_C"": 0.1, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.47114885028957676}, {""fold_scores"": [0.5571740411022152, 0.5033414890409958, 0.46427972844652265, 0.43891487848991023, 0.3920774397404897], ""lambda_C"": 0.1, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4711575153640267}, {""fold_scores"": [0.5591512751538099, 0.520227165297125, 0.4682682742795718, 0.4463727572205624, 0.39795120183875765], ""lambda_C"": 1.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.47839413475796544}, {""fold_scores"": [0.5599653113904022, 0.5214035864642979, 0.4695760862065605, 0.4467705055397649, 0.39953014265177783], ""lambda_C"": 1.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.47944912645056065}, {""fold_scores"": [0.5601206647099481, 0.5216064123604688, 0.46978423557396515, 0.44686521342327823, 0.3997670951983712], ""lambda_C"": 1.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.47962872425320635}, {""fold_scores"": [0.5601377364790808, 0.5216282868184104, 0.4698064865493346, 0.44687573686837767, 0.39979220441804875], ""lambda_C"": 1.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4796480902266505}, {""fold_scores"": [0.5633782227053614, 0.5310629946704355, 0.4733251755785322, 0.4525187038701552, 0.40512022762822014], ""lambda_C"": 10.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.48508106489054087}, {""fold_scores"": [0.5647848849963815, 0.5333141569737995, 0.47512568211485373, 0.4534080243611984, 0.40731826632062285], ""lambda_C"": 10.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.4867902029533712}, {""fold_scores"": [0.5650906241041742, 0.533752855719374, 0.4754595986520319, 0.4536267771155395, 0.4077007414434276], ""lambda_C"": 10.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.4871261194069095}, {""fold_scores"": [0.5651250261790621, 0.533801267430573, 0.4754963348391758, 0.45365158653009574, 0.4077424489168372], ""lambda_C"": 10.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4871633327791488}, {""fold_scores"": [0.5643984636363428, 0.5330908522891421, 0.4744314629433985, 0.4538669076705735, 0.40660484602245883], ""lambda_C"": 100.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4864785065123832}, {""fold_scores"": [0.5659602562594762, 0.5355883117959641, 0.47635949394399374, 0.45490100702950304, 0.4089629280877915], ""lambda_C"": 100.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.4883543994233457}, {""fold_scores"": [0.5663052704700767, 0.5360826375159229, 0.47672545239960606, 0.4551552405674047, 0.4093834362520295], ""lambda_C"": 100.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.48873040744100804}, {""fold_scores"": [0.5663442002159967, 0.5361373412253994, 0.47676587093199385, 0.4551841169138061, 0.4094294877149415], ""lambda_C"": 100.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4887722034004276}]"
compound,769539383,DIRECT_LATENT_RIDGE,"{""fold_scores"": [0.5776603860957592, 0.49145546999509654, 0.4828552776853536, 0.46259118079910727, 0.4125934623816855], ""mean_inner_cv_score"": 0.48543115539140047, ""strength"": 100.0}","[{""fold_scores"": [0.6770864223240219, 0.6026745592451084, 0.6939386268642158, 0.5792579052033803, 0.5765410514453184], ""mean_inner_cv_score"": 0.625899713016409, ""strength"": 0.1}, {""fold_scores"": [0.6566014343573714, 0.5441928223658327, 0.5962709711290738, 0.5229406131113689, 0.5144024801511363], ""mean_inner_cv_score"": 0.5668816642229566, ""strength"": 1.0}, {""fold_scores"": [0.6211218246162766, 0.4883530122058619, 0.5094544853101748, 0.4920050015608259, 0.45024947708984253], ""mean_inner_cv_score"": 0.5122367601565964, ""strength"": 10.0}, {""fold_scores"": [0.5776603860957592, 0.49145546999509654, 0.4828552776853536, 0.46259118079910727, 0.4125934623816855], ""mean_inner_cv_score"": 0.48543115539140047, ""strength"": 100.0}, {""fold_scores"": [0.544579837664451, 0.5252906768553504, 0.4821775339140857, 0.4638891285095387, 0.4199323957423777], ""mean_inner_cv_score"": 0.4871739145371607, ""strength"": 1000.0}]"
compound,769539383,DIRECT_LATENT_PLS,"{""fold_scores"": [0.5671189592951852, 0.5011472404259609, 0.497622263933442, 0.45348313560550835, 0.40474940507388146], ""mean_inner_cv_score"": 0.4848242008667956, ""strength"": 4}","[{""fold_scores"": [0.557634192786641, 0.5171139821619699, 0.5049614641981104, 0.47440881630601733, 0.41756943820675263], ""mean_inner_cv_score"": 0.4943375787318982, ""strength"": 2}, {""fold_scores"": [0.5671189592951852, 0.5011472404259609, 0.497622263933442, 0.45348313560550835, 0.40474940507388146], ""mean_inner_cv_score"": 0.4848242008667956, ""strength"": 4}, {""fold_scores"": [0.6258826012950253, 0.504565281002588, 0.5192728420802079, 0.49648529482098075, 0.4331222321859269], ""mean_inner_cv_score"": 0.5158656502769458, ""strength"": 8}, {""fold_scores"": [0.64274107934711, 0.5075778212555428, 0.5372987994246899, 0.5329622992425838, 0.5013509298549517], ""mean_inner_cv_score"": 0.5443861858249756, ""strength"": 16}]"
compound,1425370602,JOINT_HIER_LATENT_FULL128,"{""fold_scores"": [0.4479801921883199, 0.5502961627695079, 0.5247684922570246, 0.34080824730067444, 0.4812142924805158], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4690134773992085}","[{""fold_scores"": [0.4479801921883199, 0.5502961627695079, 0.5247684922570246, 0.34080824730067444, 0.4812142924805158], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4690134773992085}, {""fold_scores"": [0.4480647066977206, 0.5508834609475503, 0.5252610149630352, 0.3418460317043829, 0.48093203349832725], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4693974495622033}, {""fold_scores"": [0.4481164398264026, 0.5510291151853147, 0.5253886710341465, 0.34206066863133455, 0.4809244927242453], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4695038774802887}, {""fold_scores"": [0.44812257507387687, 0.5510455938603855, 0.5254031128513441, 0.3420843064686537, 0.48092433657611977], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.469515984966076}, {""fold_scores"": [0.44778934397034903, 0.5506634923816682, 0.5362711353436411, 0.33981587461351204, 0.4750424632505008], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4699164619119342}, {""fold_scores"": [0.44790111875977606, 0.5513249180274494, 0.5369346847558334, 0.34047593762385336, 0.4754103700773282], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4704094058488481}, {""fold_scores"": [0.4479756063839424, 0.5515097423746527, 0.5371047581382559, 0.3406672088881539, 0.4755058704255289], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4705526372421067}, {""fold_scores"": [0.4479844677579321, 0.5515308899899397, 0.5371240099084794, 0.3406889844864641, 0.47551668357080634], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4705690071427243}, {""fold_scores"": [0.4479677608184034, 0.552317839347025, 0.5394555108292282, 0.3402733962544134, 0.4722505767446955], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47045301679875307}, {""fold_scores"": [0.4481450354043955, 0.5531438288132084, 0.5402872014377128, 0.34093487711680404, 0.47279538948421274], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47106126645126667}, {""fold_scores"": [0.4482382418734783, 0.5533700719166765, 0.540494433349535, 0.3411426723504496, 0.47292417031786077], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4712339179616}, {""fold_scores"": [0.4482492536540413, 0.5533959287696837, 0.5405178483507991, 0.3411665240689531, 0.4729386283819019], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4712536366450758}, {""fold_scores"": [0.4480021655233134, 0.5525610325530317, 0.5398497808353391, 0.3403615148855092, 0.47192419487040466], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47053973773351965}, {""fold_scores"": [0.44819022301369715, 0.5534141997500974, 0.5407076355911111, 0.3410290474775207, 0.4724919558216371], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47116661233081275}, {""fold_scores"": [0.44828636237183445, 0.5536470812698657, 0.5409206634327688, 0.3412402155115157, 0.4726252920220926], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4713439229216155}, {""fold_scores"": [0.44829771018048664, 0.553673690949087, 0.5409447282967552, 0.3412644742396475, 0.4726402528849123], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.47136417131017777}]"
compound,1425370602,JOINT_HIER_LATENT_PCA16,"{""fold_scores"": [0.4482323215279721, 0.5554575957859105, 0.536258708215432, 0.3389034901260819, 0.47154908630493925], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47008024039206714}","[{""fold_scores"": [0.4482323215279721, 0.5554575957859105, 0.536258708215432, 0.3389034901260819, 0.47154908630493925], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47008024039206714}, {""fold_scores"": [0.4482389935275196, 0.5555046311579958, 0.5362945213783854, 0.3389294593904098, 0.4715815469992887], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4701098304907198}, {""fold_scores"": [0.44824014857894273, 0.5555100272396761, 0.5362985831483803, 0.3389329238003835, 0.4715851882746564], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4701133742084078}, {""fold_scores"": [0.44824026934361405, 0.5555105743130374, 0.5362989944639638, 0.33893327959231, 0.4715855565974831], ""lambda_latent_C"": 1.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4701137348620816}, {""fold_scores"": [0.44826540663776704, 0.5538119704948951, 0.5403592402003887, 0.3409059551712834, 0.47241728029201585], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.47115197055927}, {""fold_scores"": [0.4482721059312639, 0.5538616831506896, 0.5404127166252475, 0.3409263646185798, 0.4724579786831664], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4711861698017895}, {""fold_scores"": [0.44827332073416, 0.5538674682926942, 0.5404186591655042, 0.340929367686688, 0.4724624787378772], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4711902589233847}, {""fold_scores"": [0.44827344809652164, 0.5538680556015235, 0.5404192597687103, 0.3409296783904855, 0.4724629333056987], ""lambda_latent_C"": 10.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.47119067503258794}, {""fold_scores"": [0.4482928109996486, 0.5536672554878079, 0.5408739855725644, 0.3412182327693599, 0.47254627577956004], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4713197121217882}, {""fold_scores"": [0.44829987634392165, 0.5537179611659676, 0.5409302289886192, 0.34123913528224953, 0.47258814950587086], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.4713550702573258}, {""fold_scores"": [0.4483011366154837, 0.553723864851211, 0.5409364655741474, 0.34124220497786856, 0.47259277240177144], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.4713592888840964}, {""fold_scores"": [0.44830126862078734, 0.5537244642239008, 0.5409370957653089, 0.34124252253272974, 0.4725932393093983], ""lambda_latent_C"": 100.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.4713597180904251}, {""fold_scores"": [0.4482958769924921, 0.5536531191582461, 0.5409267560041343, 0.34125088829605216, 0.4725596981056101], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1.0, ""mean_inner_cv_score"": 0.4713372677113069}, {""fold_scores"": [0.44830298421515963, 0.553703934991737, 0.5409832896299568, 0.3412718552775548, 0.47260169405370567], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 10.0, ""mean_inner_cv_score"": 0.47137275163362274}, {""fold_scores"": [0.44830424960414644, 0.5537098517164849, 0.5409895570508781, 0.3412749332600628, 0.47260632972676003], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 100.0, ""mean_inner_cv_score"": 0.47137698427166647}, {""fold_scores"": [0.4483043821312613, 0.5537104524151512, 0.5409901903447653, 0.34127525166359224, 0.47260679791792404], ""lambda_latent_C"": 1000.0, ""lambda_latent_W"": 1000.0, ""mean_inner_cv_score"": 0.47137741489453877}]"
compound,1425370602,HIER_CW_V2,"{""fold_scores"": [0.4483047467195442, 0.5537089665191096, 0.5409961752831693, 0.341278940388512, 0.4726083625840674], ""lambda_C"": 0.1, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4713794382988805}","[{""fold_scores"": [0.4483047467195442, 0.5537089665191096, 0.5409961752831693, 0.341278940388512, 0.4726083625840674], ""lambda_C"": 0.1, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4713794382988805}, {""fold_scores"": [0.4492033256155977, 0.5544067611640682, 0.5420651767251405, 0.34245501248543037, 0.47253709875074834], ""lambda_C"": 0.1, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.472133474948197}, {""fold_scores"": [0.44930907237983925, 0.5545020595533805, 0.5422113481448251, 0.34261926313329544, 0.4725373820575911], ""lambda_C"": 0.1, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.47223582505378625}, {""fold_scores"": [0.4493196815164006, 0.5545118833774825, 0.5422264741137056, 0.34263631739405903, 0.4725375036178538], ""lambda_C"": 0.1, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4722463720039003}, {""fold_scores"": [0.4578594824422687, 0.5746461258917145, 0.5578951545647447, 0.3374751078496792, 0.4563918723612548], ""lambda_C"": 1.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4768535486219324}, {""fold_scores"": [0.4596524253686927, 0.5763049859817267, 0.5591078141891017, 0.33894131542780076, 0.45647689259556046], ""lambda_C"": 1.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.47809668671257644}, {""fold_scores"": [0.4599213394740107, 0.5765769730962456, 0.5592744726422418, 0.33916634532458695, 0.45652675657546915], ""lambda_C"": 1.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.4782931774225109}, {""fold_scores"": [0.45994964763544355, 0.5766061056415013, 0.5592917986572405, 0.3391901235952121, 0.45653263735416655], ""lambda_C"": 1.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.47831406257671283}, {""fold_scores"": [0.4666794408596769, 0.5863494261030057, 0.5671906231916785, 0.34051822828797573, 0.4491107639304742], ""lambda_C"": 10.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.4819696964745622}, {""fold_scores"": [0.4694771717006037, 0.5890448490435474, 0.5688933704977008, 0.342514663571627, 0.449218038077653], ""lambda_C"": 10.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.4838296185782264}, {""fold_scores"": [0.46994724013581163, 0.5895393943052945, 0.5691656208769588, 0.34286417744849035, 0.44931151524054935], ""lambda_C"": 10.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.48416558960142086}, {""fold_scores"": [0.46999776253116443, 0.5895934926174188, 0.5691948855745761, 0.34290208691412705, 0.449323007427491], ""lambda_C"": 10.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4842022470129555}, {""fold_scores"": [0.4683617633607518, 0.5883785774547498, 0.5688949599986, 0.3414641625103594, 0.4483005765942083], ""lambda_C"": 100.0, ""lambda_W"": 0.1, ""mean_inner_cv_score"": 0.48308000798373385}, {""fold_scores"": [0.4713724824766566, 0.5912993152265446, 0.5707379853652778, 0.3436087793153321, 0.44844509180256875], ""lambda_C"": 100.0, ""lambda_W"": 1.0, ""mean_inner_cv_score"": 0.485092730837276}, {""fold_scores"": [0.4718861156223513, 0.5918438893909309, 0.5710414182027228, 0.3439924449660766, 0.4485548750006214], ""lambda_C"": 100.0, ""lambda_W"": 10.0, ""mean_inner_cv_score"": 0.4854637486365406}, {""fold_scores"": [0.471941469395476, 0.5919036323605283, 0.5710742165224936, 0.34403422281496554, 0.4485683566407041], ""lambda_C"": 100.0, ""lambda_W"": 100.0, ""mean_inner_cv_score"": 0.4855043795468335}]"
compound,1425370602,DIRECT_LATENT_RIDGE,"{""fold_scores"": [0.46263092963841373, 0.5970999237436591, 0.5589219447181226, 0.3665007149161247, 0.4592068413837576], ""mean_inner_cv_score"": 0.48887207088001555, ""strength"": 100.0}","[{""fold_scores"": [0.5706560895837539, 0.6982582068988787, 0.599941459193312, 0.4940924707214067, 0.6480641562661398], ""mean_inner_cv_score"": 0.6022024765326983, ""strength"": 0.1}, {""fold_scores"": [0.5394958854997014, 0.6727718014740128, 0.5956912777299415, 0.43335574447733194, 0.6068596508512445], ""mean_inner_cv_score"": 0.5696348720064465, ""strength"": 1.0}, {""fold_scores"": [0.4922631468720195, 0.6311923849457123, 0.5790433364811706, 0.3995940181348818, 0.5096795114779086], ""mean_inner_cv_score"": 0.5223544795823385, ""strength"": 10.0}, {""fold_scores"": [0.46263092963841373, 0.5970999237436591, 0.5589219447181226, 0.3665007149161247, 0.4592068413837576], ""mean_inner_cv_score"": 0.48887207088001555, ""strength"": 100.0}, {""fold_scores"": [0.4587617638839339, 0.5906187706787532, 0.5709657607776955, 0.37447214356405684, 0.4598399414176494], ""mean_inner_cv_score"": 0.49093167606441773, ""strength"": 1000.0}]"
