round,strategy,seed,selected_total,selected_sample_ids,selected_unique_compounds,selected_mean_true_error_after_reveal,selected_mean_ensemble_uncertainty,selected_mean_quantile_width,selected_mean_latent_distance,batch_mean_pairwise_latent_distance,batch_min_pairwise_latent_distance,condition_distribution,best_epoch,hit_max_epoch,best_epoch_ge_490,hybrid_prefilter_count,hybrid_prefilter_fraction
5,hybrid,42,25,"[""2b266fc41757f88e8b09"", ""29db30571b2a1ae59cc7"", ""486e498e45d084ced568"", ""5885d427a26f03e522f3"", ""c476eca5614cf9aa12d8"", ""a0507e669c939a982dd3"", ""8cdde884333140be60cb"", ""6ce607e4fe208a186dff"", ""e8f592c469b2f3c136d8"", ""86fb9a8fd6633397d670"", ""0a79a24271d119590ae6"", ""48679ae48dd485ffb7a6"", ""754baa7688e8c45c8ea8"", ""62d7ea74ab73fa6214b4"", ""25b1f8000dd22874bb29"", ""715cf6b265c19d80e943"", ""222a68fc192f66c1c080"", ""71abc36775b6cce56da7"", ""26d65d4171bcd03f7ee3"", ""4ed4c718fae143eacb1a"", ""37c15d90032e66347ed6"", ""18eb8ff2b9699bbdb4f1"", ""162ffd9b0db1fd3c1509"", ""d4bcc09609c820442d3d"", ""8143c4fff6f999b7ad0e""]",24,1.0621322829616198,0.6343990606898177,0.7191760540008545,6.886147839088984,13.53592301803587,6.0701799571042505,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""50/1"": 8, ""5/1"": 7, ""10/1"": 3, ""0/1"": 2, ""1/1"": 2, ""20/1"": 2, ""2/1"": 1}, ""mass_mean"": 92.813999999872, ""loading_volume_mean"": 412.0}","[269, 192, 285]",False,False,818.0,0.25
6,hybrid,42,25,"[""0f06772820e6693753e3"", ""302e458c5ed2285ca328"", ""13aa7f454204d054a196"", ""33ffc69a253a89f15995"", ""e9a7d193dc3d83532c1f"", ""aa83ae83c0fa0cc37777"", ""29b39881584c4fec1c58"", ""52348febee6695107c49"", ""3fe8b9db9fbe9d0dedc4"", ""6ce2b891280aed137ab8"", ""4659b6752f23c0b85f08"", ""c5b88ffca991e883ab64"", ""99fb49a26d4f0f1440df"", ""d2b4c39faa51bb75bbfb"", ""74292a64ad6203713d6b"", ""f91285c618eacb53538b"", ""7bd4e959319ef8b7b0fe"", ""72231b208c5287c32d70"", ""a047be17b8ee8bebb29a"", ""20711ea4080ba078e890"", ""b0571346163b8f77528d"", ""4c46ceefd6147b1e0a7a"", ""d7bff2b52f60b5fad4bd"", ""e6e78489d1da4066c07e"", ""53ceb391785085223695""]",21,1.143430542107284,0.3318108187017444,1.028164267539978,6.759786654316423,14.758304691533976,5.438471617837095,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""5/1"": 6, ""50/1"": 4, ""20/1"": 4, ""1/1"": 4, ""0/1"": 3, ""10/1"": 2, ""2/1"": 2}, ""mass_mean"": 125.5632, ""loading_volume_mean"": 348.0}","[228, 208, 143]",False,False,812.0,0.25
7,hybrid,42,25,"[""07933c8c797c30bb0e8e"", ""97318de99bab4460cf4e"", ""51f4126a3aadb3239225"", ""a775926fce57b3bf9ec1"", ""09236f36e11ff0bb70fe"", ""506010b7655432ff2f72"", ""cac9ff0c40665baf313f"", ""49201b5817f204116f7f"", ""b2bf97a1dcb9d6609f7d"", ""6a39aff909ea35989c74"", ""efba7e70f4e46055398b"", ""1f85bb83729347f5b0bb"", ""dc81bc0ec00000b873d8"", ""786c15055f363ee07a8c"", ""7d65ab8e0e7b962da35f"", ""d1e71a8278523e7a10e3"", ""0054790b9c9f40026ebe"", ""23ef03f3e75e40b20095"", ""ca5c649ce727f8a36f41"", ""3e41bb94c582476b5b6a"", ""f91e857aa14399ede600"", ""bfcb567664468f0d6902"", ""0007449b058916cdcad1"", ""b1c5816f929ef59f5a87"", ""7c6e7b244de393e8554d""]",23,0.7645823223219691,0.36652657447770076,1.2042338848114014,6.456892332738098,14.961274846111188,5.799411341956094,"{""loading_solvent_counts"": {""DCM"": 15, ""PE"": 10}, ""pe_ea_top_counts"": {""2/1"": 6, ""1/1"": 6, ""50/1"": 5, ""0/1"": 3, ""20/1"": 2, ""5/1"": 2, ""10/1"": 1}, ""mass_mean"": 118.80719999999998, ""loading_volume_mean"": 376.0}","[199, 147, 208]",False,False,806.0,0.25
8,hybrid,42,25,"[""1c312750e15ff66c6243"", ""7155ede91e7e3232862a"", ""7c0c324643799c918828"", ""2d870d7a88b5d7b7ef47"", ""9fb05d784e7952bd4741"", ""04a2e8ad27ca641a3a12"", ""8436939a2a6a91fa470d"", ""2dbfdf9c2d5defd09f7a"", ""22f82413c75481d74e9b"", ""d83038f8278f7c0745ee"", ""eb1224edeb2e39f898b1"", ""df6457ca86c98c073bf6"", ""0f8ae9a2f5ed927d4a08"", ""05532ff0857a33a604d0"", ""946f712a81f3990f568f"", ""2cfa393cb79664e100ce"", ""8a5443659239e3b52e14"", ""ce9886eee330bc401615"", ""cde49c2f3cf630c3a2a2"", ""3da92f4c69a3c88d3585"", ""7ad898a193c20e7a329c"", ""1965d663b09320f566a5"", ""2a23c139efe82dbd05ae"", ""f46da3c00b2199795e4c"", ""942c95c0b3a64c876639""]",25,0.6374456453748852,0.18865833803000523,0.9855921268463135,5.876300598759218,12.376954872359828,5.173153065126635,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""2/1"": 7, ""50/1"": 4, ""10/1"": 4, ""5/1"": 4, ""1/1"": 3, ""0/1"": 2, ""20/1"": 1}, ""mass_mean"": 128.894, ""loading_volume_mean"": 356.0}","[211, 172, 176]",False,False,799.0,0.25
1,random,42,25,"[""9a7e5d6654f3c8576bda"", ""cf5c7a2e1940e3c09dd5"", ""60e1cb22d3dd7eda495a"", ""761c3f82d640da44966c"", ""bbcbd2c7595c98f12155"", ""20a3e65ac978c57b9f94"", ""77dcc64e3f31b0758f91"", ""68aa4bc6d54ca748c7e1"", ""ea9ef1bc8766196ca96d"", ""db2709229820b71e283b"", ""40fd02db79e028fe05a9"", ""658d8ba3d430dc7188d8"", ""3774a4dac6dd0f01d48d"", ""312ba43a0274b9ce0f65"", ""f7d57d8bb988f7016502"", ""5673d1c9567dd502bdc8"", ""4d08b9494002d348513d"", ""dbb11446f81abd9b96f1"", ""2c843c0ebe8a201b2da1"", ""7b4c7795735c2133d544"", ""2306a3f73b44a07f2190"", ""7d9c7f40bc71ee7c4ef0"", ""4f22c848242a14ce92aa"", ""c698c0c44dc3e81c2f47"", ""7df9f96b58c06a0c86c2""]",24,0.8473683384346987,0.4025358153673345,1.0373660326004028,5.568760823948353,13.881376387045078,3.7958608524950024,"{""loading_solvent_counts"": {""DCM"": 19, ""PE"": 6}, ""pe_ea_top_counts"": {""5/1"": 5, ""50/1"": 5, ""1/1"": 4, ""20/1"": 4, ""10/1"": 4, ""0/1"": 2, ""2/1"": 1}, ""mass_mean"": 109.23299999999999, ""loading_volume_mean"": 340.0}","[59, 185, 85]",False,False,,
2,random,42,25,"[""1a53d7b807a4a60e963e"", ""8caaa3c9c24903be7feb"", ""75adc7367152310b089f"", ""61dbe9e57a7fb4f978a7"", ""82b206c9170ddc70fe8a"", ""b91e448ccb931eab3abc"", ""27bac953781c17a3a74b"", ""df93501912d2cfcfbc41"", ""a00b9b271e1fe3ae2351"", ""f7fb42420a42f45b9cca"", ""3f14d2a4f33426108e41"", ""6defbf00ecb558b77d50"", ""7a2d11133b002d4183f0"", ""bfbe491a54086b98874d"", ""41133662186c9c2cfc56"", ""0054790b9c9f40026ebe"", ""712efbedcb59418d3a25"", ""e77a5ea8e6dbb0adcf81"", ""7571d4719ffcd43a7258"", ""2e181a70e997f2b6d728"", ""3f4719508812e3125a84"", ""65f6e8326897810ec715"", ""f902397116230fb405c0"", ""c77f31cb02185dc79f0b"", ""81ac865dd40a21b73e6d""]",23,0.2677724867905444,0.18188771954917168,1.0194783210754395,5.528802911941007,15.986000180869864,3.1810590679943265,"{""loading_solvent_counts"": {""DCM"": 18, ""PE"": 7}, ""pe_ea_top_counts"": {""0/1"": 7, ""5/1"": 7, ""1/1"": 4, ""10/1"": 3, ""50/1"": 3, ""2/1"": 1}, ""mass_mean"": 135.536, ""loading_volume_mean"": 360.0}","[58, 153, 112]",False,False,,
3,random,42,25,"[""c16aef24cbedd5b1b875"", ""0c06011beeb8325569a8"", ""ac0c86e6ff89f04f8883"", ""0da0c1a34a53c41e368a"", ""10711364aab3ba24aeed"", ""bfcb567664468f0d6902"", ""7e327de3d5f5fcab9a7e"", ""815afa4c05f8c4e7ef9c"", ""50e7c46baee1bcdc90b0"", ""9862563d18aae2868342"", ""6cc8a8235eb19b5ab514"", ""b75ac5668dddb9154807"", ""c838631bf80ea9d722b3"", ""1ccaa557ab3d63a19bf6"", ""21e09d52eac22fe25e15"", ""4299a86aae93463852d9"", ""76d7714d0a8c7d4ab150"", ""28b54d4dea0dd57b2c55"", ""0182b6d34cb35fb613ea"", ""5d2bf880d8a7ef34858f"", ""78c0a2cff75a69f56f26"", ""3104197ca02407c049a3"", ""92f7fe9d8581717a9949"", ""535ba1a4922e163b518c"", ""93e2a042de41a651e58a""]",22,0.20630689570827948,0.03831846249828279,0.33961570262908936,5.366265776632316,11.773886850560896,0.9561046038069685,"{""loading_solvent_counts"": {""DCM"": 20, ""EA"": 1, ""PE"": 4}, ""pe_ea_top_counts"": {""10/1"": 6, ""2/1"": 6, ""20/1"": 4, ""5/1"": 3, ""1/1"": 3, ""50/1"": 2, ""0/1"": 1}, ""mass_mean"": 117.48200000000001, ""loading_volume_mean"": 356.0}","[286, 145, 190]",False,False,,
4,random,42,25,"[""8435ac7ac5c9c8c37de2"", ""560e667eb79f1a3873bd"", ""0916cddf5f8ff3708f41"", ""bd3435c0f9b14ec7997d"", ""c11ae989bb46d0e24320"", ""593cfb8dc5f3c8b36cac"", ""1ae3618ec277b0463686"", ""1dc5ecd47c8da55f98fb"", ""8100735734aef075ee76"", ""9807b8d6ea4e235596ef"", ""1ffdc26416a1526dd534"", ""e34787d652ccb3634f92"", ""04a2e8ad27ca641a3a12"", ""6f9d141f9a5e7238a801"", ""98f7b4e7c44ba0532e85"", ""ca6feb29f6758377a65f"", ""f8001b01afa2fc47bc39"", ""904c7849feb1c686924a"", ""ac6cfe67adcb860efabf"", ""4aada9cedae7eefd817c"", ""e601b93370a58e5bc85a"", ""b4877b0011db295949d5"", ""d67e9d7ab3d31da22c8d"", ""c63dec7fc76d8e529022"", ""20fba6abcb872e421123""]",24,0.43779611466621177,0.2168881258971482,0.813636064529419,5.646152660481806,13.342560047515317,4.4422987623511245,"{""loading_solvent_counts"": {""DCM"": 16, ""PE"": 9}, ""pe_ea_top_counts"": {""2/1"": 8, ""5/1"": 5, ""1/1"": 4, ""0/1"": 3, ""20/1"": 2, ""50/1"": 2, ""10/1"": 1}, ""mass_mean"": 141.652, ""loading_volume_mean"": 300.0}","[59, 161, 99]",False,False,,
5,random,42,25,"[""c08c4700ae34281b3318"", ""4f246d378709c2f974f8"", ""8e7636d7a60a6058305a"", ""160cc2cbdc8a47e0549b"", ""f156391514f509a6ea3a"", ""63109bac6659ba471955"", ""0483db40cbad8db07032"", ""b1737f3e487bbd039406"", ""55927e904f7c540fd4f2"", ""29b2750406e976da394c"", ""027bbff1ac308c5dd7a1"", ""aff2ffd59a0610a54995"", ""48853fd78c77153b963a"", ""d074d3b670ffc9e13369"", ""7ac5e8ade169be95e0fa"", ""18d862fb465d82320e1e"", ""463aca130eb59787c2df"", ""26cc196a621fa3efa3ff"", ""7e0c856a121512a6f891"", ""48f5b1b6d33e4e067356"", ""4466eabae9624380fbc6"", ""5b46916999f1668c7409"", ""9aa141b690ed5878facd"", ""3c4c856ec5ee29c66540"", ""1a3149e0c41e4560d347""]",22,0.49602943645986064,0.5131053828521678,1.0726672410964966,6.215137806444778,18.464962371808554,4.81921540298191,"{""loading_solvent_counts"": {""DCM"": 14, ""PE"": 11}, ""pe_ea_top_counts"": {""0/1"": 6, ""5/1"": 5, ""20/1"": 4, ""1/1"": 4, ""50/1"": 3, ""10/1"": 2, ""2/1"": 1}, ""mass_mean"": 117.5, ""loading_volume_mean"": 360.0}","[52, 405, 284]",True,False,,
6,random,42,25,"[""a4898d78d5aa9b218bf4"", ""6f8477857e3c4b4f188b"", ""f62720d3fc5dbb0e173d"", ""9a207c449ef228ed648f"", ""5b5e5053f089dcffd674"", ""6cfbe3ab4c27733a07b6"", ""a91850e587e062097c02"", ""e511eaf853100c310877"", ""7b341f30a27433562690"", ""c4b06a6e718225cb9cf8"", ""59752d0b8c96b9efb90c"", ""dc68091ba8b0648c216f"", ""084866775caa8ca58925"", ""6cf24e264547d6bffd62"", ""116c1f9856d3b21e0832"", ""1bbe54f338c46ca5373a"", ""ca363e6811e98069497a"", ""9a9b50816ec47f1cd755"", ""64c9e190e213bb061867"", ""6ef1e6b5c3a9ab2744e9"", ""b850bb2bb689cad139c5"", ""5910d3761883c7036a58"", ""d922ae5579393387b2cc"", ""eea50d6a38f292dfe571"", ""cd52e7c2ec49986121e2""]",24,0.3051585559267151,0.18326387731722815,0.8436338305473328,4.552708537669232,13.699755875315228,3.8458595940497884,"{""loading_solvent_counts"": {""DCM"": 16, ""PE"": 9}, ""pe_ea_top_counts"": {""0/1"": 6, ""20/1"": 5, ""5/1"": 5, ""1/1"": 3, ""2/1"": 3, ""10/1"": 3}, ""mass_mean"": 98.166, ""loading_volume_mean"": 388.0}","[66, 178, 165]",False,False,,
7,random,42,25,"[""e91423e4955526580753"", ""54a3411006f7051f1053"", ""7227bc0d8930d3f386f6"", ""70cba7a21b5a01fb8e73"", ""9ed7c1fb1c2cc499bbf9"", ""fbf7711e24f45bf06d4f"", ""327064e6ca2c38d79d76"", ""19229d505f75d05a0bcb"", ""7ee87a292280ba66cc09"", ""9de8edaa330ab971f479"", ""9d3546df38b38ba16da5"", ""41d19259284061aa29e7"", ""e660f128159183feb41c"", ""d25f0f076234ccfb1916"", ""7d508d405f154f326fdb"", ""02074ce57eac6aa9fffb"", ""66747ae127e03516ffda"", ""2cf789c87f7c6325c020"", ""137b5aaf9ecf3d65b7e3"", ""d2ad2d89b0ecb819c916"", ""c6bd64a77e94e93e5018"", ""5f00eba1a68a62f23d9b"", ""37b8d0f56019b0d4fad3"", ""1c9e5d1b4f0318333afd"", ""13b7ef7c8bbf469fefc4""]",23,0.4788515928287464,0.17504300947633006,0.9631689190864563,6.14522952733255,14.250512537357121,1.838590546927269,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""20/1"": 7, ""10/1"": 6, ""1/1"": 6, ""5/1"": 3, ""50/1"": 1, ""0/1"": 1, ""2/1"": 1}, ""mass_mean"": 101.02199999999999, ""loading_volume_mean"": 312.0}","[88, 216, 112]",False,False,,
8,random,42,25,"[""08ca5c7741cfb5861c5a"", ""6ce2b891280aed137ab8"", ""0a974fa5ccff4ce25b98"", ""05fe6f157ca6ce0374d7"", ""1f70add69a6dbecca3b4"", ""25dd969086d07da70d74"", ""7a8052b0f32e2dfb1d62"", ""b08821181fbd4d81b247"", ""cd12334b3ac8c4cb255a"", ""6dde3c4535c931ca4092"", ""037298044b4fc8868e5e"", ""9bf0908bbb92616aa84a"", ""e71aba5ca322ce0a2c7f"", ""4c10cf623fbb8793829f"", ""4e66505f5d66d4fe37b9"", ""73a35f890e678b320073"", ""aed6d224edcb21e5d658"", ""17beb55af7159f9079dc"", ""747280711df386cbbc09"", ""b4e0e9dc92fca2c88b90"", ""84e60b516f17f5433041"", ""195a292d7c8874415285"", ""6cd0b95c2c8fa8799572"", ""8b06ec38a7e5999edfa6"", ""59e942d4a3b5dfc412a2""]",24,0.32028906202779517,0.14598987080005948,1.0640007257461548,5.114586597634679,16.26596725620596,0.8770540222508082,"{""loading_solvent_counts"": {""DCM"": 14, ""PE"": 11}, ""pe_ea_top_counts"": {""5/1"": 6, ""0/1"": 5, ""20/1"": 4, ""10/1"": 4, ""1/1"": 3, ""50/1"": 2, ""2/1"": 1}, ""mass_mean"": 124.59440000000001, ""loading_volume_mean"": 320.0}","[84, 185, 221]",False,False,,
1,coverage,525,25,"[""66454b90cefcad2e4125"", ""e4a7e43d15fcdee2ba1d"", ""208139770ae1a480855b"", ""b514312eda7950cdcf1c"", ""d3b1f310cb3ebbca13af"", ""70cba7a21b5a01fb8e73"", ""e831674d417af7d27b38"", ""8e17cb06a37c48cc9ab5"", ""e009f41aa23d4c7b3fff"", ""66747ae127e03516ffda"", ""5df546d9e2f2a29dfc89"", ""89d752b5a7f7c8d0b91e"", ""855456da9ea892f7216b"", ""7383949c431e18f39597"", ""b37608f8c4a8ee4b8696"", ""ca467c94f14b2219503e"", ""80f546c47198fa7c6dbf"", ""2f48e798c7917fb7d2ae"", ""011d2598865d3a81a17d"", ""aed6d224edcb21e5d658"", ""ce14dd2481560a984aea"", ""9ffee2813aef5c26f96f"", ""1e775e7d8dcbf48fd6f8"", ""83326d8b972b1f3325e4"", ""a17bcdddcf0799baeee2""]",18,1.0528680245503623,0.3894507458952717,1.2284367084503174,13.659808879583018,26.719662676786434,10.058515786412505,"{""loading_solvent_counts"": {""DCM"": 19, ""PE"": 6}, ""pe_ea_top_counts"": {""0/1"": 9, ""50/1"": 5, ""10/1"": 5, ""20/1"": 3, ""5/1"": 2, ""1/1"": 1}, ""mass_mean"": 128.31279999999998, ""loading_volume_mean"": 508.0}","[139, 193, 168]",False,False,,
2,coverage,525,25,"[""0c5c35afb3a24375c153"", ""5e276c1730fc0a9deba7"", ""0cf0d36290765378ae8d"", ""0b247863fd6e8aaf44d8"", ""8ab554cd154e9749790b"", ""28e9fea3e3293f2b8a0e"", ""79362765eb92377a5970"", ""449b809e4efaaf2af86a"", ""86fb9a8fd6633397d670"", ""6defbf00ecb558b77d50"", ""f31917e9b529f3a4126a"", ""c5185bd663026c64c816"", ""1cc3b837c6561b1c0a23"", ""358461ff3742e78ea3b6"", ""8b9ff1a26d840aaa6a49"", ""4466eabae9624380fbc6"", ""6716006fb3d4c4c8a766"", ""f433bc672465387d951a"", ""857ae40d0fdf1c7e387e"", ""195ef0093f90d8fd51ad"", ""903811765ba61a8af2b7"", ""634f21e11a8442494ce3"", ""61771d230b285babe4b6"", ""a1dc71bed9d8f372c9e5"", ""c59ffcab9329339d3e91""]",21,0.9866716849491484,0.5231567875588451,1.7806243896484375,9.991387833223259,19.76172042321629,8.003328394019857,"{""loading_solvent_counts"": {""DCM"": 20, ""PE"": 5}, ""pe_ea_top_counts"": {""50/1"": 10, ""10/1"": 4, ""20/1"": 3, ""2/1"": 3, ""5/1"": 3, ""0/1"": 1, ""1/1"": 1}, ""mass_mean"": 114.766, ""loading_volume_mean"": 476.0}","[69, 357, 144]",False,False,,
3,coverage,525,25,"[""ce9886eee330bc401615"", ""e5ed03aa8e15ca165b73"", ""a0f9239bbc5df8c3f8e9"", ""8f5452ff0e84ab2e2057"", ""55200f8e501a16ffa0cf"", ""29b39881584c4fec1c58"", ""f82cfd3b57735b0ead3c"", ""f90a5a5a54509c085ebd"", ""3163a9b58f1a52a1992c"", ""bef81d4dd93af26c12a9"", ""db26f51c86dc787ac633"", ""05532ff0857a33a604d0"", ""5f81e2ff4fea8e839c4d"", ""5910d3761883c7036a58"", ""66da447ca0fe7160cc1c"", ""5e1c073538cbbe740b6f"", ""761c3f82d640da44966c"", ""18a189c89f59ac1d5a9f"", ""b1c5816f929ef59f5a87"", ""cb729a03dac0230812b1"", ""222a68fc192f66c1c080"", ""23ef03f3e75e40b20095"", ""c06e784aecc76cea9d63"", ""c9bef93a79964dc6ede1"", ""cd33bc1895c4acb28189""]",22,0.8803156218644344,0.2618444591332518,0.953840434551239,8.81516020892166,18.458810237227546,7.628541280417458,"{""loading_solvent_counts"": {""DCM"": 19, ""EA"": 1, ""PE"": 5}, ""pe_ea_top_counts"": {""20/1"": 5, ""50/1"": 4, ""10/1"": 4, ""0/1"": 4, ""2/1"": 3, ""1/1"": 3, ""5/1"": 2}, ""mass_mean"": 137.3596, ""loading_volume_mean"": 428.0}","[160, 272, 180]",False,False,,
4,coverage,525,25,"[""ebf38d80f4c5674cf120"", ""67b03e9099ef99d26eb1"", ""3f6b817d855e67b3b406"", ""409d01129a3e41b32902"", ""67fa39740fcf946a3154"", ""2b266fc41757f88e8b09"", ""00043aebb2540e369a7b"", ""7c6e7b244de393e8554d"", ""90e23af4d5769cd8b21a"", ""b7fffd840d208b29776c"", ""9ff9df9d0885684c7f41"", ""61da71e94577a4d66028"", ""1844eab177de5d01fab6"", ""776ee2c1e85ebde75168"", ""683b6279a87805548c7c"", ""8b556440cbbd8224f6ff"", ""8aa864c9e33df9bb1a6a"", ""30970941542856ce8eb1"", ""8436939a2a6a91fa470d"", ""cfaabf6bb144f1603460"", ""d550a2107daf4c532b6a"", ""e9bdef57ef2c8ced88f0"", ""36b45fbdbace5950c108"", ""e84314bcd7ec5ba57283"", ""07b65328a3ec1d825fef""]",24,0.5261573913702204,0.4256421994845477,0.8721240162849426,9.290067194039171,18.361903006028104,7.811428565730011,"{""loading_solvent_counts"": {""DCM"": 18, ""EA"": 1, ""PE"": 6}, ""pe_ea_top_counts"": {""1/1"": 7, ""50/1"": 6, ""0/1"": 6, ""5/1"": 2, ""20/1"": 1, ""10/1"": 1, ""2/1"": 1, ""100/1"": 1}, ""mass_mean"": 114.93439999999998, ""loading_volume_mean"": 388.0}","[172, 417, 205]",True,False,,
5,coverage,525,25,"[""33fe75ab7a516644119f"", ""c5b88ffca991e883ab64"", ""51f5ae6a991eea9e720e"", ""d9c8c8af50a10bf07765"", ""3db682471b6cad60811d"", ""9e6c69af6f5142faa049"", ""b24f66ff77974f8ba6e1"", ""434ffacb33eccce497c5"", ""425fe9dfe0c3f345460b"", ""bd2e9fee67bbba1155df"", ""0f8ae9a2f5ed927d4a08"", ""7c0c324643799c918828"", ""380e1e6e22f1e66a0963"", ""d54c93a11164b4abac6e"", ""8a4623d640cc619f2639"", ""bef8e35136c28810eb6b"", ""31d68872f0906ed4c5b1"", ""9139c55b31e4e4b0e062"", ""60f6bc343299a27882d2"", ""9ccd4f4f61665ec641fe"", ""f46da3c00b2199795e4c"", ""762190c8d9f5b2d1a89a"", ""c096c324a71974b6ab37"", ""20913a7c2077b80b7351"", ""471287eecf7b94603e9e""]",24,0.616158873690043,0.20042658311339387,0.8603341579437256,7.580660069679316,14.843749880600726,6.66556534487889,"{""loading_solvent_counts"": {""DCM"": 22, ""PE"": 3}, ""pe_ea_top_counts"": {""50/1"": 8, ""2/1"": 5, ""5/1"": 5, ""20/1"": 4, ""10/1"": 2, ""1/1"": 1}, ""mass_mean"": 118.55699999999999, ""loading_volume_mean"": 388.0}","[200, 257, 167]",False,False,,
6,coverage,525,25,"[""9046ef1d90ff9bb08297"", ""8db24ae10df4095ada47"", ""129036e0bccc4ff7e848"", ""c82167c626a1495ef750"", ""20711ea4080ba078e890"", ""e598b9cf54086c1c64b2"", ""b51b5dbcd2a38b174973"", ""c45057c2cab40f4fa2be"", ""b2bf97a1dcb9d6609f7d"", ""f5d802ca42b1a7226fc0"", ""78c0a2cff75a69f56f26"", ""2cf4f6424b85ab121943"", ""19229d505f75d05a0bcb"", ""d448d8de2d8dacec62c3"", ""5885d427a26f03e522f3"", ""ecd17c7ea435a1e33f6b"", ""242e157ea40fde30e3f7"", ""ad833f34f6b91872362d"", ""04ecdea4151183669394"", ""b6b8449bda1ec4f0697f"", ""cd566862a517dd7cdc8d"", ""d824f03d11ae777a2d00"", ""35a1d2abee0780ee1d48"", ""265b6eb5a10a34c937b1"", ""9ddc2e8babb52ee8e772""]",21,1.110259650697591,0.1275559773846553,1.0791921615600586,7.050205187359967,15.989968342506085,5.945059282873272,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""50/1"": 5, ""5/1"": 5, ""20/1"": 5, ""2/1"": 3, ""0/1"": 3, ""10/1"": 2, ""1/1"": 2}, ""mass_mean"": 100.736, ""loading_volume_mean"": 420.0}","[173, 376, 190]",False,False,,
7,coverage,525,25,"[""a8ad1c1e7d0c3c312f29"", ""a60552f4d1a5ced4641f"", ""859ae738b615cf17b849"", ""65f22906a14f74d756d4"", ""0e74da1f30505a8699c4"", ""5e45395722fa0dcc1d00"", ""488727f2d41859d1ac45"", ""741e52b1633ebf2743f3"", ""22214579a593fa764fe8"", ""17ff889395addf7d6295"", ""3b2c663a28a9f32bd1d3"", ""660b9817e57d6cbe989d"", ""d2b4c39faa51bb75bbfb"", ""25de8af35e546add9783"", ""7a077667c09ee80c3016"", ""b3b38f7212d8649d9ac1"", ""91cd087e44e7a3364533"", ""bf09d868ed4d68a97b40"", ""5024a0270c82cc68fd48"", ""5e2f71c50a4ccaa1b83e"", ""657aa3aea4edc623ac20"", ""b4351e5f05f6d477a6c0"", ""534afc6bd39a8f7923d8"", ""a05989f2de32dc6a3f64"", ""81507d463506a9e65e73""]",24,0.4656751414721705,0.19670414287639107,0.8404969573020935,7.075258953111716,15.368630273222571,7.109951750656331,"{""loading_solvent_counts"": {""DCM"": 17, ""PE"": 8}, ""pe_ea_top_counts"": {""0/1"": 8, ""5/1"": 5, ""10/1"": 4, ""1/1"": 4, ""50/1"": 2, ""20/1"": 1, ""2/1"": 1}, ""mass_mean"": 126.80099999999999, ""loading_volume_mean"": 400.0}","[170, 349, 248]",False,False,,
8,coverage,525,25,"[""2cfa393cb79664e100ce"", ""9c74e865c47b45a09229"", ""a7906197994af5c86745"", ""6a4e95d2a3cca31094a1"", ""74701496b6fc5465eea7"", ""f4c58d48258027bb5485"", ""f91285c618eacb53538b"", ""b3d9bb5afa82b99f2a11"", ""0bd57808d920c8e6f5c4"", ""d035281432e410405550"", ""d9ebd22828036fc4c7e6"", ""dc419b3ce4e1382aae7a"", ""4d3dddb7f2bd6bdeb5ea"", ""ab887fd709fc1dc0d59b"", ""a15744dbeb99bc224e40"", ""58b3518f48d8340d6ffc"", ""bfcb567664468f0d6902"", ""52348febee6695107c49"", ""3f59bb6766ef6551502f"", ""e3aa0a6706a5d307bd26"", ""c7e762106a9ec0d9ea75"", ""8d48112406e3064efdbc"", ""96ab5d3f34bf46cba8c0"", ""8fdf94a48f481ec3e125"", ""49201b5817f204116f7f""]",23,0.6043982245974441,0.17698990761168948,1.029617190361023,6.153274217764878,12.37718661012273,5.582704127405498,"{""loading_solvent_counts"": {""DCM"": 21, ""PE"": 4}, ""pe_ea_top_counts"": {""5/1"": 7, ""50/1"": 6, ""20/1"": 4, ""2/1"": 3, ""10/1"": 2, ""0/1"": 2, ""1/1"": 1}, ""mass_mean"": 117.8344, ""loading_volume_mean"": 368.0}","[137, 274, 206]",False,False,,
