outer_seed,member_index,member_seed,fit_seconds_current_run,reused_completed_fit,max_epoch,early_stop_epoch,hit_max_epoch,best_epoch_ge_490,checkpoint,checkpoint_sha256,best_epoch,epochs_run,normalized_valid_score,train_rows,validation_rows,trainable_parameters,total_parameters,train_config_hash,labeled_ids_hash,validation_ids_hash,initialization_policy,trainable_scope,scaler_hash,strategy,round
42,0,4200,0.0,True,500,159,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/shared_round_0/member_0_seed_4200/best.pt,11dbc5394698bf8d228d976daef1d3022f12dcca8db7040d01c548f81bbf1bf5,59,159,0.8644910498953251,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6fff13b9ab58f9fb958ada0427cbd58280d8cc5218d8cd2369cde8ae5af47972,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,0
42,1,4201,0.0,True,500,285,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/shared_round_0/member_1_seed_4201/best.pt,d75a0f048f220a2800d770b692da8512f943d0ee5f70241f6411121d407512c2,185,285,0.573775097183201,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6fff13b9ab58f9fb958ada0427cbd58280d8cc5218d8cd2369cde8ae5af47972,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,0
42,2,4202,0.0,True,500,185,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/shared_round_0/member_2_seed_4202/best.pt,a48f70d8084f9394c5e5565f252c2c7ebfab2deec48f536338b82cad0c8eadef,85,185,0.6120099672519419,318,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,6fff13b9ab58f9fb958ada0427cbd58280d8cc5218d8cd2369cde8ae5af47972,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,0
42,0,4200,0.0,True,500,281,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_1/checkpoints/member_0_seed_4200/best.pt,0231a7715d2c2f46e046d2230e7c2f9c8043b518fd6fc14ce143b4fcf91bd5d4,181,281,0.2573975864072406,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,60be76b744627a6b149b76763f8cc593ddd1cca541cbfee54c21bc63a13b8785,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,1
42,1,4201,0.0,True,500,227,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_1/checkpoints/member_1_seed_4201/best.pt,0a82beb7d1a1c6bd69684b16271526819b8bcd661ebc1dac2b3937dd435f130d,127,227,0.3384122948823398,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,60be76b744627a6b149b76763f8cc593ddd1cca541cbfee54c21bc63a13b8785,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,1
42,2,4202,0.0,True,500,214,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_1/checkpoints/member_2_seed_4202/best.pt,7ecf6d1f5f18acebdee6eb021596cb87adf8fea3fe64b31312433fa8b3216b76,114,214,0.2526601322394853,343,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,60be76b744627a6b149b76763f8cc593ddd1cca541cbfee54c21bc63a13b8785,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,1
42,0,4200,380.8139292909764,False,500,355,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_2/checkpoints/member_0_seed_4200/best.pt,91ba52b70b54a0740054627967678eba2bcabe97346c18895ecc6593992a7a78,255,355,0.1932057394577685,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,94c8d24d289b489659672d980408a738b629ea539055cfd89058b5cd69366443,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,2
42,1,4201,297.47445429093204,False,500,270,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_2/checkpoints/member_1_seed_4201/best.pt,40802b5e855ed71b592dca15def5f97d13cc90e7c525e53f03455f9d95c5342e,170,270,0.1872503547537916,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,94c8d24d289b489659672d980408a738b629ea539055cfd89058b5cd69366443,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,2
42,2,4202,304.0841449580621,False,500,272,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_2/checkpoints/member_2_seed_4202/best.pt,5504a35ed665be462064df8a7f678ab07f069c054f1bdaa1c2f35a68ba0ecfb1,172,272,0.2007803721467751,368,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,94c8d24d289b489659672d980408a738b629ea539055cfd89058b5cd69366443,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,2
42,0,4200,410.3323902500561,False,500,359,False,False,/Users/fish/Documents/GitHub/column_chromatography_prediction/experiments/e2_4g_active_learning/row_seed_42/coverage/round_3/checkpoints/member_0_seed_4200/best.pt,bc904e329fb09390c648054110fdef010fc7f9645035b08327f9501894688c09,259,359,0.1543775155072111,393,57,775476,775476,c2cff5afb7ce404d3bef2832441caa1cfde8b27b4c7d2fb9102977b0456477a8,9b67933fbb89cd8dfb85568f0e5b044f587a493b592a85ac273a246a73a65e8e,a662a6a643614ec75e1cf33c79d9ed75ae400ab3f4c103150651ef1a5bfeada7,seeded_random,full_source_free,7c5b931c947120a97d9675bca200b8d9acee1bd1483c0ed3626aac365eb6d5c5,coverage,3
