feature,legacy_reachable,legacy_latent_delta_max_abs,legacy_prediction_delta_max_abs,v2_encoder_internal_delta_max_abs,v2_initialized_latent_delta_max_abs,v2_diagnostic_prediction_delta_max_abs,v2_reachable,diagnostic_integration_only
eluent_exact_mol_wt,True,6.978271484375,5.753970146179199,0.0,6.978271484375,5.753976821899414,True,False
eluent_tpsa,True,5.727472305297852,7.445981979370117,0.0,5.727472305297852,7.44886589050293,True,False
eluent_rotatable_bonds,True,27.76577377319336,42.00587463378906,0.0,27.76577377319336,42.01152801513672,True,False
eluent_h_donors,True,8.611201286315918,8.733070373535156,0.0,8.611201286315918,8.73320198059082,True,False
eluent_h_acceptors,False,0.0,0.0,0.04764246940612793,0.0,0.00046634674072265625,True,True
eluent_logp,False,0.0,0.0,0.040647953748703,0.0,0.0015687942504882812,True,True
loading_solvent,False,0.0,0.0,1.4967068433761597,0.0,0.023097991943359375,True,True
loading_amount_density_x_volume,False,0.0,0.0,0.00015379488468170166,0.0,6.198883056640625e-06,True,True
loading_solvent_volume_ul,False,0.0,0.0,2.4437904357910156e-05,0.0,1.9073486328125e-06,True,True
