audit_step,parameter_name,numel,requires_grad,grad_is_none,grad_norm,classification
legacy_multi_fixture,gnn_node.convs.0.mlp.3.weight,16384,True,False,1699.68994140625,gradient_bearing
legacy_multi_fixture,gnn_node.convs.0.mlp.3.bias,128,True,False,278.1909484863281,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.eps,1,True,False,14.189034461975098,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.0.weight,16384,True,False,3221.093505859375,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.0.bias,128,True,False,169.1322479248047,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.1.weight,128,True,False,111.91592407226562,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.1.bias,128,True,False,92.83793640136719,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.3.weight,16384,True,False,1859.5341796875,gradient_bearing
legacy_multi_fixture,gnn_node.convs.1.mlp.3.bias,128,True,False,258.39715576171875,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.eps,1,True,False,12.59730052947998,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.0.weight,16384,True,False,3062.197509765625,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.0.bias,128,True,False,157.7891387939453,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.1.weight,128,True,False,113.97367858886719,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.1.bias,128,True,False,98.71017456054688,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.3.weight,16384,True,False,2228.900146484375,gradient_bearing
legacy_multi_fixture,gnn_node.convs.2.mlp.3.bias,128,True,False,294.59222412109375,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.eps,1,True,False,41.437557220458984,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.0.weight,16384,True,False,3795.3232421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.0.bias,128,True,False,210.324951171875,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.1.weight,128,True,False,117.06706237792969,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.1.bias,128,True,False,115.72067260742188,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.3.weight,16384,True,False,2018.926513671875,gradient_bearing
legacy_multi_fixture,gnn_node.convs.3.mlp.3.bias,128,True,False,303.7748718261719,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.eps,1,True,False,80.26068115234375,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.0.weight,16384,True,False,2174.68212890625,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.0.bias,128,True,False,159.5082550048828,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.1.weight,128,True,False,73.16549682617188,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.1.bias,128,True,False,97.37376403808594,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.3.weight,16384,True,False,1149.6060791015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs.4.mlp.3.bias,128,True,False,234.76821899414062,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.eps,1,True,False,230.60012817382812,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.0.weight,16384,True,False,6030.82568359375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.0.bias,128,True,False,189.17408752441406,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.1.weight,128,True,False,70.25762176513672,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.1.bias,128,True,False,73.74324798583984,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.3.weight,16384,True,False,1325.9296875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.0.mlp.3.bias,128,True,False,198.0174102783203,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.eps,1,True,False,148.65353393554688,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.0.weight,16384,True,False,4402.15283203125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.0.bias,128,True,False,132.9276123046875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.1.weight,128,True,False,66.0680160522461,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.1.bias,128,True,False,60.98284912109375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.3.weight,16384,True,False,1231.428955078125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.1.mlp.3.bias,128,True,False,173.0189208984375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.eps,1,True,False,99.12215423583984,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.0.weight,16384,True,False,6996.19140625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.0.bias,128,True,False,182.34088134765625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.1.weight,128,True,False,78.04853057861328,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.1.bias,128,True,False,74.96728515625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.3.weight,16384,True,False,1286.5113525390625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.2.mlp.3.bias,128,True,False,192.70176696777344,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.eps,1,True,False,30.949321746826172,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.0.weight,16384,True,False,4329.01171875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.0.bias,128,True,False,134.08489990234375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.1.weight,128,True,False,68.0558090209961,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.1.bias,128,True,False,67.50695037841797,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.3.weight,16384,True,False,1245.07861328125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.3.mlp.3.bias,128,True,False,177.66603088378906,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_angle.4.eps,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.0.weight,16384,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.1.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.1.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.3.weight,16384,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_angle.4.mlp.3.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.0.weight,2560,True,False,431.44329833984375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.0.bias,128,True,False,285.0734558105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.1.weight,2560,True,False,1033.3555908203125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.1.bias,128,True,False,285.0734558105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.2.weight,2560,True,False,1030.596435546875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.2.bias,128,True,False,285.0734558105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.3.weight,2560,True,False,1020.51416015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.3.bias,128,True,False,285.0734558105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.4.weight,2560,True,False,1002.9403076171875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.linear_list.4.bias,128,True,False,285.0734558105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.rbf_list.0.gamma,1,True,False,1.6686515808105469,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.rbf_list.1.gamma,1,True,False,47.15369415283203,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.rbf_list.2.gamma,1,True,False,145.0550079345703,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.rbf_list.3.gamma,1,True,False,63.78522872924805,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.0.rbf_list.4.gamma,1,True,False,39.391258239746094,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.0.weight,2560,True,False,428.40118408203125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.0.bias,128,True,False,284.79541015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.1.weight,2560,True,False,997.6913452148438,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.1.bias,128,True,False,284.79541015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.2.weight,2560,True,False,998.6570434570312,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.2.bias,128,True,False,284.79541015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.3.weight,2560,True,False,1002.5503540039062,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.3.bias,128,True,False,284.79541015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.4.weight,2560,True,False,1001.317138671875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.linear_list.4.bias,128,True,False,284.79541015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.rbf_list.0.gamma,1,True,False,0.5249035358428955,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.rbf_list.1.gamma,1,True,False,64.42981719970703,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.rbf_list.2.gamma,1,True,False,46.46290588378906,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.rbf_list.3.gamma,1,True,False,46.18950653076172,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.1.rbf_list.4.gamma,1,True,False,2.0982303619384766,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.0.weight,2560,True,False,527.566650390625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.0.bias,128,True,False,356.04266357421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.1.weight,2560,True,False,1265.6654052734375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.1.bias,128,True,False,356.04266357421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.2.weight,2560,True,False,1265.8189697265625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.2.bias,128,True,False,356.04266357421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.3.weight,2560,True,False,1288.670166015625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.3.bias,128,True,False,356.04266357421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.4.weight,2560,True,False,1253.6634521484375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.linear_list.4.bias,128,True,False,356.04266357421875,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.rbf_list.0.gamma,1,True,False,2.0669634342193604,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.rbf_list.1.gamma,1,True,False,30.210039138793945,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.rbf_list.2.gamma,1,True,False,26.401704788208008,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.rbf_list.3.gamma,1,True,False,35.458919525146484,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.2.rbf_list.4.gamma,1,True,False,26.201379776000977,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.0.weight,2560,True,False,335.9440002441406,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.0.bias,128,True,False,232.4748077392578,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.1.weight,2560,True,False,822.3506469726562,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.1.bias,128,True,False,232.4748077392578,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.2.weight,2560,True,False,820.2730102539062,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.2.bias,128,True,False,232.4748077392578,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.3.weight,2560,True,False,837.3770141601562,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.3.bias,128,True,False,232.4748077392578,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.4.weight,2560,True,False,818.4535522460938,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.linear_list.4.bias,128,True,False,232.4748077392578,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.rbf_list.0.gamma,1,True,False,4.3837785720825195,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.rbf_list.1.gamma,1,True,False,38.39897918701172,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.rbf_list.2.gamma,1,True,False,6.825021743774414,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.rbf_list.3.gamma,1,True,False,5.4063520431518555,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.3.rbf_list.4.gamma,1,True,False,46.52428436279297,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.0.weight,2560,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.1.weight,2560,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.1.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.2.weight,2560,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.2.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.3.weight,2560,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.3.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.4.weight,2560,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.linear_list.4.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.rbf_list.0.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.rbf_list.1.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.rbf_list.2.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.rbf_list.3.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_float.4.rbf_list.4.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_embeding.0.bond_embedding_list.0.weight,1664,True,False,224.97923278808594,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.0.bond_embedding_list.1.weight,3584,True,False,232.2356414794922,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.0.bond_embedding_list.2.weight,1024,True,False,235.0478973388672,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.1.bond_embedding_list.0.weight,1664,True,False,225.09078979492188,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.1.bond_embedding_list.1.weight,3584,True,False,189.25418090820312,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.1.bond_embedding_list.2.weight,1024,True,False,196.20790100097656,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.2.bond_embedding_list.0.weight,1664,True,False,283.3551025390625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.2.bond_embedding_list.1.weight,3584,True,False,218.05581665039062,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.2.bond_embedding_list.2.weight,1024,True,False,225.236328125,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.3.bond_embedding_list.0.weight,1664,True,False,182.79302978515625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.3.bond_embedding_list.1.weight,3584,True,False,150.07435607910156,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.3.bond_embedding_list.2.weight,1024,True,False,154.9713897705078,gradient_bearing
legacy_multi_fixture,gnn_node.convs_bond_embeding.4.bond_embedding_list.0.weight,1664,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_embeding.4.bond_embedding_list.1.weight,3584,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_bond_embeding.4.bond_embedding_list.2.weight,1024,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_angle_float.0.linear_list.0.weight,4096,True,False,208.84754943847656,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.0.linear_list.0.bias,128,True,False,198.15904235839844,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.0.linear_list.1.weight,2048,True,False,265.26519775390625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.0.linear_list.1.bias,128,True,False,198.15904235839844,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.0.rbf_list.0.gamma,1,True,False,1.197283387184143,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.1.linear_list.0.weight,4096,True,False,215.02334594726562,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.1.linear_list.0.bias,128,True,False,209.2949676513672,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.1.linear_list.1.weight,2048,True,False,299.6392822265625,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.1.linear_list.1.bias,128,True,False,209.2949676513672,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.1.rbf_list.0.gamma,1,True,False,1.5374376773834229,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.2.linear_list.0.weight,4096,True,False,266.4969177246094,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.2.linear_list.0.bias,128,True,False,259.6449890136719,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.2.linear_list.1.weight,2048,True,False,339.7064208984375,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.2.linear_list.1.bias,128,True,False,259.6449890136719,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.2.rbf_list.0.gamma,1,True,False,0.2520616054534912,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.3.linear_list.0.weight,4096,True,False,165.95005798339844,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.3.linear_list.0.bias,128,True,False,160.50843811035156,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.3.linear_list.1.weight,2048,True,False,212.16700744628906,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.3.linear_list.1.bias,128,True,False,160.50843811035156,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.3.rbf_list.0.gamma,1,True,False,0.46062517166137695,gradient_bearing
legacy_multi_fixture,gnn_node.convs_angle_float.4.linear_list.0.weight,4096,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_angle_float.4.linear_list.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_angle_float.4.linear_list.1.weight,2048,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_angle_float.4.linear_list.1.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.convs_angle_float.4.rbf_list.0.gamma,1,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.0.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.1.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.1.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.2.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.2.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.3.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.3.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.4.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms.4.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.0.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.1.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.1.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.2.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.2.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.3.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.3.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.4.weight,128,True,True,,structurally_unreachable
legacy_multi_fixture,gnn_node.batch_norms_ba.4.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,graph_pred_linear.linear.weight,768,True,False,1889.695068359375,gradient_bearing
legacy_multi_fixture,graph_pred_linear.linear.bias,6,True,False,43.15960693359375,gradient_bearing
legacy_multi_fixture,NN_descriptor.0.weight,233856,True,True,,structurally_unreachable
legacy_multi_fixture,NN_descriptor.0.bias,128,True,True,,structurally_unreachable
legacy_multi_fixture,NN_descriptor.2.weight,16384,True,True,,structurally_unreachable
legacy_multi_fixture,NN_descriptor.2.bias,128,True,True,,structurally_unreachable
v2_branch_step_1,solvent_embedding.weight,12,True,False,0.0,fixture_dependent_inactive
v2_branch_step_1,hidden.weight,128,True,False,0.0,fixture_dependent_inactive
v2_branch_step_1,hidden.bias,16,True,False,0.0,fixture_dependent_inactive
v2_branch_step_1,output.weight,2048,True,False,18.95012664794922,gradient_bearing
