sample_id_a,sample_id_b,canonical_smiles,PE/EA,loading_conditions_differ,legacy_embedding_delta_max_abs,legacy_prediction_delta_max_abs,v2_condition_representation_delta_max_abs,v2_diagnostic_prediction_delta_max_abs,v2_can_resolve_collision
a2febf036cd726eb4526,e831674d417af7d27b38,BrC(=C(c1ccccc1)c1ccccc1)c1ccccc1,0/1,True,0.0,0.0,0.16818028688430786,0.00047016143798828125,True
