epoch,train_loss,validation_selection_score,validation_V1_r2,validation_V1_rmse,validation_V1_mae,validation_V2_r2,validation_V2_rmse,validation_V2_mae,validation_combined_normalized_rmse,validation_all_outputs_finite
1,577.8644714355469,1.3962950172821296,-0.9552083015441895,11.282052993774414,8.01459789276123,-0.47642064094543457,21.415494918823242,12.397830963134766,1.3962950172821296,True
2,313.4226837158203,1.3485157617064358,-0.9470866918563843,11.258597373962402,8.123178482055664,-0.26996469497680664,19.861812591552734,10.564407348632812,1.3485157617064358,True
3,205.657958984375,1.2664747682406319,-0.6406775712966919,10.33482837677002,6.8929033279418945,-0.1867389678955078,19.199974060058594,10.063515663146973,1.2664747682406319,True
4,186.2930908203125,1.271341550779251,-0.5619610548019409,10.083858489990234,6.272690773010254,-0.2751936912536621,19.902660369873047,10.646710395812988,1.271341550779251,True
5,171.8339385986328,1.312941383800466,-0.628752589225769,10.297201156616211,6.515887260437012,-0.39222288131713867,20.795886993408203,11.907286643981934,1.312941383800466,True
6,149.02971649169922,1.3792217303532415,-0.7879360914230347,10.788662910461426,7.2886552810668945,-0.5445101261138916,21.90374755859375,13.919095993041992,1.3792217303532415,True
7,114.46200561523438,1.448254445998492,-0.9578089714050293,11.28955364227295,7.98500919342041,-0.7147868871688843,23.079591751098633,15.56391429901123,1.448254445998492,True
8,110.31414031982422,1.352498563336156,-0.7378877401351929,10.636591911315918,7.155577659606934,-0.4691193103790283,21.36247444152832,13.60975170135498,1.352498563336156,True
9,91.5033950805664,1.2475848209994185,-0.4816387891769409,9.821160316467285,6.087215423583984,-0.24751150608062744,19.685449600219727,11.782504081726074,1.2475848209994185,True
10,80.71859741210938,1.1966263556311258,-0.3518972396850586,9.381309509277344,5.374606609344482,-0.1573861837387085,18.961040496826172,10.636295318603516,1.1966263556311258,True
11,66.6906623840332,1.1610092799738854,-0.24170565605163574,8.990854263305664,4.804190158843994,-0.11635291576385498,18.62189292907715,10.125150680541992,1.1610092799738854,True
12,58.59782028198242,1.141850560826041,-0.17924034595489502,8.761789321899414,4.74446964263916,-0.09876132011413574,18.474586486816406,10.205068588256836,1.141850560826041,True
13,52.568206787109375,1.1141876602799643,-0.11383700370788574,8.515349388122559,4.389100074768066,-0.05394613742828369,18.093902587890625,9.669893264770508,1.1141876602799643,True
14,52.09250831604004,1.093707424977803,-0.08385133743286133,8.399946212768555,4.339199066162109,-0.006365180015563965,17.680757522583008,9.585465431213379,1.093707424977803,True
15,49.32352066040039,1.0153801066210308,0.07275861501693726,7.769409656524658,4.0193939208984375,0.126603901386261,16.471330642700195,9.257823944091797,1.0153801066210308,True
16,45.39572525024414,1.0032182086623356,0.1000332236289978,7.654289245605469,3.776461362838745,0.14289027452468872,16.317035675048828,8.991412162780762,1.0032182086623356,True
17,40.80733299255371,1.0100167706463141,0.1028241515159607,7.642411231994629,3.740783452987671,0.1181839108467102,16.550535202026367,9.072550773620605,1.0100167706463141,True
18,37.692636489868164,0.8833406488145581,0.3348255157470703,6.580507755279541,3.389469623565674,0.30721569061279297,14.66972827911377,8.514090538024902,0.8833406488145581,True
19,34.93539810180664,0.89614318439429,0.3126375675201416,6.689359188079834,3.4886858463287354,0.28939127922058105,14.857246398925781,8.586865425109863,0.89614318439429,True
20,36.911537170410156,0.8855839419611073,0.33204978704452515,6.594223976135254,3.373480796813965,0.3031655550003052,14.712547302246094,8.283896446228027,0.8855839419611073,True
21,36.25576591491699,0.9227855217190342,0.2639026641845703,6.922440528869629,3.619814872741699,0.2528111934661865,15.234851837158203,8.638623237609863,0.9227855217190342,True
22,29.0732479095459,0.8791475959765293,0.33606433868408203,6.574377536773682,3.36260986328125,0.3181716203689575,14.55327033996582,8.27483081817627,0.8791475959765293,True
23,30.790821075439453,0.9471100789572237,0.2136538028717041,7.1548171043396,3.6085376739501953,0.22239094972610474,15.541885375976562,8.835763931274414,0.9471100789572237,True
24,32.51744842529297,0.9092471389965979,0.27979743480682373,6.847293853759766,3.411452531814575,0.2793898582458496,14.961434364318848,7.986883640289307,0.9092471389965979,True
25,45.03595733642578,0.901379237392113,0.323578417301178,6.635908126831055,3.5730416774749756,0.2645688056945801,15.114509582519531,9.174488067626953,0.901379237392113,True
26,36.33154487609863,0.9364014193928755,0.20740443468093872,7.183191299438477,3.6281590461730957,0.260654091835022,15.154684066772461,8.060393333435059,0.9364014193928755,True
27,36.57014083862305,0.9917343683797114,0.13249164819717407,7.51499080657959,3.6236789226531982,0.152005136013031,16.23004150390625,8.583511352539062,0.9917343683797114,True
28,33.232927322387695,0.8859459710101792,0.325339138507843,6.627265453338623,3.277686357498169,0.30794793367385864,14.66197395324707,7.833597660064697,0.8859459710101792,True
29,36.9457483291626,0.9798202011251343,0.17710530757904053,7.319202423095703,3.6121623516082764,0.1515100598335266,16.234779357910156,8.796463966369629,0.9798202011251343,True
30,30.019540786743164,1.012102863609411,0.112490713596344,7.601128578186035,3.728736162185669,0.10292327404022217,16.693132400512695,9.207575798034668,1.012102863609411,True
31,29.243685722351074,1.111270850753832,-0.09642744064331055,8.448538780212402,4.009780406951904,-0.05849432945251465,18.132902145385742,9.47294807434082,1.111270850753832,True
32,26.891157150268555,1.1471525284269553,-0.15913259983062744,8.686767578125,4.082760334014893,-0.13597822189331055,18.78486442565918,9.696414947509766,1.1471525284269553,True
33,26.2578706741333,0.8630335895076009,0.32946908473968506,6.606950283050537,3.1797423362731934,0.36960238218307495,13.993627548217773,7.771277904510498,0.8630335895076009,True
34,28.33824348449707,0.9330137277942375,0.2199755311012268,7.125998497009277,3.4816195964813232,0.2600492835044861,15.160881042480469,8.310870170593262,0.9330137277942375,True
35,34.67818069458008,0.9743790810822428,0.13508611917495728,7.503745079040527,3.655895948410034,0.20530498027801514,15.711705207824707,8.269553184509277,0.9743790810822428,True
36,28.952834129333496,1.0253045839836619,0.036695659160614014,7.919055461883545,3.860020160675049,0.12494421005249023,16.48697280883789,8.954227447509766,1.0253045839836619,True
37,24.76694393157959,1.0186636174864367,0.06420189142227173,7.805176258087158,3.8391072750091553,0.12316006422042847,16.50377082824707,9.32449722290039,1.0186636174864367,True
38,26.89260196685791,0.9289438470759807,0.2121315598487854,7.161738872528076,3.451798677444458,0.27919715642929077,14.963435173034668,7.72080135345459,0.9289438470759807,True
39,26.160223960876465,1.0644739293650498,0.011454284191131592,8.022135734558105,3.9314212799072266,0.013597965240478516,17.504512786865234,9.162599563598633,1.0644739293650498,True
40,24.359819412231445,0.9729495456979437,0.1634284257888794,7.3797760009765625,3.696321487426758,0.18522822856903076,15.90893268585205,8.753872871398926,0.9729495456979437,True
41,23.495349884033203,0.8673755576698153,0.3241763710975647,6.632974624633789,3.31234073638916,0.36196601390838623,14.078129768371582,7.856113433837891,0.8673755576698153,True
42,21.915218353271484,0.9910181276111185,0.12796759605407715,7.534560680389404,3.6490724086761475,0.15824538469314575,16.170215606689453,8.619209289550781,0.9910181276111185,True
43,24.220332145690918,0.8623553661199964,0.3089613914489746,6.707223415374756,3.283823251724243,0.3893136978149414,13.773114204406738,7.5912933349609375,0.8623553661199964,True
44,21.832324028015137,0.9554819999528431,0.14022040367126465,7.48144006729126,3.5479166507720947,0.2602189779281616,15.15914249420166,8.040465354919434,0.9554819999528431,True
45,20.901613235473633,0.9897147298291309,0.09311777353286743,7.683640956878662,3.584685802459717,0.192707359790802,15.835746765136719,8.156686782836914,0.9897147298291309,True
46,19.630964279174805,0.9653443068376528,0.1606709361076355,7.391928195953369,3.6082370281219482,0.21162140369415283,15.649139404296875,8.355866432189941,0.9653443068376528,True
47,19.19851589202881,1.0869147839697904,-0.05580592155456543,8.290555953979492,4.030449390411377,-0.006601691246032715,17.68283462524414,9.176098823547363,1.0869147839697904,True
48,18.285767555236816,0.9514345570327675,0.1707899570465088,7.347234725952148,3.5927608013153076,0.24624186754226685,15.301678657531738,8.06645679473877,0.9514345570327675,True
49,18.590275764465332,0.943632901363868,0.19393235445022583,7.243982315063477,3.532000780105591,0.25021785497665405,15.26126766204834,8.089458465576172,0.943632901363868,True
50,18.642295837402344,1.2038263311786304,-0.2926841974258423,9.173558235168457,4.318014144897461,-0.23693633079528809,19.601835250854492,9.712315559387207,1.2038263311786304,True
51,18.886430740356445,1.1569563294093084,-0.21503424644470215,8.893770217895508,4.251888275146484,-0.12421607971191406,18.687360763549805,9.44508171081543,1.1569563294093084,True
52,18.245113849639893,1.106761447513232,-0.12365913391113281,8.552811622619629,4.090295314788818,-0.018566608428955078,17.787616729736328,9.169995307922363,1.106761447513232,True
53,17.383936405181885,1.0069357687613127,0.09291231632232666,7.684511661529541,3.7876977920532227,0.136907160282135,16.37388801574707,8.607674598693848,1.0069357687613127,True
54,17.606903076171875,1.076379744089062,-0.07133722305297852,8.351312637329102,3.9229633808135986,0.04398709535598755,17.232763290405273,8.641294479370117,1.076379744089062,True
55,18.21334743499756,1.0502314996101565,-0.005984663963317871,8.092585563659668,3.8742449283599854,0.07777345180511475,16.925514221191406,8.772247314453125,1.0502314996101565,True
56,21.230207443237305,1.103576750212708,-0.10997593402862549,8.500576972961426,4.0415940284729,-0.018987059593200684,17.791288375854492,9.102189064025879,1.103576750212708,True
57,26.256956100463867,1.0596905303456636,0.02024364471435547,7.986392974853516,4.141425132751465,0.02250838279724121,17.42527198791504,9.123106956481934,1.0596905303456636,True
58,31.58006191253662,0.9932179657696267,0.14938312768936157,7.441468238830566,3.8122541904449463,0.1325446367263794,16.41521644592285,8.663825988769531,0.9932179657696267,True
59,25.370810508728027,1.320520339080991,-0.4531158208847046,9.726167678833008,4.64291524887085,-0.577216386795044,22.13444709777832,10.900274276733398,1.320520339080991,True
60,27.599929809570312,1.2027315914757188,-0.22703397274017334,8.937580108642578,4.550168514251709,-0.28964900970458984,20.015148162841797,10.827892303466797,1.2027315914757188,True
61,26.92914581298828,1.1025234788795264,-0.0925055742263794,8.433414459228516,4.138075828552246,-0.030373096466064453,17.890411376953125,9.050189018249512,1.1025234788795264,True
62,23.972243309020996,1.0771891892051377,-0.056351304054260254,8.292696952819824,3.9975640773773193,0.02813720703125,17.375028610229492,8.750802993774414,1.0771891892051377,True
63,21.655043601989746,1.1484133108180603,-0.20393824577331543,8.853066444396973,4.166652202606201,-0.10178709030151367,18.5000057220459,9.197199821472168,1.1484133108180603,True
64,20.808908462524414,0.9469609471775234,0.16379821300506592,7.37814474105835,3.606400489807129,0.26613885164260864,15.098368644714355,7.898911952972412,0.9469609471775234,True
65,21.844489097595215,1.0249196980891344,0.015926778316497803,8.00396728515625,3.967714786529541,0.14426177740097046,16.30397605895996,8.483634948730469,1.0249196980891344,True
66,25.121392250061035,0.8989778576934305,0.23277193307876587,7.067305564880371,3.601722002029419,0.35045164823532104,14.20459270477295,7.688564777374268,0.8989778576934305,True
67,24.679950714111328,0.8942293321097501,0.23850804567337036,7.040836811065674,3.6060428619384766,0.35933399200439453,14.107137680053711,7.876119613647461,0.8942293321097501,True
68,23.575016975402832,1.0143021603069888,0.04072403907775879,7.902480125427246,4.071559906005859,0.1579803228378296,16.172760009765625,8.416206359863281,1.0143021603069888,True
69,20.96064281463623,0.8483579702016285,0.3286967873573303,6.610753536224365,3.3536009788513184,0.41116201877593994,13.524492263793945,7.45428466796875,0.8483579702016285,True
70,22.299853324890137,0.9516722397125505,0.16837579011917114,7.357922077178955,3.791478157043457,0.2476014494895935,15.287871360778809,8.240955352783203,0.9516722397125505,True
71,21.745545387268066,0.9891213797663054,0.10148262977600098,7.648123264312744,3.939636707305908,0.18735605478286743,15.888145446777344,8.32075023651123,0.9891213797663054,True
72,17.836610794067383,0.9013976817241616,0.24542534351348877,7.008784770965576,3.7581589221954346,0.33237242698669434,14.400918006896973,7.824466228485107,0.9013976817241616,True
73,19.06715965270996,0.981140114816838,0.1135903000831604,7.596418380737305,3.8843135833740234,0.20244431495666504,15.739957809448242,8.496001243591309,0.981140114816838,True
74,19.382197380065918,1.005601429816779,0.06424790620803833,7.804984092712402,4.026767730712891,0.1661672592163086,16.093944549560547,8.695595741271973,1.005601429816779,True
75,18.57509708404541,1.0006948416700114,0.0670785903930664,7.793169975280762,4.089153289794922,0.1797359585762024,15.962462425231934,8.74431037902832,1.0006948416700114,True
76,18.9210147857666,1.0794812979727084,-0.05955040454864502,8.305244445800781,4.225488185882568,0.02286696434020996,17.422075271606445,9.226139068603516,1.0794812979727084,True
77,17.147465705871582,1.081165411498941,-0.010436654090881348,8.110472679138184,4.088235378265381,-0.025700807571411133,17.849802017211914,9.378510475158691,1.081165411498941,True
78,18.500563621520996,1.137639789810179,-0.15710079669952393,8.679150581359863,4.323561668395996,-0.10235786437988281,18.504798889160156,9.641924858093262,1.137639789810179,True
79,18.152087211608887,1.1750593398161993,-0.299274206161499,9.196911811828613,4.4712018966674805,-0.11980307102203369,18.650646209716797,9.406557083129883,1.1750593398161993,True
80,16.972538948059082,1.0281932595260168,0.04084181785583496,7.9019951820373535,3.9696204662323,0.11168712377548218,16.611392974853516,8.693476676940918,1.0281932595260168,True
81,16.866637229919434,1.1161131388256869,-0.12329089641571045,8.551410675048828,4.1747517585754395,-0.052729010581970215,18.083452224731445,9.251765251159668,1.1161131388256869,True
82,15.72429370880127,1.1449233589310066,-0.1864076852798462,8.788375854492188,4.244599342346191,-0.10397803783416748,18.518390655517578,9.483880043029785,1.1449233589310066,True
83,15.905538558959961,1.1383454716101573,-0.1342529058456421,8.593034744262695,4.21038818359375,-0.12481081485748291,18.692302703857422,9.591246604919434,1.1383454716101573,True
84,16.448514938354492,1.0411663345182791,0.06227988004684448,7.813187599182129,3.8646514415740967,0.04936724901199341,17.184206008911133,8.9422025680542,1.0411663345182791,True
85,17.103757858276367,1.0792659152753317,-0.04079794883728027,8.23142147064209,4.049536228179932,0.007341921329498291,17.559934616088867,8.969534873962402,1.0792659152753317,True
86,15.038668632507324,1.295497703090016,-0.567050576210022,10.100273132324219,4.783809185028076,-0.371720552444458,20.642194747924805,9.896110534667969,1.295497703090016,True
87,17.696438789367676,1.0746068906174275,-0.0033147335052490234,8.081839561462402,3.9643497467041016,-0.008866310119628906,17.702714920043945,9.021721839904785,1.0746068906174275,True
88,18.38694477081299,1.0382378861390287,0.07850509881973267,7.745297431945801,3.788776159286499,0.04519295692443848,17.221891403198242,8.85912036895752,1.0382378861390287,True
89,17.57217311859131,1.281171761681516,-0.5421067476272583,10.019564628601074,4.7452168464660645,-0.3332827091217041,20.35092544555664,9.990547180175781,1.281171761681516,True
90,18.364351272583008,1.1729632665484744,-0.26541996002197266,9.076302528381348,4.500104904174805,-0.14118492603302002,18.827865600585938,9.779547691345215,1.1729632665484744,True
91,18.49100112915039,0.9698136561445901,0.19521868228912354,7.238199710845947,3.602285861968994,0.16754406690597534,16.080652236938477,8.575227737426758,0.9698136561445901,True
92,15.25739860534668,1.093474726669282,-0.01146841049194336,8.114612579345703,4.010015964508057,-0.06838452816009521,18.217418670654297,9.481902122497559,1.093474726669282,True
93,16.97143793106079,1.0567517303308511,-0.013640761375427246,8.123321533203125,4.1004557609558105,0.06205505132675171,17.069143295288086,9.201848983764648,1.0567517303308511,True
94,16.008734703063965,1.0145102229606904,0.09702551364898682,7.667068958282471,3.8321123123168945,0.10840845108032227,16.642019271850586,8.896636962890625,1.0145102229606904,True
95,14.846318244934082,1.0900066709777396,-0.027548909187316895,8.178861618041992,3.947319269180298,-0.04209411144256592,17.991880416870117,9.198980331420898,1.0900066709777396,True
96,16.00680446624756,1.0367481110953303,0.0144195556640625,8.01009464263916,3.8453686237335205,0.1058688759803772,16.66570281982422,8.495750427246094,1.0367481110953303,True
97,16.21249294281006,1.0598393432163322,0.001322031021118164,8.063142776489258,3.9292030334472656,0.03842383623123169,17.2828311920166,9.066949844360352,1.0598393432163322,True
98,18.203322410583496,0.9919769052030715,0.11167454719543457,7.604622840881348,3.747633218765259,0.1692967414855957,16.0637149810791,8.446653366088867,0.9919769052030715,True
99,17.091398239135742,1.0943077399143246,-0.08990347385406494,8.423365592956543,4.0897111892700195,-0.0032488107681274414,17.65336036682129,9.007061004638672,1.0943077399143246,True
100,17.796979904174805,1.300537017652449,-0.46427619457244873,9.763445854187012,4.6272406578063965,-0.4822542667388916,21.457761764526367,10.456965446472168,1.300537017652449,True
101,16.82664203643799,1.0278411196917214,0.07495647668838501,7.760196685791016,3.7967734336853027,0.08324509859085083,16.875228881835938,8.546778678894043,1.0278411196917214,True
102,21.483223915100098,1.1033139895596784,-0.05927920341491699,8.304182052612305,4.114487171173096,-0.062061309814453125,18.163429260253906,9.32210922241211,1.1033139895596784,True
103,17.053025245666504,1.168803396003836,-0.2661670446395874,9.078981399536133,4.331546306610107,-0.12467706203460693,18.691190719604492,9.215716361999512,1.168803396003836,True
104,17.262985229492188,0.8855493855249337,0.31248897314071655,6.690082550048828,3.324428081512451,0.32024919986724854,14.531081199645996,7.72556734085083,0.8855493855249337,True
105,18.43280601501465,0.9995784774698778,0.12459361553192139,7.5491228103637695,3.8327558040618896,0.1334330439567566,16.406808853149414,8.861148834228516,0.9995784774698778,True
106,15.460935115814209,1.0105301595348042,0.05947035551071167,7.824883460998535,3.9174513816833496,0.1541379690170288,16.209619522094727,8.512578964233398,1.0105301595348042,True
107,16.644946098327637,0.9950793301095994,0.12914401292800903,7.529476642608643,3.81850528717041,0.14409232139587402,16.30558967590332,8.609670639038086,0.9950793301095994,True
108,18.31496524810791,1.0531996369696652,0.05226755142211914,7.854788780212402,3.8723390102386475,0.017030775547027588,17.474027633666992,8.998498916625977,1.0531996369696652,True
109,15.05668830871582,1.1450882064579264,-0.17154157161712646,8.73314094543457,4.242465496063232,-0.1175004243850708,18.631460189819336,9.21908950805664,1.1450882064579264,True
110,16.072879791259766,1.1817302356051098,-0.2437673807144165,8.998315811157227,4.338200092315674,-0.19359350204467773,19.255342483520508,9.68129825592041,1.1817302356051098,True
111,17.67188835144043,1.1063928962879666,-0.07184481620788574,8.353290557861328,4.119217395782471,-0.06222736835479736,18.16484832763672,9.143799781799316,1.1063928962879666,True
112,16.25602149963379,1.1227483597036705,-0.1450570821762085,8.63386344909668,4.2099151611328125,-0.05801510810852051,18.12879753112793,9.199380874633789,1.1227483597036705,True
113,15.553906440734863,1.0965686280165272,-0.042926907539367676,8.239835739135742,4.160545825958252,-0.05210137367248535,18.078060150146484,9.598771095275879,1.0965686280165272,True
114,15.980671882629395,1.0445900184007708,0.053837478160858154,7.84827995300293,3.9119057655334473,0.04507160186767578,17.222986221313477,8.845114707946777,1.0445900184007708,True
115,16.22257089614868,1.0409082382074764,0.05893516540527344,7.827109336853027,3.879971742630005,0.05314606428146362,17.15001678466797,8.7211275100708,1.0409082382074764,True
116,16.68204689025879,1.0367456376355022,0.06826925277709961,7.788195610046387,3.821523904800415,0.059121549129486084,17.095815658569336,8.743163108825684,1.0367456376355022,True
117,14.951997756958008,1.1189953900359966,-0.1423182487487793,8.62353229522705,4.085036754608154,-0.04669618606567383,18.03156280517578,8.989607810974121,1.1189953900359966,True
118,16.277441024780273,1.1357136858074037,-0.1804349422454834,8.766225814819336,4.24642276763916,-0.07496893405914307,18.273469924926758,9.364256858825684,1.1357136858074037,True
119,17.982975482940674,1.126691760734391,-0.10425639152526855,8.478647232055664,4.166800498962402,-0.10788238048553467,18.551109313964844,9.574451446533203,1.126691760734391,True
120,14.949369430541992,1.0991647909386046,-0.07693731784820557,8.3731107711792,4.1634931564331055,-0.03185164928436279,17.903242111206055,9.059931755065918,1.0991647909386046,True
121,16.268067359924316,0.9801753623378292,0.12920385599136353,7.5292181968688965,3.7602710723876953,0.19196808338165283,15.842995643615723,8.185554504394531,0.9801753623378292,True
122,15.003532409667969,0.958063011111055,0.1843968629837036,7.286703109741211,3.6273725032806396,0.2138214111328125,15.627289772033691,8.305657386779785,0.958063011111055,True
123,15.165301322937012,1.0058156816749186,0.05476737022399902,7.844422340393066,3.877913236618042,0.1736973524093628,16.02111053466797,8.426474571228027,1.0058156816749186,True
124,13.740643501281738,1.0842864001414085,-0.10072791576385498,8.46509075164795,4.138253211975098,0.04169350862503052,17.2534236907959,8.85594654083252,1.0842864001414085,True
125,14.34233283996582,1.0775563464325606,-0.00988924503326416,8.108275413513184,3.943557024002075,-0.013492107391357422,17.743253707885742,9.052199363708496,1.0775563464325606,True
126,15.208601951599121,1.0665387535880186,-0.03150320053100586,8.194583892822266,4.007833480834961,0.04373282194137573,17.23505401611328,8.939777374267578,1.0665387535880186,True
127,14.147582530975342,1.0279248767515998,0.06659114360809326,7.795205593109131,3.785088300704956,0.09022802114486694,16.810836791992188,8.70307731628418,1.0279248767515998,True
128,15.080825805664062,1.082645588904378,0.005003631114959717,8.048267364501953,3.958238363265991,-0.044321417808532715,18.01109504699707,9.064010620117188,1.082645588904378,True
129,15.007219791412354,1.1257041245396429,-0.13458454608917236,8.594290733337402,4.117205619812012,-0.07792770862579346,18.298601150512695,9.240595817565918,1.1257041245396429,True
130,13.905997276306152,1.0233560183933117,0.06566542387008667,7.799070358276367,3.850445508956909,0.106289803981781,16.661781311035156,9.078958511352539,1.0233560183933117,True
131,14.301151275634766,1.0693342358212838,0.03347790241241455,7.932270526885986,3.906155824661255,-0.022408604621887207,17.82113265991211,9.24990463256836,1.0693342358212838,True
