sample_id,canonical_index,canonical_smiles,role,stage,protocol,seed
89b6013d19ba95312c59,25,CCOC(=O)c1ccc(Cl)cc1,u0,A1a,row,4099
a8303fe76e948da2917b,26,CCOC(=O)c1ccc(Cl)cc1,u0,A1a,row,4099
c16aef24cbedd5b1b875,27,CCOC(=O)c1ccc(Cl)cc1,l0_train,A1a,row,4099
331a940debe2ca50c35d,28,CCOC(=O)c1ccc(Cl)cc1,u0,A1a,row,4099
66d759515aa12dcf0810,29,CC(C)COC(=O)c1ccccc1,test,A1a,row,4099
ac76ec24edfe8aec7fb2,30,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
0f3200ec8aae2a81902a,31,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
daa955a2af22ac0c8460,32,CC(C)COC(=O)c1ccccc1,l0_validation,A1a,row,4099
e19bda1298f299931245,33,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
7a3708dd5094bb49d459,34,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
ae6ebf89dbdd202b5247,35,CC(C)COC(=O)c1ccccc1,l0_train,A1a,row,4099
60f62af0f813d1d7e740,36,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
7d508d405f154f326fdb,37,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
008b682251848aa83f89,38,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
04533c20becd80f9b771,39,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
19e665b6098744dfb60c,40,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
cb839ce268b9ea4fa20b,41,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
d0cc8f9af20c2aaeb9d5,42,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
3016ab4b83227fcf83e4,43,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
e7c4d856d4d9a8d5ddbf,44,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
5c11321c1ad5aec4ddf1,45,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
6291930c715370a3b84f,46,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
b4c266d3fe67315f0adf,47,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
c7ab6c7042f1d1d26570,48,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
463adede738923684058,49,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
8d18a5b9f05363ff3a09,50,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
777a43423f6522997450,51,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
73d2b61a089521939a3e,52,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
87f560465eb2acd030e0,53,CC(C)COC(=O)c1ccccc1,test,A1a,row,4099
81627208cc398faac5a2,54,CC(C)COC(=O)c1ccccc1,test,A1a,row,4099
8e175dc1200d398d3489,55,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
e7a1b39854237234e083,56,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
dbe53fd128925fb48a31,57,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
ed8874c56515830db791,58,CC(C)COC(=O)c1ccccc1,l0_train,A1a,row,4099
2b9d93829eefac047d26,59,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
920dbde1a4d0fdf60ec7,60,CC(C)COC(=O)c1ccccc1,test,A1a,row,4099
81cd2078a0008c2c9cd9,61,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
781b8d96d8bc7c124dc9,62,CC(C)COC(=O)c1ccccc1,u0,A1a,row,4099
54bc75cc4d64dac2ed48,63,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
7f4f64cb791c71ba0420,64,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
2424b103c34d3d2b6a9a,65,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
36b45fbdbace5950c108,66,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
b0764b94416833704b53,67,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
9c74e865c47b45a09229,68,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
54d9921472c8d46b7b9a,69,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
6d07662cb17b795ea5e2,70,O=C(OCc1ccccc1)c1ccccc1,test,A1a,row,4099
cbedf4ab0af735b39b3a,71,O=C(OCc1ccccc1)c1ccccc1,l0_train,A1a,row,4099
92bac523bed1042d6a75,72,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
704ba630f25fe7f20166,73,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
246a1d68ed2f87de7d1f,74,O=C(OCc1ccccc1)c1ccccc1,l0_validation,A1a,row,4099
34cf0942ff52b1b80385,75,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
91161a9006beb2042fa7,76,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
591b1bb527d42e831f12,77,O=C(OCc1ccccc1)c1ccccc1,l0_validation,A1a,row,4099
c0c1e5902a4bf388fcd0,78,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
7b34ee010f42fdae95b5,79,O=C(OCc1ccccc1)c1ccccc1,test,A1a,row,4099
cc7cdf5cd74e85a75b8b,80,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
54a3411006f7051f1053,81,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
9b6741031afcd6269be1,82,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
d16128891be713f0643d,83,O=C(OCc1ccccc1)c1ccccc1,test,A1a,row,4099
53ed31f6b009c4b99694,84,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
7abb2cb83395e9b18de1,85,O=C(OCc1ccccc1)c1ccccc1,test,A1a,row,4099
a99c0064623635fcc4dc,86,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
8100735734aef075ee76,87,O=C(OCc1ccccc1)c1ccccc1,u0,A1a,row,4099
ce3b9d9cbe1699c7eef9,88,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
2635b25bb3c1c37f3b74,89,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
1effe6f049d068dc08cf,90,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
98d079bcc13e1a200efe,91,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
7d65ab8e0e7b962da35f,92,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
d4d7270df69266029f44,93,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
5523d9c41009b84d3135,94,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
f2312f90dd4cf5ef0e23,95,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
9e1b72123bd827a51c19,96,CCOC(=O)C(C(=O)OCC)c1ccccc1,test,A1a,row,4099
f7684c557ad58e3a1b0b,97,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
476647879af7df57d509,98,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
d0c994e30d2f33948394,99,CCOC(=O)C(C(=O)OCC)c1ccccc1,test,A1a,row,4099
c641cb5b9e82e60de614,100,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
f82f2844c7e27afd32bb,101,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
96a37648a2f61cd01930,102,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
9603a9567c8b21458d1e,103,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
fa1a4a2aa332b091b615,104,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
e6d0dc8ca50b71d5f807,105,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
11fef346c358d54d3059,106,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
dea5f0228035f44dd102,107,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
3726956d81fe3954e5b7,108,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
dccd8753d89546cbf994,109,CCOC(=O)C(C(=O)OCC)c1ccccc1,test,A1a,row,4099
ef8724fc040ffeca44b7,110,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
e35fdc08a1113b193889,111,CCOC(=O)C(C(=O)OCC)c1ccccc1,u0,A1a,row,4099
de0d6e67668e5ebf5036,112,CCOC(=O)C(C(=O)OCC)c1ccccc1,l0_train,A1a,row,4099
28e9fea3e3293f2b8a0e,113,CCOC(=O)C(C(=O)OCC)c1ccccc1,test,A1a,row,4099
9249ed2c527f70995033,114,CCOC(=O)C(C(=O)OCC)c1ccccc1,test,A1a,row,4099
e626b5b8083ea1fd02f2,115,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
00a89de0e6cc7377a84b,116,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
95a3dcfe4436e929aa30,117,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
e93e08d6bc42e91e2679,118,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
4451265787d29526a93a,119,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
6cd3f929d7d90a9c29b3,120,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
10a4c811b70ba8155044,121,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
f6650af9162e038d4108,122,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
a93701aa1a4a960e479a,123,COC(=O)C(=O)c1ccccc1,test,A1a,row,4099
f7cc49c21fea55ed9087,124,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
00f7bff5f3dab9ed9f49,125,COC(=O)C(=O)c1ccccc1,l0_train,A1a,row,4099
9768d61b571fc0c5ce1a,126,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
9ad049e65cfbfbac2282,127,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
f7d6c68ef2b3f637bd05,128,COC(=O)C(=O)c1ccccc1,l0_train,A1a,row,4099
b7880e59ff4586b29a28,129,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
790d27f0fa045d91f307,130,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
d1eeb016c4cf20b87e92,131,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
6c1c34b12c66ebcf39a4,132,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
c640425eaf27bc406362,133,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
e2f15590b7142490599b,134,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
0389a6366b3a51fad8b5,135,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
4b8ba288d549f6cfc94b,136,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
ab1062a71079c605f750,137,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
50e113fcc37184809670,138,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
ad0ace61c29817c678c2,139,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
66da447ca0fe7160cc1c,140,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
bbb514661c0a49694d6a,141,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
8b58e9d7a710f55e49d3,142,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
e9dc948c0e68a88eb621,143,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
7caf1db075b91197ba34,144,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
7b42519983cf93dd7efd,145,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
9bbd36c8b484b5609808,146,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
1844eab177de5d01fab6,147,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
9862563d18aae2868342,148,COC(=O)C(=O)c1ccccc1,u0,A1a,row,4099
dc81bc0ec00000b873d8,149,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
2fb4bd26afd624878f05,150,CCOC(=O)c1ccc(F)cc1,test,A1a,row,4099
f88f7a1eb991ef2927ad,151,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
f4ca1fa835f2cc3104d2,152,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
4d5bd5dcd2ca1ca97cc7,153,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
c2349adace8ee903700a,154,CCOC(=O)c1ccc(F)cc1,l0_train,A1a,row,4099
66dc3ddd818671ed42f2,155,CCOC(=O)c1ccc(F)cc1,l0_train,A1a,row,4099
73643e9fb4158e8dc613,156,CCOC(=O)c1ccc(F)cc1,test,A1a,row,4099
33123966b214578291a5,157,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
42770dd6e8757a403d93,158,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
6da41d896190561e7545,159,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
edfd927c8b6bab1e5062,160,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
d1483fc2e333c62494b3,161,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
09f7ce5c473ea7ea5d94,162,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
e5920883445126b94173,163,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
0b32dc8416d7507d4026,164,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
116c1f9856d3b21e0832,165,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
0dd38abec3981f296cfb,166,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
35afc3cdfff849ffe8c9,167,CCOC(=O)c1ccc(F)cc1,test,A1a,row,4099
6a14c52ea5a2435a909a,168,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
17ae456a18a0b9437e9a,169,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
67e9e23958a468891c07,170,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
252b32b25d20e53396b4,171,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
cd7c523e3df961c83524,172,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
df93501912d2cfcfbc41,173,CCOC(=O)c1ccc(F)cc1,test,A1a,row,4099
3f1a96aa336ea0741b5a,174,CCOC(=O)c1ccc(F)cc1,u0,A1a,row,4099
c41e4c2422a460476e8f,175,CCOC(=O)c1ccccc1N,l0_validation,A1a,row,4099
4849c7e8a804b692efb7,176,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
84e60b516f17f5433041,177,CCOC(=O)c1ccccc1N,l0_train,A1a,row,4099
8b82cfc88c490db5d629,178,CCOC(=O)c1ccccc1N,l0_train,A1a,row,4099
a5d7d95a151b7436025e,179,CCOC(=O)c1ccccc1N,test,A1a,row,4099
cc4f2a94babfca65e283,180,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
3c720f4b187382a3d563,181,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
b4af5b2a9ead4e589dee,182,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
0141de34d99a6428ddd7,183,CCOC(=O)c1ccccc1N,l0_train,A1a,row,4099
32ffd8410e5a625cdba2,184,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
6fe6280def3960fa4f99,185,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
f1bb0be6e913a5e26491,186,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
3aed7873d2fd1cf48684,187,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
5df4935254e8c1e8471d,188,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
a1d9a0b7b03901c439bc,189,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
1cee9fb4b0731101f3a6,190,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
e513420e1b7414424e7c,191,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
18186b5d6cc190fc07a3,192,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
57163774ada660438e36,193,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
693a65467095367c8e95,194,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
4b39568fb3ff725fec83,195,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
2becb9bc06add29280ba,196,CCOC(=O)c1ccccc1N,l0_validation,A1a,row,4099
c6a55a8d89f33c69899b,197,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
f6cfe706d71f58273c59,198,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
fe40c32169d87261e1e9,199,CCOC(=O)c1ccccc1N,test,A1a,row,4099
b6b8449bda1ec4f0697f,200,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
74541dbf8571f881c454,201,CCOC(=O)c1ccccc1N,test,A1a,row,4099
99a3c4452ddfa8ff12c0,202,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
249b884b29177edb9df5,203,CCOC(=O)c1ccccc1N,test,A1a,row,4099
547923973b121019625f,204,CCOC(=O)c1ccccc1N,u0,A1a,row,4099
902f3082ba7241022d82,205,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
da10b7eb5f74593251cb,206,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
db7eff29fb2c3ba5bcd3,207,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
a37e31ac2c128f596cf6,208,COC(=O)c1ccc(CBr)cc1,test,A1a,row,4099
9b612b8b4815d21f4fc6,209,COC(=O)c1ccc(CBr)cc1,test,A1a,row,4099
2f95389e141635b0e27c,210,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
e48a024ed5f697067195,211,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
390544a9eca0a0e37f04,212,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
28927cd17cd253754377,213,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
01472a37121478cb82be,214,COC(=O)c1ccc(CBr)cc1,test,A1a,row,4099
7312008fb6a636165c6b,215,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
382c90a40989c39ceed1,216,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
4a623eca5d2d51d3a0ca,217,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
65e9c139dc66fe608a89,218,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
987027dd660186de8266,219,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
7654c7dcf0123ab04d15,220,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
6bd522326fb91ebf1379,221,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
69f9cefb952abd22672c,222,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
da2750836408eb0e09a7,223,COC(=O)c1ccc(CBr)cc1,l0_validation,A1a,row,4099
af23f4f96549d4e1659f,224,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
00fe2a10256cea9affd4,225,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
25b1f8000dd22874bb29,226,COC(=O)c1ccc(CBr)cc1,test,A1a,row,4099
5fc63f69bdf7f0b71bbc,227,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
2712213ca28bcadbfa61,228,COC(=O)c1ccc(CBr)cc1,test,A1a,row,4099
8925249b7fbe141dbce6,229,COC(=O)c1ccc(CBr)cc1,u0,A1a,row,4099
4cb169fead3b3de5dada,230,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
5ab71158fcd481dbdcca,231,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
c620129610cfe348f024,232,CCOC(=O)c1cccc(N)c1,test,A1a,row,4099
9a9324fbb6b1e17e7743,233,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
f863736cf6d7db15ac51,234,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
27d20ccfd8f7234015f4,235,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
ade065af3a515fc41105,236,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
b3fd855968b6fbe1bd2e,237,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
ca6feb29f6758377a65f,238,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
85924bdd0693438dc23a,239,CCOC(=O)c1cccc(N)c1,l0_train,A1a,row,4099
d2921349ba8d9cef15a4,240,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
b4349d7740d7c02829ef,241,CCOC(=O)c1cccc(N)c1,test,A1a,row,4099
425074f6cad1ac0c1bc8,242,CCOC(=O)c1cccc(N)c1,l0_train,A1a,row,4099
5024a0270c82cc68fd48,243,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
0f80a7406c8b375d325b,244,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
5c9d8ece8d174d7a0e5f,245,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
cff11a9a891fb1d8e7c2,246,CCOC(=O)c1cccc(N)c1,u0,A1a,row,4099
a938073da6b68c8fc07c,247,CCOC(=O)CC(C)=O,test,A1a,row,4099
5bb5d8011b349c918b26,248,CCOC(=O)CC(C)=O,u0,A1a,row,4099
84524e80d20dd4491b97,249,CCOC(=O)CC(C)=O,u0,A1a,row,4099
6fe1a448b5fa38608565,250,CCOC(=O)CC(C)=O,u0,A1a,row,4099
bc4293bfd9eeace702cd,251,CCOC(=O)CC(C)=O,u0,A1a,row,4099
5f189f103424c7cfda69,252,CCOC(=O)CC(C)=O,u0,A1a,row,4099
43867f76c363e86b5ba6,253,CCOC(=O)CC(C)=O,l0_train,A1a,row,4099
af7d7a4a3b2da27cada0,254,CCOC(=O)CC(C)=O,u0,A1a,row,4099
3a2981f13dc99db878c3,255,CCOC(=O)CC(C)=O,u0,A1a,row,4099
31c0776f3608c0708c2c,256,CCOC(=O)CC(C)=O,l0_train,A1a,row,4099
6b38c8782f95c673c809,257,CCOC(=O)CC(C)=O,u0,A1a,row,4099
ce539fc06bdda7c0ed0d,258,CCOC(=O)CC(C)=O,u0,A1a,row,4099
c5130d0b1bb6dba0fb85,259,CCOC(=O)CC(C)=O,u0,A1a,row,4099
9652798512ade7486015,260,CCOC(=O)CC(C)=O,l0_train,A1a,row,4099
7a3586b45c03832259f5,261,CCOC(=O)CC(C)=O,u0,A1a,row,4099
3ca8d2ff798fad4faffc,262,CCOC(=O)CC(C)=O,u0,A1a,row,4099
f50c45b31cf41304c109,263,CCOC(=O)CC(C)=O,test,A1a,row,4099
cd2c80dae2f32a52732f,264,CCOC(=O)CC(C)=O,u0,A1a,row,4099
3ad8ec5752f3c638e2ff,265,CCOC(=O)CC(C)=O,u0,A1a,row,4099
3c041f5186a291c3b313,266,CCOC(=O)CC(C)=O,u0,A1a,row,4099
6b8e53d2d8c8a90a7216,267,CCOC(=O)CC(C)=O,u0,A1a,row,4099
5b7151c95c4e964a121b,268,CCOC(=O)CC(C)=O,u0,A1a,row,4099
b29c3ac2de3ba2d8b5c9,269,CCOC(=O)CC(C)=O,l0_train,A1a,row,4099
b6ffd4ffa7739deb3e88,270,CCOC(=O)CC(C)=O,u0,A1a,row,4099
ac81adfab5ec8ce768db,271,CCOC(=O)CC(C)=O,test,A1a,row,4099
61090cfdcf019e0891a3,272,CCOC(=O)CC(C)=O,u0,A1a,row,4099
07a55cdab65b05f31561,273,CCOC(=O)CC(C)=O,u0,A1a,row,4099
3b400f57f8dcc4cdbd83,274,CCOC(=O)CC(C)=O,u0,A1a,row,4099
b6bf451b4911ee22d4a4,275,CCOC(=O)CC(C)=O,u0,A1a,row,4099
c4fb44ceb40c73758e28,276,C1=Cc2ccccc2C1,u0,A1a,row,4099
55c26bfebf85e8f2e3b9,277,C1=Cc2ccccc2C1,u0,A1a,row,4099
3b36e9fefb5dd3802feb,278,C1=Cc2ccccc2C1,u0,A1a,row,4099
94e684031b1076eb7a49,279,C1=Cc2ccccc2C1,test,A1a,row,4099
303e517db71305479cf8,280,C1=Cc2ccccc2C1,u0,A1a,row,4099
afbb3431f3c1f6b3fc84,281,C1=Cc2ccccc2C1,l0_train,A1a,row,4099
659ac10e1e83ce329312,282,C1=Cc2ccccc2C1,u0,A1a,row,4099
9bb1445fe1ba6a6b18f6,283,C1=Cc2ccccc2C1,u0,A1a,row,4099
c8f65df578125328ba0e,284,C1=Cc2ccccc2C1,test,A1a,row,4099
35e055b13ba20e843f0d,285,C1=Cc2ccccc2C1,u0,A1a,row,4099
9c0b941a31c0d69adb2a,286,C1=Cc2ccccc2C1,u0,A1a,row,4099
4f828f86817f7db919d4,287,C1=Cc2ccccc2C1,u0,A1a,row,4099
9d3f3505ff1be86befbe,288,C1=Cc2ccccc2C1,u0,A1a,row,4099
3874d078a42b664f6dcc,289,C1=Cc2ccccc2C1,u0,A1a,row,4099
