column,protocol,seed,budget,actual_budget,method,V1_r2,V1_rmse,V1_mae,V2_r2,V2_rmse,V2_mae,combined_normalized_rmse,all_outputs_finite,normalized_rmse
25g,row,1362771960,50,50,local_identity_shrinkage,0.7926395110636308,14.406476571448536,7.989922772902979,0.8833494609499635,18.054740569462258,10.711885038400121,1.517229222976452,True,1.4756816026444042
25g,row,1362771960,50,50,target_head_only,0.44534010993747275,23.561783103768946,13.23156623469388,0.2687091580496268,45.20567357644265,27.46207770408163,2.902425329327634,True,2.9010559326536303
25g,row,1362771960,50,50,conditional_EA,0.8168646874725599,13.53882018284395,7.577834844783619,0.8902519735104591,17.51242293200471,10.820050973998203,1.438544311424686,True,1.4037581091306404
25g,row,1362771960,50,50,additive_EA_control,0.8169917158075248,13.534123895454034,7.82262295920644,0.8834525938280263,18.046757541179048,10.728849328505568,1.4509113809632788,True,1.4200785979187884
25g,row,1362771960,50,50,conditional_policy,0.8168646874725599,13.53882018284395,7.577834844783619,0.8902519735104591,17.51242293200471,10.820050973998203,1.438544311424686,True,1.4037581091306404
25g,row,1362771960,50,50,additive_policy,0.8169917158075248,13.534123895454034,7.82262295920644,0.8834525938280263,18.046757541179048,10.728849328505568,1.4509113809632788,True,1.4200785979187884
25g,row,1362771960,70,70,scale_only,0.7738625084325168,15.044614308113513,8.736024784350708,0.8063412172969601,23.263040468422073,12.915988140465165,1.6940020727953473,True,1.6781591132585176
25g,row,1362771960,70,70,affine,0.7800945293775773,14.83586217011606,8.235158613771326,0.8608190828217843,19.721399211423154,11.459268883759506,1.5889934791613567,True,1.5547632751855018
25g,row,1362771960,70,70,local_identity_shrinkage,0.7865881347518671,14.615176147253473,7.936135568155285,0.8743653501730905,18.737109471938336,10.942648743030313,1.548976593801164,True,1.5101470797692231
25g,row,1362771960,70,70,target_head_only,0.4390099299776544,23.6958537191128,13.398152336734695,0.26661270078964083,45.2704247887034,27.607498602040813,2.9131475738473487,True,2.9115771649879174
25g,row,1362771960,70,70,conditional_EA,0.8108425923508212,13.759620310494126,7.420339546419498,0.882309510600385,18.135041834694494,11.062248944277922,1.4699953975197317,True,1.4371331196122137
25g,row,1362771960,70,70,additive_EA_control,0.8103309265366072,13.778217448375466,7.562891673098553,0.8747316692823008,18.709773176500946,10.998372843901922,1.48525317072073,True,1.4561880716036248
25g,row,1362771960,70,70,conditional_policy,0.8108425923508212,13.759620310494126,7.420339546419498,0.882309510600385,18.135041834694494,11.062248944277922,1.4699953975197317,True,1.4371331196122137
25g,row,1362771960,70,70,additive_policy,0.8103309265366072,13.778217448375466,7.562891673098553,0.8747316692823008,18.709773176500946,10.998372843901922,1.48525317072073,True,1.4561880716036248
25g,row,1362771960,100,100,scale_only,0.780375062100737,14.826396118645063,8.892758128729692,0.817535920552363,22.580656671666844,13.032142489726862,1.6603105866269092,True,1.643089173819514
25g,row,1362771960,100,100,affine,0.7904399809286433,14.482681765557068,7.889272386949359,0.8584498769712643,19.888544571482893,11.264991994837372,1.5666276495495024,True,1.537550815708825
25g,row,1362771960,100,100,local_identity_shrinkage,0.7916656821525521,14.440265579129717,7.940295778133395,0.8714604727818718,18.952487831073075,10.908395197054974,1.5408135958048061,True,1.5057467555399615
25g,row,1362771960,100,100,target_head_only,0.4472368788996791,23.52146151859474,13.160408510204084,0.2705615899697862,45.14838205447393,27.43879102040816,2.8980631643833346,True,2.896715506150549
25g,row,1362771960,100,100,conditional_EA,0.8221009113460975,13.343864854688787,7.358971863091495,0.8664571408154844,19.317824335316807,11.492159463962548,1.4682784247065723,True,1.4475376036548622
25g,row,1362771960,100,100,additive_EA_control,0.8157006196128862,13.581780604841862,7.679288185968675,0.8589773872428617,19.85145098201537,11.4176640187426,1.4992882162526635,True,1.4792309048536174
25g,row,1362771960,100,100,conditional_policy,0.8221009113460975,13.343864854688787,7.358971863091495,0.8664571408154844,19.317824335316807,11.492159463962548,1.4682784247065723,True,1.4475376036548622
25g,row,1362771960,100,100,additive_policy,0.8157006196128862,13.581780604841862,7.679288185968675,0.8589773872428617,19.85145098201537,11.4176640187426,1.4992882162526635,True,1.4792309048536174
25g,row,1425370602,30,30,scale_only,0.7331936480906358,22.755044108833648,14.527101808245032,0.8122825104766869,30.601771618345634,19.46078349845633,2.4456956042953943,True,2.3956646739643173
25g,row,1425370602,30,30,affine,0.5023885115780068,31.075977515180213,16.992255346088445,0.7878268323704638,32.534147481772884,20.304523029202585,3.1344160143107405,True,2.9837648882116166
25g,row,1425370602,30,30,local_identity_shrinkage,0.6916908607171859,24.460920646761203,14.150754826351365,0.7930410392185814,32.13189346952372,20.242919130862163,2.6106990326830397,True,2.551499000540163
25g,row,1425370602,30,30,target_head_only,0.43609133961819846,33.08140769412228,18.753763408163266,0.291650465493661,59.44536628178783,36.03474345918367,3.955920685963016,True,3.9479918113518018
25g,row,1425370602,30,30,conditional_EA,0.7097629243056665,23.73318607046006,13.113470556642788,0.7931416637913999,32.12408116909348,20.239936270756637,2.555844473942766,True,2.505077978102311
25g,row,1425370602,30,30,additive_EA_control,0.7156822283880735,23.489923513101886,13.269858401723333,0.7864398462645433,32.64031289840033,20.467446325059683,2.5503943579947754,True,2.5056973354832346
25g,row,1425370602,30,30,conditional_policy,0.7331936421932488,22.75504436031811,14.527102219647237,0.812282513181553,30.601771397871516,19.460783089974914,2.4456956178011366,True,2.3956646830651165
25g,row,1425370602,30,30,additive_policy,0.7331936421932488,22.75504436031811,14.527102219647237,0.812282513181553,30.601771397871516,19.460783089974914,2.4456956178011366,True,2.3956646830651165
25g,row,1425370602,50,50,scale_only,0.7120526063694022,23.639385080032795,15.855444021575469,0.7928917510466141,32.14348042105824,22.999173056565112,2.549307522371734,True,2.499729222599564
25g,row,1425370602,50,50,affine,0.4916769322636283,31.408667250434252,17.223124531359968,0.7089980298301155,38.10150807586501,24.73635116382257,3.2791385757783313,True,3.1780275884628435
25g,row,1425370602,50,50,local_identity_shrinkage,0.7273204397028952,23.004134165856364,14.448160299511928,0.6940545684577789,39.06755095265126,28.842798544142354,2.685933806067611,True,2.6747671248489335
25g,row,1425370602,50,50,target_head_only,0.454920834809469,32.52440725052022,18.303204341836732,0.3026347919395581,58.98265791831993,35.87187290816327,3.904999787801526,True,3.898256792627524
25g,row,1425370602,50,50,conditional_EA,0.7293341716118298,22.919034274392526,13.478706881024843,0.6940659439856056,39.06682464969288,28.79167010557206,2.6800483631748797,True,2.6693445629370105
25g,row,1425370602,50,50,additive_EA_control,0.7371365039315632,22.586281635003235,13.894605470044233,0.6927965193616459,39.14779152922141,29.03693830705594,2.6595060809236695,True,2.6507480766223113
25g,row,1425370602,50,50,conditional_policy,0.7120526030302818,23.639385217097324,15.855444135577999,0.7928917538503617,32.14348020348553,22.99917283495468,2.5493075272997308,True,2.499729224530139
25g,row,1425370602,50,50,additive_policy,0.7120526030302818,23.639385217097324,15.855444135577999,0.7928917538503617,32.14348020348553,22.99917283495468,2.5493075272997308,True,2.499729224530139
25g,row,1425370602,70,70,scale_only,0.7349359520981746,22.68062470116026,14.394085564362882,0.8066925935021809,31.05406430877322,20.902011854541644,2.451152011326028,True,2.405009306902133
25g,row,1425370602,70,70,affine,0.5558391353243333,29.359573628614505,16.1942551423856,0.7451904424864383,35.65349081271481,22.928198715757315,3.066056517788396,True,2.9718668649920144
25g,row,1425370602,70,70,local_identity_shrinkage,0.6981031834901505,24.205210624243872,13.947445186342891,0.7669979770106905,34.09369304836566,22.14054120584724,2.639484459124563,True,2.5962875181605733
25g,row,1425370602,70,70,target_head_only,0.448865285067208,32.70457298048953,18.427213673469385,0.30278986334525715,58.97609963859889,35.85039963265306,3.916907614078248,True,3.909485152075466
25g,row,1425370602,70,70,conditional_EA,0.7075497336324039,23.823502430070945,13.11350253651468,0.7653738251849094,34.21231256148372,22.15843627087471,2.6143677216311376,True,2.57575562554405
25g,row,1425370602,70,70,additive_EA_control,0.7178119041113205,23.40178278316063,13.169624842778415,0.7551392057228333,34.950534990320186,22.54477299806475,2.6025587862250483,True,2.5719552681123887
25g,row,1425370602,70,70,conditional_policy,0.7349359511280029,22.68062474266739,14.394085641757702,0.8066925959977795,31.054064108319245,20.902011625902,2.4511520095058756,True,2.4050093033015734
25g,row,1425370602,70,70,additive_policy,0.7349359511280029,22.68062474266739,14.394085641757702,0.8066925959977795,31.054064108319245,20.902011625902,2.4511520095058756,True,2.4050093033015734
25g,row,1425370602,100,100,scale_only,0.7506026169522488,22.000145109715692,12.751874652911804,0.8120193128173239,30.623217391546273,19.58901375909904,2.3899566731164663,True,2.348429909547495
25g,row,1425370602,100,100,affine,0.7456830064065515,22.216072795699787,11.982918657661475,0.8116834277789821,30.65056405700333,18.322121883319003,2.4066616208200204,True,2.3629820139717324
25g,row,1425370602,100,100,local_identity_shrinkage,0.745683003032946,22.21607294305185,11.98291881498094,0.8116834341908208,30.65056353520519,18.322121212815627,2.406661618917596,True,2.362982007093298
25g,row,1425370602,100,100,target_head_only,0.4527384546880163,32.58945258563199,18.571751887755102,0.3091000785751974,58.70860656134055,36.001974295918366,3.9013758585138567,True,3.893860865734658
25g,row,1425370602,100,100,conditional_EA,0.7736400947808559,20.95942437208477,10.849950551715963,0.8194863280367128,30.008842990401085,18.103931764796673,2.2977792602512896,True,2.2632836429664795
