column,protocol,seed,target,dimension,level,rows,compounds,ratio_defined_rows,ratio_median,ratio_q25,ratio_q75,ratio_mean,ratio_std,scale_rmse,scale_mae,scale_signed_mean,scale_signed_median,scale_r2,scale_nrmse,scale_sse,affine_rmse,affine_mae,affine_signed_mean,affine_signed_median,affine_r2,affine_nrmse,affine_sse
40g,row,1425370602,V1,PE/EA,2/1,11,11,11,8.965092585794645,7.832095459489803,9.496260688858419,8.616277937432207,1.406291862025352,16.536487328242355,14.154255718780359,-13.930826274231311,-14.191158340565039,-1.0389271598394316,2.0986298081634187,3008.0095447283193,10.499509621201472,8.368227049576301,-1.6519515129906097,-0.7665075871719793,0.17803520329734912,1.3324827349832369,1212.6367251427253
40g,row,1425370602,V1,PE/EA,20/1,14,14,14,11.695641860972842,10.701544720614553,13.298555737616914,11.588495186696678,2.8299997367136793,20.84374513462867,17.223864610101188,6.5590245816343105,7.51929317817644,0.9418669322593054,2.645259781294942,6082.463957322988,28.56583190758628,20.67981714360048,7.092797353013977,9.636551832855204,0.8908143696044968,3.6252624361075947,11424.094536014642
40g,row,1425370602,V1,PE/EA,5/1,11,11,11,9.670761318745607,9.424973297496535,10.338689085037355,9.751481072486703,1.6628669547620947,14.941035705057937,12.212942354819358,-10.6177642062472,-8.946051815659445,0.7094971412839809,1.8961525669309898,2455.5800273379773,14.232830932171257,10.150028921900157,-2.8938875118434293,-1.6331688415382786,0.7363841102508346,1.8062749758100969,2228.30823978148
40g,row,1425370602,V1,PE/EA,50/1,10,10,10,11.045637726823344,8.7736523342802,13.156688734488794,12.183122288517145,5.6816710780277795,36.8093723990219,27.51619760995816,6.168389640485413,-3.6576583427393388,0.8257824214502361,4.671442284144749,13549.298964098754,38.640746156599036,27.27885274330101,5.893966546748559,2.8756047928143005,0.8080155049659552,4.903860178057176,14931.072635387229
40g,row,1425370602,V1,loading solvent,DCM,75,49,75,9.075346673328474,7.103029036230297,11.275886155218735,9.585775278301172,3.3929100142672755,25.062668587118363,19.410182026633233,-6.532598114348996,-13.125469546719941,0.8741857470552301,3.180679325966505,47110.301753079715,23.719575463124233,15.83920991885302,0.6037259906287517,-1.6331688415382786,0.8873090489873523,3.0102286607675253,42196.369511313394
40g,row,1425370602,V1,loading solvent,PE,17,14,17,8.445530160043527,6.30819441502774,9.796647709493055,8.522436616721965,2.694312041569001,33.124508880204395,23.083856875326052,-9.010676944074131,-16.099384267423403,0.8149909866087396,4.203799775424228,18652.962505430572,24.519992700993896,14.995851954943566,-2.495321775151452,-7.530478725358407,0.8986241136342069,3.111808847721271,10220.910714965497
40g,row,1425370602,V1,loading_ul,100,92,62,92,9.023007612797246,6.934619214568178,10.886624066476227,9.389288786487624,3.2878313659647653,26.73608216935339,20.0890132486743,-6.990503985059076,-13.85369684940866,0.8616331050754534,3.3930506449385875,65763.2642585103,23.869500328616308,15.683372034217578,0.031075859995453113,-2.614426067384194,0.8897132557655626,3.0292554822115934,52417.28022627889
40g,row,1425370602,V1,amount_density_ul,94.6,1,1,1,8.422418728035819,8.422418728035819,8.422418728035819,8.422418728035819,,14.095824774086097,14.095824774086097,-14.095824774086097,-14.095824774086097,,1.788887655180739,198.69227606173936,3.2482454877303653,3.2482454877303653,-3.2482454877303653,-3.2482454877303653,,0.412231731532299,10.551098748560678
40g,row,1425370602,V1,amount_density_ul,95.39999999999999,3,1,3,8.508903828135667,7.590467241773008,8.736998206965156,8.04867568978022,1.2138330645706714,28.33912074608325,25.478352350643362,-25.478352350643362,-20.861568837838973,0.5335996183241287,3.5964907391970287,2409.3172939832584,28.144036923314907,18.54112411706215,-18.54112411706215,-6.5593751048701066,0.5399988285665867,3.5717328376290887,2376.2604430227384
40g,row,1425370602,V1,amount_density_ul,96.71,4,1,4,7.004771795316489,6.636053770273579,7.507453378126469,7.1387353530835576,0.6325017829352074,19.699552525577403,19.63888945126824,-19.63888945126824,-20.119953955932004,-14.34122117073648,2.5000513904213717,1552.289478831932,8.504296031641195,8.425639300480087,-8.425639300480087,-8.8152839755073,-1.8590644623142136,1.0792720845234705,289.2922039751527
40g,row,1425370602,V1,amount_density_ul,97.5,4,1,4,9.436906127397204,7.088634984004502,11.47518313317695,9.126911989784247,3.0851812839148782,14.512058921799136,11.437532629689493,-7.730329875299272,-6.466861654803012,0.6524355869396034,1.841711533204351,842.3994165990796,11.437374163497408,10.473955382661128,5.932629708813587,8.840041200093642,0.7841113082515047,1.451506228027028,523.2541110233522
40g,row,1425370602,V1,amount_density_ul,98.6,1,1,1,9.796647709493055,9.796647709493055,9.796647709493055,9.796647709493055,,10.595507405227778,10.595507405227778,-10.595507405227778,-10.595507405227778,,1.3446657220394518,112.26477717423668,4.414742789292035,4.414742789292035,-4.414742789292035,-4.414742789292035,,0.5602707896228609,19.489953895606014
40g,row,1425370602,V1,amount_density_ul,98.9,1,1,1,9.687483145629304,9.687483145629304,9.687483145629304,9.687483145629304,,10.206349075766667,10.206349075766667,-10.206349075766667,-10.206349075766667,,1.2952780102424402,104.1695614564031,1.6796479501548163,1.6796479501548163,-1.6796479501548163,-1.6796479501548163,,0.21316251664857927,2.821217236459276
40g,row,1425370602,V1,amount_density_ul,99.7,2,1,2,7.199695150301949,6.2085854452749025,8.190804855328997,7.199695150301949,2.8032815732976952,22.73566073448676,20.84264593656524,-20.84264593656524,-20.84264593656524,-3.0661374843481246,2.885360982570653,1033.8205380673662,11.540635646607756,8.672902979597746,-7.613607885505937,-7.613607885505937,-0.047674464748972634,1.4646110441943907,266.37254225550726
40g,row,1425370602,V1,amount_density_ul,100.1,1,1,1,10.457370316994913,10.457370316994913,10.457370316994913,10.457370316994913,,3.1955786065658884,3.1955786065658884,-3.1955786065658884,-3.1955786065658884,,0.4055478279607102,10.211722630741585,8.685328267345085,8.685328267345085,8.685328267345085,8.685328267345085,,1.1022467126016955,75.43492711154357
40g,row,1425370602,V1,amount_density_ul,101.2,2,1,2,9.6462159978721,7.837289154998706,11.455142840745491,9.6462159978721,5.116417749064595,41.395971016623335,40.53860825166126,8.381387559793467,8.381387559793467,0.9042439486156442,5.2535231327503755,3427.252832818238,18.151819949487344,17.72882162410184,-3.8958248548138954,-3.8958248548138954,0.9815884466439582,2.3036301278657647,658.9771349572135
40g,row,1425370602,V1,amount_density_ul,101.89999999999999,1,1,1,6.047660890945148,6.047660890945148,6.047660890945148,6.047660890945148,,27.40376307403925,27.40376307403925,-27.40376307403925,-27.40376307403925,,3.477785390661892,750.9662306180771,14.345007371084566,14.345007371084566,-14.345007371084566,-14.345007371084566,,1.8205111805012244,205.77923647647054
40g,row,1425370602,V1,amount_density_ul,102.2,4,1,4,11.451676405217135,7.993596469432584,14.67287479474042,11.21479485895587,4.319395366500338,72.458782580365,59.314240287608094,40.99533530247132,36.099559051875495,0.7566823342668803,9.195674871451008,21001.10069211442,56.748674840263654,45.040050515934034,33.71828210248871,30.15370824000817,0.8507538884907498,7.201920107310308,12881.648384503891
40g,row,1425370602,V1,amount_density_ul,102.60000000000001,1,1,1,10.307011197918845,10.307011197918845,10.307011197918845,10.307011197918845,,5.82214172813287,5.82214172813287,-5.82214172813287,-5.82214172813287,,0.7388824443474121,33.897334302466,6.5888037763789455,6.5888037763789455,6.5888037763789455,6.5888037763789455,,0.8361787924351319,43.41233520362545
40g,row,1425370602,V1,amount_density_ul,103.0,2,2,2,8.515371369555021,7.41178289229138,9.618959846818662,8.515371369555021,3.1214195836498253,19.561305856147122,14.983569837228494,-12.575266268776666,-12.575266268776666,0.8760541098867165,2.482506637682367,765.2893735954714,12.604361888636832,10.209794820618686,-10.209794820618686,-10.209794820618686,0.9485390059398036,1.5996075253053008,317.7398772394413
40g,row,1425370602,V1,amount_density_ul,103.60000000000001,1,1,1,6.792715293680184,6.792715293680184,6.792715293680184,6.792715293680184,,22.78324061727057,22.78324061727057,-22.78324061727057,-22.78324061727057,,2.891399300037779,519.0760530244476,9.38857324243481,9.38857324243481,-9.38857324243481,-9.38857324243481,,1.1914948605226787,88.14530752856287
40g,row,1425370602,V1,amount_density_ul,103.89999999999999,2,1,2,9.038950059646798,7.1411521459209375,10.93674797337266,9.038950059646798,5.367783096468954,25.44369972312742,24.62576833884046,-6.399483519975433,-6.399483519975433,0.7956678977730732,3.2290356234070914,1294.7637112013485,19.90635373785993,19.901468291761724,-0.440997697060574,-0.440997697060574,0.8749281670449728,2.5262963346979728,792.52583827362
40g,row,1425370602,V1,amount_density_ul,104.69999999999999,1,1,1,7.517784427801958,7.517784427801958,7.517784427801958,7.517784427801958,,20.09136630396214,20.09136630396214,-20.09136630396214,-20.09136630396214,,2.549776102704312,403.6629999599853,7.530478725358407,7.530478725358407,-7.530478725358407,-7.530478725358407,,0.9556858605507349,56.708109833075575
40g,row,1425370602,V1,amount_density_ul,104.77000000000001,1,1,1,5.005895801585189,5.005895801585189,5.005895801585189,5.005895801585189,,34.37305910516859,34.37305910516859,-34.37305910516859,-34.37305910516859,,4.362252091631912,1181.5071922474135,21.87391943634385,21.87391943634385,-21.87391943634385,-21.87391943634385,,2.7759982177155385,478.4683515076613
40g,row,1425370602,V1,amount_density_ul,104.89999999999999,2,1,2,12.067961022356453,11.922417489663072,12.213504555049836,12.067961022356453,0.41165927570134386,9.650693175280006,9.168140768605664,9.168140768605664,9.168140768605664,0.3612326083894497,1.2247602507753734,186.2717575267922,17.622422431133714,17.556629506714376,17.556629506714376,17.556629506714376,-1.1298888320757476,2.236444794588413,621.0995446826493
40g,row,1425370602,V1,amount_density_ul,107.11999999999999,1,1,1,13.942011147325587,13.942011147325587,13.942011147325587,13.942011147325587,,20.068122001388645,20.068122001388645,20.068122001388645,20.068122001388645,,2.5468261904719003,402.729520662619,28.227726718433416,28.227726718433416,28.227726718433416,28.227726718433416,,3.582353829571847,796.8045556905598
40g,row,1425370602,V1,amount_density_ul,109.00000000000001,2,2,2,12.310005803994418,10.959872806870973,13.660138801117863,12.310005803994418,3.8187527910788233,24.42295826476997,20.606071493624633,13.109946910736376,13.109946910736376,0.39454330875216304,3.099494300125055,1192.9617808053918,27.295534648632643,20.65886165292092,17.839777099509362,17.839777099509362,0.2437423873023037,3.4640502245930387,1490.0924235094103
40g,row,1425370602,V1,amount_density_ul,109.89999999999999,2,1,2,10.511639185544396,9.691598964625996,11.331679406462797,10.511639185544396,2.31942400422846,8.472278018962122,8.146661365992102,-2.3262423387171935,-2.3262423387171935,0.7031482518560034,1.0752087091238052,143.5589896611775,10.939317424026875,8.371316907712949,8.371316907712949,8.371316907712949,0.5050974836752391,1.388298323055311,239.33733140723598
40g,row,1425370602,V1,amount_density_ul,110.3,3,1,3,8.29596093154084,7.185617631748043,9.552505931613403,8.393428731727353,2.368392957913538,25.513605801327593,24.759260545099536,-24.759260545099536,-27.62639635165887,0.940309863111674,3.23790733700446,1952.8322429566108,32.171290863498854,29.42064320649055,-29.42064320649055,-27.190095035847932,0.905093519818311,4.082827787611548,3104.9758674715354
40g,row,1425370602,V1,amount_density_ul,110.7,1,1,1,9.753410100173445,9.753410100173445,9.753410100173445,9.753410100173445,,10.338068389850918,10.338068389850918,-10.338068389850918,-10.338068389850918,,1.3119943825505989,106.87565803323474,0.24497791048194983,0.24497791048194983,0.24497791048194983,0.24497791048194983,,0.031089912571756226,0.060014176624102224
40g,row,1425370602,V1,amount_density_ul,111.00000000000001,1,1,1,7.428915037711472,7.428915037711472,7.428915037711472,7.428915037711472,,15.182454066345947,15.182454066345947,-15.182454066345947,-15.182454066345947,,1.9267907405152727,230.5069114767046,5.069187838054717,5.069187838054717,-5.069187838054717,-5.069187838054717,,0.6433257855162546,25.696665337481853
40g,row,1425370602,V1,amount_density_ul,111.3,1,1,1,11.055483804551418,11.055483804551418,11.055483804551418,11.055483804551418,,2.055618138205517,2.055618138205517,2.055618138205517,2.055618138205517,,0.2608765340189098,4.225565930119517,13.607747004376215,13.607747004376215,13.607747004376215,13.607747004376215,,1.7269461717276173,185.17077853510986
40g,row,1425370602,V1,amount_density_ul,112.1,1,1,1,10.694543519458636,10.694543519458636,10.694543519458636,10.694543519458636,,14.423434914412269,14.423434914412269,-14.423434914412269,-14.423434914412269,,1.8304643450966729,208.03547473028686,75.00691792533433,75.00691792533433,-75.00691792533433,-75.00691792533433,,9.519056293638197,5626.037736657841
40g,row,1425370602,V1,amount_density_ul,114.19999999999999,3,1,3,9.670761318745607,7.898228629066573,9.6975041703312,8.506901426683312,2.0623578398659537,18.594375352210644,17.652071665673045,-17.652071665673045,-15.955307867863127,0.4897449669218269,2.3597944112158737,1037.252384216696,9.754432736972966,8.471007635778653,-8.471007635778653,-11.750456784994611,0.8595802657269989,1.2379257394389076,285.44687406038975
40g,row,1425370602,V1,amount_density_ul,114.3,1,1,1,9.451234513442103,9.451234513442103,9.451234513442103,9.451234513442103,,15.77032125533438,15.77032125533438,-15.77032125533438,-15.77032125533438,,2.001396403832011,248.70303249645136,8.736030935989334,8.736030935989334,-8.736030935989334,-8.736030935989334,,1.1086813398389157,76.31823651456267
40g,row,1425370602,V1,amount_density_ul,114.39999999999999,1,1,1,13.591029166795012,13.591029166795012,13.591029166795012,13.591029166795012,,48.92489988797598,48.92489988797598,48.92489988797598,48.92489988797598,,6.209012302809942,2393.6458290484725,34.75277346616531,34.75277346616531,34.75277346616531,34.75277346616531,,4.410441278413705,1207.7552635906036
40g,row,1425370602,V1,amount_density_ul,116.8,1,1,1,5.366294496683268,5.366294496683268,5.366294496683268,5.366294496683268,,24.230958847762793,24.230958847762793,-24.230958847762793,-24.230958847762793,,3.0751278375454785,587.1393666819739,13.78399793400743,13.78399793400743,-13.78399793400743,-13.78399793400743,,1.7493140088201335,189.99859904472112
40g,row,1425370602,V1,amount_density_ul,117.39999999999999,2,2,2,8.110228696026116,7.264067938758478,8.956389453293752,8.110228696026116,2.393304037751563,25.8620169555522,25.832519700543337,-25.832519700543337,-25.832519700543337,0.7777848848358325,3.2821238637213286,1337.687842018539,26.066744474018837,24.892172022041663,-24.892172022041663,-24.892172022041663,0.7742527847699643,3.3081056374969253,1358.950334947583
40g,row,1425370602,V1,amount_density_ul,120.0,1,1,1,12.421135450082618,12.421135450082618,12.421135450082618,12.421135450082618,,8.30202646269764,8.30202646269764,8.30202646269764,8.30202646269764,,1.0536022467735675,68.9236433873319,15.584359528432145,15.584359528432145,15.584359528432145,15.584359528432145,,1.9777961787353517,242.87226191143378
40g,row,1425370602,V1,amount_density_ul,121.42999999999999,1,1,1,10.370366972155866,10.370366972155866,10.370366972155866,10.370366972155866,,8.946051815659445,8.946051815659445,-8.946051815659445,-8.946051815659445,,1.1353348890276627,80.03184308846365,2.758882655046733,2.758882655046733,-2.758882655046733,-2.758882655046733,,0.3501271619649049,7.611433504317712
40g,row,1425370602,V1,amount_density_ul,122.0,1,1,1,14.172443855755283,14.172443855755283,14.172443855755283,14.172443855755283,,29.142902091631257,29.142902091631257,29.142902091631257,29.142902091631257,,3.698497861842225,849.3087423224055,32.416306736356375,32.416306736356375,32.416306736356375,32.416306736356375,,4.11392251795212,1050.8169424255436
40g,row,1425370602,V1,amount_density_ul,126.0,1,1,1,11.282224521960718,11.282224521960718,11.282224521960718,11.282224521960718,,1.1402482120539617,1.1402482120539617,-1.1402482120539617,-1.1402482120539617,,0.14470781121904874,1.3001659850922562,8.262582819184473,8.262582819184473,8.262582819184473,8.262582819184473,,1.048596491659062,68.27027484388243
40g,row,1425370602,V1,amount_density_ul,128.4,1,1,1,6.481689705818749,6.481689705818749,6.481689705818749,6.481689705818749,,16.964864686873465,16.964864686873465,-16.964864686873465,-16.964864686873465,,2.1529947694832368,287.8066338439263,5.642524274243218,5.642524274243218,-5.642524274243218,-5.642524274243218,,0.716087364877575,31.838080185423955
40g,row,1425370602,V1,amount_density_ul,131.0,1,1,1,7.458137164341621,7.458137164341621,7.458137164341621,7.458137164341621,,16.099384267423403,16.099384267423403,-16.099384267423403,-16.099384267423403,,2.043157476315321,259.1901737901602,6.581703153139067,6.581703153139067,-6.581703153139067,-6.581703153139067,,0.8352776591235672,43.31881639604074
40g,row,1425370602,V1,amount_density_ul,132.1,1,1,1,9.075346673328474,9.075346673328474,9.075346673328474,9.075346673328474,,7.053572716167981,7.053572716167981,-7.053572716167981,-7.053572716167981,,0.8951621745518376,49.75288806226935,9.927763868241787,9.927763868241787,9.927763868241787,9.927763868241787,,1.2599230277107754,98.56049542356712
40g,row,1425370602,V1,amount_density_ul,132.9,2,1,2,5.551120743157901,5.40833696869481,5.69390451762099,5.551120743157901,0.4038535006650473,29.25823036901026,28.93515355858672,-28.93515355858672,-28.93515355858672,-451.78362675098145,3.7131340633418235,1712.0880886521486,18.797482865530927,18.067330542777704,-18.067330542777704,-18.067330542777704,-185.89341465384666,2.3855705916860703,706.6907241598577
40g,row,1425370602,V1,amount_density_ul,138.2,2,1,2,8.279071894489496,7.0034390981753285,9.554704690803662,8.279071894489496,3.6080344023108206,19.770980073111538,16.1010815099787,-16.1010815099787,-16.1010815099787,0.44806866912054344,2.509116192238329,781.7833061027471,10.154964086513015,8.644402312408594,-5.328940256710901,-5.328940256710901,0.8543919335703926,1.2887567903485577,206.2465911967382
40g,row,1425370602,V1,amount_density_ul,138.41000000000003,1,1,1,26.752071390297115,26.752071390297115,26.752071390297115,26.752071390297115,,85.18471440615852,85.18471440615852,85.18471440615852,85.18471440615852,,10.810710721335123,7256.435568458791,94.62567745313595,94.62567745313595,94.62567745313595,94.62567745313595,,12.008854321900026,8954.018833464921
40g,row,1425370602,V1,amount_density_ul,139.39999999999998,1,1,1,6.956598996046377,6.956598996046377,6.956598996046377,6.956598996046377,,25.289923293761042,25.289923293761042,-25.289923293761042,-25.289923293761042,,3.209520003671451,639.5802202043174,13.42003042120703,13.42003042120703,-13.42003042120703,-13.42003042120703,,1.7031232394986775,180.09721650612215
40g,row,1425370602,V1,amount_density_ul,141.2,2,1,2,10.573019040916233,9.771843796591124,11.37419428524134,10.573019040916233,2.2660657927242887,11.39620758254589,10.915203480406625,-3.2759548601584143,-3.2759548601584143,0.8777022085367449,1.4462818165682847,259.74709452895286,8.48279335032791,7.2010607887003815,4.4835818874878655,4.4835818874878655,0.9322396428846959,1.0765431997812782,143.91556604873483
40g,row,1425370602,V1,amount_density_ul,142.4,2,1,2,12.220329612088282,11.20398227236965,13.236676951806913,12.220329612088282,2.8746643838238084,11.848458612447068,10.381638119038929,5.710303096700645,5.710303096700645,0.0002601328784835877,1.5036765627005093,280.7719429817422,22.067230445376474,19.659957608003932,19.659957608003932,19.659957608003932,-2.467839267420467,2.8005311331859932,973.9253190587008
40g,row,1425370602,V1,amount_density_ul,144.5,1,1,1,11.829004556153539,11.829004556153539,11.829004556153539,11.829004556153539,,6.763383017528099,6.763383017528099,6.763383017528099,6.763383017528099,,0.8583344771394908,45.7433498417875,7.692578262328567,7.692578262328567,7.692578262328567,7.692578262328567,,0.9762577579206235,59.175760322049996
40g,row,1425370602,V1,amount_density_ul,147.6,1,1,1,7.240864297479132,7.240864297479132,7.240864297479132,7.240864297479132,,15.74040217614375,15.74040217614375,-15.74040217614375,-15.74040217614375,,1.9975994020760808,247.7602606667509,3.0119466569204256,3.0119466569204256,-3.0119466569204256,-3.0119466569204256,,0.3822432726698803,9.071822664134128
40g,row,1425370602,V1,amount_density_ul,149.4,2,1,2,9.613032617282157,9.505872349416563,9.72019288514775,9.613032617282157,0.3030950083261138,6.583915018635382,6.571942482517564,-6.571942482517564,-6.571942482517564,0.7673499605650818,0.8355583648605279,86.69587394522509,1.9273884109171535,1.785464082997155,-0.7259091505587172,-0.7259091505587172,0.9800623859891439,0.2446030218371284,7.4296521730755
40g,row,1425370602,V1,amount_density_ul,149.6,2,1,2,11.04550217183105,10.918655980412499,11.1723483632496,11.04550217183105,0.358775208478974,7.8479875921156514,6.1296761350589755,6.1296761350589755,6.1296761350589755,0.9801923869644213,0.9959806074886122,123.18181849200244,8.369597238339566,7.614387626185909,7.614387626185909,7.614387626185909,0.977471895797857,1.0621775893543755,140.10031586404259
40g,row,1425370602,V1,amount_density_ul,154.0,1,1,1,8.053057789741528,8.053057789741528,8.053057789741528,8.053057789741528,,14.683495403445633,14.683495403445633,-14.683495403445633,-14.683495403445633,,1.8634683733027637,215.60503726300902,0.3422150292083401,0.3422150292083401,-0.3422150292083401,-0.3422150292083401,,0.04343018241072074,0.11711112621606509
40g,row,1425370602,V1,amount_density_ul,157.29999999999998,1,1,1,5.6401650677052,5.6401650677052,5.6401650677052,5.6401650677052,,32.712546582490326,32.712546582490326,-32.712546582490326,-32.712546582490326,,4.151518033802736,1070.1107039115996,23.165603966627685,23.165603966627685,-23.165603966627685,-23.165603966627685,,2.9399246674015944,536.6452071386364
40g,row,1425370602,V1,amount_density_ul,163.0,1,1,1,8.228521235489223,8.228521235489223,8.228521235489223,8.228521235489223,,9.226850263208817,9.226850263208817,-9.226850263208817,-9.226850263208817,,1.170970751736346,85.13476577967661,2.431081655307942,2.431081655307942,2.431081655307942,2.431081655307942,,0.308526250263259,5.910158014774803
40g,row,1425370602,V1,amount_density_ul,166.9,2,1,2,7.564072914867557,7.2163763925005675,7.911769437234546,7.564072914867557,0.9834342750427121,36.14406103894568,31.73764497677631,-31.73764497677631,-31.73764497677631,-2.9439474350532264,4.587008255064033,2612.7862967740616,33.43015914954055,23.896565149493433,-23.896565149493433,-23.896565149493433,-2.373914807280552,4.242589559092886,2235.15108152722
40g,row,1425370602,V1,amount_density_ul,173.70000000000002,2,2,2,10.306427017334105,9.618582307106664,10.994271727561546,10.306427017334105,1.9455186360204784,11.05663550656244,9.154059447653328,-6.200998657781351,-6.200998657781351,-4.777371867910075,1.4031870488263047,244.49837744995455,11.605043624428985,10.135507380349079,5.652302864124426,5.652302864124426,-5.364699315921539,1.4727849991254545,269.3540750497997
40g,row,1425370602,V1,amount_density_ul,174.11,1,1,1,9.964282619788007,9.964282619788007,9.964282619788007,9.964282619788007,,6.946348187122986,6.946348187122986,-6.946348187122986,-6.946348187122986,,0.8815544120111318,48.25175313674679,6.964161122818567,6.964161122818567,6.964161122818567,6.964161122818567,,0.8838150346620983,48.49954014457756
40g,row,1425370602,V1,amount_density_ul,184.0,2,1,2,7.575170522320907,7.48994774084949,7.660393303792325,7.575170522320907,0.24104642676007362,16.69072364562313,16.68677492765151,-16.68677492765151,-16.68677492765151,-92.62075389693346,2.1182037918475976,557.1605116291262,1.7825411948430236,1.7822913435025711,-1.7822913435025711,-1.7822913435025711,-0.06782713255614858,0.22622060002959657,6.354906222624789
40g,row,1425370602,V1,amount_density_ul,197.70000000000002,3,1,3,9.917174704388364,7.708956158958738,13.69488715916356,10.963503977285411,6.0541286449582525,22.9138157566083,20.55687821857511,-2.1000133064558946,-6.242050244240744,0.015992136337948937,2.9079704662219807,1575.1288575833726,25.915831364783354,21.50941864175465,12.303522727830883,8.958831090737391,-0.2587341827457139,3.288953398983532,2014.8909459836661
40g,row,1425370602,V1,amount_density_ul,218.2,1,1,1,7.690629064617626,7.690629064617626,7.690629064617626,7.690629064617626,,12.646710104131905,12.646710104131905,-12.646710104131905,-12.646710104131905,,1.604981896875054,159.93927645795202,0.7000326540960913,0.7000326540960913,0.7000326540960913,0.7000326540960913,,0.08884047533267507,0.49004571680081777
40g,row,1425370602,V1,amount_density_ul,235.0,1,1,1,6.965193774981462,6.965193774981462,6.965193774981462,6.965193774981462,,22.168428524344826,22.168428524344826,-22.168428524344826,-22.168428524344826,,2.8133740847050346,491.43922323898533,9.01563923342087,9.01563923342087,-9.01563923342087,-9.01563923342087,,1.1441661617331924,81.28175078719767
40g,row,1425370602,V1,loading_volume_ul,200,2,1,2,10.54780902399525,8.592802210797503,12.502815837192996,10.54780902399525,5.529594299512114,65.11110770583109,54.41846403701227,35.750344313485144,35.750344313485144,0.8136044717116849,8.263188472960886,8478.912693360675,48.93887428057116,38.54565209236981,30.15370824000817,30.15370824000817,0.8946988117345651,6.210785779623312,4790.026831699099
40g,row,1425370602,V1,loading_volume_ul,300,84,58,84,9.023007612797246,6.934619214568178,10.886624066476227,9.328120714678548,3.22328038619547,25.565502666078295,19.419191877414843,-7.879255677233317,-13.85369684940866,0.8630873576309963,3.2444935185286368,54901.97383181753,23.274595321930875,15.297535007539539,-0.929777132609941,-2.1617544045671266,0.8865252702596508,2.9537566561747335,45503.37014157031
40g,row,1425370602,V1,loading_volume_ul,500,3,1,3,9.917174704388364,7.708956158958738,13.69488715916356,10.963503977285411,6.0541286449582525,22.9138157566083,20.55687821857511,-2.1000133064558946,-6.242050244240744,0.015992136337948937,2.9079704662219807,1575.1288575833726,25.915831364783354,21.50941864175465,12.303522727830883,8.958831090737391,-0.2587341827457139,3.288953398983532,2014.8909459836661
40g,row,1425370602,V1,loading_volume_ul,600,1,1,1,10.370366972155866,10.370366972155866,10.370366972155866,10.370366972155866,,8.946051815659445,8.946051815659445,-8.946051815659445,-8.946051815659445,,1.1353348890276627,80.03184308846365,2.758882655046733,2.758882655046733,-2.758882655046733,-2.758882655046733,,0.3501271619649049,7.611433504317712
40g,row,1425370602,V1,loading_volume_ul,800,1,1,1,8.930737596879222,8.930737596879222,8.930737596879222,8.930737596879222,,15.35505810543468,15.35505810543468,-15.35505810543468,-15.35505810543468,,1.948695754213216,235.77780942127524,4.483204516224653,4.483204516224653,-4.483204516224653,-4.483204516224653,,0.5689592019807718,20.099122734297126
40g,row,1425370602,V1,loading_volume_ul,900,1,1,1,6.965193774981462,6.965193774981462,6.965193774981462,6.965193774981462,,22.168428524344826,22.168428524344826,-22.168428524344826,-22.168428524344826,,2.8133740847050346,491.43922323898533,9.01563923342087,9.01563923342087,-9.01563923342087,-9.01563923342087,,1.1441661617331924,81.28175078719767
40g,row,1425370602,V1,pair_status,same_compound_condition_different,92,62,92,9.023007612797246,6.934619214568178,10.886624066476227,9.389288786487624,3.2878313659647653,26.73608216935339,20.0890132486743,-6.990503985059076,-13.85369684940866,0.8616331050754534,3.3930506449385875,65763.2642585103,23.869500328616308,15.683372034217578,0.031075859995453113,-2.614426067384194,0.8897132557655626,3.0292554822115934,52417.28022627889
40g,row,1425370602,V1,relaxed_pair_status,relaxed_paired,72,53,72,8.967880569030331,6.934619214568178,10.701544720614553,9.289335633203684,3.3395242994442076,26.93847270254412,20.57340625346073,-8.245491843951662,-14.143491557325568,0.862526834153032,3.4187358341455325,52249.05443129147,24.71831193500066,16.13914940732137,-1.5447569730496487,-2.614426067384194,0.8842530349649159,3.1369773522384254,43991.63603395172
40g,row,1425370602,V1,relaxed_pair_status,same_compound_condition_different,20,13,20,10.143770838272115,6.884725301124131,11.497418207820497,9.74912013830981,3.1503057067657143,25.99443192995264,18.34519843144317,-2.472547693045762,-7.594051029950094,0.8578924416230946,3.2989285216155935,13514.209827218827,20.52516040415662,14.042573491043914,5.704074058957819,0.2782897003254803,0.911400833697831,2.6048284975208795,8425.644192327174
40g,row,1425370602,V2,source_bin,extreme_tail,10,9,10,8.231964450850988,7.241597711941861,8.372235429390415,7.860628704628036,0.9025286047572589,53.60637386484581,45.18145876275382,32.407203607495205,45.146535127718835,0.8409973121755608,3.3344535196674814,28736.43318937624,26.595404013682444,20.50921964090789,2.771681398067875,4.2348889317165685,0.9608632472832388,1.654302131011285,7073.155146509962
40g,row,1425370602,V2,source_bin,high,21,20,21,6.585960729362377,5.6961157733712104,7.326901941629013,6.5575160311388,1.2838943134637086,29.369871844300647,23.881455767244347,-13.331010106066586,-12.875938018380936,0.44765110449313295,1.8268811240678542,18114.37681516352,25.945896670623515,20.09762412547461,-8.018727789849233,-5.7958870744714375,0.5689310364268056,1.6139011135581538,14136.98063489612
