column,protocol,seed,target,dimension,level,rows,compounds,ratio_defined_rows,ratio_median,ratio_q25,ratio_q75,ratio_mean,ratio_std,scale_rmse,scale_mae,scale_signed_mean,scale_signed_median,scale_r2,scale_nrmse,scale_sse,affine_rmse,affine_mae,affine_signed_mean,affine_signed_median,affine_r2,affine_nrmse,affine_sse
25g,compound,1425370602,V2,amount_density_ul,196.0,7,1,7,2.954927958339479,2.7137635179387445,3.102394473742817,3.0129016705904488,0.39897553814046366,18.47376175867624,16.83019422296341,-16.83019422296341,-20.192241022332404,-4.08348757513564,1.1491152166536063,2388.9591146143002,13.536815832188578,11.543189196027,-9.439783415747076,-13.017035631450568,-1.7295064823076634,0.8420245568285376,1282.7176801221394
25g,compound,1425370602,V2,amount_density_ul,218.2,7,1,7,3.4400183955749046,3.3160632644789616,3.7448909327052315,3.5400976552520573,0.4659578119979832,7.923012959530538,6.622683886667017,-6.622683886667017,-6.989190208175891,-21.6235974109355,0.49283166430704556,439.41894049822196,6.2021322161012415,4.989369397371425,3.4098414946876683,2.8168471533306843,-12.863183497312981,0.3857884819734831,269.2651081820063
25g,compound,1425370602,V2,amount_density_ul,222.00000000000003,5,1,5,4.531116562986066,4.208790711362262,4.835474045253263,5.006901662488926,1.2831924188691757,28.03262435102825,16.545015808484504,16.545015808484504,4.568505842374222,0.2962539785887339,1.7437009107997303,3929.1401400293103,30.79900626090077,22.42854869382402,22.42854869382402,14.013106456188957,0.15050300661785365,1.9157769389111574,4742.893933295025
25g,compound,1425370602,V2,amount_density_ul,265.8,7,1,7,3.924659397424652,3.5975510647050477,4.064687696748036,3.8199710118791628,0.41125439363390776,4.36684509971513,3.509366797876452,-3.2442602014746305,-2.3673640558560827,0.9223043309724396,0.27162893071819405,133.4853528743423,6.6632879891728045,5.482758701449078,5.397248858563602,4.880653438993292,0.8191000674995572,0.41447355018030413,310.7958477865819
25g,compound,1425370602,V2,loading_volume_ul,300,81,13,81,3.6177292055503303,3.2463110474672483,4.087884735338875,3.7243934591189243,0.8050206500411976,17.158754790023767,11.276770063177661,-3.534147394687427,-5.647221583343679,0.8589674892794131,1.0673184208832809,23848.252141477253,15.243804345241577,9.789536168341673,2.6275514156773228,3.2202356046178515,0.8886899357279954,0.9482036069118742,18822.25924419648
25g,compound,1425370602,V2,loading_volume_ul,400,6,1,6,2.9894311457666243,2.7569246485369048,3.602770887455355,3.116494781987432,0.5778278267339739,23.094418396556975,19.52008706887503,-19.52008706887503,-13.704218403405939,-1.2129968874118475,1.4365318740123356,3200.1129664513755,20.62994239687995,14.869805426627499,-14.869805426627499,-6.7926219710860245,-0.7658864519468049,1.2832351654534284,2553.5671397915094
25g,compound,1425370602,V2,loading_volume_ul,500,4,1,4,3.0344282702945646,2.811149574875495,3.6474884247026256,3.4242097292835556,1.1137352575269586,44.98006517647774,42.82750362273902,-10.874533071603286,-31.338925288955576,0.8761081666694325,2.797875062781218,8092.82505312074,41.89214970235151,37.43299009481535,-28.597378495751883,-33.13708481016104,0.8925348096040744,2.605798824849218,7019.8088267369185
25g,compound,1425370602,V2,pair_status,same_compound_condition_different,91,15,91,3.606915830275148,3.182026307557406,4.064790343514041,3.671117338436172,0.8134610549725316,19.65113037071141,13.207130901336228,-4.9108197106521425,-5.971110950003755,0.8736259891638676,1.222350554717038,35141.19016104937,17.664652483720236,11.339595852469252,0.10135514425374322,2.8168471533306843,0.8978842123623778,1.0987865509528674,28395.63521072491
25g,compound,1425370602,V2,relaxed_pair_status,relaxed_paired,58,10,58,3.4548130470194236,3.163859963776037,3.8245111407293324,3.535716896524544,0.6969543412187664,18.091467762689177,12.498225240588269,-6.458349515478227,-6.796035550169517,0.8519097691240743,1.125335552621849,18983.469936888465,15.15782055615401,9.301139208386422,-0.6592154932555009,2.287292120895504,0.8960433375950366,0.9428551953800618,13326.052392728772
25g,compound,1425370602,V2,relaxed_pair_status,same_compound_condition_different,33,8,33,3.924659397424652,3.1851675188233792,4.305492643999942,3.909093872705095,0.9509041932784068,22.12753681684054,14.453086305075061,-2.190918841563869,-2.252594362291731,0.8881267298803426,1.3763893675500325,16157.720224160908,21.36946477541639,14.922337832978469,1.4381156586639297,4.910196123805029,0.8956608057449031,1.3292353482712556,15069.582817996139
25g,compound,2767143051,V1,source_bin,extreme_tail,10,5,10,5.4445143023062945,4.640663309149316,6.351456544008628,5.405830345242456,2.1204721285603516,52.582092889418185,38.150690459022634,8.29513287799264,2.25773771878152,0.36997090449572123,6.67314317260628,27648.764926314027,55.70710777494726,40.733846964277,6.952333165157961,2.646999783101272,0.29285887942900235,7.069735826145524,31032.818566495895
25g,compound,2767143051,V1,source_bin,high,22,9,22,4.646715291032644,3.343360848104748,6.023368246866357,4.760306957707858,1.737312238427,14.942698841219299,12.932031799903681,-3.292924119457902,-6.8196816493871,0.4004766290097014,1.8963636339522976,4912.253470506284,13.930312171473314,11.46259170229961,-0.9715508312717286,-3.877971846226975,0.47896160413699174,1.7678826089109267,4269.179138283346
25g,compound,2767143051,V1,source_bin,low,31,9,31,4.631327915052941,4.41071019260819,4.7852888491145436,4.606907421541894,0.4986446948855627,4.18471364204045,3.489908026517652,-2.8483468313353155,-2.764689769481297,-2.28790069764116,0.5310780103108896,542.8666762422627,2.2231848648316026,1.7697283899978224,0.2639927785164083,0.04678847956725107,0.07202055390235518,0.2821422672047769,153.21907923970565
25g,compound,2767143051,V1,source_bin,medium,31,11,31,4.162730848286625,3.9689588891405716,4.826679263627284,4.871121496525165,2.189322239413566,12.004433505653692,9.022965132521113,-3.0802452479267024,-7.023066014549837,-0.12336383772298265,1.5234711873817426,4467.29913754149,11.698337423844322,6.884483699250377,0.9471971650962466,-2.676554543023954,-0.06680584489233898,1.4846248260780297,4242.384052945615
25g,compound,2767143051,V1,PE/EA,0/1,16,14,16,3.5520354381768673,3.2149099824447402,4.0285101698506,3.655576099264711,0.630520652156479,10.970164011640598,9.35411823621937,-9.284867369406342,-8.365342316554665,-43.76649740986768,1.3922130340190912,1925.5119750767126,8.120338968950609,6.189773370299827,-5.99147554395721,-5.029498661168435,-23.528737277436225,1.030544460523109,1055.0384795305256
25g,compound,2767143051,V1,PE/EA,1/1,14,13,14,4.325263028648094,3.6701022249460604,4.614026228221121,4.0993746472163295,0.7194188643890173,9.572350053867071,7.092663117215571,-6.778704485923719,-6.200468206701087,-0.6614441673292903,1.214817800084473,1282.8183977527647,7.138649676780154,4.488758685124275,-3.4688264762976466,-1.362338814693688,0.07598132856617335,0.905959210342124,713.4444689091075
25g,compound,2767143051,V1,PE/EA,10/1,14,13,14,4.77630592403764,4.394020475545652,5.757437039901101,5.169115194009448,1.0963476376624242,9.4761519180888,7.4355954665914,-1.2398214697518575,-4.955193085240984,0.6598609026684166,1.2026093865788283,1257.1643724457724,9.798554827089967,6.687718928236319,1.4948385838857006,-1.3791143859828896,0.6363223770392832,1.2435252317422016,1344.1634737928332
25g,compound,2767143051,V1,PE/EA,2/1,13,13,13,4.676649491169104,4.361114707469089,4.811657874942109,4.622053643746031,0.5555597112333663,5.422385263010986,4.553045649613623,-3.175964684693779,-3.8668864624375274,0.9008164473435178,0.6881497332789609,382.2294052267433,3.4135310179088343,2.620820759072103,0.3299151513141402,0.8028000692969606,0.9606932963009859,0.4332079602564133,151.4785221329344
25g,compound,2767143051,V1,PE/EA,20/1,14,13,14,4.916108058938249,4.128264453509911,6.11599759404614,5.351573501254189,1.6098188807916334,16.633275886517325,12.37017886094774,-0.9004785135327938,-5.099967304051145,0.7315025242796278,2.11091315162404,3873.3221340379814,19.06503417235241,12.59639564811393,0.43209132775838527,-2.226177710017735,0.6472558653139975,2.419525272421058,5088.657391901512
25g,compound,2767143051,V1,PE/EA,5/1,11,11,11,4.937782195418415,4.5761295314739705,5.760840060334941,5.137843315976396,0.8025910145909051,19.170884480138767,9.432482012579511,4.557321971034188,-2.448513939997099,0.9046910172611642,2.4329586338547364,4042.7509292590803,20.807902217002304,9.737984348222863,8.084739916627196,2.782579875683499,0.8877190365917826,2.6407109908626616,4762.656741395624
25g,compound,2767143051,V1,PE/EA,50/1,12,12,12,5.2129588990463045,4.089951478495676,7.7662586980841075,6.069239562890217,3.47689059873148,45.46737566358708,30.393313377406788,7.60846528281598,0.10975524066236453,0.40396199351582696,5.770221206749465,24807.38699680501,47.065700319962325,29.56258038135219,9.160435514506345,1.1583720338654988,0.3613201299639188,5.973063061879297,26582.16175930202
25g,compound,2767143051,V1,loading solvent,DCM,72,11,72,4.612998859555371,4.139622394471608,5.428677620762766,5.011014695962002,1.767787300270976,19.018987397029576,10.802101204632944,0.7857536914209902,-3.2152139692699038,0.7647122836928424,2.413681520157102,26043.975475802632,19.793197664313524,9.849026485021673,3.6977864517185504,-0.6616079800051882,0.7451665717882103,2.5119358055114844,28207.48851205822
25g,compound,2767143051,V1,loading solvent,PE,22,3,22,4.1461975482894164,3.5470843428794803,4.872654863075588,4.173222494218732,1.1210779810726614,22.890260666931365,12.552699335669866,-10.447891913071878,-7.233651718330046,0.3067728261438182,2.9049811122951916,11527.208734801432,22.85339871770254,9.939370679022513,-8.206569223097349,-3.739675561273133,0.30900374257670504,2.9003029975358072,11490.112324906338
25g,compound,2767143051,V1,loading_ul,100,80,13,80,4.594509348145168,4.0936073398842225,5.076544191172907,4.928114144336997,1.6125684139743477,17.71473284896236,9.815627904552334,0.2769610947297835,-4.012533261626988,0.7962438080386529,2.2481598215233265,25104.940792808484,18.287214243486893,8.454916078846214,3.0300274561522187,-1.0144697557790963,0.7828615633325053,2.3208128883639643,26753.776382975197
25g,compound,2767143051,V1,loading_ul,200,9,2,9,3.561937628771641,3.3280957795088715,5.984871104480107,4.533389623011031,2.045506176295576,16.724189969497523,14.35637643556564,-6.22035467218013,-12.1570815401268,0.11570194875881679,2.1224509710373702,2517.2867712225734,15.701120069426707,13.248311628684911,-2.726458220265483,-8.051197078142899,0.22058321659539049,1.992614147442042,2218.726542910987
25g,compound,2767143051,V1,loading_ul,300,5,1,5,4.197598979334345,3.120801806002465,4.478354370419094,3.510862965603431,1.6550831781144906,44.60707712140084,27.8906103668063,-27.8906103668063,-14.168559449698407,-11.026344562435643,5.661041540674429,9948.956646573011,46.31435611358184,26.433594178838852,-26.433594178838852,-10.181449200252104,-11.964547693442473,5.8777106864683475,10725.097911078376
25g,compound,2767143051,V1,amount_density_ul,103.0,7,2,7,5.075134846164081,3.6843595608642796,5.4445143023062945,4.69674694308965,1.2217436877353571,11.736055455473615,9.215645630161086,-2.6005365877102733,-3.6096855449446466,0.9136345556217814,1.4894115854369714,964.1449835776639,8.77800094772302,6.5438752387118475,-1.5471861970916037,-2.740660794991559,0.9516844472081933,1.1140077139306404,539.3731044675837
25g,compound,2767143051,V1,amount_density_ul,103.60000000000001,6,1,6,4.461140250947057,4.194222528559282,4.929534858446806,4.3983944366368,0.6819386729086293,16.509635670845167,12.702288948599517,-12.702288948599517,-10.485281848018696,0.7900704257291827,2.095222089976734,1635.408419904259,20.72269905786517,13.243192484677065,-12.523458135390394,-5.996654419294044,0.6692565241506598,2.6298979393381403,2576.5815374570766
25g,compound,2767143051,V1,amount_density_ul,103.89999999999999,7,1,7,5.7677224736048265,4.074723449787973,6.834044487036013,5.514870149963529,1.6549679167431817,11.111439939814208,9.376295969999783,1.8733461237001043,1.0901960172405047,0.7260933018020548,1.4101422270911126,864.2486827526884,11.238430606391848,9.165496892522212,5.731557614588736,5.847961983431961,0.7197966630004615,1.4262584912618725,884.1162574627954
25g,compound,2767143051,V1,amount_density_ul,117.08000000000001,4,1,4,4.8063151220273,4.435538873913215,5.15150213936892,4.780725891254834,1.1481054987280073,30.823244407368616,18.538129467724367,14.850454654611774,2.8576451874911903,0.8696736396902511,3.9117484997635,3800.2895831855226,33.82970891749255,20.631278683025602,16.644258338620727,3.8060805498231645,0.8430099641199955,4.293296038420983,4577.7968217691005
25g,compound,2767143051,V1,amount_density_ul,135.20000000000002,7,1,7,4.0947961172444876,4.0073467822716395,4.48088350118157,4.196823920998114,0.4156712028162988,6.240456520153553,5.906723086987042,-5.906723086987042,-7.053553677138577,-3.0664186231564727,0.7919703749522969,272.603083059489,3.3690230991806427,2.990809926958295,-2.5415515356708758,-3.9534210954623283,-0.18518825685801388,0.42755950281268684,79.4522164996892
25g,compound,2767143051,V1,amount_density_ul,138.41000000000003,7,1,7,5.753957647065055,4.847912911543126,8.194022620802395,7.057319383798256,3.7753635541130395,20.22350512794115,13.3474694456413,8.97247163101679,1.759911465470303,-0.06593240271434642,2.5665457146124226,2862.931117619033,22.674082979754118,15.539518402347593,13.839419750861879,6.627276060399694,-0.3399119756015221,2.8775462085478174,3598.798272809427
25g,compound,2767143051,V1,amount_density_ul,163.0,7,1,7,4.637422984783904,4.1959809390995275,4.70468621531497,4.465572479776667,0.3335906852116458,4.820703253017669,4.355557183126162,-4.355557183126162,-3.2510709481845943,-12.505942924585346,0.611790844226925,162.67425897558596,2.497597695915505,2.033978327830431,-0.7986691746059777,0.392921658376423,-2.6253428409960513,0.31696773742853096,43.665959754497074
25g,compound,2767143051,V1,amount_density_ul,164.0,7,1,7,6.511630366806419,5.100465806363509,7.158767795611356,6.288609733118525,1.6942831283734843,43.80296214858429,27.302634185988477,26.43898922027602,13.03193655747463,0.5547136323512315,5.5589920777113235,13430.89645093216,44.97571384817678,27.99115025955332,26.665737736339025,12.608271023527013,0.5305508371126704,5.707824875480637,14159.703853071564
25g,compound,2767143051,V1,amount_density_ul,169.9,7,1,7,4.115513564147138,3.911010395916646,4.168456883427769,4.1002171790225095,0.37252578069524644,6.41931558308578,6.200021968428378,-6.200021968428378,-6.746382971438376,-7.979290324219097,0.8146692077502806,288.45328788673544,2.2365545172195453,2.112337807224464,-1.3046064039072074,-2.052445685302718,-0.08999257044631359,0.2838389970162043,35.01523275946607
25g,compound,2767143051,V1,amount_density_ul,196.0,7,1,7,4.2626445080737145,3.9360370503285274,4.503830652189899,4.21894695966013,0.44583998839920047,8.752700190400551,7.989843475880362,-7.989843475880362,-6.3747296815491765,-21.45885482019198,1.1107968189907362,536.268324361265,5.44488052193594,3.933970780081502,-3.534587029021583,-1.476331840209287,-7.691209351237763,0.6910045850975594,207.5270672871018
25g,compound,2767143051,V1,amount_density_ul,206.0,3,1,3,3.561937628771641,3.546418341915543,4.235342470560579,4.000527998726868,0.7866940888886985,10.669333337362579,10.283250843556214,-10.283250843556214,-12.1570815401268,-0.9534037930027606,1.354034900554706,341.5040215912695,6.9806659868690355,6.5851292948700015,-6.5851292948700015,-8.07070231875765,0.16379805087189492,0.8859096511902917,146.18909286069072
25g,compound,2767143051,V1,amount_density_ul,209.79999999999998,6,1,6,4.65648344199449,2.681563545735956,6.250802311445364,4.799820435153112,2.4882625328234775,19.042858458537257,16.392939231570352,-4.188906586492087,-4.654598423513091,0.12960798460474932,2.416710973767057,2175.782749631304,18.58555644423153,16.579902795592368,-0.7971226829632231,-0.15516691159799123,0.17090984913953688,2.3586752120296706,2072.5374500502962
25g,compound,2767143051,V1,amount_density_ul,218.2,7,1,7,4.643864535725763,4.621136018638406,5.050103991597754,4.903778019651526,0.4924955016560346,1.9998793725435458,1.2177612954269443,1.1206064359604622,0.19563771246538764,-1.1696801298813546,0.25380278052056743,27.996622533076167,1.6366011913848504,1.3629625366662645,0.1172981763936696,-0.7397389621189419,-0.45302750647631784,0.20769949361918524,18.749244217496184
25g,compound,2767143051,V1,amount_density_ul,235.0,7,1,7,4.387881549222474,4.207734606094954,4.5812867041240075,4.376523996938191,0.38559518998395825,6.083067576959628,5.7857593014593505,-5.7857593014593505,-6.026206731852998,-19.545678912729457,0.7719962945381335,259.0259780210024,2.171135825829316,1.8129022091801232,-0.7751398021664916,-1.2483457891780887,-1.6172740662118392,0.27553677339171634,32.996815419396825
25g,compound,2767143051,V1,amount_density_ul,309.0,5,1,5,4.197598979334345,3.120801806002465,4.478354370419094,3.510862965603431,1.6550831781144906,44.60707712140084,27.8906103668063,-27.8906103668063,-14.168559449698407,-11.026344562435643,5.661041540674429,9948.956646573011,46.31435611358184,26.433594178838852,-26.433594178838852,-10.181449200252104,-11.964547693442473,5.8777106864683475,10725.097911078376
25g,compound,2767143051,V1,loading_volume_ul,300,83,12,83,4.549626914197984,4.023179845266652,5.2173169868283935,4.853558812511923,1.7592281440589543,20.093716769358508,11.316359507677062,-2.3154320459458035,-4.640250164974052,0.58543514736573,2.550074398022173,33511.86864939754,20.560462467191048,10.03109194775533,0.29572345634068004,-1.3610824907218095,0.5659520748198057,2.60930864861362,35086.807199776056
25g,compound,2767143051,V1,loading_volume_ul,500,4,1,4,4.8063151220273,4.435538873913215,5.15150213936892,4.780725891254834,1.1481054987280073,30.823244407368616,18.538129467724367,14.850454654611774,2.8576451874911903,0.8696736396902511,3.9117484997635,3800.2895831855226,33.82970891749255,20.631278683025602,16.644258338620727,3.8060805498231645,0.8430099641199955,4.293296038420983,4577.7968217691005
25g,compound,2767143051,V1,loading_volume_ul,900,7,1,7,4.387881549222474,4.207734606094954,4.5812867041240075,4.376523996938191,0.38559518998395825,6.083067576959628,5.7857593014593505,-5.7857593014593505,-6.026206731852998,-19.545678912729457,0.7719962945381335,259.0259780210024,2.171135825829316,1.8129022091801232,-0.7751398021664916,-1.2483457891780887,-1.6172740662118392,0.27553677339171634,32.996815419396825
25g,compound,2767143051,V1,pair_status,same_compound_condition_different,94,14,94,4.5487166431230746,4.027695813589703,5.069527692713191,4.814935670022089,1.6723588735459274,19.992334757325853,11.211815660833075,-1.8433974075028723,-4.7334165189965045,0.7052178925077466,2.537208103733667,37571.184210604064,20.550301762283187,9.870170870851654,0.9116606554850417,-1.2674997701783983,0.6885341071095691,2.608019163261119,39697.60083696456
25g,compound,2767143051,V1,relaxed_pair_status,relaxed_paired,60,10,60,4.6231907559699055,4.075489082904588,5.4958135874667455,5.083290716211749,1.8028700361598864,18.482519421036738,10.178646124980565,1.0522335992398477,-2.8339983340699106,0.7243262999247124,2.3455988818557465,20496.211448940016,19.115349721779076,9.153173626245865,3.507381567200377,-0.8255594178497798,0.705125315713244,2.4259107707282213,21923.795699155165
25g,compound,2767143051,V1,relaxed_pair_status,same_compound_condition_different,34,6,34,4.422957969702145,3.611279010268783,4.814221627470173,4.341367941452097,1.3071473205349085,22.40993264660591,13.035056018219855,-6.95333447822532,-6.319371677049094,0.6782460582463932,2.8440231421324755,17074.972761664052,22.863922993254082,11.135460126038348,-3.669023306365551,-2.504731069383853,0.6650775410962735,2.9016386232913494,17773.80513780939
25g,compound,2767143051,V2,source_bin,extreme_tail,10,6,10,4.072423398042509,3.2738008250536206,5.145841639742029,4.21678654682603,1.7313462338816676,80.98251030358801,61.17158585738613,17.65303579382961,-5.512494715313821,0.4008809197976514,5.037319203759648,65581.66975070738,80.0703908848635,62.340108595254705,9.412043801234535,-13.273795466317424,0.41430087095856516,4.980583043731531,64112.674964548314
25g,compound,2767143051,V2,source_bin,high,22,10,22,3.9220600478210175,3.271139737632242,4.529001895807775,3.965788423332317,0.9438824852274542,19.106242170180913,15.951558406021258,-3.587317540496572,-7.69695060070444,0.46593997250145824,1.1884571154281758,8031.066777043187,17.611906158736883,14.156651116628668,0.10122212127735802,-5.578358205799709,0.5462127983946545,1.095505594672674,6823.94324797139
25g,compound,2767143051,V2,source_bin,low,31,10,31,3.4068185079346387,3.2290805965005145,3.662210313731247,3.4558836675960105,0.35968955856807333,7.29012173898293,6.4852309960371555,-5.678154207238176,-6.189918746401599,-4.4911678632855505,0.45346421215961447,1647.5221240449366,5.074034166877603,4.128097021246582,3.6712915024919233,3.6643961220719916,-1.6601243173121865,0.31561789889603725,798.1205045258797
25g,compound,2767143051,V2,source_bin,medium,31,11,31,3.0536747246987956,2.9243678918827785,3.5398957038945658,3.2870459839923774,0.605300683491456,13.851887804248573,12.532033406836508,-11.025485678682141,-12.3861458873874,-1.6723910742214807,0.8616228390931208,5948.118667986201,8.393457778135406,6.791224222819147,-2.8825521470241666,-3.972027834631252,0.01878562453025956,0.5220945348970492,2183.9541376735947
25g,compound,2767143051,V2,PE/EA,0/1,16,14,16,3.359892333275045,3.0492478577840254,3.7994457410789755,3.441470609497979,0.5879213637902003,9.732757765608664,8.15871258799891,-6.989169828876346,-7.44245296428813,0.27847191606879795,0.605402418552456,1515.6251795842518,7.722149412894533,6.2799360515913065,2.107152942804502,3.0556138991411235,0.5457888287836637,0.4803374381215183,954.105464881078
25g,compound,2767143051,V2,PE/EA,1/1,14,13,14,3.3579199405913203,3.0176812124918015,3.667231055675578,3.3788728123055174,0.453550351404783,11.489993681169771,10.07881953261876,-8.862357906511926,-9.046559232094937,0.2661747533064004,0.7147069855485714,1848.2793671064978,8.451667792450326,6.259916118694207,-0.5046623410488825,2.055524735693135,0.6029566691418378,0.5257153466236854,1000.0296386351905
25g,compound,2767143051,V2,PE/EA,10/1,14,13,14,3.65941940418288,3.151477580016771,4.062066355673553,3.700296437429082,0.8241951502750517,17.56241030489784,13.251981191415235,-6.185936400190384,-8.541314822769166,0.5932310949757548,1.0924268260087338,4318.135580046144,15.798691604798668,11.015953856721152,-0.6797687805735814,-2.1475843158334325,0.670828860276371,0.9827190132386234,3494.3811899295024
25g,compound,2767143051,V2,PE/EA,2/1,13,13,13,3.4234353263472777,3.270047907630231,3.5594898861120194,3.5148638226826847,0.522920949552333,11.171309649682454,9.95001465559966,-7.748220439576106,-9.573034489734518,0.8523856347278154,0.6948840239519921,1622.376070758148,9.587113889695992,6.502311941369793,-0.3133233516676117,0.4440989315421291,0.8912833111278492,0.5963429970762069,1194.8657855420236
25g,compound,2767143051,V2,PE/EA,20/1,14,13,14,3.542913331756642,3.1018338053909087,4.207377929801078,3.790181784716893,0.928294505705234,26.499084250563826,18.428570803374665,-4.731050919144495,-7.69695060070444,0.7436523415737297,1.6483107954668559,9830.820525658717,28.14129029895499,17.633268675913747,-2.087232858061231,-4.246944887315786,0.7108949782289233,1.7504602106069858,11087.051075660815
25g,compound,2767143051,V2,PE/EA,5/1,11,11,11,3.243253499096988,3.1944669243624952,3.7326898374030835,3.558515267100448,0.8548519698084818,34.95288285909254,21.9267693285558,1.343079949156705,-8.960295896434275,0.8672962592263621,2.1741586842988663,13438.744221775898,29.611706917588783,16.597055709112677,6.313788675033141,0.5488131115765817,0.9047545919083019,1.8419238839705807,9645.38505230493
25g,compound,2767143051,V2,PE/EA,50/1,12,12,12,3.0428140079664003,2.96030173853341,4.972579364129117,3.864557342795243,1.6464771117633905,63.66212661049743,38.872507005566625,4.540589356790335,-9.117968370972982,0.553239197133953,3.9599470518392725,48634.39637485206,62.278189499324746,34.75348192519169,5.62571845641348,-3.3092053703576703,0.5724521409690713,3.8738626249578183,46542.87464776564
25g,compound,2767143051,V2,loading solvent,DCM,72,11,72,3.446060670247718,3.056548007503706,3.9061364621219705,3.6998010692852086,0.8936505522382798,29.841142297275933,16.51580673833193,-1.010464249911985,-7.3705564003281,0.7816623709728561,1.856195351226749,64115.551699651485,28.19643293474182,13.995848535235433,4.627031101796806,0.9520859047152364,0.8050666963376125,1.7538902235462441,57242.79577752432
25g,compound,2767143051,V2,loading solvent,PE,22,3,22,3.2498415536991763,2.9626011291573877,3.614200322852308,3.275470590558012,0.732006936645064,27.873762198469528,16.50214794706882,-15.793183564658886,-10.555397805986471,0.4279036379017437,1.7338192787184983,17092.825620130232,27.53171483381803,12.074785206702915,-9.652181574064654,-4.1096768525823535,0.44185822375952843,1.7125430580617764,16675.897077194863
25g,compound,2767143051,V2,loading_ul,100,80,13,80,3.396316994712657,3.022137730787331,3.815407315404192,3.59808754324132,0.8625926350469643,28.70549162709631,16.39195847906949,-3.1211758883687097,-9.470464913846527,0.7886348852024492,1.7855549758146663,65920.41996426371,26.83155218606516,13.307408940081075,2.5274972762002994,-0.03581274284121072,0.8153306054277665,1.6689911511369493,57594.57541708305
25g,compound,2767143051,V2,loading_ul,200,9,2,9,3.762234595272334,3.4671895260083376,4.127719482270562,3.8295725264791494,0.7392115266530442,13.280303808690105,10.861639421050395,-3.0483873851401917,-5.390917046985514,0.8490287316420686,0.8260688530954704,1587.2982232599804,10.909256835219358,7.8790195388608275,4.037148808965514,3.048210567528855,0.8981247668072381,0.6785836688537662,1071.1069622710224
25g,compound,2767143051,V2,loading_ul,300,5,1,5,3.5594898861120194,3.2275789907731043,4.0294679450088084,3.2265747566386684,1.2906916389529326,52.346268505516264,28.614781376079986,-28.614781376079986,-8.37904736532164,-5.15568840708328,3.2560717443740828,13700.65913225802,55.232255929601685,27.568495605636393,-23.547175335353177,2.0954837131529658,-5.85315785539511,3.4355875412869654,15253.010475365105
25g,compound,2767143051,V2,amount_density_ul,103.0,7,2,7,3.527278652173097,3.1950644944310156,3.8057251274292914,3.5644897913639184,0.5199751274422181,11.433104397772228,10.97496686896971,-8.746793095681339,-9.57234251655765,0.9562750982815134,0.7111683266619515,915.0111331925106,7.694450615915719,6.375862247595211,-4.966316268941078,-3.6974917651643864,0.9801958714376982,0.47861450212682816,414.43199196536057
25g,compound,2767143051,V2,amount_density_ul,103.60000000000001,6,1,6,3.53942476650865,3.4628772038373223,3.559641333978746,3.4710830856897203,0.21731819057910393,20.936933471309924,17.539216351305864,-17.539216351305864,-12.86800627185416,0.8638885935946351,1.3023307952235073,2630.1310990923466,28.53783963631908,16.93928997511585,-16.326329629325315,-5.588205637848354,0.747122283153437,1.7751265933216471,4886.449746649586
25g,compound,2767143051,V2,amount_density_ul,103.89999999999999,7,1,7,3.711744035054249,3.269616869528879,4.494155129862352,3.890052535078901,0.7443044561619161,12.489282725796983,11.228673865389153,-5.310475280120403,-11.118476634867719,0.8394692013874634,0.7768653191904498,1091.8752810342364,8.868962122322172,7.718926479467393,-0.3940985896843979,-3.2620711413639754,0.9190477410048385,0.5516721209148662,550.6094238902978
25g,compound,2767143051,V2,amount_density_ul,117.08000000000001,4,1,4,3.0344282702945646,2.811149574875495,3.6474884247026256,3.4242097292835556,1.1137352575269586,55.01805432093072,40.707258675228644,11.683598006484262,-18.735906333440806,0.8146413002292145,3.422263653538988,12107.945205043536,49.42591826031707,39.338496123514275,6.072998321679666,-19.959650323003125,0.8504067450212434,3.0744184921261795,9771.685583502176
25g,compound,2767143051,V2,amount_density_ul,135.20000000000002,7,1,7,2.920597191137144,2.746085289389708,2.9804694547310033,2.8412765693542297,0.20013519420802928,18.322946997792805,17.743566217053218,-17.743566217053218,-18.69031144238138,-13.799373146172046,1.1397341529108231,2350.112706787471,11.710055189777737,10.215690346870328,-10.215690346870328,-12.445244388840948,-5.044641571388102,0.7283953740557143,959.8777478334838
25g,compound,2767143051,V2,amount_density_ul,138.41000000000003,7,1,7,3.908424148644177,3.7973000411413405,4.706015078392547,4.260586669443456,0.8619192109938908,13.584349689867812,9.356474535685821,4.289159837846699,-2.453635977911105,0.8045679782302528,0.8449812843147412,1291.7418954762823,16.49147162540063,13.106358356081204,13.106358356081204,8.66949719840374,0.7119705844092207,1.0258117018781439,1903.7804545997587
25g,compound,2767143051,V2,amount_density_ul,163.0,7,1,7,3.24174566910264,3.015040924935847,3.626461825339023,3.324396846264332,0.37502994235890663,9.525623273753627,8.55890845617316,-8.55890845617316,-8.960295896434275,-29.554167598072322,0.5925181235402261,635.1624912743374,5.221029195721409,4.71309797180024,1.3260675963136934,0.8196775578313833,-8.179011133294145,0.32476136553934415,190.81402103802745
25g,compound,2767143051,V2,amount_density_ul,164.0,7,1,7,5.168355554470603,4.658217433272698,5.909958136486152,5.291909454047937,1.1547078211415271,75.80364614576015,49.03871272105205,49.02541306116631,23.202457663992966,0.5213184863363982,4.71518061138839,40223.34938294132,72.6438569837967,48.338999076219245,48.338999076219245,24.055826812952652,0.5603933495794535,4.518633646300239,36939.90970237615
