column,protocol,seed,target,feature,source_bin,condition_level,rows,compounds,ratio_defined_rows,ratio_median,ratio_q25,ratio_q75,ratio_mean,ratio_std,scale_rmse,scale_mae,scale_signed_mean,scale_signed_median,scale_r2,scale_nrmse,scale_sse,affine_rmse,affine_mae,affine_signed_mean,affine_signed_median,affine_r2,affine_nrmse,affine_sse
25g,compound,536279090,V1,solvent_DCM,low,1,29,11,29,4.244271249415202,3.9323096348261775,4.801910454819597,4.431467712501768,0.8676295697510698,7.682584200447451,6.737615346202737,-5.9666550570868075,-6.779009785388141,-1.4708896371347078,0.9749894210754388,1711.6408999119794,4.829508182899281,3.8114898334791643,0.02000410758063419,-0.6325517766319031,0.0235623812881377,0.6129082694661281,676.4003293720423
25g,compound,536279090,V1,solvent_DCM,medium,0,5,1,5,3.3413166646637853,3.1293306112898427,3.5308990550594457,3.3368571531574363,0.21099795381301575,15.425898910660866,15.389944553030336,-15.389944553030336,-15.692922014975728,-192.98845012538342,1.9576860931244349,1189.7917860096404,9.792592050447487,9.733795825970269,-9.733795825970269,-10.159844483945946,-77.17542238919616,1.2427685014552345,479.47429533243655
25g,compound,536279090,V1,solvent_DCM,medium,1,25,13,25,4.779467732649237,3.817277803193902,6.203888017173043,5.348184039173449,2.3579595038357986,14.424513430062111,10.952338765490378,-2.741722424518792,-5.63308426501116,-0.12901241845332168,1.8306012184873999,5201.664692351055,14.508114101289703,9.574708741087713,2.425104009584637,-0.6369108894411646,-0.14213725835883761,1.8412108998023096,5262.134369401028
25g,compound,536279090,V1,loading_ul,extreme_tail,0,7,6,7,6.690653367295605,5.992283810458394,8.266995932010392,7.02948782098666,1.4832473148769811,42.031703168520934,31.328267109489936,22.780142928780073,16.338799235011606,-0.20712525541371574,5.334203292780588,12366.648498726569,42.22991281624684,31.65096206765819,10.948390886964118,-1.8572345973132087,-0.21853702338873582,5.359357889807535,12483.558755274662
25g,compound,536279090,V1,loading_ul,extreme_tail,1,3,2,3,5.846170521725065,3.325752611072448,7.428665220503884,5.220888380475866,4.138493107129135,70.05602944225686,57.70582776706419,-11.520939079930423,6.879969324006552,-0.5702839383979079,8.890743766241018,14723.541783643082,73.5327329321361,59.072623800082624,-16.14057848380662,5.559544381134003,-0.7300098060157652,9.331968884561348,16221.188437406561
25g,compound,536279090,V1,loading_ul,high,0,18,11,18,5.55666962632422,5.073554466073932,6.575494082532286,5.537930904897927,2.069172637970721,20.787095296535924,15.348254192252833,-2.9272270822121857,-3.1506981416384043,0.22022169048795381,2.638070404464832,7777.859955610787,20.500461304462696,15.08009717303242,-1.7100977039416874,-1.542012780471829,0.24157820675809183,2.6016939583758014,7564.840446523904
25g,compound,536279090,V1,loading_ul,high,1,3,1,3,4.908747312349518,4.693550841384306,4.93048614209547,4.779775551536678,0.26194202228444197,12.45744698646606,11.643820293046112,-11.643820293046112,-8.741523492034553,-2.806014274095901,1.5809626954306744,465.563956261837,11.011307442745128,9.048270219867083,-9.048270219867083,-4.901449805241008,-1.973651670856027,1.39743450755287,363.74667479596275
25g,compound,536279090,V1,loading_ul,low,0,25,9,25,4.222469881940494,3.82998948176404,4.691360852174467,4.278080947954751,0.647872750736652,7.907915330302206,6.993353505639254,-6.839633342746797,-7.555464118009091,-3.473356888451802,1.00358597948798,1563.3781217807161,3.7744341148709437,3.4378951295447293,-0.9436577963939269,-2.461742291140034,-0.019091605811139223,0.47900982749151966,356.15882218754007
25g,compound,536279090,V1,loading_ul,low,1,5,3,5,4.309818119086355,4.244259899328567,5.559384414225632,5.151627788603378,1.4033429695636608,6.940932363020643,6.036186477735193,-2.3332176153250943,-4.229541953224324,0.08387692457720153,0.8808670949484848,240.8827103401366,8.148693891496332,5.60315528439996,4.148322907992864,0.8427937825944731,-0.2626826265184592,1.0341429566536018,332.00606068654827
25g,compound,536279090,V1,loading_ul,medium,0,24,12,24,4.384552166833894,3.6460593581966476,5.578236324253199,4.67267728314726,1.404879265202023,11.35522625912025,9.770742976582227,-6.9162576333928145,-8.620452561164628,-0.705872121961727,1.4410809159651594,3094.5879214995384,8.883498475597088,7.442037779705996,-1.7361795015403938,-2.8274086038171315,-0.04405397636169983,1.1273963044026896,1893.9970839824591
25g,compound,536279090,V1,loading_ul,medium,1,6,3,6,4.170702680710439,3.5386586984874944,8.520666437596924,6.374105324931527,4.270440915606353,23.440949059502536,19.376726744072943,3.4162333038843435,-8.698793425908018,-0.06466236646623535,2.9748684500785716,3296.868556861157,25.323281714498112,18.237965157350043,8.93782152445567,-4.437954622894688,-0.24251458017037764,3.213753488977155,3847.6115807510064
25g,compound,536279090,V1,amount_density_ul,extreme_tail,0,5,4,5,6.1043919300650495,5.880175690851739,6.690653367295605,6.534484576577168,1.4473764663916413,41.24234735089146,26.716367667029637,14.748993814035831,1.1842933930775956,0.16168708474100757,5.234026900101641,8504.656075057917,44.05397854075337,30.16431002954348,1.18071037657177,-4.941979678070922,0.04348964140797584,5.5908483282249355,9703.765126345792
25g,compound,536279090,V1,amount_density_ul,extreme_tail,1,5,4,5,7.750978814512063,5.846170521725065,8.78301304950872,6.439331401089676,3.388263684589501,60.96808051318614,51.766702946494796,10.230642838298019,33.1530324208471,-0.215642931051238,7.737400850116291,18585.534207311735,61.645733131069875,49.59061114522757,4.462689774894022,23.57648368833469,-0.24281655153527226,7.8234010964347425,19000.98206633543
25g,compound,536279090,V1,amount_density_ul,high,0,12,7,12,5.432246690065039,4.573852059110202,5.848515692064517,5.078681909646231,2.20979625815881,23.41860077802068,17.26651019228201,-7.552033471174133,-6.146169230795387,0.10928637433914334,2.972032251026857,6581.170348803729,22.839287404037837,16.798329973545087,-6.78429457184247,-7.085029969523372,0.15280904795098638,2.8985121442003163,6259.596589490898
25g,compound,536279090,V1,amount_density_ul,high,1,9,5,9,5.406638995848729,4.908747312349518,6.633124345507647,5.897544447446439,1.4678513403563571,13.590247986736243,11.555768225811695,0.333650366125769,-2.190708888474582,0.48143964233632064,1.7247253881171765,1662.2535630688965,13.617760183871683,10.778511121293747,2.6094406146175593,0.490955487959738,0.4793379624197247,1.7282169347709748,1668.9905318289682
25g,compound,536279090,V1,amount_density_ul,low,0,14,6,14,4.010508138413385,3.618896481506686,4.266320599461158,4.113900654926345,0.6308787422627437,9.21723121488138,8.615561221789141,-8.42083672999904,-9.443231252237666,-5.107913107868974,1.1697500075029774,1189.4029177601717,4.0681593830918406,3.862274787568406,-2.7834910266916983,-3.4445926411463184,-0.1898379183542116,0.5162862206615731,231.6988907273346
25g,compound,536279090,V1,amount_density_ul,low,1,16,6,16,4.473248921087533,4.218260530447739,4.947099131377468,4.694722092057302,0.9464928637781244,6.199082161702858,5.274807057788085,-4.047825464081803,-4.122821212160238,-0.3174895561755682,0.7867195946496403,614.8579143606812,5.341266189694359,3.743206727166271,2.2574402502374955,1.3234181464076915,0.021905446190798372,0.6778549891840575,456.4659921467536
25g,compound,536279090,V1,amount_density_ul,medium,0,16,8,16,4.017461491559713,3.438111034468719,5.0905152540080705,4.45191421465026,1.299801774572165,11.81674826080513,10.617243723604687,-8.75458381895657,-11.225557959783247,-1.2160230597918456,1.4996522322691332,2234.1686313478576,8.213146087724219,7.148878280093255,-3.579195908568849,-5.337230266649582,-0.07052645366410815,1.042322523300409,1079.2922985327941
25g,compound,536279090,V1,amount_density_ul,medium,1,14,7,14,4.63848274254862,3.625772672377206,6.058064969327183,5.654161379337088,2.9656863137531917,17.232212044003184,12.920163737481149,-0.38710301962973837,-3.9266450084638542,-0.056790880125254795,2.1869235671576925,4157.287847012837,18.24890675042651,12.403903226825149,4.94469683191901,-0.6575733723481925,-0.1851701391328684,2.315951321017964,4662.316366200671
25g,compound,536279090,V1,loading_volume_ul,extreme_tail,0,10,8,10,6.397522648680328,5.854671814006734,8.525004490759555,6.486907988833421,2.45681711534124,52.0482375132623,39.241535306762216,12.489818326166922,11.60938427950908,0.053034049776190306,6.605392096854202,27090.19028236965,53.57681139511871,39.87746058738553,2.8217000757328945,1.8511548919103973,-0.0034044765991170234,6.799381947828489,28704.74719268122
25g,compound,536279090,V1,loading_volume_ul,high,0,20,10,20,5.432246690065039,4.801149076866912,6.460233556581565,5.430772197346199,1.9788328620873188,20.296089163233617,15.45046637256074,-4.271541973524154,-6.146169230795387,0.22214423345086276,2.5757572851859023,8238.624706438583,19.91023114384751,14.90478021431125,-2.9208762409255677,-4.61415960696489,0.251439416115249,2.5267884125874525,7928.346084028708
25g,compound,536279090,V1,loading_volume_ul,high,1,1,1,1,5.406638995848729,5.406638995848729,5.406638995848729,5.406638995848729,,2.190708888474582,2.190708888474582,-2.190708888474582,-2.190708888474582,,0.27802077207227355,4.7992054340415375,0.490955487959738,0.490955487959738,0.490955487959738,0.490955487959738,,0.06230669192689035,0.2410372911577844
25g,compound,536279090,V1,loading_volume_ul,low,0,25,11,25,4.244259899328567,3.9323096348261775,4.691360852174467,4.437924772223927,0.8829852175663188,7.867620422463271,6.952352375990191,-6.058038440615714,-7.527912536468367,-1.50186949154735,0.9984721912311741,1547.4862777990286,4.941178811914958,3.8844842945534315,-0.3660654428404663,-2.461742291140034,0.013177610934450135,0.6270802823063888,610.381201282933
25g,compound,536279090,V1,loading_volume_ul,low,1,5,1,5,4.280457939471937,4.222469881940494,4.85700175161026,4.352408667257492,0.7727161643638734,7.166234078256502,6.241192125980506,-6.241192125980506,-6.420544014017423,-2.5033024670417374,0.9094599203798442,256.7745543218241,3.9442028748824582,3.3702094593564467,1.260361140225562,1.1566469910127282,-0.06124130692619212,0.5005550186305483,77.78368159115524
25g,compound,536279090,V1,loading_volume_ul,medium,0,29,13,29,4.358351668933479,3.5308990550594457,5.564116490407731,4.992010031701167,2.315255819819012,14.845684571848603,12.090195024886418,-5.0120774895660825,-9.942715818366839,-0.21574740917320834,1.8840516457121579,6391.436161797886,14.029340777008217,9.731946520827668,0.2120128467835445,-4.445113697923222,-0.08571896526385547,1.7804502346292053,5707.849676485341
25g,compound,536279090,V1,loading_volume_ul,medium,1,1,1,1,5.620595825789603,5.620595825789603,5.620595825789603,5.620595825789603,,0.1425361807050649,0.1425361807050649,-0.1425361807050649,-0.1425361807050649,,0.01808913051676562,0.020316562809986918,5.810248553041781,5.810248553041781,5.810248553041781,5.810248553041781,,0.7373730928591286,33.75898824812411
25g,compound,536279090,V2,EA_fraction,extreme_tail,0,10,10,10,4.862702263419572,3.795054976469923,5.349041999528601,4.542868811945257,1.5841047162687876,66.45956329207102,53.00997719002298,15.66525978354169,19.271317058205796,0.3935573951283964,4.133954766153952,44168.73552972794,66.84673906475776,52.990854839155915,-0.2154896239008906,2.28819786208291,0.3864708657152346,4.158038089178564,44684.865235918114
25g,compound,536279090,V2,EA_fraction,high,0,19,12,19,4.0294679450088084,3.3283993431373236,4.927646097821587,4.1079517691824154,1.2876444671255083,28.764678279655158,24.454700399436167,-2.7884700289715743,-8.061478982500645,0.3106402642570465,1.7892365369372252,15720.727614109237,28.178148328848113,23.350270475443327,-0.9150179031683131,-6.159039741737601,0.3384666042334906,1.7527528743080412,15086.152821608748
25g,compound,536279090,V2,EA_fraction,high,1,2,1,2,4.350916319487502,4.321820770770046,4.380011868204958,4.350916319487502,0.08229463920182868,1.6520066446951893,1.5535057374626504,0.5619126958769343,0.5619126958769343,0.9944499573234491,0.10275903728922711,5.458251908234115,5.291108746615075,4.153342963899597,-3.278044232882202,-3.278044232882202,0.9430667313663725,0.3291204927902053,55.9916635370131
25g,compound,536279090,V2,EA_fraction,low,0,1,1,1,2.90439772009273,2.90439772009273,2.90439772009273,2.90439772009273,,17.168467728677207,17.168467728677207,-17.168467728677207,-17.168467728677207,,1.0679225905023813,294.7562841506307,4.39497175836388,4.39497175836388,-4.39497175836388,-4.39497175836388,,0.27337848080274685,19.315776756816096
25g,compound,536279090,V2,EA_fraction,low,1,29,11,29,3.272104116625248,3.080098830000225,3.492205675776986,3.338428358642429,0.4638509243695735,10.711254004034954,9.696608025214024,-9.195478571145697,-9.108810509266231,-2.452657317691588,0.6662673864838459,3327.19790782969,6.615466989346473,5.65240399461544,3.0317197928494526,4.798794786998176,-0.31702449690820855,0.4114989617183619,1269.1677011268537
25g,compound,536279090,V2,EA_fraction,medium,0,18,10,18,3.725999709466831,3.482760913078172,4.2496587912255475,3.806926567996186,0.6197075187088414,11.491757473686196,9.358137396873783,-6.938388636377443,-8.06001317726474,0.21316305149149495,0.7148166979529056,2377.0888170124053,9.597310659835635,7.946574486098957,0.9826092679598363,2.6528013678555986,0.45120398712690124,0.5969772622508501,1657.950694225105
25g,compound,536279090,V2,EA_fraction,medium,1,12,8,12,3.2502731164109084,2.834033781899505,3.7443612125820778,3.3058357268183642,0.6616553951054637,16.73033397888326,13.679925064080564,-13.526302663003273,-14.452654562346488,-3.2238979133140306,1.0406695510080683,3358.8489005397087,10.820528265612033,9.011550179460928,-4.5888332188138925,-5.574624984712962,-0.7668558536130414,0.6730645249555398,1405.0059833629075
25g,compound,536279090,V2,solvent_DCM,extreme_tail,0,1,1,1,1.0361485556125427,1.0361485556125427,1.0361485556125427,1.0361485556125427,,113.98336710690677,113.98336710690677,-113.98336710690677,-113.98336710690677,,7.090056876285399,12992.207977027876,121.85580160220798,121.85580160220798,-121.85580160220798,-121.85580160220798,,7.579742430794119,14848.836384116672
25g,compound,536279090,V2,solvent_DCM,extreme_tail,1,9,9,9,4.888505051914082,3.9788714197274895,5.364254438217681,4.9325043959822255,1.0559983320086554,58.85625384754516,46.235156088147,30.070662771369296,25.40826212486823,0.2887783829770868,3.6610094779249662,31176.52755270007,57.57702942030638,45.33919408770569,13.300100595911008,7.649581975507175,0.3193588141061998,3.5814384477223764,29836.02885180144
25g,compound,536279090,V2,solvent_DCM,high,0,2,1,2,3.778373298590953,3.652825975382025,3.9039206217998808,3.778373298590953,0.3551014544034083,12.359120117019541,11.323225280913817,-11.323225280913817,-11.323225280913817,-4.00392211680897,0.7687688721138146,305.49570013383425,8.526247519353651,7.018068115479977,-7.018068115479977,-7.018068115479977,-1.381503958110084,0.5303543963287749,145.39379352256856
25g,compound,536279090,V2,solvent_DCM,high,1,19,12,19,4.172819671163937,3.3283993431373236,4.927646097821587,4.168219455592579,1.2814269869961898,28.488862242789065,23.42630886854657,-1.5374028735199157,-4.065385353014875,0.3456028351914586,1.7720800742145713,15420.690165883636,28.094530926501836,23.048720459487498,-0.5213311786843375,-6.159039741737601,0.36359326149677573,1.7475516580821133,14996.750691623192
25g,compound,536279090,V2,solvent_DCM,low,0,6,1,6,3.3696468213167927,3.23871027223614,3.485951638334824,3.3560988445887467,0.1746343655917668,8.061873081411749,8.00804499279805,-8.00804499279805,-8.150179734013385,-3.3440716337235896,0.5014691189372663,389.96278548474817,6.392026601464457,6.297416227235664,6.297416227235664,6.033257133491949,-1.7308774546840913,0.397600398280971,245.14802444297558
25g,compound,536279090,V2,solvent_DCM,low,1,24,10,24,3.230286088163938,2.9879465448510354,3.4848611767246145,3.3159261272162794,0.5127201941201824,11.604581362719733,10.430076270962319,-9.824544847296425,-10.316988272049121,-3.3334060206273337,0.7218346323283766,3231.9914064955724,6.593353513958501,5.43875792661657,1.9058502029523439,2.199896416266755,-0.3988886623854473,0.410123447007641,1043.335453440694
25g,compound,536279090,V2,solvent_DCM,medium,0,2,1,2,4.203953943978714,4.165836713124638,4.24207117483279,4.203953943978714,0.10781180966788104,2.3907299358935314,2.107713320277128,-2.107713320277128,-2.107713320277128,-1.8647328380308443,0.14870951483145106,11.431179252754976,6.593084028386365,6.505167156051023,6.505167156051023,6.505167156051023,-20.7871442426443,0.4101066843160108,86.93751401072676
25g,compound,536279090,V2,solvent_DCM,medium,1,28,13,28,3.5127042320049937,3.091574249099908,4.20588333403846,3.5638142520640828,0.6770201920866056,14.298484607891844,11.728219545433591,-10.106828598938534,-11.54055852284877,-0.16715590702253547,0.8894023021759075,5724.50653829936,10.309529509108977,8.50595030682894,-1.799620218378275,-1.8121032457101336,0.3932265911581265,0.6412790957365583,2976.0191635772862
25g,compound,536279090,V2,loading_ul,extreme_tail,0,8,8,8,4.862702263419572,3.917599271974967,5.544953332789731,4.886141860047333,1.1190746762061874,59.14206425598747,44.949830331984245,26.764775350609334,19.271317058205796,0.3546260294151634,3.6787876161141084,27982.270115674804,58.87466823167422,45.26990171623095,9.225921537961925,2.28819786208291,0.36044863026982255,3.662154899701236,27729.81247511768
25g,compound,536279090,V2,loading_ul,extreme_tail,1,2,2,2,3.1697766195369526,2.1029625875747477,4.236590651499157,3.1697766195369526,3.0174057450617493,89.96239607206208,85.25056462217789,-28.73280248472888,-28.73280248472888,0.19138442270155442,5.595891059084047,16186.465414053142,92.07348359001203,83.87466733085583,-37.98113427135215,-37.98113427135215,0.1529886590066123,5.727206100506213,16955.05276080043
25g,compound,536279090,V2,loading_ul,high,0,18,11,18,3.7821415352254215,3.3056523390926618,4.627570998930049,3.9421902534237514,1.0684830406696597,26.029895013227225,21.621432770351994,-6.537623680817038,-12.168862746695147,0.3827027664830459,1.6191260252421142,12195.99781919337,24.885353676275564,20.919999783854266,-5.2772690548631,-9.645658091302849,0.43579473761851195,1.5479326276244076,11147.05489667979
25g,compound,536279090,V2,loading_ul,high,1,3,3,3,4.509810962225374,4.269639453617091,5.882011873402276,5.264497230604454,1.7398012365910906,34.30348887418549,26.18684306595887,21.940040365333545,15.072709995770907,-0.490533878943912,2.1337647180126256,3530.1880468241025,36.49241742456447,25.133942950615182,23.68313812052448,11.02611620784586,-0.6868269627681194,2.2699216706823586,3995.0895884659703
25g,compound,536279090,V2,loading_ul,low,0,24,9,24,3.172010934813925,2.9879465448510354,3.41045574001119,3.201474297260012,0.3383066619057252,11.84014425504855,10.875735341867573,-10.875735341867573,-10.316988272049121,-4.1939157986158095,0.736487246538195,3364.5363835286207,5.474076421099331,4.7521484039318445,1.2192406802676183,2.199896416266755,-0.11020359584492856,0.3405015499702264,719.1723039368558
25g,compound,536279090,V2,loading_ul,low,1,6,3,6,3.5258477809445026,3.4734435634504996,4.288209893767554,3.813906164413813,0.59561508930289,6.550035730840203,6.225408709177034,-3.803283014513456,-6.892857851522351,0.17675586177864167,0.40742897013914076,257.41780845170007,9.740903225974595,9.043854317974565,9.043854317974565,7.604230044720573,-0.8207057607810162,0.6059090870142133,569.3111739468137
25g,compound,536279090,V2,loading_ul,medium,0,24,11,24,3.434990922156488,2.958300436969462,3.7211652262398722,3.4346329222935914,0.6337109267451331,15.310104456658145,13.151107083161776,-12.152503218672317,-13.6927902765776,-0.6253617569586623,0.9523276433636719,5625.583163370806,10.278700250352708,8.303503714510494,-3.719661898231257,-2.779244850314978,0.26739457217831164,0.6393614370150831,2535.64029207842
25g,compound,536279090,V2,loading_ul,medium,1,6,3,6,4.20685245981306,4.1470181637688865,4.262338982105716,4.293919468450924,0.2725485260827217,4.288639142768328,2.8298339861353745,0.7422416395503907,-0.9258015156985024,0.8523730204433795,0.26676432023255103,110.35455418130795,9.374756756929685,8.648808959176751,8.648808959176751,7.107254416323514,0.29458167049818573,0.5831338404456096,527.3163855095928
25g,compound,536279090,V2,amount_density_ul,extreme_tail,0,5,5,5,4.836899474925062,3.9788714197274895,4.888505051914082,4.819058036618437,1.1475798856171817,64.89753017526456,45.089930007045304,25.526628128498082,13.134371991543361,0.34679078220724624,4.036792312351269,21058.447114246872,67.48258205152753,49.09318506986591,3.2625559060252414,-3.0731862513413546,0.2937160301049766,4.197589148732338,22769.494401705724
25g,compound,536279090,V2,amount_density_ul,extreme_tail,1,5,5,5,5.303404683461363,3.542540242562918,5.364254438217681,4.266679587272078,2.034325841353644,67.9857167579795,60.93002437300065,5.803891438585299,43.51941646927247,0.26420555587698513,4.228885413930679,23110.288415481074,66.20478960651167,56.888524608445934,-3.69353515382702,31.473871257988947,0.3022498113910552,4.118107191485426,21915.370834212383
25g,compound,536279090,V2,amount_density_ul,high,0,11,7,11,4.037004418277745,3.4452973738939687,4.350916319487502,3.888418199367095,1.0921210288433614,28.411995976591815,22.33330325586313,-8.29515278221665,-8.061478982500645,0.3759273363283223,1.767298795918984,8879.656669112564,26.792750096826396,21.150406570586355,-7.7214561194404014,-7.431387196781799,0.4450341529427251,1.666577561973861,7896.3660352609
25g,compound,536279090,V2,amount_density_ul,high,1,10,7,10,4.269639453617091,3.320811369936232,5.041273050266083,4.398031606040285,1.3609822219029872,26.165873187999875,22.20799832497181,3.938957544567713,0.07110872497059262,0.3189548753561229,1.6275842153933782,6846.529196904908,26.917983672416586,21.930735268477246,6.099458868788205,4.424954481354902,0.2792403354133698,1.6743674105832835,7245.778449884859
25g,compound,536279090,V2,amount_density_ul,low,0,18,7,18,3.172010934813925,2.8754411132386353,3.401012789253464,3.1943852665301136,0.3784176476216938,12.377363432883229,11.221831684980927,-11.221831684980927,-10.316988272049121,-3.979236990792961,0.7699036530065766,2757.584259894148,5.5895447226646935,4.789455046929573,1.7021438752290818,2.9668242938336746,-0.015451958792835674,0.3476839735666328,562.3741837200371
25g,compound,536279090,V2,amount_density_ul,low,1,12,5,12,3.4490059684364427,3.196024365841629,3.5090267283607446,3.518323776931761,0.5236740226991536,8.487097717939136,8.031427510852273,-6.820364663520485,-7.56072293334171,-1.2921008200260444,0.5279191785792953,864.3699320861723,7.778760045596558,6.842041396456611,4.407192706678896,6.143546402833758,-0.9254669173465326,0.4838587642223994,726.1092941636324
25g,compound,536279090,V2,amount_density_ul,medium,0,13,7,13,3.6236716308198593,3.478431769085213,4.217880969798432,3.6842287932260422,0.5039411259412294,12.397554704996223,9.745584575579205,-9.053460713880371,-10.232101037697497,-0.2584931812999325,0.7711596017587433,1998.0917146238614,8.531856725871998,6.355850527376493,-0.41571006155514784,-0.5336759882469906,0.4039730355843798,0.5307033033163059,946.3035294804944
25g,compound,536279090,V2,amount_density_ul,medium,1,17,7,17,3.3915500752277636,2.893608218184966,4.204914208263859,3.5470430961066572,0.7892260888101028,14.828125110407493,12.112527907656776,-9.971272831199322,-13.428584838281942,-0.05779413811300138,0.9223472956616526,3737.846002928253,11.15836048495508,9.914758002789293,-1.8808706471925138,-2.5615623095757485,0.40099637846702896,0.6940785527964387,2116.6531481075185
25g,compound,536279090,V2,loading_volume_ul,extreme_tail,0,9,9,9,4.888505051914082,3.9788714197274895,5.364254438217681,4.654016430765518,1.6383165286238914,69.6026603602712,56.25197851901091,20.053840340505385,25.40826212486823,0.332139064469411,4.329463440330281,43600.77296304541,69.76846139236956,55.58991117645387,3.0493835071628346,7.649581975507175,0.3289534414013282,4.339776688460788,43808.74384552706
