sample_id,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,canonical_smiles,source_V1,source_V2,EA_fraction,solvent_DCM,loading_ul,amount_density_ul,loading_volume_ul,exact_source_ids,exact_source_train_ids,exact_matches,exact_train_matches,exact_source_train_V1,exact_source_train_V1_std,exact_source_train_V2,exact_source_train_V2_std,relaxed_source_ids,relaxed_source_train_ids,relaxed_matches,relaxed_train_matches,relaxed_source_train_V1,relaxed_source_train_V1_std,relaxed_source_train_V2,relaxed_source_train_V2_std,pair_status,relaxed_pair_status,source_train_compound_seen,MolWt,MolLogP,TPSA,HBD,HBA,RotatableBonds,RingCount
2bb0b424be9f80c38013,1.045,100,PE,300,0/1,15,CCOC(=O)c1ccccc1,5.1470056,8.26981,1.0,0.0,100,104.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
dffe78ef61ff9f0b3c95,1.045,200,PE,300,0/1,15,CCOC(=O)c1ccccc1,5.0343323,8.381912,1.0,0.0,200,209.0,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
d79a3fe72ac3a9fba9cb,1.045,200,PE,300,1/1,15,CCOC(=O)c1ccccc1,5.5138974,10.20157,0.5,0.0,200,209.0,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
e5fad12bd9aa5b8f139f,1.045,300,PE,300,1/1,15,CCOC(=O)c1ccccc1,5.3951106,10.334263,0.5,0.0,300,313.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
f83bbbbcadad8cece5d1,1.045,100,PE,300,2/1,15,CCOC(=O)c1ccccc1,5.227644,10.796681,0.3333333333333333,0.0,100,104.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
12787d4ff0c5ef2869a4,1.045,200,PE,300,2/1,15,CCOC(=O)c1ccccc1,5.108856,10.929373,0.3333333333333333,0.0,200,209.0,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
807ed88222c66bdb76c2,1.045,300,PE,300,2/1,15,CCOC(=O)c1ccccc1,4.990071,11.062066,0.3333333333333333,0.0,300,313.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
0815f76eede6a2947f79,1.045,300,PE,300,5/1,15,CCOC(=O)c1ccccc1,5.5971465,14.060041,0.16666666666666666,0.0,300,313.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
ca82919deafea92a65fa,1.045,100,PE,300,10/1,15,CCOC(=O)c1ccccc1,5.961059,14.046973,0.09090909090909091,0.0,100,104.5,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
3698bb883e7b5adc6503,1.045,200,PE,300,10/1,15,CCOC(=O)c1ccccc1,5.840239,14.18092,0.09090909090909091,0.0,200,209.0,300,[],[],0,0,,,,,[],[],0,0,,,,,source_absent,source_absent,False,150.177,1.8633,26.3,0,2,2,1
